Chr	Start	End	gene	root	shoot	anther	base	middle	tip	ear	tassel		
1	4092942	4093738	Zm00019ab000780	48.9495	1229.38	9.38903	2132.52	1829.67	0.289841	144.55	180.663		
1	4179615	4181675	Zm00019ab000790	14.3492	13.123	4.33443	10.595	9.21576	9.77924	3.58183	7.43027		
1	4187180	4194344	Zm00019ab000800	109.366	67.5645	65.833	60.4134	46.8003	60.8942	78.3033	80.7647		
1	4271039	4273098	Zm00019ab000810	204.364	228.309	5.4629	21.8198	2.25802	0.560687	984.902	27.6565		
1	4275439	4279424	Zm00019ab000820	5.59283	4.10885	1.54262	9.71144	2.67429	2.28192	28.3041	5.92563		
1	4302120	4304652	Zm00019ab000830	8.90278	33.7634	27.2293	15.1422	68.1423	104.615	14.2628	40.2706		
1	4305571	4319423	Zm00019ab000840	17.3414	7.00199	5.72419	15.3944	9.69755	10.9056	35.7441	14.1741		
1	4382206	4389595	Zm00019ab000860	0.226684	0.437002	0.0470973	0.0959365	0.0524528	0.0390736	3.01699	0.175613		
1	4433043	4437674	Zm00019ab000870	7.96342	14.4919	2.36691	12.5049	10.6459	8.65264	15.9856	5.96776		
1	4439138	4442951	Zm00019ab000880	1.82447	0.0453607	0.0456278	0.0743545	0.0145189	0.0151418	0.0782036	0.10208		
1	4447045	4451875	Zm00019ab000890	1.02694	1.08629	32.2761	4.38796	1.32965	1.75727	18.0128	3.08931		
1	4521440	4523309	Zm00019ab000900	18.5023	0.0616777	0.279184	0	0	1.11178	0	0		
1	4547311	4548475	Zm00019ab000910	0.774274	1.13852	0.597509	0.304279	1.30714	1.93329	1.79217	2.67353		
1	4559322	4560415	Zm00019ab000920	90.9332	57.5105	26.5385	138.878	80.0764	25.2857	161.744	118.864		
1	4593159	4596687	Zm00019ab000930	0.0912874	0.0163414	0.123282	0.0200898	0	0.00818231	0	0		
1	4619574	4619923	Zm00019ab000940	5.70672	2.14198	2.4032	2.43076	1.74036	1.48502	7.66976	2.96635		
1	4653309	4660714	Zm00019ab000950	31.8282	13.911	10.0923	43.2122	17.1001	16.1415	39.5188	24.6466		
1	4665896	4668976	Zm00019ab000960	0.794666	0.861005	1.31794	1.28862	0.0179731	0	0.435641	0.926684		
1	4744546	4751170	Zm00019ab000970	11.1647	23.1153	27.6951	27.1496	45.6668	103.494	12.3922	20.2747		
1	4820441	4823106	Zm00019ab000980	7.4436	3.50425	3.00267	6.27596	5.73276	4.33239	7.4679	5.84146		
1	4826250	4827046	Zm00019ab000990	0	0	0	0.0444774	0.138959	0.0362301	0	0		
1	4829421	4836001	Zm00019ab001000	3.24063	1.98041	0.546498	3.16187	1.58191	1.07498	11.9142	2.28753		
1	4836428	4837684	Zm00019ab001010	23.9373	19.2688	0.0461481	953.923	124.671	0.0459433	0	2.5811		
1	4861566	4862042	Zm00019ab001020	0	0	0	0	0	0	0	0		
1	4862840	4864960	Zm00019ab001030	45.1713	22.7303	25.0931	56.9249	30.2853	25.5263	38.4437	29.6146		
1	4865489	4866761	Zm00019ab001040	0.961652	3.12579	0.501249	0.445543	1.39199	0.226829	4.36391	0.815572		
1	4884446	4891909	Zm00019ab001050	23.799	16.6037	4.01021	28.1109	17.327	4.99052	73.3134	15.1008		
1	4892366	4895315	Zm00019ab001060	121.676	91.2728	15.0428	61.9568	52.3999	30.5002	103.686	43.2226		
1	4951802	4964376	Zm00019ab001070	2.25443	1.81375	0.613526	2.02966	1.62493	1.32953	3.92256	1.4242		
1	4964598	4974735	Zm00019ab001090	2.82814	7.6025	0.95555	4.12249	4.24955	1.40703	2.58903	2.48982		
1	4982085	4990793	Zm00019ab001100	2.93707	22.0007	6.43758	6.15434	29.7255	33.484	5.33846	9.68603		
1	4982507	4987218	Zm00019ab001110	1.85279	27.7084	5.19513	2.88132	28.5044	38.8702	3.08586	6.6927		
1	4992918	4995832	Zm00019ab001120	0	15.2332	50.5258	0.0243215	2.44107	5.31941	0	1.91439		
1	5069254	5070225	Zm00019ab001130	542.358	155.029	264.558	392.778	251.439	145.149	87.7622	323.109		
1	5074475	5083030	Zm00019ab001140	23.4423	13.3724	5.81709	13.5646	9.85699	8.03219	36.4643	13.5147		
1	5085134	5088334	Zm00019ab001150	24.2244	14.2595	40.2125	13.4995	10.5785	8.56068	28.7343	19.2376		
1	5087464	5108056	Zm00019ab001160	13.6383	10.0506	4.70984	7.48803	6.46846	5.67888	25.4936	7.07719		
1	5134893	5136728	Zm00019ab001170	0	0	0	0	0.0150804	0	0	0		
1	5145793	5150713	Zm00019ab001180	10.1536	5.41412	3.9902	9.11966	9.42987	8.4144	24.5476	9.65224		
1	5170451	5171947	Zm00019ab001190	192.926	25.5406	5.17307	324.317	104.295	0.231466	26.9229	32.2927		
1	5176822	5183825	Zm00019ab001200	0	0.00823367	0	0	0.0118593	0.0247362	0.0106464	0		
1	5184407	5185036	Zm00019ab001210	0	67.8293	524.974	2.70084	826.409	477.727	0	276.035		
1	5184422	5185101	Zm00019ab001220	0	62.1634	482.278	2.50225	753.795	432.961	0	252.494		
1	5193871	5212577	Zm00019ab001230	14.2762	7.46791	5.78934	19.063	8.12112	5.04435	22.3379	13.1464		
1	5213750	5225390	Zm00019ab001240	26.6141	9.95491	12.5275	18.618	14.8963	13.479	42.3696	26.2543		
1	5323208	5327581	Zm00019ab001250	24.9975	24.2132	2.53305	43.48	9.09627	0	0.136383	5.13296		
1	5326565	5327460	Zm00019ab001260	8.05383	11.0381	1.71564	26.1908	5.65494	0	0	3.33135		
1	5371215	5377512	Zm00019ab001270	22.0362	23.0931	0.626319	1.6773	0.98476	0.137545	123.324	2.06062		
1	5377721	5378912	Zm00019ab001280	3.78368	0.677316	12.7501	1.63563	0.97557	0.872075	10.1967	4.89933		
1	5379266	5380695	Zm00019ab001290	21.0188	22.4625	8.51868	16.6583	18.6649	17.8906	21.4055	13.8853		
1	5431985	5446810	Zm00019ab001300	10.3625	5.97652	5.34656	8.97331	7.45694	9.33103	15.7146	11.5107		
1	5448276	5450272	Zm00019ab001310	0.967912	5.96323	5.09786	4.61523	13.8646	33.1409	4.51809	10.6578		
1	5451952	5453195	Zm00019ab001320	115.913	76.9533	26.486	102.556	34.5205	40.6437	137.086	64.263		
1	5528601	5530592	Zm00019ab001330	2.29648	2.30153	1.10658	3.77263	3.80843	3.49346	8.27276	3.06203		
1	5531172	5535744	Zm00019ab001340	43.3107	73.1987	19.4079	66.4708	15.1667	1.62909	21.638	29.1596		
1	5538890	5539885	Zm00019ab001350	37.8433	25.4182	19.5399	41.5346	26.1031	38.8774	34.0643	25.9295		
1	5544482	5545502	Zm00019ab001360	30.7324	44.2823	7.81207	26.8034	5.36939	3.818	7.01121	19.5112		
1	5545757	5557471	Zm00019ab001370	19.8627	9.50806	5.3725	14.367	11.0372	9.85928	25.8105	13.2547		
1	5629642	5632675	Zm00019ab001390	17.3818	19.8913	10.1906	32.7496	20.0037	5.15836	17.3638	15.848		
1	5631876	5634520	Zm00019ab001400	3.38596	12.9945	1.71064	7.54538	9.54672	8.00214	11.5727	3.97429		
1	5633120	5634401	Zm00019ab001410	3.21651	12.213	1.74205	6.55328	8.59568	7.63553	10.5569	2.93569		
1	5650186	5654717	Zm00019ab001420	15.6101	11.5095	8.211	26.5942	26.3374	12.1057	20.1802	16.1363		
1	5659943	5662245	Zm00019ab001440	6.25283	3.96894	2.78328	2.93993	3.1138	4.91496	4.97006	4.45178		
1	5666177	5668185	Zm00019ab001450	19.6756	3.43026	30.9964	0.247028	0.220508	0.646785	4.86227	9.68973		
1	5699370	5702717	Zm00019ab001460	1.52032	0.258372	3.88107	0.995269	0.810449	0.620976	3.25173	1.00783		
1	5723877	5728867	Zm00019ab001470	25.5089	12.8486	7.42681	20.1569	12.848	18.2185	26.7506	18.1497		
1	5796884	5798762	Zm00019ab001490	267.238	10.2815	72.6105	29.6568	3.46279	0.922045	1.58738	17.9576		
1	5850286	5850908	Zm00019ab001500	0	0	0	0	0	0	0	0		
1	5874237	5884397	Zm00019ab001510	17.2284	7.45475	5.66894	9.70552	6.10103	6.43664	20.9553	10.1155		
1	5924889	5929745	Zm00019ab001530	0	0	0	0	0	0	0	0		
1	5975469	5978201	Zm00019ab001540	9.14713	2.84862	4.22379	8.37898	9.97888	24.2266	1.28235	11.5627		
1	5980512	5983890	Zm00019ab001550	11.7173	6.87791	73.8965	10.6797	15.8882	13.0661	20.8762	30.2264		
1	5984028	5986976	Zm00019ab001560	1.10334	132.057	5.34053	17.1413	73.5519	29.5706	0.745924	16.6128		
1	6034255	6039113	Zm00019ab001570	4.07084	3.5902	2.8831	12.1323	24.753	2.66231	3.3071	15.0771		
1	6044708	6047182	Zm00019ab001580	4.12617	28.8693	17.6251	12.2602	74.7509	81.2477	4.08236	30.1766		
1	6046115	6049760	Zm00019ab001590	4.55044	40.0248	8.72668	15.5658	47.4167	49.8864	9.18284	17.2456		
1	6055601	6056694	Zm00019ab001600	18.3162	4.53337	0.318143	8.81353	1.06296	0.158366	34.0119	1.54215		
1	6101343	6106178	Zm00019ab001610	2.62466	28.7807	4.79803	7.75528	34.9645	37.2645	3.66976	9.60721		
1	6106471	6107088	Zm00019ab001620	0	0	0.0938643	0	0.0896039	0.140172	0	0		
1	6109255	6114530	Zm00019ab001630	1.03802	3.10969	1.2424	3.55426	15.8957	0.14777	0.197866	8.00657		
1	6157271	6161516	Zm00019ab001640	57.8146	33.2077	8.57963	17.1566	9.31832	11.4114	81.1879	16.5814		
1	6169742	6173334	Zm00019ab001650	29.929	17.4627	4.06848	21.3895	4.73147	2.05736	44.5162	8.52423		
1	6173606	6176769	Zm00019ab001660	24.1921	8.62113	44.5236	19.1471	24.2923	11.9554	18.524	32.5265		
1	6177573	6179353	Zm00019ab001670	0.0723534	2.59039	0.130282	0.716534	1.72562	1.19976	0.586154	0.510076		
1	6213422	6214253	Zm00019ab001680	13.9393	8.17896	11.3646	4.43107	2.79538	2.70707	67.1284	17.6261		
1	6235504	6249675	Zm00019ab001690	6.23985	3.31843	2.50706	5.83305	3.62994	4.01998	9.655	4.68856		
1	6356470	6361101	Zm00019ab001700	17.8255	16.9507	9.93102	14.8008	4.84174	2.16316	47.9567	30.2871		
1	6362685	6365675	Zm00019ab001710	5.77313	6.66149	0.775769	4.55106	6.87793	4.59535	8.51377	3.73149		
1	6366395	6368655	Zm00019ab001720	27.0147	12.9697	10.6601	19.4097	10.5068	11.4556	22.1459	16.0716		
1	6369754	6374413	Zm00019ab001730	3.58793	2.57405	57.1368	6.69414	4.59281	2.4352	10.689	8.63329		
1	6379662	6382558	Zm00019ab001740	60.8722	33.4028	83.9987	64.6688	8.81186	4.80426	157.886	118.601		
1	6389610	6395570	Zm00019ab001750	55.7621	34.7889	18.4748	42.0554	24.2923	23.8182	33.4245	29.1842		
1	6479810	6504386	Zm00019ab001770	6.32588	3.71208	2.1207	5.04388	2.59899	2.92784	17.4244	5.4864		
1	6517908	6571890	Zm00019ab001780	7.0914	3.13004	2.47526	4.66361	2.67064	2.54718	13.3932	5.13505		
1	6549511	6549937	Zm00019ab001790	0.226337	0.202583	0	0.581123	0.129684	0.202871	0.698521	0.455894		
1	6593717	6595892	Zm00019ab001800	1.48048	2.10692	4.37194	1.30325	1.88316	1.48623	4.72898	1.31209		
1	6615045	6615683	Zm00019ab001810	250.009	270.293	8.39711	20.3038	15.3387	8.13391	1079.59	31.1751		
1	6616000	6623951	Zm00019ab001820	0.299791	0.13779	0.846196	0.0980719	0.0348184	0.0435745	0.768927	0.693606		
1	6630562	6634560	Zm00019ab001830	1.587	1.28345	0.239344	1.10804	0.256174	0	1.10014	0.0973577		
1	6697231	6699413	Zm00019ab001840	9.09054	11.0424	3.65374	5.84584	8.14266	8.0687	10.8281	8.50125		
1	6700181	6701557	Zm00019ab001850	0	0.0418799	0.0210632	0	0	0	0	0		
1	6712055	6720506	Zm00019ab001860	0.99863	4.92285	3.12964	6.60571	4.29793	6.6688	14.7776	3.77725		
1	6712407	6715568	Zm00019ab001870	2.46556	11.4261	4.69642	15.7848	10.5427	5.26916	31.9186	3.09874		
1	6798407	6803234	Zm00019ab001880	6.39236	4.38368	2.55918	6.25562	1.29606	0.251194	23.9779	2.7149		
1	6807352	6809807	Zm00019ab001890	0.878839	1.10359	0.696759	6.75485	5.58036	0.39974	7.83319	1.18893		
1	6811469	6813000	Zm00019ab001900	91.0104	11.9327	26.4672	22.19	4.10253	16.756	56.3878	26.5994		
1	6877111	6879484	Zm00019ab001920	0.298541	2.33201	2.96883	0.179184	0.886376	0.243263	5.59097	7.43462		
1	6981315	6984937	Zm00019ab001930	54.1961	31.405	101.734	165.922	16.6905	1.45851	4.05458	73.9873		
1	6982929	6983407	Zm00019ab001940	8.67595	3.55162	7.02395	18.2793	1.79189	0	0.311345	6.2315		
1	6986286	6999653	Zm00019ab001950	18.2428	11.8935	6.99066	15.8893	11.0829	10.1932	43.1405	19.9696		
1	7007282	7008031	Zm00019ab001960	0.171815	0.0384458	0	0	0	0.0385005	0.845094	0		
1	7095817	7101388	Zm00019ab001970	1.51479	1.53176	10.52	5.15314	11.7717	6.60216	8.21684	8.73415		
1	7103017	7105895	Zm00019ab001980	2.10368	9.89521	1.219	2.20399	5.27978	7.19126	1.89073	1.84817		
1	7117896	7121829	Zm00019ab001990	0.0163779	14.4831	0.309652	8.19083	1.77358	0.322958	0.777136	1.12162		
1	7126603	7136500	Zm00019ab002000	0.413351	0.247617	0.29596	0.279348	0.131473	0.14003	0.421879	0.419569		
1	7138689	7141236	Zm00019ab002010	1.1379	201.512	7.92262	49.5556	150.521	69.3326	4.50681	16.5278		
1	7145484	7147713	Zm00019ab002020	2.02249	120.69	15.1394	20.1246	126.134	153.881	5.45042	32.0662		
1	7147853	7151340	Zm00019ab002030	5.72635	0.413336	4.93934	2.0326	0.873175	0.7699	0.83375	3.59047		
1	7179351	7179947	Zm00019ab002040	0.701507	0.241493	0.388664	0.415644	0.185512	0.290205	0.124903	1.08692		
1	7207522	7223360	Zm00019ab002050	1.65562	0.593471	5.74625	5.87489	10.0286	10.0159	17.925	13.4784		
1	7322690	7325122	Zm00019ab002060	74.5203	46.8839	34.1898	77.4389	61.9756	59.9108	87.4088	75.1837		
1	7329737	7332174	Zm00019ab002070	3.38274	0.011827	0.0594834	0.05816	0.840394	0.0355316	0	0.212925		
1	7333264	7335132	Zm00019ab002080	52.8476	44.1848	8.5507	38.4263	31.3171	22.402	66.5678	25.2751		
1	7337469	7342141	Zm00019ab002090	17.6071	11.2301	11.7928	15.6723	12.0633	6.66117	12.7018	13.9137		
1	7348635	7353211	Zm00019ab002100	19.7853	9.84663	3.18747	42.6513	16.6416	1.0725	0.285105	19.8055		
1	7497598	7498397	Zm00019ab002120	0	0	0.0725102	0	0	0	0	0		
1	7513823	7516319	Zm00019ab002140	12.592	3.71832	6.10979	6.81429	6.65301	3.3767	2.32929	12.3437		
1	7553362	7559210	Zm00019ab002150	12.2384	8.65177	12.1342	1.67879	59.2474	54.1222	0.420707	11.8817		
1	7561624	7564286	Zm00019ab002160	0.266142	0.0649665	11.8173	0	0.124766	0.368668	0.392017	1.94935		
1	7577109	7578718	Zm00019ab002170	0	0	0	0	0	0	0.046315	0		
1	7584335	7587337	Zm00019ab002180	7.06957	7.26859	8.84707	21.7673	46.5424	35.2793	16.4008	16.206		
1	7614179	7625945	Zm00019ab002190	0	0.0171531	0.00985947	0.0120501	0.00235299	0.00736178	0.0285164	0.0220579		
1	7634004	7635991	Zm00019ab002200	84.8813	51.0692	51.3553	84.5201	45.4032	43.5745	76.4426	59.3727		
1	7647572	7648685	Zm00019ab002210	2.74727	3.08015	2.81189	3.05481	2.31144	8.21678	9.94006	5.76661		
1	7681986	7685813	Zm00019ab002230	7.6078	180.817	64.3424	104.568	124.934	78.917	37.118	45.1748		
1	7682695	7683804	Zm00019ab002240	2.0316	2.28596	9.61577	17.7881	1.07258	0.312166	9.70716	4.61822		
1	7684444	7686740	Zm00019ab002250	8.83573	495.945	87.6057	181.409	368.135	237.653	39.6047	92.2626		
1	7704392	7706720	Zm00019ab002260	3.4719	1.58471	21.5694	11.2632	6.52662	1.339	0.736387	3.00902		
1	7711004	7716354	Zm00019ab002280	44.3465	31.146	17.9304	30.5264	27.2685	15.4225	37.0815	22.1551		
1	7748939	7755431	Zm00019ab002290	7.05532	13.6467	4.86007	11.4267	14.622	12.8701	19.0696	10.2835		
1	7759503	7763263	Zm00019ab002300	37.4489	49.9176	9.77856	112.086	37.0591	7.38583	22.4038	35.4379		
1	7764675	7768578	Zm00019ab002310	5.2482	2.4004	4.00441	2.80574	1.19147	4.54136	10.5242	7.06398		
1	7775238	7780614	Zm00019ab002320	11.4314	4.9657	59.1086	7.25188	2.7909	1.2244	7.25286	95.5534		
1	7802039	7803802	Zm00019ab002330	4.94918	0.539417	10.7532	3.53681	4.28498	5.81109	0.211358	6.62132		
1	7805877	7812289	Zm00019ab002340	12.1517	6.24077	2.24326	37.6596	29.1253	1.89111	24.6677	16.1388		
1	7812895	7816617	Zm00019ab002350	1.25469	35.5801	2.15797	9.41676	26.5944	8.60134	1.10158	7.26798		
1	7851931	7852392	Zm00019ab002360	3.62597	0.436884	1.38115	4.52698	2.33726	1.56252	4.92272	3.2304		
1	7864609	7865746	Zm00019ab002370	2.83087	1.16553	1.01948	1.61979	1.48413	0.152243	0.196574	2.28081		
1	7883414	7885156	Zm00019ab002380	131.172	21.3404	192.296	36.0993	28.3389	2.41871	2.31017	268.602		
1	7890708	7895324	Zm00019ab002390	8.80567	19.8349	30.1537	21.7666	38.3141	19.4003	8.54365	67.236		
1	7961506	7962815	Zm00019ab002400	0.39347	573.495	204.556	270.708	974.371	1298.25	13.8035	421.53		
1	7970763	7971746	Zm00019ab002410	2.29174	0.351638	1.53274	0.432299	0.50648	3.40401	0.189449	2.11021		
1	7981365	7983824	Zm00019ab002420	8.87886	4.87605	4.82222	10.0582	5.87517	3.52139	6.66861	6.85818		
1	7985212	7991645	Zm00019ab002430	0.585824	0.627417	0.0180318	1.50962	0.0258199	0	0.469377	0.181536		
1	8145997	8178162	Zm00019ab002440	2.2174	1.91386	1.4878	2.22945	2.54616	2.65001	5.43733	2.04757		
1	8183014	8185918	Zm00019ab002450	4.2695	4.32763	1.05832	5.56438	1.21997	0.536754	3.15723	3.2612		
1	8185441	8191768	Zm00019ab002460	5.35056	5.33581	2.36506	9.55676	4.00788	1.4602	31.8925	5.68086		
1	8197589	8201158	Zm00019ab002470	3.7359	5.04802	0.633703	11.836	0.930675	0.275004	10.9866	9.19714		
1	8201335	8202693	Zm00019ab002480	12.943	0.403129	0.426844	0.939034	0.081494	0	0.740733	1.14594		
1	8204956	8212329	Zm00019ab002490	12.2894	4.4186	9.84109	13.5516	8.50453	4.02548	5.75383	13.1995		
1	8215267	8218217	Zm00019ab002500	252.155	245.028	56.5241	213.496	144.752	89.2485	415.565	145.654		
1	8268928	8270436	Zm00019ab002510	6.55408	5.56049	3.67116	10.5711	9.99983	5.49187	7.63461	8.12724		
1	8270480	8271840	Zm00019ab002530	20.8772	11.843	7.07521	22.5558	19.0619	9.95044	15.6421	17.736		
1	8309579	8311170	Zm00019ab002540	270.835	137.271	6.77734	288.665	312.285	5.55017	8.82909	111.395		
1	8380234	8440826	Zm00019ab002550	7.50396	1.05262	4.61917	2.49865	2.31259	3.69419	1.75918	6.98868		
1	8443464	8448111	Zm00019ab002570	0.145551	0.0124072	0.112322	0.0152532	0.0416982	0.0496994	0.1123	0.0418818		
1	8557646	8558585	Zm00019ab002580	0.0685433	0	0.0617108	0	0	0	0.396634	0		
1	8567121	8568139	Zm00019ab002590	20.2334	35.5406	0.113853	0.417451	0.0271713	0.113348	52.0287	0.764148		
1	8569156	8574835	Zm00019ab002600	2.63735	7.99543	1.47574	4.42482	7.77007	6.86807	4.56855	3.80423		
1	8575134	8579694	Zm00019ab002610	14.1829	12.6944	1.98405	5.36275	4.22507	2.41842	42.5316	5.9753		
1	8639096	8643995	Zm00019ab002620	65.0618	34.8895	13.5313	25.2914	34.0331	8.1735	39.7489	36.4305		
1	8644253	8646161	Zm00019ab002640	0.421888	6.5251	4.23894	0.44566	13.2129	42.4282	0.800747	3.67103		
1	8650811	8652486	Zm00019ab002650	0	0.0344085	0.207666	0.0846027	0.0991203	0.0344575	0.0889823	0.232299		
1	8652222	8653225	Zm00019ab002660	0	0	5.37327	0	0	0	0	0.387782		
1	8659796	8660878	Zm00019ab002670	5.29486	1.59747	5.00809	8.77212	4.2439	1.09316	10.259	8.56797		
1	8660362	8660802	Zm00019ab002680	3.87168	1.56921	4.60382	8.03821	3.01362	0.589293	8.70796	8.09272		
