gene,pan,copy,class,duplicate
Zm00034ab001820,pan_gene_132,1,Core Gene,N
Zm00034ab001840,pan_gene_133,1,Core Gene,N
Zm00034ab001850,pan_gene_134,1,Core Gene,N
Zm00034ab001860,pan_gene_135,1,Core Gene,N
Zm00034ab001870,pan_gene_136,1,Core Gene,N
Zm00034ab001880,pan_gene_137,1,Core Gene,N
Zm00034ab001890,pan_gene_138,1,Core Gene,N
Zm00034ab001900,pan_gene_139,1,Core Gene,N
Zm00034ab001910,pan_gene_140,1,Near-Core Gene,N
Zm00034ab001930,pan_gene_141,1,Core Gene,N
Zm00034ab001940,pan_gene_142,1,Core Gene,N
Zm00034ab001950,pan_gene_143,1,Core Gene,N
Zm00034ab001970,pan_gene_146,1,Core Gene,N
Zm00034ab001980,pan_gene_147,1,Core Gene,N
Zm00034ab002000,pan_gene_148,1,Core Gene,N
Zm00034ab002010,pan_gene_149,1,Core Gene,N
Zm00034ab002040,pan_gene_150,1,Core Gene,N
Zm00034ab002050,pan_gene_151,1,Core Gene,N
Zm00034ab002060,pan_gene_152,1,Core Gene,N
Zm00034ab002070,pan_gene_153,1,Core Gene,N
Zm00034ab002080,pan_gene_154,1,Core Gene,N
Zm00034ab002110,pan_gene_155,2,Core Gene,Y
Zm00034ab002130,pan_gene_156,1,Core Gene,N
Zm00034ab002150,pan_gene_157,1,Core Gene,N
Zm00034ab002160,pan_gene_158,1,Core Gene,N
Zm00034ab002170,pan_gene_159,1,Core Gene,N
Zm00034ab002190,pan_gene_160,1,Core Gene,N
Zm00034ab002200,pan_gene_161,1,Core Gene,N
Zm00034ab002210,pan_gene_162,1,Core Gene,N
Zm00034ab002220,pan_gene_163,1,Core Gene,N
Zm00034ab002230,pan_gene_164,1,Core Gene,N
Zm00034ab002240,pan_gene_165,1,Core Gene,N
Zm00034ab002250,pan_gene_166,1,Core Gene,N
Zm00034ab002260,pan_gene_168,1,Core Gene,N
Zm00034ab002290,pan_gene_169,1,Core Gene,N
Zm00034ab002300,pan_gene_170,1,Core Gene,N
Zm00034ab002310,pan_gene_171,1,Core Gene,N
Zm00034ab002340,pan_gene_172,1,Core Gene,N
Zm00034ab002370,pan_gene_174,1,Core Gene,N
Zm00034ab002390,pan_gene_175,1,Core Gene,N
Zm00034ab002380,pan_gene_176,1,Core Gene,N
Zm00034ab002400,pan_gene_177,1,Core Gene,N
gmap_ID=chr1:6349588-6349970,pan_gene_178,1,Dispensable Gene,N
Zm00034ab002410,pan_gene_179,1,Core Gene,N
Zm00034ab002430,pan_gene_180,1,Core Gene,N
Zm00034ab002440,pan_gene_181,1,Core Gene,N
Zm00034ab002460,pan_gene_182,1,Core Gene,N
Zm00034ab002500,pan_gene_183,1,Core Gene,N
gmap_ID=chr1:6443481-6443828,pan_gene_184,1,Near-Core Gene,N
Zm00034ab002510,pan_gene_185,1,Core Gene,N
Zm00034ab002520,pan_gene_186,1,Core Gene,N
Zm00034ab002540,pan_gene_187,1,Core Gene,N
Zm00034ab002550,pan_gene_188,1,Core Gene,N
Zm00034ab002560,pan_gene_189,1,Core Gene,N
Zm00034ab002570,pan_gene_191,1,Core Gene,N
gmap_ID=chr1:6680922-6681257,pan_gene_192,1,Near-Core Gene,N
Zm00034ab002590,pan_gene_193,1,Near-Core Gene,N
Zm00034ab002600,pan_gene_194,1,Core Gene,N
Zm00034ab002610,pan_gene_195,1,Core Gene,N
Zm00034ab002620,pan_gene_196,1,Core Gene,N
Zm00034ab002630,pan_gene_197,1,Core Gene,N
Zm00034ab002640,pan_gene_198,1,Core Gene,N
Zm00034ab002660,pan_gene_199,2,Core Gene,Y
Zm00034ab002690,pan_gene_200,1,Core Gene,N
Zm00034ab002700,pan_gene_201,1,Core Gene,N
Zm00034ab002710,pan_gene_202,1,Core Gene,N
Zm00034ab002720,pan_gene_203,1,Core Gene,N
Zm00034ab002730,pan_gene_204,1,Core Gene,N
Zm00034ab002740,pan_gene_205,1,Core Gene,N
Zm00034ab002750,pan_gene_206,1,Core Gene,N
Zm00034ab002760,pan_gene_207,1,Core Gene,N
Zm00034ab002770,pan_gene_208,1,Core Gene,N
Zm00034ab002780,pan_gene_209,2,Core Gene,Y
Zm00034ab002800,pan_gene_210,1,Core Gene,N
Zm00034ab002810,pan_gene_211,2,Core Gene,Y
Zm00034ab002830,pan_gene_212,1,Core Gene,N
Zm00034ab002860,pan_gene_214,1,Core Gene,N
Zm00034ab002870,pan_gene_215,1,Core Gene,N
Zm00034ab002880,pan_gene_216,1,Core Gene,N
Zm00034ab002890,pan_gene_217,4,Core Gene,Y
Zm00034ab002930,pan_gene_218,1,Core Gene,N
Zm00034ab002940,pan_gene_219,1,Dispensable Gene,N
Zm00034ab002960,pan_gene_220,1,Core Gene,N
Zm00034ab002980,pan_gene_222,3,Core Gene,Y
Zm00034ab003000,pan_gene_223,1,Core Gene,N
Zm00034ab003030,pan_gene_224,1,Core Gene,N
Zm00034ab003040,pan_gene_225,1,Near-Core Gene,N
Zm00034ab003070,pan_gene_226,1,Core Gene,N
Zm00034ab003080,pan_gene_227,1,Core Gene,N
Zm00034ab003090,pan_gene_228,1,Core Gene,N
gmap_ID=chr1:8128170-8132950,pan_gene_229,1,Dispensable Gene,N
Zm00034ab003160,pan_gene_230,1,Core Gene,N
Zm00034ab003170,pan_gene_231,1,Core Gene,N
Zm00034ab003180,pan_gene_232,1,Core Gene,N
Zm00034ab003190,pan_gene_233,1,Core Gene,N
Zm00034ab003260,pan_gene_234,1,Core Gene,N
Zm00034ab003270,pan_gene_238,4,Core Gene,Y
Zm00034ab003320,pan_gene_239,1,Core Gene,N
Zm00034ab003520,pan_gene_240,1,Core Gene,N
Zm00034ab003530,pan_gene_241,1,Core Gene,N
Zm00034ab003540,pan_gene_242,1,Core Gene,N
Zm00034ab003560,pan_gene_244,1,Core Gene,N
Zm00034ab003580,pan_gene_245,1,Core Gene,N
Zm00034ab003590,pan_gene_246,1,Core Gene,N
Zm00034ab003600,pan_gene_247,1,Core Gene,N
Zm00034ab003610,pan_gene_248,1,Core Gene,N
Zm00034ab003620,pan_gene_250,1,Core Gene,N
Zm00034ab003630,pan_gene_251,1,Core Gene,N
Zm00034ab003640,pan_gene_252,1,Core Gene,N
Zm00034ab003650,pan_gene_253,2,Core Gene,Y
Zm00034ab003700,pan_gene_254,1,Near-Core Gene,N
Zm00034ab003750,pan_gene_256,1,Core Gene,N
Zm00034ab003760,pan_gene_257,1,Core Gene,N
Zm00034ab003770,pan_gene_258,1,Core Gene,N
Zm00034ab003780,pan_gene_259,1,Core Gene,N
Zm00034ab003790,pan_gene_260,1,Dispensable Gene,N
Zm00034ab003800,pan_gene_261,1,Dispensable Gene,N
Zm00034ab003810,pan_gene_262,1,Core Gene,N
Zm00034ab003830,pan_gene_263,1,Near-Core Gene,N
Zm00034ab003840,pan_gene_264,1,Core Gene,N
Zm00034ab003850,pan_gene_265,1,Core Gene,N
Zm00034ab003860,pan_gene_266,1,Core Gene,N
Zm00034ab003870,pan_gene_267,1,Core Gene,N
Zm00034ab003890,pan_gene_268,1,Core Gene,N
Zm00034ab003900,pan_gene_269,1,Core Gene,N
Zm00034ab003910,pan_gene_270,1,Core Gene,N
Zm00034ab003940,pan_gene_271,1,Core Gene,N
Zm00034ab003950,pan_gene_273,1,Core Gene,N
Zm00034ab004000,pan_gene_274,1,Core Gene,N
gmap_ID=chr1:10286038-10286404,pan_gene_275,1,Dispensable Gene,N
Zm00034ab004010,pan_gene_277,1,Core Gene,N
Zm00034ab004020,pan_gene_278,1,Core Gene,N
Zm00034ab004030,pan_gene_279,6,Core Gene,Y
Zm00034ab004100,pan_gene_280,1,Core Gene,N
Zm00034ab004110,pan_gene_281,1,Core Gene,N
Zm00034ab004130,pan_gene_282,1,Core Gene,N
Zm00034ab004140,pan_gene_283,1,Core Gene,N
gmap_ID=chr1:10723266-10725938,pan_gene_284,1,Core Gene,N
Zm00034ab004170,pan_gene_287,1,Core Gene,N
Zm00034ab004180,pan_gene_288,1,Dispensable Gene,N
Zm00034ab004200,pan_gene_289,1,Core Gene,N
Zm00034ab004210,pan_gene_290,1,Core Gene,N
Zm00034ab004240,pan_gene_292,2,Core Gene,Y
Zm00034ab004260,pan_gene_293,2,Dispensable Gene,Y
Zm00034ab004290,pan_gene_294,1,Core Gene,N
Zm00034ab004310,pan_gene_296,1,Core Gene,N
Zm00034ab004330,pan_gene_297,1,Core Gene,N
Zm00034ab004340,pan_gene_298,1,Core Gene,N
Zm00034ab004350,pan_gene_299,1,Core Gene,N
Zm00034ab004360,pan_gene_300,1,Core Gene,N
Zm00034ab004370,pan_gene_301,1,Core Gene,N
Zm00034ab004380,pan_gene_302,1,Core Gene,N
Zm00034ab004400,pan_gene_303,1,Core Gene,N
Zm00034ab004410,pan_gene_304,6,Core Gene,Y
Zm00034ab004470,pan_gene_305,1,Core Gene,N
Zm00034ab004480,pan_gene_307,1,Core Gene,N
Zm00034ab004490,pan_gene_308,1,Core Gene,N
Zm00034ab004500,pan_gene_309,2,Core Gene,Y
Zm00034ab004530,pan_gene_310,1,Core Gene,N
Zm00034ab004540,pan_gene_311,1,Core Gene,N
Zm00034ab004560,pan_gene_313,1,Core Gene,N
Zm00034ab004570,pan_gene_314,1,Near-Core Gene,N
Zm00034ab004580,pan_gene_317,1,Core Gene,N
Zm00034ab004590,pan_gene_318,2,Core Gene,Y
Zm00034ab004610,pan_gene_319,1,Core Gene,N
gmap_ID=chr1:12111479-12111664,pan_gene_320,1,Dispensable Gene,N
Zm00034ab004630,pan_gene_321,2,Core Gene,Y
Zm00034ab004640,pan_gene_322,1,Core Gene,N
Zm00034ab004650,pan_gene_323,1,Core Gene,N
Zm00034ab004660,pan_gene_324,1,Core Gene,N
Zm00034ab004670,pan_gene_325,1,Core Gene,N
Zm00034ab004690,pan_gene_326,1,Core Gene,N
Zm00034ab004700,pan_gene_327,1,Core Gene,N
Zm00034ab004710,pan_gene_328,1,Dispensable Gene,N
gmap_ID=chr1:12401001-12415754,pan_gene_329,1,Dispensable Gene,N
Zm00034ab004720,pan_gene_330,1,Core Gene,N
Zm00034ab004730,pan_gene_331,1,Core Gene,N
Zm00034ab004740,pan_gene_332,2,Core Gene,Y
Zm00034ab004760,pan_gene_333,1,Core Gene,N
Zm00034ab004770,pan_gene_334,1,Core Gene,N
Zm00034ab004780,pan_gene_335,1,Core Gene,N
Zm00034ab004790,pan_gene_336,1,Core Gene,N
Zm00034ab004800,pan_gene_338,2,Core Gene,Y
Zm00034ab004830,pan_gene_340,1,Core Gene,N
Zm00034ab004840,pan_gene_341,1,Core Gene,N
Zm00034ab004860,pan_gene_342,1,Core Gene,N
Zm00034ab004870,pan_gene_343,1,Core Gene,N
Zm00034ab004880,pan_gene_344,1,Core Gene,N
Zm00034ab004890,pan_gene_345,1,Core Gene,N
Zm00034ab004900,pan_gene_346,1,Core Gene,N
Zm00034ab004920,pan_gene_347,1,Core Gene,N
Zm00034ab004930,pan_gene_348,1,Core Gene,N
Zm00034ab004940,pan_gene_349,1,Core Gene,N
Zm00034ab004950,pan_gene_350,1,Core Gene,N
Zm00034ab004960,pan_gene_351,1,Core Gene,N
Zm00034ab004970,pan_gene_352,1,Dispensable Gene,N
Zm00034ab004980,pan_gene_353,1,Core Gene,N
Zm00034ab004990,pan_gene_354,1,Core Gene,N
Zm00034ab005000,pan_gene_355,1,Core Gene,N
Zm00034ab005010,pan_gene_356,1,Core Gene,N
Zm00034ab005020,pan_gene_357,1,Core Gene,N
Zm00034ab005030,pan_gene_358,1,Core Gene,N
Zm00034ab005080,pan_gene_361,2,Core Gene,Y
Zm00034ab005100,pan_gene_363,1,Core Gene,N
Zm00034ab005120,pan_gene_364,1,Core Gene,N
Zm00034ab005130,pan_gene_365,2,Core Gene,Y
Zm00034ab005150,pan_gene_366,1,Dispensable Gene,N
Zm00034ab005170,pan_gene_367,1,Core Gene,N
Zm00034ab005200,pan_gene_368,1,Core Gene,N
Zm00034ab005210,pan_gene_369,1,Core Gene,N
Zm00034ab005250,pan_gene_370,2,Core Gene,Y
Zm00034ab005270,pan_gene_371,1,Core Gene,N
Zm00034ab005280,pan_gene_372,1,Core Gene,N
Zm00034ab005300,pan_gene_373,1,Core Gene,N
Zm00034ab005380,pan_gene_374,31,Core Gene,Y
Zm00034ab005520,pan_gene_375,1,Dispensable Gene,N
Zm00034ab005530,pan_gene_376,1,Dispensable Gene,N
Zm00034ab005540,pan_gene_377,1,Dispensable Gene,N
Zm00034ab005550,pan_gene_378,1,Core Gene,N
Zm00034ab005700,pan_gene_381,1,Core Gene,N
Zm00034ab005710,pan_gene_382,1,Core Gene,N
Zm00034ab005720,pan_gene_383,1,Core Gene,N
Zm00034ab005730,pan_gene_384,1,Core Gene,N
Zm00034ab005740,pan_gene_385,1,Core Gene,N
Zm00034ab005750,pan_gene_386,1,Core Gene,N
Zm00034ab005770,pan_gene_387,1,Core Gene,N
Zm00034ab005780,pan_gene_388,1,Core Gene,N
Zm00034ab005800,pan_gene_389,1,Core Gene,N
Zm00034ab005810,pan_gene_390,1,Core Gene,N
Zm00034ab005860,pan_gene_391,1,Core Gene,N
Zm00034ab005870,pan_gene_392,1,Core Gene,N
Zm00034ab005880,pan_gene_395,2,Core Gene,Y
Zm00034ab005900,pan_gene_396,1,Core Gene,N
Zm00034ab005910,pan_gene_397,3,Core Gene,Y
Zm00034ab005950,pan_gene_398,1,Core Gene,N
Zm00034ab005960,pan_gene_399,1,Core Gene,N
Zm00034ab005970,pan_gene_400,1,Core Gene,N
Zm00034ab005980,pan_gene_401,1,Dispensable Gene,N
Zm00034ab005990,pan_gene_402,1,Core Gene,N
Zm00034ab006010,pan_gene_404,1,Core Gene,N
Zm00034ab006020,pan_gene_405,1,Dispensable Gene,N
Zm00034ab006030,pan_gene_406,1,Core Gene,N
Zm00034ab006040,pan_gene_407,1,Core Gene,N
Zm00034ab006050,pan_gene_408,1,Core Gene,N
Zm00034ab006060,pan_gene_409,1,Core Gene,N
Zm00034ab006070,pan_gene_410,1,Core Gene,N
Zm00034ab006080,pan_gene_411,1,Core Gene,N
Zm00034ab006090,pan_gene_412,2,Core Gene,Y
Zm00034ab006110,pan_gene_413,1,Core Gene,N
Zm00034ab006120,pan_gene_414,1,Core Gene,N
Zm00034ab006130,pan_gene_415,1,Core Gene,N
Zm00034ab006150,pan_gene_417,1,Core Gene,N
Zm00034ab006160,pan_gene_418,1,Core Gene,N
Zm00034ab006170,pan_gene_419,1,Core Gene,N
Zm00034ab006190,pan_gene_420,1,Core Gene,N
Zm00034ab006200,pan_gene_421,1,Core Gene,N
gmap_ID=chr1:16569305-16569824,pan_gene_422,1,Core Gene,N
Zm00034ab006210,pan_gene_423,1,Core Gene,N
Zm00034ab006220,pan_gene_424,2,Core Gene,Y
Zm00034ab006240,pan_gene_425,1,Core Gene,N
Zm00034ab006270,pan_gene_426,1,Core Gene,N
Zm00034ab006290,pan_gene_427,1,Core Gene,N
Zm00034ab006300,pan_gene_428,1,Core Gene,N
Zm00034ab006310,pan_gene_429,1,Core Gene,N
Zm00034ab006320,pan_gene_430,1,Core Gene,N
Zm00034ab006330,pan_gene_431,1,Core Gene,N
Zm00034ab006340,pan_gene_433,1,Core Gene,N
Zm00034ab006350,pan_gene_434,1,Core Gene,N
Zm00034ab006360,pan_gene_435,1,Core Gene,N
Zm00034ab006370,pan_gene_436,1,Core Gene,N
Zm00034ab006380,pan_gene_437,1,Core Gene,N
Zm00034ab006390,pan_gene_438,1,Near-Core Gene,N
Zm00034ab006400,pan_gene_439,1,Core Gene,N
Zm00034ab006410,pan_gene_440,1,Core Gene,N
Zm00034ab006430,pan_gene_441,1,Core Gene,N
Zm00034ab006450,pan_gene_442,1,Core Gene,N
Zm00034ab006460,pan_gene_443,1,Core Gene,N
Zm00034ab006470,pan_gene_444,1,Core Gene,N
Zm00034ab006480,pan_gene_445,1,Core Gene,N
Zm00034ab006490,pan_gene_446,1,Dispensable Gene,N
Zm00034ab006510,pan_gene_447,1,Core Gene,N
Zm00034ab006500,pan_gene_448,1,Core Gene,N
Zm00034ab006520,pan_gene_449,1,Core Gene,N
Zm00034ab006530,pan_gene_450,1,Core Gene,N
Zm00034ab006540,pan_gene_451,2,Core Gene,Y
Zm00034ab006560,pan_gene_453,1,Core Gene,N
Zm00034ab006570,pan_gene_454,1,Core Gene,N
Zm00034ab006590,pan_gene_455,1,Core Gene,N
Zm00034ab006600,pan_gene_456,1,Core Gene,N
Zm00034ab006610,pan_gene_457,1,Core Gene,N
Zm00034ab006620,pan_gene_458,1,Core Gene,N
Zm00034ab006630,pan_gene_459,1,Core Gene,N
Zm00034ab006650,pan_gene_460,3,Core Gene,Y
Zm00034ab006680,pan_gene_461,1,Core Gene,N
Zm00034ab006690,pan_gene_462,1,Core Gene,N
gmap_ID=chr1:18253908-18255904,pan_gene_463,1,Dispensable Gene,N
Zm00034ab006700,pan_gene_464,1,Core Gene,N
Zm00034ab006720,pan_gene_465,1,Core Gene,N
Zm00034ab006750,pan_gene_466,1,Dispensable Gene,N
Zm00034ab006770,pan_gene_467,1,Core Gene,N
Zm00034ab006780,pan_gene_468,1,Near-Core Gene,N
Zm00034ab006790,pan_gene_469,1,Core Gene,N
Zm00034ab006800,pan_gene_471,2,Core Gene,Y
Zm00034ab006820,pan_gene_472,1,Core Gene,N
Zm00034ab006840,pan_gene_473,1,Core Gene,N
Zm00034ab006850,pan_gene_474,4,Core Gene,Y
gmap_ID=chr1:18821934-18826100,pan_gene_475,1,Dispensable Gene,N
Zm00034ab006900,pan_gene_478,1,Core Gene,N
Zm00034ab006910,pan_gene_479,1,Core Gene,N
Zm00034ab006930,pan_gene_482,1,Core Gene,N
Zm00034ab006950,pan_gene_483,1,Core Gene,N
Zm00034ab006970,pan_gene_484,2,Core Gene,Y
Zm00034ab006990,pan_gene_485,1,Core Gene,N
Zm00034ab007000,pan_gene_486,1,Core Gene,N
gmap_ID=chr1:19055429-19055850,pan_gene_487,1,Dispensable Gene,N
Zm00034ab007010,pan_gene_488,1,Core Gene,N
Zm00034ab007020,pan_gene_489,1,Core Gene,N
Zm00034ab007030,pan_gene_490,1,Core Gene,N
Zm00034ab007040,pan_gene_491,2,Core Gene,Y
Zm00034ab007050,pan_gene_492,3,Core Gene,Y
Zm00034ab007090,pan_gene_493,1,Core Gene,N
Zm00034ab007100,pan_gene_494,1,Dispensable Gene,N
Zm00034ab007120,pan_gene_495,1,Core Gene,N
Zm00034ab007130,pan_gene_496,1,Core Gene,N
Zm00034ab007140,pan_gene_497,1,Dispensable Gene,N
Zm00034ab007150,pan_gene_498,1,Core Gene,N
Zm00034ab007160,pan_gene_499,1,Core Gene,N
Zm00034ab007180,pan_gene_500,1,Core Gene,N
Zm00034ab007190,pan_gene_501,1,Core Gene,N
Zm00034ab007200,pan_gene_502,2,Core Gene,Y
Zm00034ab007220,pan_gene_503,1,Core Gene,N
Zm00034ab007230,pan_gene_504,1,Core Gene,N
Zm00034ab007250,pan_gene_505,1,Core Gene,N
Zm00034ab007260,pan_gene_507,1,Core Gene,N
Zm00034ab007290,pan_gene_508,1,Core Gene,N
Zm00034ab007300,pan_gene_509,2,Core Gene,Y
Zm00034ab007350,pan_gene_511,1,Core Gene,N
Zm00034ab007360,pan_gene_512,1,Core Gene,N
Zm00034ab007390,pan_gene_513,1,Core Gene,N
Zm00034ab007400,pan_gene_514,1,Core Gene,N
Zm00034ab007410,pan_gene_515,1,Core Gene,N
Zm00034ab007420,pan_gene_516,1,Core Gene,N
Zm00034ab007430,pan_gene_517,1,Dispensable Gene,N
Zm00034ab007450,pan_gene_518,1,Core Gene,N
Zm00034ab007460,pan_gene_519,2,Core Gene,Y
Zm00034ab007490,pan_gene_521,1,Core Gene,N
gmap_ID=chr1:20764455-20773214,pan_gene_522,1,Dispensable Gene,N
Zm00034ab007520,pan_gene_523,1,Core Gene,N
Zm00034ab007540,pan_gene_524,1,Core Gene,N
Zm00034ab007550,pan_gene_525,1,Core Gene,N
Zm00034ab007560,pan_gene_526,1,Core Gene,N
Zm00034ab007570,pan_gene_527,1,Core Gene,N
Zm00034ab007580,pan_gene_528,2,Core Gene,Y
Zm00034ab007600,pan_gene_529,1,Core Gene,N
Zm00034ab007610,pan_gene_530,1,Core Gene,N
Zm00034ab007620,pan_gene_531,1,Core Gene,N
Zm00034ab007630,pan_gene_532,1,Near-Core Gene,N
Zm00034ab007650,pan_gene_533,1,Dispensable Gene,N
Zm00034ab007660,pan_gene_534,1,Core Gene,N
Zm00034ab007670,pan_gene_535,1,Dispensable Gene,N
Zm00034ab007680,pan_gene_536,1,Core Gene,N
Zm00034ab007690,pan_gene_537,1,Core Gene,N
Zm00034ab007700,pan_gene_538,1,Core Gene,N
Zm00034ab007710,pan_gene_539,1,Core Gene,N
Zm00034ab007720,pan_gene_541,1,Core Gene,N
