gene,pan,copy,class,duplicate
Zm00037ab000640,pan_gene_44,1,Core Gene,N
Zm00037ab000660,pan_gene_45,1,Core Gene,N
Zm00037ab000670,pan_gene_46,1,Core Gene,N
Zm00037ab000680,pan_gene_47,1,Core Gene,N
Zm00037ab000690,pan_gene_48,1,Core Gene,N
Zm00037ab000700,pan_gene_49,1,Core Gene,N
Zm00037ab000710,pan_gene_50,1,Core Gene,N
Zm00037ab000720,pan_gene_51,1,Core Gene,N
Zm00037ab000730,pan_gene_52,1,Core Gene,N
Zm00037ab000740,pan_gene_53,1,Core Gene,N
Zm00037ab000750,pan_gene_54,1,Core Gene,N
Zm00037ab000760,pan_gene_55,1,Core Gene,N
Zm00037ab000770,pan_gene_56,1,Core Gene,N
Zm00037ab000780,pan_gene_57,1,Core Gene,N
Zm00037ab000800,pan_gene_58,1,Core Gene,N
Zm00037ab000810,pan_gene_59,1,Dispensable Gene,N
Zm00037ab000820,pan_gene_60,1,Core Gene,N
Zm00037ab000830,pan_gene_62,1,Core Gene,N
gmap_ID=chr1:3093407-3093703,pan_gene_63,1,Core Gene,N
Zm00037ab000870,pan_gene_64,1,Core Gene,N
Zm00037ab000880,pan_gene_65,1,Core Gene,N
Zm00037ab000890,pan_gene_66,1,Core Gene,N
Zm00037ab000900,pan_gene_67,1,Core Gene,N
Zm00037ab000910,pan_gene_68,1,Core Gene,N
Zm00037ab000920,pan_gene_69,1,Core Gene,N
Zm00037ab000930,pan_gene_70,1,Core Gene,N
Zm00037ab000940,pan_gene_71,1,Core Gene,N
Zm00037ab000960,pan_gene_72,1,Core Gene,N
Zm00037ab000970,pan_gene_73,1,Core Gene,N
Zm00037ab000980,pan_gene_74,1,Core Gene,N
Zm00037ab000990,pan_gene_75,1,Core Gene,N
Zm00037ab001000,pan_gene_76,1,Core Gene,N
Zm00037ab001010,pan_gene_77,1,Core Gene,N
Zm00037ab001020,pan_gene_78,1,Core Gene,N
Zm00037ab001030,pan_gene_79,1,Dispensable Gene,N
Zm00037ab001040,pan_gene_80,1,Core Gene,N
Zm00037ab001060,pan_gene_81,1,Core Gene,N
Zm00037ab001070,pan_gene_82,1,Core Gene,N
Zm00037ab001080,pan_gene_83,1,Core Gene,N
gmap_ID=chr1:3588961-3589254,pan_gene_84,1,Near-Core Gene,N
Zm00037ab001110,pan_gene_86,1,Core Gene,N
Zm00037ab001120,pan_gene_87,1,Core Gene,N
Zm00037ab001130,pan_gene_88,1,Core Gene,N
Zm00037ab001140,pan_gene_89,1,Core Gene,N
Zm00037ab001150,pan_gene_90,1,Core Gene,N
Zm00037ab001170,pan_gene_91,1,Core Gene,N
Zm00037ab001180,pan_gene_92,1,Core Gene,N
Zm00037ab001190,pan_gene_93,1,Core Gene,N
Zm00037ab001200,pan_gene_94,1,Core Gene,N
Zm00037ab001210,pan_gene_95,1,Core Gene,N
Zm00037ab001220,pan_gene_96,1,Core Gene,N
Zm00037ab001230,pan_gene_97,1,Near-Core Gene,N
Zm00037ab001240,pan_gene_98,1,Core Gene,N
Zm00037ab001250,pan_gene_99,1,Dispensable Gene,N
Zm00037ab001260,pan_gene_100,1,Core Gene,N
Zm00037ab001270,pan_gene_101,1,Core Gene,N
Zm00037ab001280,pan_gene_102,1,Core Gene,N
Zm00037ab001290,pan_gene_103,1,Core Gene,N
Zm00037ab001300,pan_gene_108,2,Core Gene,Y
Zm00037ab001330,pan_gene_109,2,Core Gene,Y
Zm00037ab001350,pan_gene_110,1,Core Gene,N
Zm00037ab001370,pan_gene_113,1,Core Gene,N
Zm00037ab001380,pan_gene_114,1,Core Gene,N
Zm00037ab001400,pan_gene_115,1,Core Gene,N
Zm00037ab001410,pan_gene_116,1,Core Gene,N
Zm00037ab001420,pan_gene_117,1,Core Gene,N
Zm00037ab001440,pan_gene_118,1,Core Gene,N
Zm00037ab001430,pan_gene_119,1,Core Gene,N
Zm00037ab001460,pan_gene_120,1,Core Gene,N
gmap_ID=chr1:4472445-4474294,pan_gene_121,1,Near-Core Gene,N
Zm00037ab001470,pan_gene_122,2,Core Gene,Y
Zm00037ab001490,pan_gene_123,1,Core Gene,N
Zm00037ab001550,pan_gene_124,1,Core Gene,N
Zm00037ab001560,pan_gene_125,1,Core Gene,N
Zm00037ab001570,pan_gene_126,1,Dispensable Gene,N
Zm00037ab001580,pan_gene_127,1,Core Gene,N
Zm00037ab001590,pan_gene_128,1,Core Gene,N
Zm00037ab001610,pan_gene_130,2,Core Gene,Y
Zm00037ab001640,pan_gene_131,1,Core Gene,N
Zm00037ab001650,pan_gene_132,1,Core Gene,N
Zm00037ab001680,pan_gene_133,1,Core Gene,N
Zm00037ab001690,pan_gene_134,1,Core Gene,N
Zm00037ab001700,pan_gene_135,1,Core Gene,N
Zm00037ab001710,pan_gene_136,1,Core Gene,N
Zm00037ab001720,pan_gene_137,1,Core Gene,N
Zm00037ab001730,pan_gene_138,1,Core Gene,N
Zm00037ab001740,pan_gene_139,1,Core Gene,N
gmap_ID=chr1:5330069-5339674,pan_gene_140,1,Near-Core Gene,N
Zm00037ab001790,pan_gene_141,1,Core Gene,N
Zm00037ab001810,pan_gene_142,1,Core Gene,N
Zm00037ab001840,pan_gene_143,1,Core Gene,N
Zm00037ab001850,pan_gene_146,1,Core Gene,N
Zm00037ab001860,pan_gene_147,1,Core Gene,N
Zm00037ab001870,pan_gene_148,1,Core Gene,N
Zm00037ab001880,pan_gene_149,1,Core Gene,N
Zm00037ab001910,pan_gene_150,1,Core Gene,N
Zm00037ab001920,pan_gene_151,1,Core Gene,N
Zm00037ab001930,pan_gene_152,1,Core Gene,N
Zm00037ab001940,pan_gene_153,1,Core Gene,N
Zm00037ab001950,pan_gene_154,1,Core Gene,N
Zm00037ab001970,pan_gene_155,2,Core Gene,Y
Zm00037ab002000,pan_gene_156,1,Core Gene,N
Zm00037ab002020,pan_gene_157,1,Core Gene,N
Zm00037ab002040,pan_gene_158,1,Core Gene,N
Zm00037ab002050,pan_gene_159,2,Core Gene,Y
Zm00037ab002070,pan_gene_160,1,Core Gene,N
Zm00037ab002080,pan_gene_161,1,Core Gene,N
Zm00037ab002090,pan_gene_162,1,Core Gene,N
Zm00037ab002100,pan_gene_163,1,Core Gene,N
Zm00037ab002110,pan_gene_164,1,Core Gene,N
Zm00037ab002120,pan_gene_165,1,Core Gene,N
Zm00037ab002130,pan_gene_166,1,Core Gene,N
Zm00037ab002140,pan_gene_168,1,Core Gene,N
Zm00037ab002160,pan_gene_169,1,Core Gene,N
gmap_ID=chr1:6209428-6209848,pan_gene_170,1,Core Gene,N
Zm00037ab002170,pan_gene_171,1,Core Gene,N
Zm00037ab002180,pan_gene_172,1,Core Gene,N
Zm00037ab002220,pan_gene_174,1,Core Gene,N
Zm00037ab002230,pan_gene_175,1,Core Gene,N
Zm00037ab002240,pan_gene_176,1,Core Gene,N
Zm00037ab002250,pan_gene_177,2,Core Gene,Y
gmap_ID=chr1:6429642-6430031,pan_gene_178,1,Dispensable Gene,N
Zm00037ab002270,pan_gene_179,1,Core Gene,N
Zm00037ab002290,pan_gene_180,1,Core Gene,N
Zm00037ab002300,pan_gene_181,1,Core Gene,N
Zm00037ab002310,pan_gene_182,1,Core Gene,N
Zm00037ab002330,pan_gene_183,1,Core Gene,N
gmap_ID=chr1:6537612-6537971,pan_gene_184,1,Near-Core Gene,N
Zm00037ab002340,pan_gene_185,1,Core Gene,N
Zm00037ab002350,pan_gene_186,2,Core Gene,Y
Zm00037ab002370,pan_gene_187,1,Core Gene,N
Zm00037ab002390,pan_gene_188,1,Core Gene,N
Zm00037ab002400,pan_gene_189,1,Core Gene,N
Zm00037ab002410,pan_gene_190,1,Dispensable Gene,N
Zm00037ab002420,pan_gene_191,1,Core Gene,N
Zm00037ab002430,pan_gene_192,1,Near-Core Gene,N
Zm00037ab002440,pan_gene_193,1,Near-Core Gene,N
Zm00037ab002450,pan_gene_194,1,Core Gene,N
Zm00037ab002460,pan_gene_195,1,Core Gene,N
Zm00037ab002470,pan_gene_196,1,Core Gene,N
Zm00037ab002520,pan_gene_197,1,Core Gene,N
Zm00037ab002530,pan_gene_198,1,Core Gene,N
Zm00037ab002590,pan_gene_199,2,Core Gene,Y
Zm00037ab002620,pan_gene_200,1,Core Gene,N
Zm00037ab002630,pan_gene_201,1,Core Gene,N
Zm00037ab002640,pan_gene_202,1,Core Gene,N
Zm00037ab002650,pan_gene_203,1,Core Gene,N
Zm00037ab002670,pan_gene_204,1,Core Gene,N
Zm00037ab002680,pan_gene_205,1,Core Gene,N
Zm00037ab002690,pan_gene_206,1,Core Gene,N
Zm00037ab002700,pan_gene_207,1,Core Gene,N
Zm00037ab002710,pan_gene_208,1,Core Gene,N
Zm00037ab002720,pan_gene_209,1,Core Gene,N
Zm00037ab002730,pan_gene_210,1,Core Gene,N
Zm00037ab002740,pan_gene_211,1,Core Gene,N
Zm00037ab002750,pan_gene_212,1,Core Gene,N
Zm00037ab002760,pan_gene_214,1,Core Gene,N
Zm00037ab002780,pan_gene_215,1,Core Gene,N
Zm00037ab002790,pan_gene_216,1,Core Gene,N
Zm00037ab002800,pan_gene_217,3,Core Gene,Y
Zm00037ab002830,pan_gene_218,1,Core Gene,N
Zm00037ab002850,pan_gene_219,1,Dispensable Gene,N
Zm00037ab002860,pan_gene_220,1,Core Gene,N
Zm00037ab002880,pan_gene_222,3,Core Gene,Y
Zm00037ab002900,pan_gene_223,1,Core Gene,N
Zm00037ab002910,pan_gene_224,1,Core Gene,N
Zm00037ab002920,pan_gene_225,1,Near-Core Gene,N
Zm00037ab002950,pan_gene_226,1,Core Gene,N
Zm00037ab002960,pan_gene_227,1,Core Gene,N
Zm00037ab002970,pan_gene_228,1,Core Gene,N
Zm00037ab002980,pan_gene_229,1,Dispensable Gene,N
Zm00037ab003030,pan_gene_230,1,Core Gene,N
Zm00037ab003040,pan_gene_231,2,Core Gene,Y
Zm00037ab003060,pan_gene_232,1,Core Gene,N
Zm00037ab003080,pan_gene_233,1,Core Gene,N
Zm00037ab003090,pan_gene_234,1,Core Gene,N
Zm00037ab003110,pan_gene_238,3,Core Gene,Y
Zm00037ab003140,pan_gene_239,1,Core Gene,N
Zm00037ab003300,pan_gene_240,1,Core Gene,N
Zm00037ab003340,pan_gene_241,1,Core Gene,N
Zm00037ab003350,pan_gene_242,1,Core Gene,N
Zm00037ab003370,pan_gene_244,1,Core Gene,N
Zm00037ab003400,pan_gene_245,1,Core Gene,N
Zm00037ab003420,pan_gene_246,1,Core Gene,N
Zm00037ab003430,pan_gene_247,1,Core Gene,N
Zm00037ab003440,pan_gene_248,1,Core Gene,N
Zm00037ab003450,pan_gene_250,1,Core Gene,N
Zm00037ab003480,pan_gene_251,1,Core Gene,N
Zm00037ab003490,pan_gene_252,1,Core Gene,N
Zm00037ab003500,pan_gene_253,2,Core Gene,Y
Zm00037ab003570,pan_gene_256,1,Core Gene,N
Zm00037ab003580,pan_gene_257,1,Core Gene,N
Zm00037ab003590,pan_gene_258,1,Core Gene,N
Zm00037ab003600,pan_gene_259,1,Core Gene,N
Zm00037ab003610,pan_gene_260,1,Dispensable Gene,N
Zm00037ab003620,pan_gene_261,1,Dispensable Gene,N
Zm00037ab003630,pan_gene_262,1,Core Gene,N
Zm00037ab003650,pan_gene_263,1,Near-Core Gene,N
Zm00037ab003660,pan_gene_264,1,Core Gene,N
Zm00037ab003680,pan_gene_265,1,Core Gene,N
Zm00037ab003690,pan_gene_266,1,Core Gene,N
Zm00037ab003700,pan_gene_267,1,Core Gene,N
Zm00037ab003710,pan_gene_268,1,Core Gene,N
Zm00037ab003720,pan_gene_269,1,Core Gene,N
Zm00037ab003730,pan_gene_270,1,Core Gene,N
Zm00037ab003760,pan_gene_271,1,Core Gene,N
Zm00037ab003770,pan_gene_272,1,Dispensable Gene,N
Zm00037ab003780,pan_gene_273,1,Core Gene,N
Zm00037ab003820,pan_gene_274,1,Core Gene,N
gmap_ID=chr1:10753681-10754047,pan_gene_275,1,Dispensable Gene,N
Zm00037ab003850,pan_gene_277,1,Core Gene,N
Zm00037ab003840,pan_gene_278,1,Core Gene,N
Zm00037ab003860,pan_gene_279,5,Core Gene,Y
Zm00037ab003910,pan_gene_280,1,Core Gene,N
Zm00037ab003920,pan_gene_281,1,Core Gene,N
Zm00037ab003930,pan_gene_282,1,Core Gene,N
Zm00037ab003940,pan_gene_283,1,Core Gene,N
Zm00037ab003950,pan_gene_284,1,Core Gene,N
Zm00037ab003960,pan_gene_287,1,Core Gene,N
Zm00037ab003980,pan_gene_289,1,Core Gene,N
Zm00037ab003990,pan_gene_290,1,Core Gene,N
Zm00037ab004000,pan_gene_292,1,Core Gene,N
Zm00037ab004010,pan_gene_293,3,Dispensable Gene,Y
Zm00037ab004040,pan_gene_294,1,Core Gene,N
Zm00037ab004050,pan_gene_295,1,Dispensable Gene,N
Zm00037ab004060,pan_gene_296,1,Core Gene,N
Zm00037ab004070,pan_gene_297,1,Core Gene,N
Zm00037ab004080,pan_gene_298,1,Core Gene,N
Zm00037ab004090,pan_gene_299,1,Core Gene,N
Zm00037ab004100,pan_gene_300,1,Core Gene,N
Zm00037ab004110,pan_gene_301,1,Core Gene,N
Zm00037ab004120,pan_gene_302,1,Core Gene,N
Zm00037ab004140,pan_gene_303,1,Core Gene,N
Zm00037ab004150,pan_gene_304,2,Core Gene,Y
Zm00037ab004170,pan_gene_305,1,Core Gene,N
Zm00037ab004180,pan_gene_307,1,Core Gene,N
Zm00037ab004190,pan_gene_308,1,Core Gene,N
Zm00037ab004200,pan_gene_309,2,Core Gene,Y
Zm00037ab004220,pan_gene_310,1,Core Gene,N
Zm00037ab004230,pan_gene_311,1,Core Gene,N
Zm00037ab004260,pan_gene_313,1,Core Gene,N
Zm00037ab004270,pan_gene_314,1,Near-Core Gene,N
Zm00037ab004280,pan_gene_317,1,Core Gene,N
Zm00037ab004290,pan_gene_318,2,Core Gene,Y
Zm00037ab004310,pan_gene_319,1,Core Gene,N
Zm00037ab004330,pan_gene_321,2,Core Gene,Y
Zm00037ab004350,pan_gene_322,1,Core Gene,N
Zm00037ab004360,pan_gene_323,1,Core Gene,N
Zm00037ab004370,pan_gene_324,1,Core Gene,N
Zm00037ab004380,pan_gene_325,1,Core Gene,N
Zm00037ab004390,pan_gene_326,1,Core Gene,N
Zm00037ab004400,pan_gene_327,1,Core Gene,N
Zm00037ab004420,pan_gene_328,1,Dispensable Gene,N
gmap_ID=chr1:12673602-12688355,pan_gene_329,1,Dispensable Gene,N
Zm00037ab004430,pan_gene_330,1,Core Gene,N
Zm00037ab004440,pan_gene_331,1,Core Gene,N
Zm00037ab004450,pan_gene_332,3,Core Gene,Y
Zm00037ab004480,pan_gene_333,1,Core Gene,N
Zm00037ab004490,pan_gene_334,1,Core Gene,N
Zm00037ab004500,pan_gene_335,1,Core Gene,N
Zm00037ab004510,pan_gene_336,1,Core Gene,N
Zm00037ab004520,pan_gene_338,2,Core Gene,Y
Zm00037ab004580,pan_gene_340,2,Core Gene,Y
Zm00037ab004600,pan_gene_341,2,Core Gene,Y
Zm00037ab004620,pan_gene_342,1,Core Gene,N
Zm00037ab004630,pan_gene_343,1,Core Gene,N
Zm00037ab004640,pan_gene_344,1,Core Gene,N
Zm00037ab004650,pan_gene_345,1,Core Gene,N
Zm00037ab004660,pan_gene_346,1,Core Gene,N
Zm00037ab004700,pan_gene_347,1,Core Gene,N
Zm00037ab004710,pan_gene_348,1,Core Gene,N
Zm00037ab004720,pan_gene_349,1,Core Gene,N
Zm00037ab004730,pan_gene_350,1,Core Gene,N
Zm00037ab004740,pan_gene_351,2,Core Gene,Y
Zm00037ab004770,pan_gene_353,1,Core Gene,N
Zm00037ab004780,pan_gene_354,2,Core Gene,Y
Zm00037ab004800,pan_gene_355,1,Core Gene,N
Zm00037ab004810,pan_gene_356,1,Core Gene,N
Zm00037ab004820,pan_gene_357,2,Core Gene,Y
Zm00037ab004840,pan_gene_358,1,Core Gene,N
Zm00037ab004850,pan_gene_361,1,Core Gene,N
gmap_ID=chr1:13774503-13774997,pan_gene_363,1,Core Gene,N
Zm00037ab004900,pan_gene_364,1,Core Gene,N
Zm00037ab004910,pan_gene_365,1,Core Gene,N
Zm00037ab004940,pan_gene_366,2,Dispensable Gene,Y
Zm00037ab004950,pan_gene_367,1,Core Gene,N
Zm00037ab004970,pan_gene_368,2,Core Gene,Y
Zm00037ab005010,pan_gene_369,1,Core Gene,N
Zm00037ab005020,pan_gene_370,1,Core Gene,N
Zm00037ab005030,pan_gene_371,1,Core Gene,N
Zm00037ab005040,pan_gene_372,1,Core Gene,N
Zm00037ab005050,pan_gene_373,1,Core Gene,N
Zm00037ab005230,pan_gene_374,16,Core Gene,Y
Zm00037ab005220,pan_gene_378,1,Core Gene,N
Zm00037ab005340,pan_gene_381,1,Core Gene,N
Zm00037ab005350,pan_gene_382,1,Core Gene,N
Zm00037ab005360,pan_gene_383,1,Core Gene,N
Zm00037ab005370,pan_gene_384,1,Core Gene,N
Zm00037ab005380,pan_gene_385,1,Core Gene,N
Zm00037ab005390,pan_gene_386,1,Core Gene,N
Zm00037ab005400,pan_gene_387,1,Core Gene,N
Zm00037ab005410,pan_gene_388,1,Core Gene,N
Zm00037ab005430,pan_gene_389,1,Core Gene,N
Zm00037ab005440,pan_gene_390,1,Core Gene,N
gmap_ID=chr1:15571338-15589370,pan_gene_391,1,Core Gene,N
Zm00037ab005500,pan_gene_392,2,Core Gene,Y
Zm00037ab005520,pan_gene_395,2,Core Gene,Y
Zm00037ab005540,pan_gene_396,1,Core Gene,N
Zm00037ab005550,pan_gene_397,3,Core Gene,Y
Zm00037ab005590,pan_gene_398,1,Core Gene,N
Zm00037ab005600,pan_gene_399,1,Core Gene,N
Zm00037ab005610,pan_gene_400,1,Core Gene,N
Zm00037ab005620,pan_gene_401,1,Dispensable Gene,N
Zm00037ab005630,pan_gene_402,1,Core Gene,N
Zm00037ab005650,pan_gene_404,1,Core Gene,N
Zm00037ab005660,pan_gene_405,1,Dispensable Gene,N
Zm00037ab005670,pan_gene_406,1,Core Gene,N
Zm00037ab005680,pan_gene_407,1,Core Gene,N
Zm00037ab005690,pan_gene_408,1,Core Gene,N
Zm00037ab005700,pan_gene_409,1,Core Gene,N
Zm00037ab005710,pan_gene_410,1,Core Gene,N
Zm00037ab005720,pan_gene_411,1,Core Gene,N
Zm00037ab005730,pan_gene_412,2,Core Gene,Y
Zm00037ab005750,pan_gene_413,1,Core Gene,N
Zm00037ab005760,pan_gene_414,1,Core Gene,N
Zm00037ab005770,pan_gene_415,1,Core Gene,N
Zm00037ab005810,pan_gene_417,1,Core Gene,N
Zm00037ab005820,pan_gene_418,1,Core Gene,N
Zm00037ab005830,pan_gene_419,1,Core Gene,N
Zm00037ab005840,pan_gene_420,1,Core Gene,N
Zm00037ab005850,pan_gene_421,1,Core Gene,N
gmap_ID=chr1:16776670-16777189,pan_gene_422,1,Core Gene,N
Zm00037ab005860,pan_gene_423,1,Core Gene,N
Zm00037ab005870,pan_gene_424,2,Core Gene,Y
Zm00037ab005910,pan_gene_425,1,Core Gene,N
Zm00037ab005950,pan_gene_426,1,Core Gene,N
Zm00037ab005970,pan_gene_427,1,Core Gene,N
Zm00037ab005980,pan_gene_428,1,Core Gene,N
Zm00037ab005990,pan_gene_429,1,Core Gene,N
Zm00037ab006000,pan_gene_430,1,Core Gene,N
Zm00037ab006010,pan_gene_431,1,Core Gene,N
gmap_ID=chr1:17363782-17364123,pan_gene_432,1,Dispensable Gene,N
Zm00037ab006020,pan_gene_433,1,Core Gene,N
Zm00037ab006030,pan_gene_434,1,Core Gene,N
Zm00037ab006040,pan_gene_435,1,Core Gene,N
Zm00037ab006050,pan_gene_436,1,Core Gene,N
Zm00037ab006060,pan_gene_437,1,Core Gene,N
Zm00037ab006070,pan_gene_438,1,Near-Core Gene,N
Zm00037ab006080,pan_gene_439,1,Core Gene,N
Zm00037ab006090,pan_gene_440,1,Core Gene,N
Zm00037ab006100,pan_gene_441,1,Core Gene,N
Zm00037ab006120,pan_gene_442,1,Core Gene,N
Zm00037ab006140,pan_gene_443,1,Core Gene,N
Zm00037ab006150,pan_gene_444,1,Core Gene,N
Zm00037ab006160,pan_gene_445,1,Core Gene,N
Zm00037ab006180,pan_gene_447,1,Core Gene,N
Zm00037ab006190,pan_gene_448,1,Core Gene,N
Zm00037ab006200,pan_gene_449,1,Core Gene,N
Zm00037ab006210,pan_gene_450,1,Core Gene,N
Zm00037ab006220,pan_gene_451,2,Core Gene,Y
Zm00037ab006240,pan_gene_453,1,Core Gene,N
Zm00037ab006250,pan_gene_454,1,Core Gene,N
Zm00037ab006270,pan_gene_455,1,Core Gene,N
Zm00037ab006280,pan_gene_456,1,Core Gene,N
Zm00037ab006290,pan_gene_457,1,Core Gene,N
Zm00037ab006300,pan_gene_458,1,Core Gene,N
Zm00037ab006320,pan_gene_459,1,Core Gene,N
Zm00037ab006340,pan_gene_460,3,Core Gene,Y
Zm00037ab006360,pan_gene_461,1,Core Gene,N
Zm00037ab006380,pan_gene_462,1,Core Gene,N
Zm00037ab006390,pan_gene_463,1,Dispensable Gene,N
Zm00037ab006400,pan_gene_464,1,Core Gene,N
Zm00037ab006410,pan_gene_465,1,Core Gene,N
gmap_ID=chr1:18786234-18787882,pan_gene_466,1,Dispensable Gene,N
Zm00037ab006420,pan_gene_467,1,Core Gene,N
Zm00037ab006430,pan_gene_468,1,Near-Core Gene,N
Zm00037ab006440,pan_gene_469,1,Core Gene,N
Zm00037ab006460,pan_gene_470,1,Dispensable Gene,N
Zm00037ab006450,pan_gene_471,1,Core Gene,N
Zm00037ab006470,pan_gene_472,1,Core Gene,N
Zm00037ab006490,pan_gene_473,1,Core Gene,N
Zm00037ab006500,pan_gene_474,4,Core Gene,Y
Zm00037ab006520,pan_gene_475,1,Dispensable Gene,N
Zm00037ab006560,pan_gene_478,1,Core Gene,N
Zm00037ab006570,pan_gene_479,1,Core Gene,N
Zm00037ab006580,pan_gene_482,1,Core Gene,N
Zm00037ab006590,pan_gene_483,1,Core Gene,N
Zm00037ab006600,pan_gene_484,1,Core Gene,N
Zm00037ab006610,pan_gene_485,1,Core Gene,N
Zm00037ab006620,pan_gene_486,1,Core Gene,N
gmap_ID=chr1:19514620-19515040,pan_gene_487,1,Dispensable Gene,N
Zm00037ab006630,pan_gene_488,1,Core Gene,N
Zm00037ab006640,pan_gene_489,1,Core Gene,N
Zm00037ab006650,pan_gene_490,1,Core Gene,N
Zm00037ab006660,pan_gene_491,2,Core Gene,Y
Zm00037ab006670,pan_gene_492,3,Core Gene,Y
Zm00037ab006730,pan_gene_493,1,Core Gene,N
Zm00037ab006740,pan_gene_495,1,Core Gene,N
Zm00037ab006750,pan_gene_496,1,Core Gene,N
Zm00037ab006760,pan_gene_497,1,Dispensable Gene,N
Zm00037ab006770,pan_gene_498,1,Core Gene,N
Zm00037ab006780,pan_gene_499,1,Core Gene,N
Zm00037ab006790,pan_gene_500,1,Core Gene,N
Zm00037ab006800,pan_gene_501,1,Core Gene,N
Zm00037ab006810,pan_gene_502,1,Core Gene,N
Zm00037ab006820,pan_gene_503,1,Core Gene,N
Zm00037ab006840,pan_gene_504,1,Core Gene,N
Zm00037ab006860,pan_gene_505,1,Core Gene,N
Zm00037ab006870,pan_gene_506,1,Dispensable Gene,N
Zm00037ab006880,pan_gene_507,1,Core Gene,N
Zm00037ab006890,pan_gene_508,1,Core Gene,N
Zm00037ab006900,pan_gene_509,2,Core Gene,Y
Zm00037ab006950,pan_gene_511,1,Core Gene,N
Zm00037ab006960,pan_gene_512,1,Core Gene,N
Zm00037ab006980,pan_gene_513,1,Core Gene,N
Zm00037ab006990,pan_gene_514,2,Core Gene,Y
Zm00037ab007050,pan_gene_515,1,Core Gene,N
Zm00037ab007060,pan_gene_516,1,Core Gene,N
Zm00037ab007070,pan_gene_517,1,Dispensable Gene,N
Zm00037ab007090,pan_gene_518,1,Core Gene,N
Zm00037ab007110,pan_gene_519,2,Core Gene,Y
Zm00037ab007130,pan_gene_520,1,Dispensable Gene,N
Zm00037ab007150,pan_gene_521,1,Core Gene,N
gmap_ID=chr1:21518535-21527295,pan_gene_522,1,Dispensable Gene,N
Zm00037ab007170,pan_gene_523,1,Core Gene,N
Zm00037ab007180,pan_gene_524,1,Core Gene,N
Zm00037ab007190,pan_gene_525,1,Core Gene,N
Zm00037ab007200,pan_gene_526,1,Core Gene,N
Zm00037ab007210,pan_gene_527,1,Core Gene,N
Zm00037ab007220,pan_gene_528,2,Core Gene,Y
Zm00037ab007250,pan_gene_529,1,Core Gene,N
Zm00037ab007260,pan_gene_530,1,Core Gene,N
Zm00037ab007270,pan_gene_531,1,Core Gene,N
Zm00037ab007280,pan_gene_532,1,Near-Core Gene,N
Zm00037ab007290,pan_gene_533,1,Dispensable Gene,N
Zm00037ab007300,pan_gene_534,1,Core Gene,N
Zm00037ab007310,pan_gene_535,1,Dispensable Gene,N
Zm00037ab007350,pan_gene_536,1,Core Gene,N
Zm00037ab007390,pan_gene_537,1,Core Gene,N
Zm00037ab007400,pan_gene_538,1,Core Gene,N
Zm00037ab007410,pan_gene_539,1,Core Gene,N
Zm00037ab007420,pan_gene_541,1,Core Gene,N
Zm00037ab007450,pan_gene_542,1,Core Gene,N
Zm00037ab007460,pan_gene_543,1,Core Gene,N
Zm00037ab007470,pan_gene_545,1,Core Gene,N
Zm00037ab007480,pan_gene_546,1,Core Gene,N
