gene,pan,class,copy
Zm00027ab001310,pan_gene_90,Core Gene,1
Zm00027ab001320,pan_gene_91,Core Gene,1
Zm00027ab001330,pan_gene_92,Core Gene,1
gmap_ID=chr1:4190530-4191282,pan_gene_93,Core Gene,1
Zm00027ab001340,pan_gene_94,Core Gene,1
Zm00027ab001350,pan_gene_95,Core Gene,1
Zm00027ab001360,pan_gene_96,Core Gene,1
gmap_ID=chr1:4209139-4209474,pan_gene_97,Near-Core Gene,1
Zm00027ab001380,pan_gene_98,Core Gene,1
Zm00027ab001390,pan_gene_99,Dispensable Gene,1
Zm00027ab001400,pan_gene_100,Core Gene,1
Zm00027ab001410,pan_gene_101,Core Gene,1
Zm00027ab001420,pan_gene_102,Core Gene,1
Zm00027ab001430,pan_gene_103,Core Gene,1
Zm00027ab001450,pan_gene_108,Core Gene,2
Zm00027ab001480,pan_gene_109,Core Gene,2
Zm00027ab001500,pan_gene_110,Core Gene,1
gmap_ID=chr1:4509566-4509955,pan_gene_111,Dispensable Gene,1
Zm00027ab001510,pan_gene_112,Dispensable Gene,1
Zm00027ab001520,pan_gene_113,Core Gene,1
Zm00027ab001530,pan_gene_114,Core Gene,1
Zm00027ab001540,pan_gene_115,Core Gene,1
Zm00027ab001550,pan_gene_116,Core Gene,1
Zm00027ab001560,pan_gene_117,Core Gene,1
Zm00027ab001570,pan_gene_118,Core Gene,1
Zm00027ab001580,pan_gene_119,Core Gene,1
Zm00027ab001590,pan_gene_120,Core Gene,1
gmap_ID=chr1:4816687-4818497,pan_gene_121,Near-Core Gene,1
Zm00027ab001600,pan_gene_122,Core Gene,2
Zm00027ab001630,pan_gene_123,Core Gene,1
Zm00027ab001650,pan_gene_124,Core Gene,1
Zm00027ab001660,pan_gene_125,Core Gene,1
Zm00027ab001680,pan_gene_127,Core Gene,1
Zm00027ab001700,pan_gene_128,Core Gene,1
Zm00027ab001710,pan_gene_130,Core Gene,1
Zm00027ab001720,pan_gene_131,Core Gene,1
Zm00027ab001730,pan_gene_132,Core Gene,1
Zm00027ab001750,pan_gene_133,Core Gene,1
Zm00027ab001760,pan_gene_134,Core Gene,1
Zm00027ab001770,pan_gene_135,Core Gene,1
Zm00027ab001780,pan_gene_136,Core Gene,1
Zm00027ab001790,pan_gene_137,Core Gene,1
Zm00027ab001800,pan_gene_138,Core Gene,1
Zm00027ab001810,pan_gene_139,Core Gene,1
gmap_ID=chr1:5762531-5772076,pan_gene_140,Near-Core Gene,1
Zm00027ab001850,pan_gene_141,Core Gene,1
Zm00027ab001860,pan_gene_142,Core Gene,1
Zm00027ab001880,pan_gene_143,Core Gene,1
Zm00027ab001900,pan_gene_146,Core Gene,1
Zm00027ab001910,pan_gene_147,Core Gene,1
Zm00027ab001920,pan_gene_148,Core Gene,1
Zm00027ab001930,pan_gene_149,Core Gene,1
Zm00027ab001960,pan_gene_150,Core Gene,1
Zm00027ab001970,pan_gene_151,Core Gene,1
Zm00027ab001980,pan_gene_152,Core Gene,1
Zm00027ab001990,pan_gene_153,Core Gene,1
Zm00027ab002000,pan_gene_154,Core Gene,1
Zm00027ab002020,pan_gene_155,Core Gene,2
Zm00027ab002040,pan_gene_156,Core Gene,1
Zm00027ab002070,pan_gene_157,Core Gene,1
Zm00027ab002080,pan_gene_158,Core Gene,1
Zm00027ab002100,pan_gene_159,Core Gene,1
Zm00027ab002110,pan_gene_160,Core Gene,1
Zm00027ab002120,pan_gene_161,Core Gene,1
Zm00027ab002130,pan_gene_162,Core Gene,1
Zm00027ab002140,pan_gene_163,Core Gene,1
Zm00027ab002150,pan_gene_164,Core Gene,1
Zm00027ab002160,pan_gene_165,Core Gene,1
Zm00027ab002180,pan_gene_166,Core Gene,1
Zm00027ab002200,pan_gene_167,Dispensable Gene,2
Zm00027ab002210,pan_gene_168,Core Gene,1
Zm00027ab002220,pan_gene_169,Core Gene,1
Zm00027ab002230,pan_gene_170,Core Gene,1
Zm00027ab002250,pan_gene_171,Core Gene,1
Zm00027ab002260,pan_gene_172,Core Gene,2
Zm00027ab002310,pan_gene_173,Dispensable Gene,1
Zm00027ab002330,pan_gene_174,Core Gene,1
Zm00027ab002340,pan_gene_175,Core Gene,1
Zm00027ab002350,pan_gene_176,Core Gene,1
Zm00027ab002360,pan_gene_177,Core Gene,1
Zm00027ab002370,pan_gene_179,Core Gene,1
Zm00027ab002380,pan_gene_180,Core Gene,1
Zm00027ab002390,pan_gene_181,Core Gene,1
Zm00027ab002400,pan_gene_182,Core Gene,1
Zm00027ab002420,pan_gene_183,Core Gene,1
Zm00027ab002430,pan_gene_185,Core Gene,1
Zm00027ab002440,pan_gene_186,Core Gene,1
Zm00027ab002460,pan_gene_187,Core Gene,1
Zm00027ab002470,pan_gene_188,Core Gene,1
Zm00027ab002480,pan_gene_189,Core Gene,1
Zm00027ab002490,pan_gene_191,Core Gene,1
gmap_ID=chr1:7291702-7292065,pan_gene_192,Near-Core Gene,1
Zm00027ab002510,pan_gene_193,Near-Core Gene,1
Zm00027ab002520,pan_gene_194,Core Gene,1
Zm00027ab002530,pan_gene_195,Core Gene,1
Zm00027ab002550,pan_gene_196,Core Gene,1
Zm00027ab002560,pan_gene_197,Core Gene,1
Zm00027ab002570,pan_gene_198,Core Gene,1
Zm00027ab002580,pan_gene_199,Core Gene,2
Zm00027ab002600,pan_gene_200,Core Gene,1
Zm00027ab002610,pan_gene_201,Core Gene,1
Zm00027ab002620,pan_gene_202,Core Gene,1
Zm00027ab002630,pan_gene_203,Core Gene,1
Zm00027ab002670,pan_gene_204,Core Gene,1
Zm00027ab002680,pan_gene_205,Core Gene,1
Zm00027ab002690,pan_gene_206,Core Gene,1
Zm00027ab002700,pan_gene_207,Core Gene,1
Zm00027ab002710,pan_gene_208,Core Gene,1
Zm00027ab002740,pan_gene_209,Core Gene,1
Zm00027ab002750,pan_gene_210,Core Gene,1
Zm00027ab002760,pan_gene_211,Core Gene,2
Zm00027ab002780,pan_gene_212,Core Gene,1
Zm00027ab002800,pan_gene_214,Core Gene,1
Zm00027ab002810,pan_gene_215,Core Gene,1
Zm00027ab002820,pan_gene_216,Core Gene,1
Zm00027ab002830,pan_gene_217,Core Gene,3
Zm00027ab002880,pan_gene_218,Core Gene,1
Zm00027ab002890,pan_gene_220,Core Gene,1
Zm00027ab002910,pan_gene_222,Core Gene,3
Zm00027ab002930,pan_gene_223,Core Gene,1
Zm00027ab002940,pan_gene_224,Core Gene,1
Zm00027ab002950,pan_gene_225,Near-Core Gene,1
Zm00027ab002980,pan_gene_226,Core Gene,1
Zm00027ab002990,pan_gene_227,Core Gene,1
Zm00027ab003000,pan_gene_228,Core Gene,1
Zm00027ab003020,pan_gene_229,Dispensable Gene,1
Zm00027ab003050,pan_gene_230,Core Gene,1
Zm00027ab003060,pan_gene_231,Core Gene,1
Zm00027ab003070,pan_gene_232,Core Gene,1
Zm00027ab003100,pan_gene_233,Core Gene,1
Zm00027ab003110,pan_gene_234,Core Gene,1
Zm00027ab003120,pan_gene_238,Core Gene,3
Zm00027ab003150,pan_gene_239,Core Gene,1
Zm00027ab003360,pan_gene_240,Core Gene,1
Zm00027ab003370,pan_gene_241,Core Gene,1
Zm00027ab003380,pan_gene_242,Core Gene,1
Zm00027ab003390,pan_gene_244,Core Gene,1
Zm00027ab003440,pan_gene_245,Core Gene,1
Zm00027ab003450,pan_gene_246,Core Gene,1
Zm00027ab003460,pan_gene_247,Core Gene,1
Zm00027ab003470,pan_gene_248,Core Gene,1
gmap_ID=chr1:9681803-9685652,pan_gene_249,Dispensable Gene,1
Zm00027ab003480,pan_gene_250,Core Gene,2
Zm00027ab003510,pan_gene_251,Core Gene,1
Zm00027ab003520,pan_gene_252,Core Gene,1
Zm00027ab003540,pan_gene_253,Core Gene,2
Zm00027ab003600,pan_gene_254,Near-Core Gene,1
Zm00027ab003640,pan_gene_256,Core Gene,1
Zm00027ab003650,pan_gene_257,Core Gene,1
Zm00027ab003660,pan_gene_258,Core Gene,1
Zm00027ab003670,pan_gene_259,Core Gene,1
Zm00027ab003680,pan_gene_260,Dispensable Gene,1
Zm00027ab003690,pan_gene_261,Dispensable Gene,1
Zm00027ab003700,pan_gene_262,Core Gene,1
Zm00027ab003720,pan_gene_263,Near-Core Gene,1
Zm00027ab003730,pan_gene_264,Core Gene,1
Zm00027ab003740,pan_gene_265,Core Gene,1
Zm00027ab003750,pan_gene_266,Core Gene,1
Zm00027ab003760,pan_gene_267,Core Gene,1
Zm00027ab003770,pan_gene_268,Core Gene,1
Zm00027ab003790,pan_gene_269,Core Gene,1
Zm00027ab003800,pan_gene_270,Core Gene,1
Zm00027ab003840,pan_gene_271,Core Gene,1
Zm00027ab003850,pan_gene_273,Core Gene,1
Zm00027ab003880,pan_gene_274,Core Gene,1
gmap_ID=chr1:10831739-10832105,pan_gene_275,Dispensable Gene,1
Zm00027ab003930,pan_gene_277,Core Gene,1
Zm00027ab003920,pan_gene_278,Core Gene,1
Zm00027ab003940,pan_gene_279,Core Gene,5
Zm00027ab004000,pan_gene_280,Core Gene,1
Zm00027ab004010,pan_gene_281,Core Gene,1
Zm00027ab004020,pan_gene_282,Core Gene,1
Zm00027ab004030,pan_gene_283,Core Gene,1
Zm00027ab004060,pan_gene_284,Core Gene,1
Zm00027ab004070,pan_gene_287,Core Gene,1
gmap_ID=chr1:11379266-11379761,pan_gene_289,Core Gene,1
Zm00027ab004090,pan_gene_290,Core Gene,1
Zm00027ab004140,pan_gene_292,Core Gene,1
Zm00027ab004210,pan_gene_294,Core Gene,1
Zm00027ab004220,pan_gene_295,Dispensable Gene,1
Zm00027ab004240,pan_gene_296,Core Gene,1
Zm00027ab004250,pan_gene_297,Core Gene,1
Zm00027ab004260,pan_gene_298,Core Gene,1
Zm00027ab004270,pan_gene_299,Core Gene,1
Zm00027ab004280,pan_gene_300,Core Gene,1
Zm00027ab004290,pan_gene_301,Core Gene,1
Zm00027ab004320,pan_gene_302,Core Gene,1
Zm00027ab004330,pan_gene_303,Core Gene,1
Zm00027ab004340,pan_gene_304,Core Gene,3
Zm00027ab004370,pan_gene_305,Core Gene,1
Zm00027ab004380,pan_gene_306,Dispensable Gene,1
Zm00027ab004390,pan_gene_307,Core Gene,1
Zm00027ab004400,pan_gene_308,Core Gene,1
Zm00027ab004410,pan_gene_309,Core Gene,3
Zm00027ab004440,pan_gene_310,Core Gene,1
Zm00027ab004450,pan_gene_311,Core Gene,1
gmap_ID=chr1:12168482-12169054,pan_gene_312,Dispensable Gene,1
Zm00027ab004470,pan_gene_313,Core Gene,1
Zm00027ab004480,pan_gene_314,Near-Core Gene,1
Zm00027ab004490,pan_gene_315,Dispensable Gene,1
gmap_ID=chr1:12329476-12330549,pan_gene_316,Dispensable Gene,1
Zm00027ab004500,pan_gene_317,Core Gene,1
Zm00027ab004510,pan_gene_318,Core Gene,2
Zm00027ab004530,pan_gene_319,Core Gene,1
gmap_ID=chr1:12467386-12467571,pan_gene_320,Dispensable Gene,1
Zm00027ab004550,pan_gene_321,Core Gene,2
Zm00027ab004570,pan_gene_322,Core Gene,1
Zm00027ab004580,pan_gene_323,Core Gene,1
Zm00027ab004590,pan_gene_324,Core Gene,1
Zm00027ab004600,pan_gene_325,Core Gene,1
Zm00027ab004610,pan_gene_326,Core Gene,1
Zm00027ab004620,pan_gene_327,Core Gene,1
Zm00027ab004630,pan_gene_328,Dispensable Gene,1
Zm00027ab004640,pan_gene_329,Dispensable Gene,1
Zm00027ab004650,pan_gene_330,Core Gene,1
Zm00027ab004660,pan_gene_331,Core Gene,1
Zm00027ab004680,pan_gene_332,Core Gene,2
Zm00027ab004700,pan_gene_333,Core Gene,1
Zm00027ab004710,pan_gene_334,Core Gene,1
Zm00027ab004720,pan_gene_335,Core Gene,1
Zm00027ab004730,pan_gene_336,Core Gene,1
Zm00027ab004740,pan_gene_338,Core Gene,1
Zm00027ab004750,pan_gene_340,Core Gene,1
Zm00027ab004760,pan_gene_341,Core Gene,1
Zm00027ab004770,pan_gene_342,Core Gene,1
Zm00027ab004780,pan_gene_343,Core Gene,1
Zm00027ab004790,pan_gene_344,Core Gene,1
Zm00027ab004800,pan_gene_345,Core Gene,1
Zm00027ab004810,pan_gene_346,Core Gene,1
Zm00027ab004830,pan_gene_347,Core Gene,2
Zm00027ab004860,pan_gene_348,Core Gene,1
Zm00027ab004870,pan_gene_349,Core Gene,1
Zm00027ab004880,pan_gene_350,Core Gene,1
Zm00027ab004890,pan_gene_351,Core Gene,1
gmap_ID=chr1:13597851-13598263,pan_gene_352,Dispensable Gene,1
Zm00027ab004910,pan_gene_353,Core Gene,1
Zm00027ab004920,pan_gene_354,Core Gene,1
Zm00027ab004930,pan_gene_355,Core Gene,2
Zm00027ab004950,pan_gene_356,Core Gene,1
Zm00027ab004960,pan_gene_357,Core Gene,1
Zm00027ab004970,pan_gene_358,Core Gene,1
Zm00027ab004980,pan_gene_361,Core Gene,1
gmap_ID=chr1:13806738-13807232,pan_gene_363,Core Gene,1
Zm00027ab005010,pan_gene_364,Core Gene,1
Zm00027ab005020,pan_gene_365,Core Gene,1
Zm00027ab005030,pan_gene_366,Dispensable Gene,1
Zm00027ab005040,pan_gene_367,Core Gene,1
Zm00027ab005050,pan_gene_368,Core Gene,2
Zm00027ab005080,pan_gene_369,Core Gene,1
Zm00027ab005100,pan_gene_370,Core Gene,1
Zm00027ab005110,pan_gene_371,Core Gene,1
Zm00027ab005120,pan_gene_372,Core Gene,1
Zm00027ab005140,pan_gene_373,Core Gene,1
Zm00027ab005210,pan_gene_374,Core Gene,16
Zm00027ab005350,pan_gene_375,Dispensable Gene,1
Zm00027ab005360,pan_gene_376,Dispensable Gene,1
Zm00027ab005380,pan_gene_377,Dispensable Gene,1
Zm00027ab005410,pan_gene_378,Core Gene,1
gmap_ID=chr1:14864464-14872116,pan_gene_379,Dispensable Gene,1
Zm00027ab005470,pan_gene_381,Core Gene,1
Zm00027ab005490,pan_gene_382,Core Gene,1
Zm00027ab005500,pan_gene_383,Core Gene,1
Zm00027ab005510,pan_gene_384,Core Gene,1
Zm00027ab005530,pan_gene_385,Core Gene,1
Zm00027ab005540,pan_gene_386,Core Gene,1
Zm00027ab005560,pan_gene_387,Core Gene,1
Zm00027ab005570,pan_gene_388,Core Gene,1
Zm00027ab005600,pan_gene_389,Core Gene,2
Zm00027ab005620,pan_gene_390,Core Gene,1
gmap_ID=chr1:15475742-15493775,pan_gene_391,Core Gene,1
Zm00027ab005670,pan_gene_392,Core Gene,1
Zm00027ab005680,pan_gene_395,Core Gene,2
Zm00027ab005700,pan_gene_396,Core Gene,1
Zm00027ab005710,pan_gene_397,Core Gene,3
Zm00027ab005790,pan_gene_398,Core Gene,1
Zm00027ab005800,pan_gene_399,Core Gene,1
Zm00027ab005810,pan_gene_400,Core Gene,1
Zm00027ab005820,pan_gene_401,Dispensable Gene,1
Zm00027ab005830,pan_gene_402,Core Gene,1
Zm00027ab005850,pan_gene_404,Core Gene,1
Zm00027ab005860,pan_gene_405,Dispensable Gene,1
Zm00027ab005870,pan_gene_406,Core Gene,1
Zm00027ab005880,pan_gene_407,Core Gene,1
Zm00027ab005890,pan_gene_408,Core Gene,1
Zm00027ab005900,pan_gene_409,Core Gene,1
Zm00027ab005910,pan_gene_410,Core Gene,1
Zm00027ab005920,pan_gene_411,Core Gene,1
Zm00027ab005930,pan_gene_412,Core Gene,2
Zm00027ab005960,pan_gene_413,Core Gene,1
Zm00027ab005970,pan_gene_414,Core Gene,1
Zm00027ab005980,pan_gene_415,Core Gene,1
Zm00027ab006000,pan_gene_417,Core Gene,1
Zm00027ab006010,pan_gene_418,Core Gene,1
Zm00027ab006020,pan_gene_419,Core Gene,1
Zm00027ab006030,pan_gene_420,Core Gene,1
Zm00027ab006040,pan_gene_421,Core Gene,1
gmap_ID=chr1:16578872-16579391,pan_gene_422,Core Gene,1
Zm00027ab006050,pan_gene_423,Core Gene,1
Zm00027ab006060,pan_gene_424,Core Gene,2
Zm00027ab006080,pan_gene_425,Core Gene,1
Zm00027ab006120,pan_gene_426,Core Gene,1
Zm00027ab006140,pan_gene_427,Core Gene,1
Zm00027ab006150,pan_gene_428,Core Gene,1
Zm00027ab006160,pan_gene_429,Core Gene,1
Zm00027ab006170,pan_gene_430,Core Gene,1
Zm00027ab006180,pan_gene_431,Core Gene,1
Zm00027ab006190,pan_gene_433,Core Gene,1
Zm00027ab006200,pan_gene_434,Core Gene,1
Zm00027ab006210,pan_gene_435,Core Gene,1
Zm00027ab006220,pan_gene_436,Core Gene,1
Zm00027ab006230,pan_gene_437,Core Gene,1
Zm00027ab006240,pan_gene_438,Near-Core Gene,1
Zm00027ab006250,pan_gene_439,Core Gene,1
Zm00027ab006260,pan_gene_440,Core Gene,1
Zm00027ab006280,pan_gene_441,Core Gene,1
Zm00027ab006300,pan_gene_442,Core Gene,1
Zm00027ab006310,pan_gene_443,Core Gene,1
Zm00027ab006320,pan_gene_444,Core Gene,1
Zm00027ab006340,pan_gene_445,Core Gene,1
Zm00027ab006360,pan_gene_447,Core Gene,1
Zm00027ab006370,pan_gene_448,Core Gene,1
Zm00027ab006380,pan_gene_449,Core Gene,1
Zm00027ab006390,pan_gene_450,Core Gene,1
Zm00027ab006400,pan_gene_451,Core Gene,2
Zm00027ab006420,pan_gene_453,Core Gene,1
Zm00027ab006430,pan_gene_454,Core Gene,1
Zm00027ab006440,pan_gene_455,Core Gene,1
Zm00027ab006450,pan_gene_456,Core Gene,1
Zm00027ab006460,pan_gene_457,Core Gene,1
Zm00027ab006470,pan_gene_458,Core Gene,1
Zm00027ab006490,pan_gene_459,Core Gene,1
Zm00027ab006510,pan_gene_460,Core Gene,3
Zm00027ab006540,pan_gene_461,Core Gene,1
Zm00027ab006560,pan_gene_462,Core Gene,1
Zm00027ab006570,pan_gene_464,Core Gene,1
Zm00027ab006580,pan_gene_465,Core Gene,1
Zm00027ab006600,pan_gene_466,Dispensable Gene,1
Zm00027ab006610,pan_gene_467,Core Gene,1
Zm00027ab006620,pan_gene_468,Near-Core Gene,1
Zm00027ab006630,pan_gene_469,Core Gene,1
Zm00027ab006640,pan_gene_471,Core Gene,2
Zm00027ab006670,pan_gene_472,Core Gene,1
Zm00027ab006680,pan_gene_473,Core Gene,1
Zm00027ab006690,pan_gene_474,Core Gene,4
Zm00027ab006700,pan_gene_475,Dispensable Gene,1
Zm00027ab006730,pan_gene_476,Dispensable Gene,1
Zm00027ab006770,pan_gene_478,Core Gene,2
Zm00027ab006800,pan_gene_479,Core Gene,1
Zm00027ab006820,pan_gene_482,Core Gene,1
Zm00027ab006830,pan_gene_483,Core Gene,1
Zm00027ab006840,pan_gene_484,Core Gene,1
Zm00027ab006850,pan_gene_485,Core Gene,1
Zm00027ab006860,pan_gene_486,Core Gene,1
gmap_ID=chr1:19420128-19420548,pan_gene_487,Dispensable Gene,1
Zm00027ab006870,pan_gene_488,Core Gene,1
Zm00027ab006880,pan_gene_489,Core Gene,1
Zm00027ab006890,pan_gene_490,Core Gene,1
Zm00027ab006900,pan_gene_491,Core Gene,2
Zm00027ab006910,pan_gene_492,Core Gene,3
Zm00027ab006950,pan_gene_493,Core Gene,1
Zm00027ab006960,pan_gene_494,Dispensable Gene,1
Zm00027ab006970,pan_gene_495,Core Gene,1
Zm00027ab006980,pan_gene_496,Core Gene,1
Zm00027ab006990,pan_gene_497,Dispensable Gene,1
Zm00027ab007000,pan_gene_498,Core Gene,1
Zm00027ab007010,pan_gene_499,Core Gene,1
Zm00027ab007030,pan_gene_500,Core Gene,1
Zm00027ab007040,pan_gene_501,Core Gene,1
Zm00027ab007050,pan_gene_502,Core Gene,1
Zm00027ab007060,pan_gene_503,Core Gene,1
Zm00027ab007070,pan_gene_504,Core Gene,1
Zm00027ab007080,pan_gene_505,Core Gene,1
Zm00027ab007090,pan_gene_506,Dispensable Gene,1
Zm00027ab007100,pan_gene_507,Core Gene,1
Zm00027ab007110,pan_gene_508,Core Gene,1
Zm00027ab007120,pan_gene_509,Core Gene,2
Zm00027ab007150,pan_gene_511,Core Gene,1
Zm00027ab007160,pan_gene_512,Core Gene,1
Zm00027ab007170,pan_gene_513,Core Gene,1
Zm00027ab007180,pan_gene_514,Core Gene,2
Zm00027ab007200,pan_gene_515,Core Gene,2
Zm00027ab007220,pan_gene_516,Core Gene,1
Zm00027ab007260,pan_gene_518,Core Gene,1
Zm00027ab007270,pan_gene_519,Core Gene,2
Zm00027ab007320,pan_gene_520,Dispensable Gene,4
Zm00027ab007340,pan_gene_521,Core Gene,1
gmap_ID=chr1:21299364-21308093,pan_gene_522,Dispensable Gene,1
Zm00027ab007350,pan_gene_523,Core Gene,1
Zm00027ab007360,pan_gene_524,Core Gene,2
Zm00027ab007380,pan_gene_525,Core Gene,1
Zm00027ab007390,pan_gene_526,Core Gene,1
Zm00027ab007400,pan_gene_527,Core Gene,1
Zm00027ab007410,pan_gene_528,Core Gene,2
Zm00027ab007430,pan_gene_529,Core Gene,1
Zm00027ab007440,pan_gene_530,Core Gene,1
Zm00027ab007450,pan_gene_531,Core Gene,1
Zm00027ab007460,pan_gene_532,Near-Core Gene,1
Zm00027ab007470,pan_gene_534,Core Gene,1
Zm00027ab007480,pan_gene_535,Dispensable Gene,1
Zm00027ab007490,pan_gene_536,Core Gene,1
Zm00027ab007510,pan_gene_537,Core Gene,1
Zm00027ab007520,pan_gene_538,Core Gene,1
Zm00027ab007530,pan_gene_539,Core Gene,1
Zm00027ab007540,pan_gene_541,Core Gene,1
Zm00027ab007590,pan_gene_542,Core Gene,1
Zm00027ab007600,pan_gene_543,Core Gene,1
Zm00027ab007610,pan_gene_545,Core Gene,1
Zm00027ab007620,pan_gene_546,Core Gene,1
gmap_ID=chr1:22248945-22249505,pan_gene_547,Core Gene,1
Zm00027ab007630,pan_gene_548,Core Gene,2
Zm00027ab007650,pan_gene_549,Core Gene,1
Zm00027ab007660,pan_gene_550,Core Gene,1
Zm00027ab007670,pan_gene_551,Core Gene,1
Zm00027ab007710,pan_gene_553,Core Gene,1
Zm00027ab007720,pan_gene_554,Core Gene,2
Zm00027ab007780,pan_gene_555,Core Gene,1
Zm00027ab007790,pan_gene_556,Core Gene,1
Zm00027ab007810,pan_gene_557,Core Gene,1
Zm00027ab007820,pan_gene_558,Core Gene,1
Zm00027ab007830,pan_gene_559,Core Gene,1
Zm00027ab007840,pan_gene_560,Core Gene,1
Zm00027ab007850,pan_gene_561,Core Gene,1
Zm00027ab007860,pan_gene_562,Core Gene,1
Zm00027ab007870,pan_gene_565,Core Gene,1
Zm00027ab007880,pan_gene_566,Core Gene,1
Zm00027ab007890,pan_gene_567,Core Gene,6
Zm00027ab007950,pan_gene_568,Core Gene,1
Zm00027ab007960,pan_gene_569,Core Gene,1
Zm00027ab007970,pan_gene_570,Core Gene,1
Zm00027ab007980,pan_gene_571,Core Gene,1
Zm00027ab008000,pan_gene_572,Core Gene,1
gmap_ID=chr1:23285643-23293212,pan_gene_573,Dispensable Gene,1
gmap_ID=chr1:23358591-23358849,pan_gene_574,Dispensable Gene,1
Zm00027ab008070,pan_gene_575,Core Gene,1
Zm00027ab008080,pan_gene_576,Core Gene,1
gmap_ID=chr1:23645879-23646202,pan_gene_577,Core Gene,1
Zm00027ab008100,pan_gene_578,Core Gene,1
