gene,pan,class
Zm00039ab002610,pan_gene_199,Core Gene
Zm00039ab002630,pan_gene_200,Core Gene
Zm00039ab002640,pan_gene_201,Core Gene
Zm00039ab002650,pan_gene_202,Core Gene
Zm00039ab002670,pan_gene_203,Core Gene
Zm00039ab002690,pan_gene_204,Core Gene
Zm00039ab002700,pan_gene_205,Core Gene
Zm00039ab002710,pan_gene_206,Core Gene
Zm00039ab002770,pan_gene_207,Core Gene
Zm00039ab002780,pan_gene_208,Core Gene
Zm00039ab002810,pan_gene_209,Core Gene
Zm00039ab002820,pan_gene_210,Core Gene
Zm00039ab002840,pan_gene_211,Core Gene
Zm00039ab002850,pan_gene_212,Core Gene
Zm00039ab002870,pan_gene_214,Core Gene
Zm00039ab002890,pan_gene_215,Core Gene
Zm00039ab002910,pan_gene_216,Core Gene
Zm00039ab002920,pan_gene_217,Core Gene
Zm00039ab002960,pan_gene_218,Core Gene
gmap_ID=chr1:8325627-8326190,pan_gene_219,Dispensable Gene
Zm00039ab002970,pan_gene_220,Core Gene
Zm00039ab002990,pan_gene_222,Core Gene
gmap_ID=chr1:8452457-8453860,pan_gene_223,Core Gene
Zm00039ab003020,pan_gene_224,Core Gene
Zm00039ab003030,pan_gene_225,Near-Core Gene
Zm00039ab003050,pan_gene_226,Core Gene
Zm00039ab003060,pan_gene_227,Core Gene
Zm00039ab003070,pan_gene_228,Core Gene
Zm00039ab003090,pan_gene_229,Dispensable Gene
Zm00039ab003120,pan_gene_230,Core Gene
Zm00039ab003130,pan_gene_231,Core Gene
Zm00039ab003150,pan_gene_232,Core Gene
Zm00039ab003170,pan_gene_233,Core Gene
Zm00039ab003180,pan_gene_234,Core Gene
Zm00039ab003190,pan_gene_238,Core Gene
Zm00039ab003230,pan_gene_239,Core Gene
Zm00039ab003350,pan_gene_240,Core Gene
Zm00039ab003360,pan_gene_241,Core Gene
Zm00039ab003370,pan_gene_242,Core Gene
Zm00039ab003400,pan_gene_244,Core Gene
Zm00039ab003460,pan_gene_245,Core Gene
Zm00039ab003480,pan_gene_246,Core Gene
Zm00039ab003490,pan_gene_247,Core Gene
Zm00039ab003500,pan_gene_248,Core Gene
Zm00039ab003510,pan_gene_250,Core Gene
Zm00039ab003520,pan_gene_251,Core Gene
Zm00039ab003530,pan_gene_252,Core Gene
Zm00039ab003540,pan_gene_253,Core Gene
Zm00039ab003600,pan_gene_254,Near-Core Gene
Zm00039ab003660,pan_gene_256,Core Gene
Zm00039ab003670,pan_gene_257,Core Gene
Zm00039ab003680,pan_gene_258,Core Gene
Zm00039ab003690,pan_gene_259,Core Gene
Zm00039ab003700,pan_gene_260,Dispensable Gene
Zm00039ab003710,pan_gene_261,Dispensable Gene
Zm00039ab003720,pan_gene_262,Core Gene
Zm00039ab003740,pan_gene_263,Near-Core Gene
Zm00039ab003750,pan_gene_264,Core Gene
Zm00039ab003770,pan_gene_265,Core Gene
Zm00039ab003780,pan_gene_266,Core Gene
Zm00039ab003790,pan_gene_267,Core Gene
Zm00039ab003810,pan_gene_268,Core Gene
Zm00039ab003820,pan_gene_269,Core Gene
Zm00039ab003840,pan_gene_270,Core Gene
Zm00039ab003850,pan_gene_271,Core Gene
Zm00039ab003880,pan_gene_273,Core Gene
Zm00039ab003920,pan_gene_274,Core Gene
gmap_ID=chr1:10750281-10750647,pan_gene_275,Dispensable Gene
Zm00039ab003940,pan_gene_277,Core Gene
Zm00039ab003960,pan_gene_278,Core Gene
Zm00039ab003970,pan_gene_279,Core Gene
Zm00039ab004020,pan_gene_280,Core Gene
Zm00039ab004030,pan_gene_281,Core Gene
Zm00039ab004040,pan_gene_282,Core Gene
Zm00039ab004050,pan_gene_283,Core Gene
Zm00039ab004070,pan_gene_284,Core Gene
Zm00039ab004080,pan_gene_287,Core Gene
Zm00039ab004110,pan_gene_288,Dispensable Gene
Zm00039ab004130,pan_gene_289,Core Gene
Zm00039ab004140,pan_gene_290,Core Gene
Zm00039ab004150,pan_gene_291,Dispensable Gene
Zm00039ab004160,pan_gene_292,Core Gene
Zm00039ab004190,pan_gene_293,Dispensable Gene
Zm00039ab004210,pan_gene_294,Core Gene
Zm00039ab004220,pan_gene_295,Dispensable Gene
Zm00039ab004230,pan_gene_296,Core Gene
Zm00039ab004240,pan_gene_297,Core Gene
Zm00039ab004250,pan_gene_298,Core Gene
Zm00039ab004260,pan_gene_299,Core Gene
Zm00039ab004270,pan_gene_300,Core Gene
Zm00039ab004280,pan_gene_301,Core Gene
Zm00039ab004290,pan_gene_302,Core Gene
Zm00039ab004300,pan_gene_303,Core Gene
Zm00039ab004310,pan_gene_304,Core Gene
Zm00039ab004330,pan_gene_305,Core Gene
Zm00039ab004340,pan_gene_307,Core Gene
Zm00039ab004360,pan_gene_308,Core Gene
Zm00039ab004370,pan_gene_309,Core Gene
Zm00039ab004390,pan_gene_310,Core Gene
Zm00039ab004400,pan_gene_311,Core Gene
Zm00039ab004430,pan_gene_313,Core Gene
Zm00039ab004440,pan_gene_314,Near-Core Gene
Zm00039ab004460,pan_gene_317,Core Gene
Zm00039ab004480,pan_gene_318,Core Gene
Zm00039ab004500,pan_gene_319,Core Gene
gmap_ID=chr1:12503416-12503601,pan_gene_320,Dispensable Gene
Zm00039ab004510,pan_gene_321,Core Gene
Zm00039ab004530,pan_gene_322,Core Gene
Zm00039ab004540,pan_gene_323,Core Gene
Zm00039ab004550,pan_gene_324,Core Gene
Zm00039ab004560,pan_gene_325,Core Gene
Zm00039ab004570,pan_gene_326,Core Gene
Zm00039ab004580,pan_gene_327,Core Gene
Zm00039ab004590,pan_gene_328,Dispensable Gene
gmap_ID=chr1:12770409-12785162,pan_gene_329,Dispensable Gene
Zm00039ab004600,pan_gene_330,Core Gene
Zm00039ab004610,pan_gene_331,Core Gene
Zm00039ab004620,pan_gene_332,Core Gene
Zm00039ab004640,pan_gene_333,Core Gene
Zm00039ab004650,pan_gene_334,Core Gene
Zm00039ab004660,pan_gene_335,Core Gene
Zm00039ab004670,pan_gene_336,Core Gene
Zm00039ab004680,pan_gene_338,Core Gene
Zm00039ab004710,pan_gene_340,Core Gene
Zm00039ab004720,pan_gene_341,Core Gene
Zm00039ab004730,pan_gene_342,Core Gene
Zm00039ab004740,pan_gene_343,Core Gene
Zm00039ab004750,pan_gene_344,Core Gene
Zm00039ab004760,pan_gene_345,Core Gene
Zm00039ab004770,pan_gene_346,Core Gene
Zm00039ab004780,pan_gene_347,Core Gene
Zm00039ab004810,pan_gene_348,Core Gene
Zm00039ab004820,pan_gene_349,Core Gene
Zm00039ab004830,pan_gene_350,Core Gene
Zm00039ab004850,pan_gene_351,Core Gene
Zm00039ab004870,pan_gene_352,Dispensable Gene
Zm00039ab004880,pan_gene_353,Core Gene
Zm00039ab004890,pan_gene_354,Core Gene
Zm00039ab004900,pan_gene_355,Core Gene
Zm00039ab004910,pan_gene_356,Core Gene
Zm00039ab004960,pan_gene_357,Core Gene
Zm00039ab004970,pan_gene_358,Core Gene
Zm00039ab005010,pan_gene_361,Core Gene
gmap_ID=chr1:13920164-13920608,pan_gene_362,Dispensable Gene
Zm00039ab005030,pan_gene_363,Core Gene
Zm00039ab005040,pan_gene_364,Core Gene
Zm00039ab005050,pan_gene_365,Core Gene
Zm00039ab005060,pan_gene_366,Dispensable Gene
Zm00039ab005080,pan_gene_367,Core Gene
Zm00039ab005090,pan_gene_368,Core Gene
Zm00039ab005100,pan_gene_369,Core Gene
Zm00039ab005130,pan_gene_370,Core Gene
Zm00039ab005140,pan_gene_371,Core Gene
Zm00039ab005150,pan_gene_372,Core Gene
Zm00039ab005160,pan_gene_373,Core Gene
Zm00039ab005300,pan_gene_374,Core Gene
gmap_ID=chr1:14735484-14736127,pan_gene_375,Dispensable Gene
Zm00039ab005260,pan_gene_376,Dispensable Gene
Zm00039ab005280,pan_gene_377,Dispensable Gene
Zm00039ab005290,pan_gene_378,Core Gene
Zm00039ab005330,pan_gene_381,Core Gene
Zm00039ab005340,pan_gene_382,Core Gene
Zm00039ab005350,pan_gene_383,Core Gene
Zm00039ab005360,pan_gene_384,Core Gene
Zm00039ab005380,pan_gene_385,Core Gene
Zm00039ab005390,pan_gene_386,Core Gene
Zm00039ab005400,pan_gene_387,Core Gene
Zm00039ab005410,pan_gene_388,Core Gene
Zm00039ab005430,pan_gene_389,Core Gene
Zm00039ab005450,pan_gene_390,Core Gene
Zm00039ab005460,pan_gene_391,Core Gene
Zm00039ab005470,pan_gene_392,Core Gene
Zm00039ab005480,pan_gene_395,Core Gene
Zm00039ab005500,pan_gene_396,Core Gene
Zm00039ab005520,pan_gene_397,Core Gene
Zm00039ab005540,pan_gene_398,Core Gene
Zm00039ab005560,pan_gene_399,Core Gene
Zm00039ab005570,pan_gene_400,Core Gene
Zm00039ab005580,pan_gene_401,Dispensable Gene
Zm00039ab005590,pan_gene_402,Core Gene
Zm00039ab005610,pan_gene_404,Core Gene
Zm00039ab005620,pan_gene_405,Dispensable Gene
Zm00039ab005630,pan_gene_406,Core Gene
Zm00039ab005640,pan_gene_407,Core Gene
Zm00039ab005650,pan_gene_408,Core Gene
Zm00039ab005660,pan_gene_409,Core Gene
Zm00039ab005670,pan_gene_410,Core Gene
Zm00039ab005680,pan_gene_411,Core Gene
Zm00039ab005690,pan_gene_412,Core Gene
Zm00039ab005720,pan_gene_413,Core Gene
Zm00039ab005730,pan_gene_414,Core Gene
Zm00039ab005750,pan_gene_415,Core Gene
Zm00039ab005760,pan_gene_416,Dispensable Gene
Zm00039ab005770,pan_gene_417,Core Gene
Zm00039ab005780,pan_gene_418,Core Gene
Zm00039ab005790,pan_gene_419,Core Gene
Zm00039ab005810,pan_gene_420,Core Gene
Zm00039ab005820,pan_gene_421,Core Gene
gmap_ID=chr1:16515514-16516033,pan_gene_422,Core Gene
Zm00039ab005840,pan_gene_423,Core Gene
Zm00039ab005850,pan_gene_424,Core Gene
Zm00039ab005870,pan_gene_425,Core Gene
Zm00039ab005900,pan_gene_426,Core Gene
Zm00039ab005930,pan_gene_427,Core Gene
Zm00039ab005940,pan_gene_428,Core Gene
Zm00039ab005970,pan_gene_429,Core Gene
Zm00039ab005980,pan_gene_430,Core Gene
Zm00039ab005990,pan_gene_431,Core Gene
Zm00039ab006000,pan_gene_433,Core Gene
Zm00039ab006010,pan_gene_434,Core Gene
Zm00039ab006020,pan_gene_435,Core Gene
Zm00039ab006030,pan_gene_436,Core Gene
Zm00039ab006040,pan_gene_437,Core Gene
Zm00039ab006050,pan_gene_438,Near-Core Gene
Zm00039ab006060,pan_gene_439,Core Gene
Zm00039ab006080,pan_gene_440,Core Gene
Zm00039ab006090,pan_gene_441,Core Gene
Zm00039ab006120,pan_gene_442,Core Gene
Zm00039ab006130,pan_gene_443,Core Gene
Zm00039ab006140,pan_gene_444,Core Gene
Zm00039ab006160,pan_gene_445,Core Gene
Zm00039ab006180,pan_gene_446,Dispensable Gene
Zm00039ab006200,pan_gene_447,Core Gene
Zm00039ab006210,pan_gene_448,Core Gene
Zm00039ab006220,pan_gene_449,Core Gene
Zm00039ab006230,pan_gene_450,Core Gene
Zm00039ab006240,pan_gene_451,Core Gene
Zm00039ab006260,pan_gene_453,Core Gene
Zm00039ab006270,pan_gene_454,Core Gene
Zm00039ab006280,pan_gene_455,Core Gene
Zm00039ab006290,pan_gene_456,Core Gene
Zm00039ab006300,pan_gene_457,Core Gene
Zm00039ab006310,pan_gene_458,Core Gene
Zm00039ab006320,pan_gene_459,Core Gene
Zm00039ab006350,pan_gene_460,Core Gene
Zm00039ab006380,pan_gene_461,Core Gene
Zm00039ab006390,pan_gene_462,Core Gene
Zm00039ab006400,pan_gene_464,Core Gene
Zm00039ab006410,pan_gene_465,Core Gene
Zm00039ab006430,pan_gene_466,Dispensable Gene
Zm00039ab006450,pan_gene_467,Core Gene
Zm00039ab006460,pan_gene_468,Near-Core Gene
Zm00039ab006470,pan_gene_469,Core Gene
Zm00039ab006490,pan_gene_470,Dispensable Gene
Zm00039ab006500,pan_gene_471,Core Gene
Zm00039ab006510,pan_gene_472,Core Gene
Zm00039ab006520,pan_gene_473,Core Gene
Zm00039ab006530,pan_gene_474,Core Gene
Zm00039ab006540,pan_gene_475,Dispensable Gene
Zm00039ab006570,pan_gene_476,Dispensable Gene
Zm00039ab006600,pan_gene_478,Core Gene
Zm00039ab006650,pan_gene_479,Core Gene
Zm00039ab006660,pan_gene_482,Core Gene
Zm00039ab006680,pan_gene_483,Core Gene
Zm00039ab006690,pan_gene_484,Core Gene
Zm00039ab006700,pan_gene_485,Core Gene
Zm00039ab006710,pan_gene_486,Core Gene
gmap_ID=chr1:19342443-19342864,pan_gene_487,Dispensable Gene
Zm00039ab006720,pan_gene_488,Core Gene
Zm00039ab006730,pan_gene_489,Core Gene
Zm00039ab006740,pan_gene_490,Core Gene
Zm00039ab006750,pan_gene_491,Core Gene
Zm00039ab006760,pan_gene_492,Core Gene
Zm00039ab006810,pan_gene_493,Core Gene
gmap_ID=chr1:19588621-19589137,pan_gene_494,Dispensable Gene
Zm00039ab006830,pan_gene_495,Core Gene
Zm00039ab006840,pan_gene_496,Core Gene
Zm00039ab006850,pan_gene_497,Dispensable Gene
Zm00039ab006870,pan_gene_498,Core Gene
Zm00039ab006880,pan_gene_499,Core Gene
Zm00039ab006890,pan_gene_500,Core Gene
Zm00039ab006900,pan_gene_501,Core Gene
Zm00039ab006910,pan_gene_502,Core Gene
Zm00039ab006920,pan_gene_503,Core Gene
Zm00039ab006930,pan_gene_504,Core Gene
Zm00039ab006950,pan_gene_505,Core Gene
Zm00039ab006960,pan_gene_506,Dispensable Gene
Zm00039ab006970,pan_gene_507,Core Gene
Zm00039ab006980,pan_gene_508,Core Gene
Zm00039ab006990,pan_gene_509,Core Gene
Zm00039ab007020,pan_gene_511,Core Gene
Zm00039ab007030,pan_gene_512,Core Gene
Zm00039ab007040,pan_gene_513,Core Gene
Zm00039ab007060,pan_gene_514,Core Gene
Zm00039ab007070,pan_gene_515,Core Gene
Zm00039ab007080,pan_gene_516,Core Gene
Zm00039ab007090,pan_gene_517,Dispensable Gene
Zm00039ab007110,pan_gene_518,Core Gene
Zm00039ab007120,pan_gene_519,Core Gene
Zm00039ab007140,pan_gene_520,Dispensable Gene
Zm00039ab007160,pan_gene_521,Core Gene
Zm00039ab007170,pan_gene_522,Dispensable Gene
Zm00039ab007190,pan_gene_523,Core Gene
Zm00039ab007200,pan_gene_524,Core Gene
Zm00039ab007210,pan_gene_525,Core Gene
Zm00039ab007220,pan_gene_526,Core Gene
Zm00039ab007230,pan_gene_527,Core Gene
Zm00039ab007240,pan_gene_528,Core Gene
Zm00039ab007260,pan_gene_529,Core Gene
Zm00039ab007270,pan_gene_530,Core Gene
Zm00039ab007280,pan_gene_531,Core Gene
Zm00039ab007290,pan_gene_532,Near-Core Gene
gmap_ID=chr1:21409687-21410347,pan_gene_533,Dispensable Gene
Zm00039ab007300,pan_gene_534,Core Gene
Zm00039ab007310,pan_gene_536,Core Gene
Zm00039ab007320,pan_gene_537,Core Gene
Zm00039ab007330,pan_gene_538,Core Gene
Zm00039ab007340,pan_gene_539,Core Gene
Zm00039ab007350,pan_gene_540,Dispensable Gene
Zm00039ab007360,pan_gene_541,Core Gene
Zm00039ab007370,pan_gene_542,Core Gene
Zm00039ab007380,pan_gene_543,Core Gene
Zm00039ab007390,pan_gene_544,Dispensable Gene
Zm00039ab007410,pan_gene_545,Core Gene
Zm00039ab007420,pan_gene_546,Core Gene
gmap_ID=chr1:22105379-22134893,pan_gene_547,Core Gene
Zm00039ab007430,pan_gene_548,Core Gene
Zm00039ab007440,pan_gene_549,Core Gene
Zm00039ab007460,pan_gene_550,Core Gene
Zm00039ab007470,pan_gene_551,Core Gene
Zm00039ab007480,pan_gene_553,Core Gene
Zm00039ab007500,pan_gene_554,Core Gene
Zm00039ab007510,pan_gene_555,Core Gene
Zm00039ab007520,pan_gene_556,Core Gene
Zm00039ab007540,pan_gene_557,Core Gene
Zm00039ab007550,pan_gene_558,Core Gene
gmap_ID=chr1:22960363-22964249,pan_gene_559,Core Gene
Zm00039ab007570,pan_gene_560,Core Gene
Zm00039ab007580,pan_gene_561,Core Gene
Zm00039ab007590,pan_gene_562,Core Gene
Zm00039ab007600,pan_gene_565,Core Gene
Zm00039ab007620,pan_gene_566,Core Gene
Zm00039ab007640,pan_gene_567,Core Gene
Zm00039ab007710,pan_gene_568,Core Gene
Zm00039ab007720,pan_gene_569,Core Gene
Zm00039ab007740,pan_gene_570,Core Gene
Zm00039ab007750,pan_gene_571,Core Gene
gmap_ID=chr1:23155492-23158941,pan_gene_572,Core Gene
Zm00039ab007790,pan_gene_575,Core Gene
Zm00039ab007800,pan_gene_576,Core Gene
gmap_ID=chr1:23489369-23489689,pan_gene_577,Core Gene
Zm00039ab007850,pan_gene_578,Core Gene
Zm00039ab007860,pan_gene_579,Core Gene
Zm00039ab007880,pan_gene_581,Core Gene
Zm00039ab007890,pan_gene_582,Core Gene
Zm00039ab007900,pan_gene_583,Core Gene
Zm00039ab007920,pan_gene_584,Core Gene
Zm00039ab007930,pan_gene_585,Core Gene
Zm00039ab007940,pan_gene_586,Core Gene
gmap_ID=chr1:24236375-24240022,pan_gene_587,Dispensable Gene
Zm00039ab007980,pan_gene_588,Core Gene
Zm00039ab007990,pan_gene_589,Core Gene
Zm00039ab008000,pan_gene_590,Core Gene
Zm00039ab008010,pan_gene_591,Core Gene
Zm00039ab008030,pan_gene_592,Core Gene
Zm00039ab008040,pan_gene_593,Core Gene
Zm00039ab008050,pan_gene_594,Core Gene
Zm00039ab008060,pan_gene_595,Core Gene
Zm00039ab008070,pan_gene_596,Core Gene
Zm00039ab008080,pan_gene_597,Core Gene
Zm00039ab008090,pan_gene_598,Core Gene
Zm00039ab008100,pan_gene_599,Core Gene
Zm00039ab008120,pan_gene_600,Core Gene
Zm00039ab008130,pan_gene_601,Core Gene
Zm00039ab008140,pan_gene_602,Core Gene
Zm00039ab008150,pan_gene_603,Dispensable Gene
Zm00039ab008160,pan_gene_604,Core Gene
Zm00039ab008170,pan_gene_605,Dispensable Gene
Zm00039ab008180,pan_gene_606,Core Gene
Zm00039ab008200,pan_gene_607,Core Gene
Zm00039ab008210,pan_gene_608,Core Gene
Zm00039ab008220,pan_gene_609,Core Gene
Zm00039ab008230,pan_gene_610,Core Gene
Zm00039ab008240,pan_gene_611,Core Gene
Zm00039ab008260,pan_gene_612,Core Gene
Zm00039ab008270,pan_gene_613,Dispensable Gene
Zm00039ab008280,pan_gene_614,Core Gene
Zm00039ab008290,pan_gene_615,Dispensable Gene
Zm00039ab008330,pan_gene_616,Dispensable Gene
Zm00039ab008340,pan_gene_618,Core Gene
Zm00039ab008350,pan_gene_619,Core Gene
