gene,pan,class
Zm00031ab000790,pan_gene_46,Core Gene
Zm00031ab000800,pan_gene_47,Core Gene
Zm00031ab000810,pan_gene_48,Core Gene
Zm00031ab000820,pan_gene_49,Core Gene
Zm00031ab000830,pan_gene_50,Core Gene
Zm00031ab000840,pan_gene_51,Core Gene
Zm00031ab000850,pan_gene_52,Core Gene
Zm00031ab000860,pan_gene_53,Core Gene
Zm00031ab000880,pan_gene_54,Core Gene
Zm00031ab000890,pan_gene_55,Core Gene
Zm00031ab000900,pan_gene_56,Core Gene
Zm00031ab000910,pan_gene_57,Core Gene
Zm00031ab000920,pan_gene_58,Core Gene
Zm00031ab000930,pan_gene_59,Dispensable Gene
Zm00031ab000940,pan_gene_60,Core Gene
Zm00031ab000960,pan_gene_62,Core Gene
Zm00031ab000970,pan_gene_63,Core Gene
Zm00031ab000980,pan_gene_64,Core Gene
Zm00031ab000990,pan_gene_65,Core Gene
Zm00031ab001010,pan_gene_66,Core Gene
Zm00031ab001020,pan_gene_67,Core Gene
Zm00031ab001030,pan_gene_68,Core Gene
Zm00031ab001040,pan_gene_69,Core Gene
Zm00031ab001050,pan_gene_70,Core Gene
Zm00031ab001060,pan_gene_71,Core Gene
Zm00031ab001100,pan_gene_72,Core Gene
Zm00031ab001110,pan_gene_73,Core Gene
Zm00031ab001120,pan_gene_74,Core Gene
Zm00031ab001130,pan_gene_75,Core Gene
Zm00031ab001140,pan_gene_76,Core Gene
Zm00031ab001160,pan_gene_77,Core Gene
Zm00031ab001170,pan_gene_78,Core Gene
gmap_ID=chr1:3727312-3728590,pan_gene_79,Dispensable Gene
Zm00031ab001180,pan_gene_80,Core Gene
Zm00031ab001190,pan_gene_81,Core Gene
Zm00031ab001200,pan_gene_82,Core Gene
Zm00031ab001210,pan_gene_83,Core Gene
gmap_ID=chr1:3879461-3879754,pan_gene_84,Near-Core Gene
gmap_ID=chr1:3942033-3942549,pan_gene_85,Dispensable Gene
Zm00031ab001230,pan_gene_86,Core Gene
Zm00031ab001240,pan_gene_87,Core Gene
Zm00031ab001250,pan_gene_88,Core Gene
Zm00031ab001260,pan_gene_89,Core Gene
Zm00031ab001270,pan_gene_90,Core Gene
Zm00031ab001280,pan_gene_91,Core Gene
Zm00031ab001290,pan_gene_92,Core Gene
Zm00031ab001300,pan_gene_93,Core Gene
Zm00031ab001310,pan_gene_94,Core Gene
Zm00031ab001320,pan_gene_95,Core Gene
Zm00031ab001330,pan_gene_96,Core Gene
gmap_ID=chr1:4159863-4160198,pan_gene_97,Near-Core Gene
Zm00031ab001360,pan_gene_98,Core Gene
Zm00031ab001370,pan_gene_99,Dispensable Gene
Zm00031ab001380,pan_gene_100,Core Gene
Zm00031ab001390,pan_gene_101,Core Gene
Zm00031ab001400,pan_gene_102,Core Gene
Zm00031ab001410,pan_gene_103,Core Gene
Zm00031ab001420,pan_gene_108,Core Gene
Zm00031ab001450,pan_gene_109,Core Gene
Zm00031ab001490,pan_gene_110,Core Gene
Zm00031ab001500,pan_gene_113,Core Gene
Zm00031ab001510,pan_gene_114,Core Gene
Zm00031ab001540,pan_gene_115,Core Gene
Zm00031ab001550,pan_gene_116,Core Gene
Zm00031ab001600,pan_gene_117,Core Gene
Zm00031ab001610,pan_gene_118,Core Gene
Zm00031ab001620,pan_gene_119,Core Gene
Zm00031ab001630,pan_gene_120,Core Gene
Zm00031ab001650,pan_gene_121,Near-Core Gene
Zm00031ab001660,pan_gene_122,Core Gene
Zm00031ab001690,pan_gene_123,Core Gene
Zm00031ab001710,pan_gene_124,Core Gene
Zm00031ab001720,pan_gene_125,Core Gene
Zm00031ab001750,pan_gene_127,Core Gene
Zm00031ab001770,pan_gene_128,Core Gene
Zm00031ab001780,pan_gene_130,Core Gene
Zm00031ab001790,pan_gene_131,Core Gene
Zm00031ab001800,pan_gene_132,Core Gene
Zm00031ab001820,pan_gene_133,Core Gene
Zm00031ab001840,pan_gene_134,Core Gene
Zm00031ab001850,pan_gene_135,Core Gene
Zm00031ab001860,pan_gene_136,Core Gene
Zm00031ab001870,pan_gene_137,Core Gene
Zm00031ab001880,pan_gene_138,Core Gene
Zm00031ab001910,pan_gene_139,Core Gene
Zm00031ab001920,pan_gene_140,Near-Core Gene
Zm00031ab001940,pan_gene_141,Core Gene
Zm00031ab001950,pan_gene_142,Core Gene
Zm00031ab001960,pan_gene_143,Core Gene
Zm00031ab001980,pan_gene_146,Core Gene
Zm00031ab001990,pan_gene_147,Core Gene
Zm00031ab002010,pan_gene_148,Core Gene
Zm00031ab002030,pan_gene_149,Core Gene
Zm00031ab002050,pan_gene_150,Core Gene
Zm00031ab002060,pan_gene_151,Core Gene
Zm00031ab002070,pan_gene_152,Core Gene
Zm00031ab002080,pan_gene_153,Core Gene
Zm00031ab002090,pan_gene_154,Core Gene
Zm00031ab002110,pan_gene_155,Core Gene
Zm00031ab002130,pan_gene_156,Core Gene
Zm00031ab002180,pan_gene_157,Core Gene
Zm00031ab002190,pan_gene_158,Core Gene
Zm00031ab002210,pan_gene_159,Core Gene
Zm00031ab002230,pan_gene_160,Core Gene
Zm00031ab002240,pan_gene_161,Core Gene
Zm00031ab002250,pan_gene_162,Core Gene
Zm00031ab002260,pan_gene_163,Core Gene
Zm00031ab002270,pan_gene_164,Core Gene
Zm00031ab002280,pan_gene_165,Core Gene
Zm00031ab002300,pan_gene_166,Core Gene
Zm00031ab002310,pan_gene_167,Dispensable Gene
Zm00031ab002340,pan_gene_168,Core Gene
Zm00031ab002360,pan_gene_169,Core Gene
Zm00031ab002370,pan_gene_170,Core Gene
Zm00031ab002380,pan_gene_171,Core Gene
Zm00031ab002390,pan_gene_172,Core Gene
Zm00031ab002420,pan_gene_174,Core Gene
Zm00031ab002500,pan_gene_175,Core Gene
Zm00031ab002510,pan_gene_176,Core Gene
Zm00031ab002520,pan_gene_177,Core Gene
Zm00031ab002540,pan_gene_179,Core Gene
Zm00031ab002560,pan_gene_180,Core Gene
Zm00031ab002570,pan_gene_181,Core Gene
Zm00031ab002580,pan_gene_182,Core Gene
Zm00031ab002600,pan_gene_183,Core Gene
Zm00031ab002610,pan_gene_184,Near-Core Gene
Zm00031ab002620,pan_gene_185,Core Gene
Zm00031ab002630,pan_gene_186,Core Gene
Zm00031ab002640,pan_gene_187,Core Gene
Zm00031ab002650,pan_gene_188,Core Gene
Zm00031ab002690,pan_gene_189,Core Gene
Zm00031ab002700,pan_gene_191,Core Gene
gmap_ID=chr1:7156289-7156646,pan_gene_192,Near-Core Gene
Zm00031ab002720,pan_gene_193,Near-Core Gene
Zm00031ab002730,pan_gene_194,Core Gene
Zm00031ab002740,pan_gene_195,Core Gene
Zm00031ab002750,pan_gene_196,Core Gene
Zm00031ab002760,pan_gene_197,Core Gene
Zm00031ab002770,pan_gene_198,Core Gene
Zm00031ab002780,pan_gene_199,Core Gene
Zm00031ab002820,pan_gene_200,Core Gene
Zm00031ab002830,pan_gene_201,Core Gene
Zm00031ab002840,pan_gene_202,Core Gene
Zm00031ab002850,pan_gene_203,Core Gene
Zm00031ab002880,pan_gene_204,Core Gene
Zm00031ab002890,pan_gene_205,Core Gene
Zm00031ab002900,pan_gene_206,Core Gene
Zm00031ab002940,pan_gene_207,Core Gene
Zm00031ab002950,pan_gene_208,Core Gene
Zm00031ab002960,pan_gene_209,Core Gene
Zm00031ab002970,pan_gene_210,Core Gene
Zm00031ab002980,pan_gene_211,Core Gene
Zm00031ab002990,pan_gene_212,Core Gene
Zm00031ab003010,pan_gene_214,Core Gene
Zm00031ab003040,pan_gene_215,Core Gene
Zm00031ab003050,pan_gene_216,Core Gene
Zm00031ab003060,pan_gene_217,Core Gene
Zm00031ab003100,pan_gene_218,Core Gene
Zm00031ab003110,pan_gene_220,Core Gene
Zm00031ab003130,pan_gene_222,Core Gene
Zm00031ab003150,pan_gene_223,Core Gene
Zm00031ab003170,pan_gene_224,Core Gene
Zm00031ab003180,pan_gene_225,Near-Core Gene
Zm00031ab003220,pan_gene_226,Core Gene
Zm00031ab003230,pan_gene_227,Core Gene
Zm00031ab003240,pan_gene_228,Core Gene
gmap_ID=chr1:8552141-8556925,pan_gene_229,Dispensable Gene
Zm00031ab003270,pan_gene_230,Core Gene
Zm00031ab003280,pan_gene_231,Core Gene
Zm00031ab003290,pan_gene_232,Core Gene
Zm00031ab003300,pan_gene_233,Core Gene
Zm00031ab003310,pan_gene_234,Core Gene
Zm00031ab003330,pan_gene_235,Dispensable Gene
Zm00031ab003340,pan_gene_236,Dispensable Gene
gmap_ID=chr1:8738509-8739450,pan_gene_237,Dispensable Gene
Zm00031ab003360,pan_gene_238,Core Gene
Zm00031ab003390,pan_gene_239,Core Gene
Zm00031ab003410,pan_gene_240,Core Gene
Zm00031ab003430,pan_gene_241,Core Gene
Zm00031ab003440,pan_gene_242,Core Gene
Zm00031ab003450,pan_gene_243,Dispensable Gene
Zm00031ab003460,pan_gene_244,Core Gene
Zm00031ab003520,pan_gene_245,Core Gene
Zm00031ab003530,pan_gene_246,Core Gene
Zm00031ab003540,pan_gene_247,Core Gene
Zm00031ab003550,pan_gene_248,Core Gene
Zm00031ab003560,pan_gene_250,Core Gene
Zm00031ab003570,pan_gene_251,Core Gene
Zm00031ab003580,pan_gene_252,Core Gene
Zm00031ab003590,pan_gene_253,Core Gene
Zm00031ab003630,pan_gene_254,Near-Core Gene
Zm00031ab003690,pan_gene_256,Core Gene
Zm00031ab003700,pan_gene_257,Core Gene
Zm00031ab003710,pan_gene_258,Core Gene
Zm00031ab003720,pan_gene_259,Core Gene
Zm00031ab003730,pan_gene_260,Dispensable Gene
Zm00031ab003750,pan_gene_261,Dispensable Gene
Zm00031ab003760,pan_gene_262,Core Gene
Zm00031ab003780,pan_gene_263,Near-Core Gene
Zm00031ab003790,pan_gene_264,Core Gene
Zm00031ab003800,pan_gene_265,Core Gene
Zm00031ab003810,pan_gene_266,Core Gene
Zm00031ab003820,pan_gene_267,Core Gene
Zm00031ab003830,pan_gene_268,Core Gene
Zm00031ab003840,pan_gene_269,Core Gene
Zm00031ab003860,pan_gene_270,Core Gene
Zm00031ab003870,pan_gene_271,Core Gene
Zm00031ab003890,pan_gene_273,Core Gene
Zm00031ab003930,pan_gene_274,Core Gene
gmap_ID=chr1:10335240-10335606,pan_gene_275,Dispensable Gene
Zm00031ab003970,pan_gene_277,Core Gene
Zm00031ab003950,pan_gene_278,Core Gene
Zm00031ab003980,pan_gene_279,Core Gene
Zm00031ab004040,pan_gene_280,Core Gene
Zm00031ab004050,pan_gene_281,Core Gene
Zm00031ab004060,pan_gene_282,Core Gene
Zm00031ab004070,pan_gene_283,Core Gene
Zm00031ab004090,pan_gene_284,Core Gene
Zm00031ab004100,pan_gene_287,Core Gene
Zm00031ab004120,pan_gene_288,Dispensable Gene
Zm00031ab004150,pan_gene_289,Core Gene
Zm00031ab004160,pan_gene_290,Core Gene
Zm00031ab004180,pan_gene_292,Core Gene
gmap_ID=chr1:11061282-11064672,pan_gene_293,Dispensable Gene
Zm00031ab004220,pan_gene_294,Core Gene
Zm00031ab004250,pan_gene_296,Core Gene
Zm00031ab004260,pan_gene_297,Core Gene
Zm00031ab004270,pan_gene_298,Core Gene
Zm00031ab004280,pan_gene_299,Core Gene
Zm00031ab004290,pan_gene_300,Core Gene
Zm00031ab004300,pan_gene_301,Core Gene
Zm00031ab004310,pan_gene_302,Core Gene
Zm00031ab004320,pan_gene_303,Core Gene
Zm00031ab004330,pan_gene_304,Core Gene
Zm00031ab004350,pan_gene_305,Core Gene
Zm00031ab004360,pan_gene_307,Core Gene
Zm00031ab004380,pan_gene_308,Core Gene
Zm00031ab004390,pan_gene_309,Core Gene
Zm00031ab004430,pan_gene_310,Core Gene
Zm00031ab004440,pan_gene_311,Core Gene
Zm00031ab004470,pan_gene_313,Core Gene
Zm00031ab004480,pan_gene_314,Near-Core Gene
Zm00031ab004500,pan_gene_317,Core Gene
Zm00031ab004520,pan_gene_318,Core Gene
Zm00031ab004540,pan_gene_319,Core Gene
gmap_ID=chr1:12080267-12080452,pan_gene_320,Dispensable Gene
Zm00031ab004560,pan_gene_321,Core Gene
Zm00031ab004570,pan_gene_322,Core Gene
Zm00031ab004580,pan_gene_323,Core Gene
Zm00031ab004590,pan_gene_324,Core Gene
Zm00031ab004600,pan_gene_325,Core Gene
Zm00031ab004610,pan_gene_326,Core Gene
Zm00031ab004620,pan_gene_327,Core Gene
Zm00031ab004630,pan_gene_328,Dispensable Gene
gmap_ID=chr1:12410201-12424954,pan_gene_329,Dispensable Gene
Zm00031ab004640,pan_gene_330,Core Gene
Zm00031ab004650,pan_gene_331,Core Gene
Zm00031ab004670,pan_gene_332,Core Gene
Zm00031ab004710,pan_gene_333,Core Gene
Zm00031ab004720,pan_gene_334,Core Gene
Zm00031ab004730,pan_gene_335,Core Gene
Zm00031ab004740,pan_gene_336,Core Gene
Zm00031ab004750,pan_gene_338,Core Gene
Zm00031ab004800,pan_gene_340,Core Gene
Zm00031ab004830,pan_gene_341,Core Gene
Zm00031ab004860,pan_gene_342,Core Gene
Zm00031ab004850,pan_gene_343,Core Gene
Zm00031ab004870,pan_gene_344,Core Gene
Zm00031ab004880,pan_gene_345,Core Gene
Zm00031ab004890,pan_gene_346,Core Gene
Zm00031ab004920,pan_gene_347,Core Gene
Zm00031ab004930,pan_gene_348,Core Gene
Zm00031ab004940,pan_gene_349,Core Gene
Zm00031ab004950,pan_gene_350,Core Gene
Zm00031ab004960,pan_gene_351,Core Gene
Zm00031ab004970,pan_gene_352,Dispensable Gene
Zm00031ab004980,pan_gene_353,Core Gene
Zm00031ab004990,pan_gene_354,Core Gene
Zm00031ab005000,pan_gene_355,Core Gene
Zm00031ab005010,pan_gene_356,Core Gene
Zm00031ab005020,pan_gene_357,Core Gene
Zm00031ab005030,pan_gene_358,Core Gene
Zm00031ab005040,pan_gene_361,Core Gene
Zm00031ab005060,pan_gene_363,Core Gene
Zm00031ab005070,pan_gene_364,Core Gene
Zm00031ab005080,pan_gene_365,Core Gene
Zm00031ab005100,pan_gene_367,Core Gene
Zm00031ab005120,pan_gene_368,Core Gene
Zm00031ab005150,pan_gene_369,Core Gene
Zm00031ab005170,pan_gene_370,Core Gene
Zm00031ab005180,pan_gene_371,Core Gene
Zm00031ab005190,pan_gene_372,Core Gene
Zm00031ab005200,pan_gene_373,Core Gene
Zm00031ab005350,pan_gene_374,Core Gene
Zm00031ab005330,pan_gene_378,Core Gene
Zm00031ab005420,pan_gene_381,Core Gene
Zm00031ab005440,pan_gene_382,Core Gene
Zm00031ab005450,pan_gene_383,Core Gene
Zm00031ab005460,pan_gene_384,Core Gene
Zm00031ab005470,pan_gene_385,Core Gene
Zm00031ab005490,pan_gene_386,Core Gene
Zm00031ab005500,pan_gene_387,Core Gene
Zm00031ab005510,pan_gene_388,Core Gene
Zm00031ab005540,pan_gene_389,Core Gene
Zm00031ab005550,pan_gene_390,Core Gene
Zm00031ab005560,pan_gene_391,Core Gene
Zm00031ab005570,pan_gene_392,Core Gene
Zm00031ab005590,pan_gene_395,Core Gene
Zm00031ab005610,pan_gene_396,Core Gene
Zm00031ab005620,pan_gene_397,Core Gene
gmap_ID=chr1:15413517-15432512,pan_gene_398,Core Gene
Zm00031ab005660,pan_gene_399,Core Gene
Zm00031ab005670,pan_gene_400,Core Gene
Zm00031ab005680,pan_gene_401,Dispensable Gene
Zm00031ab005690,pan_gene_402,Core Gene
Zm00031ab005710,pan_gene_403,Dispensable Gene
Zm00031ab005720,pan_gene_404,Core Gene
Zm00031ab005730,pan_gene_405,Dispensable Gene
Zm00031ab005740,pan_gene_406,Core Gene
Zm00031ab005750,pan_gene_407,Core Gene
Zm00031ab005760,pan_gene_408,Core Gene
Zm00031ab005770,pan_gene_409,Core Gene
Zm00031ab005780,pan_gene_410,Core Gene
Zm00031ab005790,pan_gene_411,Core Gene
Zm00031ab005810,pan_gene_412,Core Gene
Zm00031ab005820,pan_gene_413,Core Gene
Zm00031ab005830,pan_gene_414,Core Gene
Zm00031ab005840,pan_gene_415,Core Gene
Zm00031ab005850,pan_gene_417,Core Gene
Zm00031ab005860,pan_gene_418,Core Gene
Zm00031ab005870,pan_gene_419,Core Gene
Zm00031ab005890,pan_gene_420,Core Gene
Zm00031ab005900,pan_gene_421,Core Gene
gmap_ID=chr1:16306693-16307212,pan_gene_422,Core Gene
gmap_ID=chr1:16317918-16318492,pan_gene_423,Core Gene
Zm00031ab005920,pan_gene_424,Core Gene
Zm00031ab005970,pan_gene_425,Core Gene
Zm00031ab006010,pan_gene_426,Core Gene
Zm00031ab006040,pan_gene_427,Core Gene
Zm00031ab006050,pan_gene_428,Core Gene
Zm00031ab006060,pan_gene_429,Core Gene
Zm00031ab006070,pan_gene_430,Core Gene
Zm00031ab006080,pan_gene_431,Core Gene
Zm00031ab006090,pan_gene_433,Core Gene
Zm00031ab006100,pan_gene_434,Core Gene
Zm00031ab006110,pan_gene_435,Core Gene
Zm00031ab006120,pan_gene_436,Core Gene
Zm00031ab006130,pan_gene_437,Core Gene
Zm00031ab006140,pan_gene_438,Near-Core Gene
Zm00031ab006150,pan_gene_439,Core Gene
Zm00031ab006170,pan_gene_440,Core Gene
Zm00031ab006180,pan_gene_441,Core Gene
Zm00031ab006200,pan_gene_442,Core Gene
Zm00031ab006210,pan_gene_443,Core Gene
Zm00031ab006220,pan_gene_444,Core Gene
Zm00031ab006230,pan_gene_445,Core Gene
Zm00031ab006260,pan_gene_447,Core Gene
Zm00031ab006270,pan_gene_448,Core Gene
Zm00031ab006280,pan_gene_449,Core Gene
Zm00031ab006290,pan_gene_450,Core Gene
Zm00031ab006300,pan_gene_451,Core Gene
Zm00031ab006320,pan_gene_453,Core Gene
Zm00031ab006330,pan_gene_454,Core Gene
Zm00031ab006340,pan_gene_455,Core Gene
Zm00031ab006360,pan_gene_456,Core Gene
Zm00031ab006370,pan_gene_457,Core Gene
Zm00031ab006380,pan_gene_458,Core Gene
Zm00031ab006390,pan_gene_459,Core Gene
Zm00031ab006410,pan_gene_460,Core Gene
Zm00031ab006430,pan_gene_461,Core Gene
Zm00031ab006440,pan_gene_462,Core Gene
Zm00031ab006450,pan_gene_464,Core Gene
Zm00031ab006460,pan_gene_465,Core Gene
Zm00031ab006480,pan_gene_466,Dispensable Gene
Zm00031ab006510,pan_gene_467,Core Gene
Zm00031ab006520,pan_gene_468,Near-Core Gene
Zm00031ab006530,pan_gene_469,Core Gene
Zm00031ab006590,pan_gene_471,Core Gene
Zm00031ab006600,pan_gene_472,Core Gene
Zm00031ab006610,pan_gene_473,Core Gene
Zm00031ab006620,pan_gene_474,Core Gene
Zm00031ab006670,pan_gene_478,Core Gene
Zm00031ab006680,pan_gene_479,Core Gene
Zm00031ab006690,pan_gene_480,Dispensable Gene
Zm00031ab006700,pan_gene_481,Dispensable Gene
Zm00031ab006710,pan_gene_482,Core Gene
Zm00031ab006720,pan_gene_483,Core Gene
Zm00031ab006730,pan_gene_484,Core Gene
Zm00031ab006740,pan_gene_485,Core Gene
Zm00031ab006750,pan_gene_486,Core Gene
gmap_ID=chr1:22244300-22244721,pan_gene_487,Dispensable Gene
Zm00031ab006760,pan_gene_488,Core Gene
Zm00031ab006770,pan_gene_489,Core Gene
Zm00031ab006780,pan_gene_490,Core Gene
Zm00031ab006790,pan_gene_491,Core Gene
Zm00031ab006800,pan_gene_492,Core Gene
Zm00031ab006830,pan_gene_493,Core Gene
Zm00031ab006840,pan_gene_494,Dispensable Gene
Zm00031ab006850,pan_gene_495,Core Gene
Zm00031ab006860,pan_gene_496,Core Gene
Zm00031ab006870,pan_gene_497,Dispensable Gene
Zm00031ab006880,pan_gene_498,Core Gene
Zm00031ab006890,pan_gene_499,Core Gene
Zm00031ab006900,pan_gene_500,Core Gene
Zm00031ab006910,pan_gene_501,Core Gene
Zm00031ab006920,pan_gene_502,Core Gene
Zm00031ab006930,pan_gene_503,Core Gene
Zm00031ab006950,pan_gene_504,Core Gene
Zm00031ab006980,pan_gene_505,Core Gene
Zm00031ab006990,pan_gene_506,Dispensable Gene
Zm00031ab007000,pan_gene_507,Core Gene
Zm00031ab007010,pan_gene_508,Core Gene
Zm00031ab007020,pan_gene_509,Core Gene
Zm00031ab007080,pan_gene_511,Core Gene
Zm00031ab007090,pan_gene_512,Core Gene
Zm00031ab007110,pan_gene_513,Core Gene
Zm00031ab007130,pan_gene_514,Core Gene
Zm00031ab007140,pan_gene_515,Core Gene
Zm00031ab007150,pan_gene_516,Core Gene
Zm00031ab007170,pan_gene_518,Core Gene
Zm00031ab007180,pan_gene_519,Core Gene
Zm00031ab007230,pan_gene_520,Dispensable Gene
Zm00031ab007250,pan_gene_521,Core Gene
gmap_ID=chr1:23847661-23856391,pan_gene_522,Dispensable Gene
Zm00031ab007260,pan_gene_523,Core Gene
Zm00031ab007270,pan_gene_524,Core Gene
Zm00031ab007290,pan_gene_525,Core Gene
Zm00031ab007300,pan_gene_526,Core Gene
Zm00031ab007310,pan_gene_527,Core Gene
Zm00031ab007320,pan_gene_528,Core Gene
Zm00031ab007330,pan_gene_529,Core Gene
Zm00031ab007340,pan_gene_530,Core Gene
Zm00031ab007350,pan_gene_531,Core Gene
Zm00031ab007360,pan_gene_532,Near-Core Gene
Zm00031ab007370,pan_gene_534,Core Gene
Zm00031ab007380,pan_gene_536,Core Gene
Zm00031ab007400,pan_gene_537,Core Gene
Zm00031ab007410,pan_gene_538,Core Gene
Zm00031ab007430,pan_gene_539,Core Gene
Zm00031ab007450,pan_gene_541,Core Gene
Zm00031ab007480,pan_gene_542,Core Gene
Zm00031ab007490,pan_gene_543,Core Gene
Zm00031ab007500,pan_gene_545,Core Gene
Zm00031ab007510,pan_gene_546,Core Gene
gmap_ID=chr1:24730076-24730636,pan_gene_547,Core Gene
Zm00031ab007520,pan_gene_548,Core Gene
Zm00031ab007530,pan_gene_549,Core Gene
Zm00031ab007540,pan_gene_550,Core Gene
Zm00031ab007550,pan_gene_551,Core Gene
gmap_ID=chr1:25074807-25080114,pan_gene_552,Dispensable Gene
Zm00031ab007580,pan_gene_553,Core Gene
Zm00031ab007610,pan_gene_554,Core Gene
Zm00031ab007620,pan_gene_555,Core Gene
Zm00031ab007630,pan_gene_556,Core Gene
Zm00031ab007650,pan_gene_557,Core Gene
Zm00031ab007670,pan_gene_558,Core Gene
Zm00031ab007680,pan_gene_559,Core Gene
Zm00031ab007690,pan_gene_560,Core Gene
Zm00031ab007700,pan_gene_561,Core Gene
Zm00031ab007710,pan_gene_562,Core Gene
Zm00031ab007720,pan_gene_565,Core Gene
Zm00031ab007750,pan_gene_566,Core Gene
Zm00031ab007760,pan_gene_567,Core Gene
Zm00031ab007850,pan_gene_568,Core Gene
Zm00031ab007860,pan_gene_569,Core Gene
Zm00031ab007870,pan_gene_570,Core Gene
Zm00031ab007890,pan_gene_571,Core Gene
Zm00031ab007900,pan_gene_572,Core Gene
Zm00031ab007930,pan_gene_575,Core Gene
Zm00031ab007950,pan_gene_576,Core Gene
gmap_ID=chr1:26186383-26186699,pan_gene_577,Core Gene
Zm00031ab007980,pan_gene_578,Core Gene
Zm00031ab007990,pan_gene_579,Core Gene
Zm00031ab008010,pan_gene_580,Dispensable Gene
Zm00031ab008020,pan_gene_581,Core Gene
Zm00031ab008030,pan_gene_582,Core Gene
Zm00031ab008040,pan_gene_583,Core Gene
Zm00031ab008050,pan_gene_584,Core Gene
Zm00031ab008060,pan_gene_585,Core Gene
Zm00031ab008110,pan_gene_586,Core Gene
Zm00031ab008120,pan_gene_588,Core Gene
Zm00031ab008130,pan_gene_589,Core Gene
Zm00031ab008140,pan_gene_590,Core Gene
Zm00031ab008160,pan_gene_591,Core Gene
Zm00031ab008170,pan_gene_592,Core Gene
Zm00031ab008200,pan_gene_593,Core Gene
Zm00031ab008210,pan_gene_594,Core Gene
Zm00031ab008220,pan_gene_595,Core Gene
Zm00031ab008230,pan_gene_596,Core Gene
Zm00031ab008240,pan_gene_597,Core Gene
Zm00031ab008250,pan_gene_598,Core Gene
Zm00031ab008260,pan_gene_599,Core Gene
Zm00031ab008280,pan_gene_600,Core Gene
Zm00031ab008290,pan_gene_601,Core Gene
Zm00031ab008300,pan_gene_602,Core Gene
Zm00031ab008310,pan_gene_604,Core Gene
Zm00031ab008330,pan_gene_606,Core Gene
Zm00031ab008360,pan_gene_607,Core Gene
Zm00031ab008370,pan_gene_608,Core Gene
Zm00031ab008380,pan_gene_609,Core Gene
Zm00031ab008390,pan_gene_610,Core Gene
Zm00031ab008400,pan_gene_611,Core Gene
Zm00031ab008420,pan_gene_612,Core Gene
Zm00031ab008460,pan_gene_614,Core Gene
Zm00031ab008500,pan_gene_618,Core Gene
Zm00031ab008510,pan_gene_619,Core Gene
Zm00031ab008590,pan_gene_620,Core Gene
Zm00031ab008600,pan_gene_621,Core Gene
Zm00031ab008620,pan_gene_622,Core Gene
Zm00031ab008630,pan_gene_623,Core Gene
Zm00031ab008640,pan_gene_624,Core Gene
Zm00031ab008650,pan_gene_625,Core Gene
Zm00031ab008670,pan_gene_626,Core Gene
gmap_ID=chr1:28680725-28681348,pan_gene_627,Core Gene
Zm00031ab008710,pan_gene_630,Core Gene
Zm00031ab008720,pan_gene_631,Core Gene
Zm00031ab008730,pan_gene_632,Core Gene
Zm00031ab008740,pan_gene_633,Core Gene
Zm00031ab008750,pan_gene_634,Core Gene
Zm00031ab008780,pan_gene_635,Core Gene
Zm00031ab008800,pan_gene_636,Dispensable Gene
Zm00031ab008810,pan_gene_637,Core Gene
