gene,pan,class
Zm00021ab001140,pan_gene_88,Core Gene
Zm00021ab001150,pan_gene_89,Core Gene
Zm00021ab001160,pan_gene_90,Core Gene
Zm00021ab001170,pan_gene_91,Core Gene
Zm00021ab001180,pan_gene_92,Core Gene
Zm00021ab001190,pan_gene_93,Core Gene
Zm00021ab001200,pan_gene_94,Core Gene
Zm00021ab001210,pan_gene_95,Core Gene
Zm00021ab001220,pan_gene_96,Core Gene
gmap_ID=chr1:3920894-3921229,pan_gene_97,Near-Core Gene
Zm00021ab001230,pan_gene_98,Core Gene
Zm00021ab001240,pan_gene_99,Dispensable Gene
Zm00021ab001250,pan_gene_100,Core Gene
Zm00021ab001260,pan_gene_101,Core Gene
Zm00021ab001270,pan_gene_102,Core Gene
Zm00021ab001280,pan_gene_103,Core Gene
Zm00021ab001290,pan_gene_108,Core Gene
Zm00021ab001320,pan_gene_109,Core Gene
Zm00021ab001350,pan_gene_110,Core Gene
Zm00021ab001360,pan_gene_113,Core Gene
Zm00021ab001370,pan_gene_114,Core Gene
Zm00021ab001380,pan_gene_115,Core Gene
Zm00021ab001390,pan_gene_116,Core Gene
Zm00021ab001400,pan_gene_117,Core Gene
Zm00021ab001420,pan_gene_118,Core Gene
Zm00021ab001430,pan_gene_119,Core Gene
Zm00021ab001440,pan_gene_120,Core Gene
gmap_ID=chr1:4579051-4580846,pan_gene_121,Near-Core Gene
Zm00021ab001450,pan_gene_122,Core Gene
Zm00021ab001490,pan_gene_123,Core Gene
Zm00021ab001500,pan_gene_124,Core Gene
Zm00021ab001510,pan_gene_125,Core Gene
Zm00021ab001530,pan_gene_126,Dispensable Gene
Zm00021ab001540,pan_gene_127,Core Gene
Zm00021ab001550,pan_gene_128,Core Gene
Zm00021ab001560,pan_gene_130,Core Gene
Zm00021ab001570,pan_gene_131,Core Gene
gmap_ID=chr1:5112229-5114162,pan_gene_132,Core Gene
gmap_ID=chr1:5144938-5146505,pan_gene_133,Core Gene
Zm00021ab001610,pan_gene_134,Core Gene
Zm00021ab001620,pan_gene_135,Core Gene
Zm00021ab001630,pan_gene_136,Core Gene
Zm00021ab001640,pan_gene_137,Core Gene
Zm00021ab001650,pan_gene_138,Core Gene
Zm00021ab001670,pan_gene_139,Core Gene
gmap_ID=chr1:5388254-5390238,pan_gene_140,Near-Core Gene
Zm00021ab001700,pan_gene_141,Core Gene
Zm00021ab001710,pan_gene_142,Core Gene
Zm00021ab001780,pan_gene_143,Core Gene
Zm00021ab001790,pan_gene_146,Core Gene
Zm00021ab001800,pan_gene_147,Core Gene
Zm00021ab001810,pan_gene_148,Core Gene
Zm00021ab001820,pan_gene_149,Core Gene
Zm00021ab001840,pan_gene_150,Core Gene
Zm00021ab001860,pan_gene_151,Core Gene
Zm00021ab001870,pan_gene_152,Core Gene
Zm00021ab001880,pan_gene_153,Core Gene
Zm00021ab001890,pan_gene_154,Core Gene
Zm00021ab001910,pan_gene_155,Core Gene
Zm00021ab001940,pan_gene_156,Core Gene
Zm00021ab001960,pan_gene_157,Core Gene
Zm00021ab001970,pan_gene_158,Core Gene
Zm00021ab001980,pan_gene_159,Core Gene
Zm00021ab001990,pan_gene_160,Core Gene
Zm00021ab002000,pan_gene_161,Core Gene
Zm00021ab002030,pan_gene_162,Core Gene
Zm00021ab002050,pan_gene_163,Core Gene
Zm00021ab002060,pan_gene_164,Core Gene
Zm00021ab002070,pan_gene_165,Core Gene
Zm00021ab002090,pan_gene_166,Core Gene
Zm00021ab002100,pan_gene_168,Core Gene
Zm00021ab002110,pan_gene_169,Core Gene
gmap_ID=chr1:6385281-6385703,pan_gene_170,Core Gene
Zm00021ab002120,pan_gene_171,Core Gene
Zm00021ab002130,pan_gene_172,Core Gene
Zm00021ab002180,pan_gene_174,Core Gene
Zm00021ab002190,pan_gene_175,Core Gene
Zm00021ab002200,pan_gene_176,Core Gene
gmap_ID=chr1:6724851-6725292,pan_gene_177,Core Gene
gmap_ID=chr1:6723743-6724132,pan_gene_178,Dispensable Gene
Zm00021ab002220,pan_gene_179,Core Gene
Zm00021ab002240,pan_gene_180,Core Gene
Zm00021ab002250,pan_gene_181,Core Gene
Zm00021ab002260,pan_gene_182,Core Gene
Zm00021ab002290,pan_gene_183,Core Gene
gmap_ID=chr1:6830978-6831328,pan_gene_184,Near-Core Gene
Zm00021ab002300,pan_gene_185,Core Gene
Zm00021ab002310,pan_gene_186,Core Gene
Zm00021ab002330,pan_gene_187,Core Gene
Zm00021ab002340,pan_gene_188,Core Gene
Zm00021ab002360,pan_gene_189,Core Gene
Zm00021ab002370,pan_gene_191,Core Gene
Zm00021ab002390,pan_gene_192,Near-Core Gene
Zm00021ab002410,pan_gene_193,Near-Core Gene
Zm00021ab002420,pan_gene_194,Core Gene
Zm00021ab002430,pan_gene_195,Core Gene
Zm00021ab002440,pan_gene_196,Core Gene
Zm00021ab002450,pan_gene_197,Core Gene
Zm00021ab002460,pan_gene_198,Core Gene
Zm00021ab002470,pan_gene_199,Core Gene
Zm00021ab002500,pan_gene_200,Core Gene
Zm00021ab002510,pan_gene_201,Core Gene
Zm00021ab002520,pan_gene_202,Core Gene
Zm00021ab002530,pan_gene_203,Core Gene
Zm00021ab002590,pan_gene_204,Core Gene
Zm00021ab002600,pan_gene_205,Core Gene
Zm00021ab002630,pan_gene_206,Core Gene
Zm00021ab002640,pan_gene_207,Core Gene
Zm00021ab002650,pan_gene_208,Core Gene
Zm00021ab002660,pan_gene_209,Core Gene
Zm00021ab002680,pan_gene_210,Core Gene
Zm00021ab002690,pan_gene_211,Core Gene
Zm00021ab002700,pan_gene_212,Core Gene
Zm00021ab002720,pan_gene_214,Core Gene
Zm00021ab002790,pan_gene_215,Core Gene
Zm00021ab002800,pan_gene_216,Core Gene
Zm00021ab002810,pan_gene_217,Core Gene
Zm00021ab002870,pan_gene_218,Core Gene
Zm00021ab002880,pan_gene_219,Dispensable Gene
Zm00021ab002890,pan_gene_220,Core Gene
Zm00021ab002910,pan_gene_222,Core Gene
Zm00021ab002930,pan_gene_223,Core Gene
Zm00021ab002950,pan_gene_224,Core Gene
Zm00021ab002970,pan_gene_225,Near-Core Gene
Zm00021ab003000,pan_gene_226,Core Gene
Zm00021ab003010,pan_gene_227,Core Gene
Zm00021ab003020,pan_gene_228,Core Gene
gmap_ID=chr1:8681283-8692742,pan_gene_229,Dispensable Gene
Zm00021ab003090,pan_gene_230,Core Gene
Zm00021ab003100,pan_gene_231,Core Gene
Zm00021ab003110,pan_gene_232,Core Gene
Zm00021ab003120,pan_gene_233,Core Gene
Zm00021ab003130,pan_gene_234,Core Gene
Zm00021ab003140,pan_gene_238,Core Gene
Zm00021ab003170,pan_gene_239,Core Gene
Zm00021ab003350,pan_gene_240,Core Gene
Zm00021ab003360,pan_gene_241,Core Gene
Zm00021ab003370,pan_gene_242,Core Gene
Zm00021ab003380,pan_gene_243,Dispensable Gene
Zm00021ab003410,pan_gene_244,Core Gene
Zm00021ab003420,pan_gene_245,Core Gene
Zm00021ab003430,pan_gene_246,Core Gene
Zm00021ab003440,pan_gene_247,Core Gene
Zm00021ab003450,pan_gene_248,Core Gene
gmap_ID=chr1:9728610-9732457,pan_gene_249,Dispensable Gene
Zm00021ab003460,pan_gene_250,Core Gene
Zm00021ab003490,pan_gene_251,Core Gene
Zm00021ab003500,pan_gene_252,Core Gene
Zm00021ab003510,pan_gene_253,Core Gene
Zm00021ab003570,pan_gene_254,Near-Core Gene
Zm00021ab003650,pan_gene_256,Core Gene
Zm00021ab003660,pan_gene_257,Core Gene
Zm00021ab003670,pan_gene_258,Core Gene
Zm00021ab003680,pan_gene_259,Core Gene
gmap_ID=chr1:10279447-10280217,pan_gene_260,Dispensable Gene
Zm00021ab003690,pan_gene_261,Dispensable Gene
Zm00021ab003700,pan_gene_262,Core Gene
Zm00021ab003720,pan_gene_263,Near-Core Gene
Zm00021ab003730,pan_gene_264,Core Gene
Zm00021ab003740,pan_gene_265,Core Gene
Zm00021ab003750,pan_gene_266,Core Gene
Zm00021ab003760,pan_gene_267,Core Gene
Zm00021ab003780,pan_gene_268,Core Gene
Zm00021ab003790,pan_gene_269,Core Gene
Zm00021ab003810,pan_gene_270,Core Gene
Zm00021ab003830,pan_gene_271,Core Gene
Zm00021ab003860,pan_gene_272,Dispensable Gene
Zm00021ab003870,pan_gene_273,Core Gene
Zm00021ab003880,pan_gene_274,Core Gene
gmap_ID=chr1:10817390-10824256,pan_gene_275,Dispensable Gene
Zm00021ab003900,pan_gene_277,Core Gene
Zm00021ab003910,pan_gene_278,Core Gene
Zm00021ab003920,pan_gene_279,Core Gene
Zm00021ab003980,pan_gene_280,Core Gene
Zm00021ab003990,pan_gene_281,Core Gene
Zm00021ab004000,pan_gene_282,Core Gene
Zm00021ab004010,pan_gene_283,Core Gene
Zm00021ab004020,pan_gene_284,Core Gene
Zm00021ab004050,pan_gene_287,Core Gene
Zm00021ab004080,pan_gene_289,Core Gene
Zm00021ab004090,pan_gene_290,Core Gene
Zm00021ab004100,pan_gene_291,Dispensable Gene
Zm00021ab004120,pan_gene_292,Core Gene
Zm00021ab004150,pan_gene_293,Dispensable Gene
Zm00021ab004180,pan_gene_294,Core Gene
Zm00021ab004200,pan_gene_296,Core Gene
Zm00021ab004210,pan_gene_297,Core Gene
Zm00021ab004220,pan_gene_298,Core Gene
Zm00021ab004230,pan_gene_299,Core Gene
Zm00021ab004240,pan_gene_300,Core Gene
Zm00021ab004250,pan_gene_301,Core Gene
Zm00021ab004270,pan_gene_302,Core Gene
Zm00021ab004280,pan_gene_303,Core Gene
Zm00021ab004290,pan_gene_304,Core Gene
Zm00021ab004310,pan_gene_305,Core Gene
Zm00021ab004320,pan_gene_307,Core Gene
Zm00021ab004330,pan_gene_308,Core Gene
Zm00021ab004340,pan_gene_309,Core Gene
Zm00021ab004370,pan_gene_310,Core Gene
Zm00021ab004380,pan_gene_311,Core Gene
Zm00021ab004410,pan_gene_313,Core Gene
Zm00021ab004420,pan_gene_314,Near-Core Gene
Zm00021ab004430,pan_gene_317,Core Gene
Zm00021ab004440,pan_gene_318,Core Gene
Zm00021ab004460,pan_gene_319,Core Gene
gmap_ID=chr1:12353877-12354062,pan_gene_320,Dispensable Gene
Zm00021ab004490,pan_gene_321,Core Gene
Zm00021ab004510,pan_gene_322,Core Gene
Zm00021ab004520,pan_gene_323,Core Gene
Zm00021ab004530,pan_gene_324,Core Gene
Zm00021ab004540,pan_gene_325,Core Gene
Zm00021ab004550,pan_gene_326,Core Gene
Zm00021ab004560,pan_gene_327,Core Gene
Zm00021ab004570,pan_gene_328,Dispensable Gene
Zm00021ab004580,pan_gene_329,Dispensable Gene
Zm00021ab004590,pan_gene_330,Core Gene
Zm00021ab004600,pan_gene_331,Core Gene
Zm00021ab004620,pan_gene_332,Core Gene
Zm00021ab004640,pan_gene_333,Core Gene
Zm00021ab004650,pan_gene_334,Core Gene
Zm00021ab004660,pan_gene_335,Core Gene
Zm00021ab004670,pan_gene_336,Core Gene
Zm00021ab004700,pan_gene_338,Core Gene
gmap_ID=chr1:13203068-13204656,pan_gene_339,Dispensable Gene
Zm00021ab004720,pan_gene_340,Core Gene
Zm00021ab004750,pan_gene_341,Core Gene
Zm00021ab004760,pan_gene_342,Core Gene
Zm00021ab004770,pan_gene_343,Core Gene
Zm00021ab004780,pan_gene_344,Core Gene
Zm00021ab004790,pan_gene_345,Core Gene
Zm00021ab004800,pan_gene_346,Core Gene
Zm00021ab004830,pan_gene_347,Core Gene
Zm00021ab004850,pan_gene_348,Core Gene
Zm00021ab004870,pan_gene_349,Core Gene
Zm00021ab004880,pan_gene_350,Core Gene
Zm00021ab004900,pan_gene_351,Core Gene
Zm00021ab004910,pan_gene_352,Dispensable Gene
Zm00021ab004920,pan_gene_353,Core Gene
Zm00021ab004930,pan_gene_354,Core Gene
Zm00021ab004940,pan_gene_355,Core Gene
Zm00021ab004950,pan_gene_356,Core Gene
Zm00021ab004960,pan_gene_357,Core Gene
Zm00021ab004980,pan_gene_358,Core Gene
Zm00021ab004990,pan_gene_361,Core Gene
Zm00021ab005000,pan_gene_362,Dispensable Gene
gmap_ID=chr1:13846902-13847396,pan_gene_363,Core Gene
Zm00021ab005040,pan_gene_364,Core Gene
Zm00021ab005050,pan_gene_365,Core Gene
Zm00021ab005060,pan_gene_366,Dispensable Gene
Zm00021ab005080,pan_gene_367,Core Gene
Zm00021ab005100,pan_gene_368,Core Gene
Zm00021ab005130,pan_gene_369,Core Gene
Zm00021ab005150,pan_gene_370,Core Gene
Zm00021ab005160,pan_gene_371,Core Gene
Zm00021ab005170,pan_gene_372,Core Gene
Zm00021ab005180,pan_gene_373,Core Gene
Zm00021ab005240,pan_gene_374,Core Gene
Zm00021ab005280,pan_gene_375,Dispensable Gene
Zm00021ab005290,pan_gene_376,Dispensable Gene
gmap_ID=chr1:14629085-14631006,pan_gene_377,Dispensable Gene
Zm00021ab005330,pan_gene_378,Core Gene
Zm00021ab005390,pan_gene_381,Core Gene
Zm00021ab005400,pan_gene_382,Core Gene
Zm00021ab005420,pan_gene_383,Core Gene
Zm00021ab005440,pan_gene_384,Core Gene
Zm00021ab005450,pan_gene_385,Core Gene
Zm00021ab005460,pan_gene_386,Core Gene
Zm00021ab005480,pan_gene_387,Core Gene
Zm00021ab005490,pan_gene_388,Core Gene
Zm00021ab005500,pan_gene_389,Core Gene
Zm00021ab005510,pan_gene_390,Core Gene
Zm00021ab005530,pan_gene_391,Core Gene
Zm00021ab005540,pan_gene_392,Core Gene
Zm00021ab005550,pan_gene_393,Dispensable Gene
Zm00021ab005560,pan_gene_394,Dispensable Gene
Zm00021ab005570,pan_gene_395,Core Gene
Zm00021ab005590,pan_gene_396,Core Gene
Zm00021ab005600,pan_gene_397,Core Gene
Zm00021ab005630,pan_gene_398,Core Gene
Zm00021ab005640,pan_gene_399,Core Gene
Zm00021ab005650,pan_gene_400,Core Gene
Zm00021ab005660,pan_gene_401,Dispensable Gene
Zm00021ab005670,pan_gene_402,Core Gene
Zm00021ab005690,pan_gene_404,Core Gene
Zm00021ab005700,pan_gene_405,Dispensable Gene
Zm00021ab005710,pan_gene_406,Core Gene
Zm00021ab005720,pan_gene_407,Core Gene
Zm00021ab005730,pan_gene_408,Core Gene
Zm00021ab005740,pan_gene_409,Core Gene
Zm00021ab005750,pan_gene_410,Core Gene
Zm00021ab005760,pan_gene_411,Core Gene
Zm00021ab005770,pan_gene_412,Core Gene
Zm00021ab005790,pan_gene_413,Core Gene
Zm00021ab005800,pan_gene_414,Core Gene
Zm00021ab005810,pan_gene_415,Core Gene
Zm00021ab005820,pan_gene_417,Core Gene
Zm00021ab005830,pan_gene_418,Core Gene
Zm00021ab005840,pan_gene_419,Core Gene
Zm00021ab005850,pan_gene_420,Core Gene
Zm00021ab005870,pan_gene_421,Core Gene
gmap_ID=chr1:16443942-16444460,pan_gene_422,Core Gene
Zm00021ab005880,pan_gene_423,Core Gene
Zm00021ab005890,pan_gene_424,Core Gene
Zm00021ab005910,pan_gene_425,Core Gene
Zm00021ab005950,pan_gene_426,Core Gene
Zm00021ab005970,pan_gene_427,Core Gene
Zm00021ab005980,pan_gene_428,Core Gene
Zm00021ab005990,pan_gene_429,Core Gene
Zm00021ab006010,pan_gene_430,Core Gene
Zm00021ab006020,pan_gene_431,Core Gene
Zm00021ab006040,pan_gene_433,Core Gene
Zm00021ab006050,pan_gene_434,Core Gene
Zm00021ab006070,pan_gene_435,Core Gene
Zm00021ab006080,pan_gene_436,Core Gene
Zm00021ab006120,pan_gene_437,Core Gene
Zm00021ab006130,pan_gene_438,Near-Core Gene
Zm00021ab006140,pan_gene_439,Core Gene
Zm00021ab006150,pan_gene_440,Core Gene
Zm00021ab006170,pan_gene_441,Core Gene
Zm00021ab006200,pan_gene_442,Core Gene
Zm00021ab006220,pan_gene_443,Core Gene
Zm00021ab006230,pan_gene_444,Core Gene
Zm00021ab006240,pan_gene_445,Core Gene
Zm00021ab006260,pan_gene_446,Dispensable Gene
Zm00021ab006270,pan_gene_447,Core Gene
Zm00021ab006280,pan_gene_448,Core Gene
Zm00021ab006290,pan_gene_449,Core Gene
Zm00021ab006300,pan_gene_450,Core Gene
Zm00021ab006310,pan_gene_451,Core Gene
Zm00021ab006330,pan_gene_453,Core Gene
Zm00021ab006340,pan_gene_454,Core Gene
Zm00021ab006360,pan_gene_455,Core Gene
Zm00021ab006370,pan_gene_456,Core Gene
Zm00021ab006380,pan_gene_457,Core Gene
Zm00021ab006390,pan_gene_458,Core Gene
Zm00021ab006420,pan_gene_459,Core Gene
Zm00021ab006440,pan_gene_460,Core Gene
Zm00021ab006460,pan_gene_461,Core Gene
Zm00021ab006490,pan_gene_462,Core Gene
Zm00021ab006500,pan_gene_464,Core Gene
Zm00021ab006510,pan_gene_465,Core Gene
Zm00021ab006530,pan_gene_466,Dispensable Gene
Zm00021ab006540,pan_gene_467,Core Gene
gmap_ID=chr1:18682229-18682552,pan_gene_468,Near-Core Gene
Zm00021ab006550,pan_gene_469,Core Gene
Zm00021ab006560,pan_gene_471,Core Gene
Zm00021ab006570,pan_gene_472,Core Gene
Zm00021ab006590,pan_gene_473,Core Gene
Zm00021ab006600,pan_gene_474,Core Gene
Zm00021ab006610,pan_gene_475,Dispensable Gene
Zm00021ab006670,pan_gene_478,Core Gene
Zm00021ab006700,pan_gene_479,Core Gene
Zm00021ab006710,pan_gene_481,Dispensable Gene
Zm00021ab006720,pan_gene_482,Core Gene
Zm00021ab006730,pan_gene_483,Core Gene
Zm00021ab006740,pan_gene_484,Core Gene
Zm00021ab006770,pan_gene_485,Core Gene
Zm00021ab006780,pan_gene_486,Core Gene
Zm00021ab006800,pan_gene_488,Core Gene
Zm00021ab006830,pan_gene_489,Core Gene
Zm00021ab006840,pan_gene_490,Core Gene
Zm00021ab006850,pan_gene_491,Core Gene
Zm00021ab006860,pan_gene_492,Core Gene
Zm00021ab006920,pan_gene_493,Core Gene
Zm00021ab006930,pan_gene_494,Dispensable Gene
Zm00021ab006940,pan_gene_495,Core Gene
Zm00021ab006950,pan_gene_496,Core Gene
Zm00021ab006960,pan_gene_497,Dispensable Gene
Zm00021ab006970,pan_gene_498,Core Gene
Zm00021ab006980,pan_gene_499,Core Gene
Zm00021ab006990,pan_gene_500,Core Gene
Zm00021ab007000,pan_gene_501,Core Gene
Zm00021ab007010,pan_gene_502,Core Gene
Zm00021ab007030,pan_gene_503,Core Gene
Zm00021ab007040,pan_gene_504,Core Gene
Zm00021ab007060,pan_gene_505,Core Gene
Zm00021ab007070,pan_gene_506,Dispensable Gene
Zm00021ab007080,pan_gene_507,Core Gene
Zm00021ab007090,pan_gene_508,Core Gene
Zm00021ab007100,pan_gene_509,Core Gene
Zm00021ab007120,pan_gene_511,Core Gene
Zm00021ab007130,pan_gene_512,Core Gene
Zm00021ab007150,pan_gene_513,Core Gene
Zm00021ab007160,pan_gene_514,Core Gene
Zm00021ab007190,pan_gene_515,Core Gene
Zm00021ab007200,pan_gene_516,Core Gene
Zm00021ab007210,pan_gene_517,Dispensable Gene
Zm00021ab007230,pan_gene_518,Core Gene
Zm00021ab007260,pan_gene_519,Core Gene
Zm00021ab007300,pan_gene_520,Dispensable Gene
Zm00021ab007320,pan_gene_521,Core Gene
Zm00021ab007330,pan_gene_522,Dispensable Gene
Zm00021ab007350,pan_gene_523,Core Gene
Zm00021ab007360,pan_gene_524,Core Gene
Zm00021ab007370,pan_gene_525,Core Gene
Zm00021ab007380,pan_gene_526,Core Gene
Zm00021ab007390,pan_gene_527,Core Gene
Zm00021ab007410,pan_gene_528,Core Gene
Zm00021ab007420,pan_gene_529,Core Gene
Zm00021ab007430,pan_gene_530,Core Gene
Zm00021ab007440,pan_gene_531,Core Gene
Zm00021ab007450,pan_gene_532,Near-Core Gene
gmap_ID=chr1:21429202-21429862,pan_gene_533,Dispensable Gene
Zm00021ab007460,pan_gene_534,Core Gene
Zm00021ab007470,pan_gene_536,Core Gene
Zm00021ab007480,pan_gene_537,Core Gene
Zm00021ab007490,pan_gene_538,Core Gene
Zm00021ab007500,pan_gene_539,Core Gene
Zm00021ab007510,pan_gene_540,Dispensable Gene
Zm00021ab007520,pan_gene_541,Core Gene
Zm00021ab007530,pan_gene_542,Core Gene
Zm00021ab007540,pan_gene_543,Core Gene
Zm00021ab007550,pan_gene_544,Dispensable Gene
Zm00021ab007570,pan_gene_545,Core Gene
Zm00021ab007580,pan_gene_546,Core Gene
gmap_ID=chr1:22175948-22205463,pan_gene_547,Core Gene
Zm00021ab007600,pan_gene_548,Core Gene
Zm00021ab007610,pan_gene_549,Core Gene
Zm00021ab007620,pan_gene_550,Core Gene
Zm00021ab007630,pan_gene_551,Core Gene
Zm00021ab007640,pan_gene_553,Core Gene
Zm00021ab007660,pan_gene_554,Core Gene
Zm00021ab007670,pan_gene_555,Core Gene
Zm00021ab007680,pan_gene_556,Core Gene
Zm00021ab007700,pan_gene_557,Core Gene
Zm00021ab007720,pan_gene_558,Core Gene
Zm00021ab007730,pan_gene_559,Core Gene
Zm00021ab007740,pan_gene_560,Core Gene
Zm00021ab007750,pan_gene_561,Core Gene
Zm00021ab007760,pan_gene_562,Core Gene
Zm00021ab007770,pan_gene_565,Core Gene
Zm00021ab007790,pan_gene_566,Core Gene
Zm00021ab007800,pan_gene_567,Core Gene
Zm00021ab007900,pan_gene_568,Core Gene
Zm00021ab007910,pan_gene_569,Core Gene
Zm00021ab007930,pan_gene_570,Core Gene
Zm00021ab007940,pan_gene_571,Core Gene
Zm00021ab007950,pan_gene_572,Core Gene
Zm00021ab007980,pan_gene_575,Core Gene
Zm00021ab007990,pan_gene_576,Core Gene
gmap_ID=chr1:23583742-23584062,pan_gene_577,Core Gene
Zm00021ab008020,pan_gene_578,Core Gene
Zm00021ab008030,pan_gene_579,Core Gene
Zm00021ab008040,pan_gene_581,Core Gene
Zm00021ab008050,pan_gene_582,Core Gene
Zm00021ab008060,pan_gene_583,Core Gene
Zm00021ab008070,pan_gene_584,Core Gene
Zm00021ab008080,pan_gene_585,Core Gene
Zm00021ab008090,pan_gene_586,Core Gene
Zm00021ab008110,pan_gene_588,Core Gene
Zm00021ab008120,pan_gene_589,Core Gene
Zm00021ab008130,pan_gene_590,Core Gene
Zm00021ab008140,pan_gene_591,Core Gene
Zm00021ab008150,pan_gene_592,Core Gene
Zm00021ab008160,pan_gene_593,Core Gene
Zm00021ab008170,pan_gene_594,Core Gene
Zm00021ab008180,pan_gene_595,Core Gene
Zm00021ab008190,pan_gene_596,Core Gene
Zm00021ab008200,pan_gene_597,Core Gene
Zm00021ab008210,pan_gene_598,Core Gene
Zm00021ab008220,pan_gene_599,Core Gene
Zm00021ab008240,pan_gene_600,Core Gene
Zm00021ab008260,pan_gene_601,Core Gene
Zm00021ab008290,pan_gene_602,Core Gene
Zm00021ab008300,pan_gene_604,Core Gene
gmap_ID=chr1:24828123-24828971,pan_gene_605,Dispensable Gene
Zm00021ab008310,pan_gene_606,Core Gene
Zm00021ab008330,pan_gene_607,Core Gene
Zm00021ab008340,pan_gene_608,Core Gene
Zm00021ab008350,pan_gene_609,Core Gene
Zm00021ab008360,pan_gene_610,Core Gene
Zm00021ab008370,pan_gene_611,Core Gene
Zm00021ab008390,pan_gene_612,Core Gene
Zm00021ab008410,pan_gene_614,Core Gene
Zm00021ab008420,pan_gene_618,Core Gene
Zm00021ab008430,pan_gene_619,Core Gene
Zm00021ab008470,pan_gene_620,Core Gene
Zm00021ab008480,pan_gene_621,Core Gene
Zm00021ab008520,pan_gene_622,Core Gene
Zm00021ab008540,pan_gene_623,Core Gene
Zm00021ab008550,pan_gene_624,Core Gene
