gene,pan,class,copy
Zm00020ab000650,pan_gene_46,Core Gene,1
Zm00020ab000670,pan_gene_47,Core Gene,1
Zm00020ab000680,pan_gene_48,Core Gene,1
Zm00020ab000690,pan_gene_49,Core Gene,1
Zm00020ab000700,pan_gene_50,Core Gene,1
Zm00020ab000710,pan_gene_51,Core Gene,1
Zm00020ab000730,pan_gene_52,Core Gene,2
Zm00020ab000740,pan_gene_53,Core Gene,1
Zm00020ab000760,pan_gene_54,Core Gene,1
Zm00020ab000770,pan_gene_55,Core Gene,1
Zm00020ab000780,pan_gene_56,Core Gene,1
Zm00020ab000800,pan_gene_57,Core Gene,1
Zm00020ab000810,pan_gene_58,Core Gene,1
Zm00020ab000820,pan_gene_59,Dispensable Gene,1
Zm00020ab000830,pan_gene_60,Core Gene,1
Zm00020ab000840,pan_gene_62,Core Gene,1
Zm00020ab000860,pan_gene_63,Core Gene,2
Zm00020ab000880,pan_gene_64,Core Gene,1
Zm00020ab000900,pan_gene_65,Core Gene,1
Zm00020ab000910,pan_gene_66,Core Gene,1
Zm00020ab000920,pan_gene_67,Core Gene,1
Zm00020ab000940,pan_gene_68,Core Gene,1
Zm00020ab000950,pan_gene_69,Core Gene,1
Zm00020ab000960,pan_gene_70,Core Gene,1
Zm00020ab000970,pan_gene_71,Core Gene,1
Zm00020ab000990,pan_gene_72,Core Gene,1
Zm00020ab001000,pan_gene_73,Core Gene,1
Zm00020ab001010,pan_gene_74,Core Gene,1
Zm00020ab001020,pan_gene_75,Core Gene,1
Zm00020ab001030,pan_gene_76,Core Gene,1
Zm00020ab001050,pan_gene_77,Core Gene,1
Zm00020ab001060,pan_gene_78,Core Gene,1
gmap_ID=chr1:3615596-3617640,pan_gene_79,Dispensable Gene,1
Zm00020ab001110,pan_gene_80,Core Gene,1
Zm00020ab001130,pan_gene_81,Core Gene,1
Zm00020ab001140,pan_gene_82,Core Gene,1
Zm00020ab001160,pan_gene_83,Core Gene,1
Zm00020ab001180,pan_gene_84,Near-Core Gene,1
gmap_ID=chr1:3834078-3834617,pan_gene_85,Dispensable Gene,1
Zm00020ab001190,pan_gene_86,Core Gene,1
Zm00020ab001210,pan_gene_87,Core Gene,1
Zm00020ab001220,pan_gene_88,Core Gene,1
Zm00020ab001230,pan_gene_89,Core Gene,1
Zm00020ab001240,pan_gene_90,Core Gene,1
Zm00020ab001250,pan_gene_91,Core Gene,1
Zm00020ab001260,pan_gene_92,Core Gene,1
Zm00020ab001280,pan_gene_93,Core Gene,1
Zm00020ab001290,pan_gene_94,Core Gene,1
Zm00020ab001300,pan_gene_95,Core Gene,1
Zm00020ab001310,pan_gene_96,Core Gene,1
Zm00020ab001320,pan_gene_97,Near-Core Gene,1
Zm00020ab001330,pan_gene_98,Core Gene,1
Zm00020ab001340,pan_gene_99,Dispensable Gene,1
Zm00020ab001350,pan_gene_100,Core Gene,1
Zm00020ab001360,pan_gene_101,Core Gene,1
Zm00020ab001380,pan_gene_102,Core Gene,1
Zm00020ab001390,pan_gene_103,Core Gene,1
Zm00020ab001400,pan_gene_108,Core Gene,2
Zm00020ab001440,pan_gene_109,Core Gene,3
Zm00020ab001460,pan_gene_110,Core Gene,1
Zm00020ab001470,pan_gene_113,Core Gene,1
Zm00020ab001480,pan_gene_114,Core Gene,1
Zm00020ab001500,pan_gene_115,Core Gene,1
Zm00020ab001510,pan_gene_116,Core Gene,1
Zm00020ab001520,pan_gene_117,Core Gene,1
Zm00020ab001540,pan_gene_118,Core Gene,1
Zm00020ab001530,pan_gene_119,Core Gene,1
Zm00020ab001550,pan_gene_120,Core Gene,1
Zm00020ab001560,pan_gene_121,Near-Core Gene,1
Zm00020ab001570,pan_gene_122,Core Gene,2
Zm00020ab001600,pan_gene_123,Core Gene,1
Zm00020ab001610,pan_gene_124,Core Gene,1
Zm00020ab001620,pan_gene_125,Core Gene,1
Zm00020ab001630,pan_gene_127,Core Gene,1
Zm00020ab001640,pan_gene_128,Core Gene,1
Zm00020ab001650,pan_gene_130,Core Gene,1
Zm00020ab001670,pan_gene_131,Core Gene,1
Zm00020ab001680,pan_gene_132,Core Gene,1
Zm00020ab001700,pan_gene_133,Core Gene,1
Zm00020ab001710,pan_gene_134,Core Gene,1
Zm00020ab001720,pan_gene_135,Core Gene,1
Zm00020ab001730,pan_gene_136,Core Gene,1
Zm00020ab001750,pan_gene_137,Core Gene,1
Zm00020ab001760,pan_gene_138,Core Gene,1
Zm00020ab001770,pan_gene_139,Core Gene,1
gmap_ID=chr1:5154801-5156753,pan_gene_140,Near-Core Gene,1
Zm00020ab001790,pan_gene_141,Core Gene,1
Zm00020ab001800,pan_gene_142,Core Gene,1
Zm00020ab001870,pan_gene_143,Core Gene,1
Zm00020ab001880,pan_gene_146,Core Gene,1
Zm00020ab001890,pan_gene_147,Core Gene,1
Zm00020ab001900,pan_gene_148,Core Gene,1
Zm00020ab001920,pan_gene_149,Core Gene,1
Zm00020ab001950,pan_gene_150,Core Gene,1
Zm00020ab001960,pan_gene_151,Core Gene,1
Zm00020ab001970,pan_gene_152,Core Gene,1
Zm00020ab001980,pan_gene_153,Core Gene,1
Zm00020ab001990,pan_gene_154,Core Gene,1
Zm00020ab002010,pan_gene_155,Core Gene,2
Zm00020ab002050,pan_gene_156,Core Gene,1
Zm00020ab002070,pan_gene_157,Core Gene,1
Zm00020ab002080,pan_gene_158,Core Gene,1
Zm00020ab002090,pan_gene_159,Core Gene,1
Zm00020ab002100,pan_gene_160,Core Gene,1
Zm00020ab002110,pan_gene_161,Core Gene,1
Zm00020ab002120,pan_gene_162,Core Gene,1
Zm00020ab002130,pan_gene_163,Core Gene,1
Zm00020ab002140,pan_gene_164,Core Gene,1
Zm00020ab002150,pan_gene_165,Core Gene,1
Zm00020ab002160,pan_gene_166,Core Gene,1
Zm00020ab002170,pan_gene_168,Core Gene,1
Zm00020ab002180,pan_gene_169,Core Gene,1
gmap_ID=chr1:6113603-6114014,pan_gene_170,Core Gene,1
Zm00020ab002190,pan_gene_171,Core Gene,1
Zm00020ab002200,pan_gene_172,Core Gene,1
Zm00020ab002250,pan_gene_174,Core Gene,1
Zm00020ab002260,pan_gene_175,Core Gene,1
Zm00020ab002270,pan_gene_176,Core Gene,1
Zm00020ab002290,pan_gene_177,Core Gene,1
gmap_ID=chr1:6445917-6446306,pan_gene_178,Dispensable Gene,1
Zm00020ab002300,pan_gene_179,Core Gene,1
Zm00020ab002320,pan_gene_180,Core Gene,1
Zm00020ab002330,pan_gene_181,Core Gene,1
Zm00020ab002340,pan_gene_182,Core Gene,1
Zm00020ab002370,pan_gene_183,Core Gene,1
gmap_ID=chr1:6524663-6525007,pan_gene_184,Near-Core Gene,1
Zm00020ab002380,pan_gene_185,Core Gene,1
Zm00020ab002390,pan_gene_186,Core Gene,2
Zm00020ab002420,pan_gene_187,Core Gene,1
Zm00020ab002430,pan_gene_188,Core Gene,1
Zm00020ab002450,pan_gene_189,Core Gene,1
Zm00020ab002470,pan_gene_191,Core Gene,1
Zm00020ab002480,pan_gene_192,Near-Core Gene,1
Zm00020ab002500,pan_gene_193,Near-Core Gene,1
Zm00020ab002510,pan_gene_194,Core Gene,1
Zm00020ab002520,pan_gene_195,Core Gene,1
Zm00020ab002530,pan_gene_196,Core Gene,1
Zm00020ab002540,pan_gene_197,Core Gene,1
Zm00020ab002550,pan_gene_198,Core Gene,1
Zm00020ab002560,pan_gene_199,Core Gene,2
Zm00020ab002590,pan_gene_200,Core Gene,1
Zm00020ab002620,pan_gene_201,Core Gene,1
Zm00020ab002630,pan_gene_202,Core Gene,1
Zm00020ab002640,pan_gene_203,Core Gene,1
Zm00020ab002650,pan_gene_204,Core Gene,1
Zm00020ab002660,pan_gene_205,Core Gene,1
Zm00020ab002680,pan_gene_206,Core Gene,1
Zm00020ab002690,pan_gene_207,Core Gene,1
Zm00020ab002700,pan_gene_208,Core Gene,2
Zm00020ab002720,pan_gene_209,Core Gene,1
Zm00020ab002730,pan_gene_210,Core Gene,1
Zm00020ab002740,pan_gene_211,Core Gene,1
Zm00020ab002750,pan_gene_212,Core Gene,1
Zm00020ab002760,pan_gene_214,Core Gene,1
Zm00020ab002780,pan_gene_215,Core Gene,2
Zm00020ab002800,pan_gene_216,Core Gene,1
Zm00020ab002810,pan_gene_217,Core Gene,2
Zm00020ab002840,pan_gene_218,Core Gene,1
Zm00020ab002860,pan_gene_219,Dispensable Gene,1
Zm00020ab002870,pan_gene_220,Core Gene,1
Zm00020ab002900,pan_gene_222,Core Gene,3
Zm00020ab002920,pan_gene_223,Core Gene,1
Zm00020ab002950,pan_gene_224,Core Gene,1
Zm00020ab002960,pan_gene_225,Near-Core Gene,1
Zm00020ab002980,pan_gene_226,Core Gene,1
Zm00020ab002990,pan_gene_227,Core Gene,3
Zm00020ab003020,pan_gene_228,Core Gene,1
gmap_ID=chr1:8032180-8036958,pan_gene_229,Dispensable Gene,1
Zm00020ab003070,pan_gene_230,Core Gene,1
Zm00020ab003080,pan_gene_231,Core Gene,1
Zm00020ab003090,pan_gene_232,Core Gene,1
Zm00020ab003120,pan_gene_233,Core Gene,1
Zm00020ab003140,pan_gene_234,Core Gene,1
Zm00020ab003150,pan_gene_238,Core Gene,4
Zm00020ab003200,pan_gene_239,Core Gene,1
Zm00020ab003360,pan_gene_240,Core Gene,2
Zm00020ab003380,pan_gene_241,Core Gene,1
Zm00020ab003390,pan_gene_242,Core Gene,1
Zm00020ab003440,pan_gene_244,Core Gene,1
Zm00020ab003480,pan_gene_245,Core Gene,1
Zm00020ab003500,pan_gene_246,Core Gene,1
Zm00020ab003510,pan_gene_247,Core Gene,1
Zm00020ab003520,pan_gene_248,Core Gene,1
Zm00020ab003530,pan_gene_250,Core Gene,1
Zm00020ab003550,pan_gene_251,Core Gene,1
Zm00020ab003560,pan_gene_252,Core Gene,1
Zm00020ab003570,pan_gene_253,Core Gene,2
Zm00020ab003610,pan_gene_254,Near-Core Gene,1
Zm00020ab003630,pan_gene_256,Core Gene,1
Zm00020ab003640,pan_gene_257,Core Gene,1
Zm00020ab003650,pan_gene_258,Core Gene,1
Zm00020ab003660,pan_gene_259,Core Gene,1
Zm00020ab003670,pan_gene_260,Dispensable Gene,2
Zm00020ab003690,pan_gene_261,Dispensable Gene,1
Zm00020ab003700,pan_gene_262,Core Gene,1
Zm00020ab003720,pan_gene_263,Near-Core Gene,1
Zm00020ab003730,pan_gene_264,Core Gene,1
Zm00020ab003740,pan_gene_265,Core Gene,1
Zm00020ab003750,pan_gene_266,Core Gene,1
Zm00020ab003760,pan_gene_267,Core Gene,1
Zm00020ab003770,pan_gene_268,Core Gene,1
Zm00020ab003780,pan_gene_269,Core Gene,1
Zm00020ab003790,pan_gene_270,Core Gene,1
Zm00020ab003810,pan_gene_271,Core Gene,1
Zm00020ab003820,pan_gene_273,Core Gene,1
Zm00020ab003850,pan_gene_274,Core Gene,1
gmap_ID=chr1:10115847-10116213,pan_gene_275,Dispensable Gene,1
Zm00020ab003870,pan_gene_277,Core Gene,1
Zm00020ab003880,pan_gene_278,Core Gene,1
Zm00020ab003890,pan_gene_279,Core Gene,6
Zm00020ab003950,pan_gene_280,Core Gene,1
Zm00020ab003960,pan_gene_281,Core Gene,1
Zm00020ab003970,pan_gene_282,Core Gene,1
Zm00020ab003980,pan_gene_283,Core Gene,1
Zm00020ab004000,pan_gene_284,Core Gene,1
Zm00020ab004010,pan_gene_287,Core Gene,2
Zm00020ab004030,pan_gene_288,Dispensable Gene,1
Zm00020ab004050,pan_gene_289,Core Gene,2
Zm00020ab004070,pan_gene_290,Core Gene,1
Zm00020ab004090,pan_gene_292,Core Gene,1
Zm00020ab004120,pan_gene_293,Dispensable Gene,3
Zm00020ab004140,pan_gene_294,Core Gene,1
Zm00020ab004150,pan_gene_295,Dispensable Gene,1
Zm00020ab004160,pan_gene_296,Core Gene,1
Zm00020ab004170,pan_gene_297,Core Gene,1
Zm00020ab004180,pan_gene_298,Core Gene,1
Zm00020ab004190,pan_gene_299,Core Gene,1
Zm00020ab004200,pan_gene_300,Core Gene,1
Zm00020ab004210,pan_gene_301,Core Gene,1
Zm00020ab004230,pan_gene_302,Core Gene,1
Zm00020ab004240,pan_gene_303,Core Gene,1
Zm00020ab004250,pan_gene_304,Core Gene,2
Zm00020ab004270,pan_gene_305,Core Gene,1
Zm00020ab004280,pan_gene_307,Core Gene,1
Zm00020ab004300,pan_gene_308,Core Gene,1
Zm00020ab004310,pan_gene_309,Core Gene,2
Zm00020ab004340,pan_gene_310,Core Gene,1
Zm00020ab004350,pan_gene_311,Core Gene,1
Zm00020ab004380,pan_gene_313,Core Gene,1
Zm00020ab004390,pan_gene_314,Near-Core Gene,1
Zm00020ab004400,pan_gene_317,Core Gene,1
Zm00020ab004410,pan_gene_318,Core Gene,1
Zm00020ab004420,pan_gene_319,Core Gene,1
gmap_ID=chr1:11838298-11838483,pan_gene_320,Dispensable Gene,1
Zm00020ab004440,pan_gene_321,Core Gene,2
Zm00020ab004450,pan_gene_322,Core Gene,1
Zm00020ab004460,pan_gene_323,Core Gene,1
Zm00020ab004470,pan_gene_324,Core Gene,1
Zm00020ab004480,pan_gene_325,Core Gene,1
Zm00020ab004490,pan_gene_326,Core Gene,1
Zm00020ab004500,pan_gene_327,Core Gene,1
Zm00020ab004510,pan_gene_328,Dispensable Gene,1
gmap_ID=chr1:12066726-12081479,pan_gene_329,Dispensable Gene,1
Zm00020ab004520,pan_gene_330,Core Gene,1
Zm00020ab004530,pan_gene_331,Core Gene,1
Zm00020ab004540,pan_gene_332,Core Gene,2
Zm00020ab004600,pan_gene_333,Core Gene,1
Zm00020ab004610,pan_gene_334,Core Gene,1
Zm00020ab004620,pan_gene_335,Core Gene,1
Zm00020ab004630,pan_gene_336,Core Gene,1
Zm00020ab004640,pan_gene_338,Core Gene,2
Zm00020ab004680,pan_gene_339,Dispensable Gene,1
Zm00020ab004690,pan_gene_340,Core Gene,1
Zm00020ab004700,pan_gene_341,Core Gene,1
Zm00020ab004710,pan_gene_342,Core Gene,1
Zm00020ab004720,pan_gene_343,Core Gene,1
Zm00020ab004730,pan_gene_344,Core Gene,1
Zm00020ab004740,pan_gene_345,Core Gene,1
Zm00020ab004750,pan_gene_346,Core Gene,1
Zm00020ab004780,pan_gene_347,Core Gene,1
Zm00020ab004800,pan_gene_348,Core Gene,1
Zm00020ab004810,pan_gene_349,Core Gene,1
Zm00020ab004820,pan_gene_350,Core Gene,1
Zm00020ab004830,pan_gene_351,Core Gene,1
Zm00020ab004850,pan_gene_352,Dispensable Gene,1
Zm00020ab004870,pan_gene_353,Core Gene,1
Zm00020ab004880,pan_gene_354,Core Gene,1
Zm00020ab004890,pan_gene_355,Core Gene,1
Zm00020ab004900,pan_gene_356,Core Gene,1
Zm00020ab004910,pan_gene_357,Core Gene,1
Zm00020ab004930,pan_gene_358,Core Gene,1
Zm00020ab004940,pan_gene_361,Core Gene,2
gmap_ID=chr1:13349935-13350432,pan_gene_363,Core Gene,1
Zm00020ab004970,pan_gene_364,Core Gene,1
Zm00020ab004980,pan_gene_365,Core Gene,1
gmap_ID=chr1:13430189-13431086,pan_gene_366,Dispensable Gene,1
Zm00020ab005000,pan_gene_367,Core Gene,1
Zm00020ab005030,pan_gene_368,Core Gene,2
Zm00020ab005060,pan_gene_369,Core Gene,2
Zm00020ab005080,pan_gene_370,Core Gene,1
Zm00020ab005090,pan_gene_371,Core Gene,1
Zm00020ab005110,pan_gene_372,Core Gene,1
Zm00020ab005120,pan_gene_373,Core Gene,1
Zm00020ab005440,pan_gene_374,Core Gene,18
Zm00020ab005420,pan_gene_377,Dispensable Gene,1
Zm00020ab005430,pan_gene_378,Core Gene,1
Zm00020ab005450,pan_gene_381,Core Gene,1
Zm00020ab005460,pan_gene_382,Core Gene,1
Zm00020ab005470,pan_gene_383,Core Gene,1
Zm00020ab005480,pan_gene_384,Core Gene,1
Zm00020ab005490,pan_gene_385,Core Gene,1
gmap_ID=chr1:15081619-15082364,pan_gene_386,Core Gene,1
Zm00020ab005530,pan_gene_387,Core Gene,1
Zm00020ab005540,pan_gene_388,Core Gene,1
Zm00020ab005560,pan_gene_389,Core Gene,1
Zm00020ab005570,pan_gene_390,Core Gene,1
gmap_ID=chr1:15406696-15424730,pan_gene_391,Core Gene,1
Zm00020ab005630,pan_gene_392,Core Gene,2
Zm00020ab005650,pan_gene_395,Core Gene,2
Zm00020ab005670,pan_gene_396,Core Gene,1
Zm00020ab005680,pan_gene_397,Core Gene,3
Zm00020ab005730,pan_gene_398,Core Gene,1
Zm00020ab005740,pan_gene_399,Core Gene,1
Zm00020ab005750,pan_gene_400,Core Gene,1
Zm00020ab005760,pan_gene_401,Dispensable Gene,1
Zm00020ab005770,pan_gene_402,Core Gene,1
gmap_ID=chr1:15793454-15798888,pan_gene_403,Dispensable Gene,1
Zm00020ab005810,pan_gene_404,Core Gene,1
Zm00020ab005820,pan_gene_405,Dispensable Gene,1
Zm00020ab005830,pan_gene_406,Core Gene,1
Zm00020ab005840,pan_gene_407,Core Gene,1
Zm00020ab005850,pan_gene_408,Core Gene,1
Zm00020ab005860,pan_gene_409,Core Gene,1
Zm00020ab005870,pan_gene_410,Core Gene,1
Zm00020ab005880,pan_gene_411,Core Gene,1
Zm00020ab005890,pan_gene_412,Core Gene,2
Zm00020ab005930,pan_gene_413,Core Gene,1
Zm00020ab005940,pan_gene_414,Core Gene,1
Zm00020ab005950,pan_gene_415,Core Gene,1
gmap_ID=chr1:16277303-16277611,pan_gene_416,Dispensable Gene,1
Zm00020ab005960,pan_gene_417,Core Gene,1
Zm00020ab005970,pan_gene_418,Core Gene,1
Zm00020ab005980,pan_gene_419,Core Gene,1
Zm00020ab005990,pan_gene_420,Core Gene,1
Zm00020ab006000,pan_gene_421,Core Gene,1
gmap_ID=chr1:16464845-16465364,pan_gene_422,Core Gene,1
Zm00020ab006020,pan_gene_423,Core Gene,1
Zm00020ab006030,pan_gene_424,Core Gene,2
Zm00020ab006040,pan_gene_425,Core Gene,1
Zm00020ab006070,pan_gene_426,Core Gene,1
Zm00020ab006090,pan_gene_427,Core Gene,1
Zm00020ab006100,pan_gene_428,Core Gene,1
Zm00020ab006110,pan_gene_429,Core Gene,1
Zm00020ab006120,pan_gene_430,Core Gene,1
Zm00020ab006130,pan_gene_431,Core Gene,1
gmap_ID=chr1:16892805-16893146,pan_gene_432,Dispensable Gene,1
Zm00020ab006150,pan_gene_433,Core Gene,1
Zm00020ab006160,pan_gene_434,Core Gene,1
Zm00020ab006180,pan_gene_435,Core Gene,1
Zm00020ab006190,pan_gene_436,Core Gene,1
Zm00020ab006220,pan_gene_437,Core Gene,1
Zm00020ab006230,pan_gene_438,Near-Core Gene,1
Zm00020ab006240,pan_gene_439,Core Gene,1
Zm00020ab006250,pan_gene_440,Core Gene,1
Zm00020ab006260,pan_gene_441,Core Gene,2
Zm00020ab006310,pan_gene_442,Core Gene,1
Zm00020ab006330,pan_gene_443,Core Gene,1
Zm00020ab006340,pan_gene_444,Core Gene,1
Zm00020ab006350,pan_gene_445,Core Gene,1
Zm00020ab006380,pan_gene_447,Core Gene,1
Zm00020ab006390,pan_gene_448,Core Gene,1
Zm00020ab006400,pan_gene_449,Core Gene,1
Zm00020ab006410,pan_gene_450,Core Gene,1
Zm00020ab006420,pan_gene_451,Core Gene,2
Zm00020ab006440,pan_gene_453,Core Gene,1
Zm00020ab006450,pan_gene_454,Core Gene,1
Zm00020ab006470,pan_gene_455,Core Gene,1
Zm00020ab006480,pan_gene_456,Core Gene,1
Zm00020ab006490,pan_gene_457,Core Gene,1
Zm00020ab006500,pan_gene_458,Core Gene,1
Zm00020ab006510,pan_gene_459,Core Gene,1
Zm00020ab006530,pan_gene_460,Core Gene,3
Zm00020ab006550,pan_gene_461,Core Gene,1
Zm00020ab006570,pan_gene_462,Core Gene,1
gmap_ID=chr1:18107435-18109431,pan_gene_463,Dispensable Gene,1
Zm00020ab006600,pan_gene_464,Core Gene,1
Zm00020ab006610,pan_gene_465,Core Gene,1
gmap_ID=chr1:18324325-18325971,pan_gene_466,Dispensable Gene,1
Zm00020ab006630,pan_gene_467,Core Gene,1
Zm00020ab006640,pan_gene_468,Near-Core Gene,1
Zm00020ab006650,pan_gene_469,Core Gene,1
Zm00020ab006660,pan_gene_471,Core Gene,1
Zm00020ab006670,pan_gene_472,Core Gene,1
Zm00020ab006680,pan_gene_473,Core Gene,1
Zm00020ab006690,pan_gene_474,Core Gene,4
Zm00020ab006740,pan_gene_478,Core Gene,1
Zm00020ab006750,pan_gene_479,Core Gene,1
gmap_ID=chr1:18744321-18832237,pan_gene_481,Dispensable Gene,1
Zm00020ab006780,pan_gene_482,Core Gene,1
Zm00020ab006800,pan_gene_483,Core Gene,1
Zm00020ab006810,pan_gene_484,Core Gene,1
Zm00020ab006820,pan_gene_485,Core Gene,1
Zm00020ab006830,pan_gene_486,Core Gene,1
gmap_ID=chr1:18904793-18905214,pan_gene_487,Dispensable Gene,1
Zm00020ab006840,pan_gene_488,Core Gene,1
Zm00020ab006850,pan_gene_489,Core Gene,1
Zm00020ab006860,pan_gene_490,Core Gene,1
Zm00020ab006870,pan_gene_491,Core Gene,2
Zm00020ab006880,pan_gene_492,Core Gene,3
Zm00020ab006920,pan_gene_493,Core Gene,1
Zm00020ab006950,pan_gene_495,Core Gene,1
Zm00020ab006970,pan_gene_496,Core Gene,1
Zm00020ab006980,pan_gene_497,Dispensable Gene,1
Zm00020ab007000,pan_gene_498,Core Gene,1
Zm00020ab007010,pan_gene_499,Core Gene,1
Zm00020ab007040,pan_gene_500,Core Gene,1
Zm00020ab007050,pan_gene_501,Core Gene,1
Zm00020ab007060,pan_gene_502,Core Gene,1
Zm00020ab007070,pan_gene_503,Core Gene,1
Zm00020ab007080,pan_gene_504,Core Gene,1
Zm00020ab007090,pan_gene_505,Core Gene,1
Zm00020ab007100,pan_gene_506,Dispensable Gene,1
Zm00020ab007110,pan_gene_507,Core Gene,1
Zm00020ab007120,pan_gene_508,Core Gene,1
Zm00020ab007130,pan_gene_509,Core Gene,3
Zm00020ab007160,pan_gene_511,Core Gene,1
Zm00020ab007170,pan_gene_512,Core Gene,1
Zm00020ab007210,pan_gene_513,Core Gene,1
Zm00020ab007230,pan_gene_514,Core Gene,2
Zm00020ab007270,pan_gene_515,Core Gene,1
Zm00020ab007280,pan_gene_516,Core Gene,1
Zm00020ab007290,pan_gene_517,Dispensable Gene,1
Zm00020ab007310,pan_gene_518,Core Gene,1
Zm00020ab007320,pan_gene_519,Core Gene,2
Zm00020ab007340,pan_gene_520,Dispensable Gene,1
Zm00020ab007360,pan_gene_521,Core Gene,1
gmap_ID=chr1:20810050-20818809,pan_gene_522,Dispensable Gene,1
Zm00020ab007380,pan_gene_523,Core Gene,1
Zm00020ab007390,pan_gene_524,Core Gene,1
Zm00020ab007400,pan_gene_525,Core Gene,1
Zm00020ab007410,pan_gene_526,Core Gene,1
Zm00020ab007420,pan_gene_527,Core Gene,1
Zm00020ab007440,pan_gene_528,Core Gene,2
Zm00020ab007460,pan_gene_529,Core Gene,1
Zm00020ab007470,pan_gene_530,Core Gene,1
Zm00020ab007480,pan_gene_531,Core Gene,1
Zm00020ab007490,pan_gene_532,Near-Core Gene,1
Zm00020ab007500,pan_gene_534,Core Gene,1
Zm00020ab007510,pan_gene_535,Dispensable Gene,1
Zm00020ab007530,pan_gene_536,Core Gene,1
Zm00020ab007520,pan_gene_537,Core Gene,1
Zm00020ab007560,pan_gene_538,Core Gene,1
Zm00020ab007570,pan_gene_539,Core Gene,1
Zm00020ab007580,pan_gene_541,Core Gene,1
Zm00020ab007620,pan_gene_542,Core Gene,1
Zm00020ab007630,pan_gene_543,Core Gene,1
Zm00020ab007640,pan_gene_545,Core Gene,1
Zm00020ab007650,pan_gene_546,Core Gene,1
gmap_ID=chr1:21564374-21564934,pan_gene_547,Core Gene,1
gmap_ID=chr1:21668323-21668903,pan_gene_548,Core Gene,1
Zm00020ab007670,pan_gene_549,Core Gene,1
Zm00020ab007680,pan_gene_550,Core Gene,1
Zm00020ab007700,pan_gene_551,Core Gene,1
Zm00020ab007720,pan_gene_553,Core Gene,1
Zm00020ab007730,pan_gene_554,Core Gene,1
Zm00020ab007750,pan_gene_555,Core Gene,1
gmap_ID=chr1:22039063-22043867,pan_gene_556,Core Gene,1
Zm00020ab007760,pan_gene_557,Core Gene,1
Zm00020ab007770,pan_gene_558,Core Gene,1
Zm00020ab007780,pan_gene_559,Core Gene,1
Zm00020ab007800,pan_gene_560,Core Gene,1
Zm00020ab007810,pan_gene_561,Core Gene,1
Zm00020ab007820,pan_gene_562,Core Gene,1
Zm00020ab007830,pan_gene_565,Core Gene,1
Zm00020ab007860,pan_gene_566,Core Gene,1
Zm00020ab007870,pan_gene_567,Core Gene,10
Zm00020ab007970,pan_gene_568,Core Gene,1
Zm00020ab007980,pan_gene_569,Core Gene,2
Zm00020ab008000,pan_gene_570,Core Gene,1
Zm00020ab008010,pan_gene_571,Core Gene,1
Zm00020ab008030,pan_gene_572,Core Gene,1
Zm00020ab008050,pan_gene_575,Core Gene,1
Zm00020ab008110,pan_gene_576,Core Gene,1
gmap_ID=chr1:22845848-22846168,pan_gene_577,Core Gene,1
Zm00020ab008140,pan_gene_578,Core Gene,1
Zm00020ab008150,pan_gene_579,Core Gene,1
