gene,pan,class
Zm00038ab000840,pan_gene_53,Core Gene
Zm00038ab000860,pan_gene_54,Core Gene
Zm00038ab000870,pan_gene_55,Core Gene
Zm00038ab000880,pan_gene_56,Core Gene
Zm00038ab000890,pan_gene_57,Core Gene
Zm00038ab000900,pan_gene_58,Core Gene
Zm00038ab000910,pan_gene_59,Dispensable Gene
Zm00038ab000920,pan_gene_60,Core Gene
Zm00038ab000930,pan_gene_62,Core Gene
Zm00038ab000940,pan_gene_63,Core Gene
Zm00038ab000950,pan_gene_64,Core Gene
Zm00038ab000960,pan_gene_65,Core Gene
Zm00038ab000970,pan_gene_66,Core Gene
Zm00038ab001000,pan_gene_67,Core Gene
Zm00038ab001020,pan_gene_68,Core Gene
Zm00038ab001030,pan_gene_69,Core Gene
Zm00038ab001040,pan_gene_70,Core Gene
Zm00038ab001050,pan_gene_71,Core Gene
Zm00038ab001080,pan_gene_72,Core Gene
Zm00038ab001090,pan_gene_73,Core Gene
Zm00038ab001100,pan_gene_74,Core Gene
Zm00038ab001110,pan_gene_75,Core Gene
Zm00038ab001120,pan_gene_76,Core Gene
Zm00038ab001130,pan_gene_77,Core Gene
Zm00038ab001140,pan_gene_78,Core Gene
Zm00038ab001150,pan_gene_80,Core Gene
Zm00038ab001160,pan_gene_81,Core Gene
Zm00038ab001170,pan_gene_82,Core Gene
Zm00038ab001190,pan_gene_83,Core Gene
gmap_ID=chr1:3801815-3802108,pan_gene_84,Near-Core Gene
Zm00038ab001220,pan_gene_85,Dispensable Gene
Zm00038ab001230,pan_gene_86,Core Gene
Zm00038ab001240,pan_gene_87,Core Gene
Zm00038ab001250,pan_gene_88,Core Gene
Zm00038ab001260,pan_gene_89,Core Gene
Zm00038ab001270,pan_gene_90,Core Gene
Zm00038ab001280,pan_gene_91,Core Gene
Zm00038ab001290,pan_gene_92,Core Gene
Zm00038ab001300,pan_gene_93,Core Gene
Zm00038ab001310,pan_gene_94,Core Gene
Zm00038ab001320,pan_gene_95,Core Gene
Zm00038ab001330,pan_gene_96,Core Gene
gmap_ID=chr1:4064866-4065201,pan_gene_97,Near-Core Gene
Zm00038ab001340,pan_gene_98,Core Gene
Zm00038ab001350,pan_gene_99,Dispensable Gene
Zm00038ab001360,pan_gene_100,Core Gene
Zm00038ab001370,pan_gene_101,Core Gene
Zm00038ab001380,pan_gene_102,Core Gene
Zm00038ab001390,pan_gene_103,Core Gene
Zm00038ab001410,pan_gene_108,Core Gene
Zm00038ab001440,pan_gene_109,Core Gene
Zm00038ab001470,pan_gene_110,Core Gene
gmap_ID=chr1:4366236-4366625,pan_gene_111,Dispensable Gene
Zm00038ab001490,pan_gene_112,Dispensable Gene
Zm00038ab001500,pan_gene_113,Core Gene
Zm00038ab001510,pan_gene_114,Core Gene
Zm00038ab001540,pan_gene_115,Core Gene
Zm00038ab001550,pan_gene_116,Core Gene
Zm00038ab001560,pan_gene_117,Core Gene
Zm00038ab001570,pan_gene_118,Core Gene
Zm00038ab001580,pan_gene_119,Core Gene
Zm00038ab001590,pan_gene_120,Core Gene
gmap_ID=chr1:4655931-4664023,pan_gene_121,Near-Core Gene
Zm00038ab001600,pan_gene_122,Core Gene
Zm00038ab001620,pan_gene_123,Core Gene
Zm00038ab001630,pan_gene_124,Core Gene
Zm00038ab001640,pan_gene_125,Core Gene
Zm00038ab001660,pan_gene_126,Dispensable Gene
Zm00038ab001670,pan_gene_127,Core Gene
Zm00038ab001680,pan_gene_128,Core Gene
Zm00038ab001690,pan_gene_130,Core Gene
Zm00038ab001700,pan_gene_131,Core Gene
Zm00038ab001710,pan_gene_132,Core Gene
Zm00038ab001730,pan_gene_133,Core Gene
Zm00038ab001740,pan_gene_134,Core Gene
Zm00038ab001750,pan_gene_135,Core Gene
Zm00038ab001760,pan_gene_136,Core Gene
Zm00038ab001770,pan_gene_137,Core Gene
Zm00038ab001780,pan_gene_138,Core Gene
Zm00038ab001800,pan_gene_139,Core Gene
gmap_ID=chr1:5448665-5450648,pan_gene_140,Near-Core Gene
Zm00038ab001820,pan_gene_141,Core Gene
Zm00038ab001850,pan_gene_142,Core Gene
Zm00038ab001870,pan_gene_143,Core Gene
Zm00038ab001900,pan_gene_146,Core Gene
Zm00038ab001910,pan_gene_147,Core Gene
Zm00038ab001920,pan_gene_148,Core Gene
Zm00038ab001930,pan_gene_149,Core Gene
Zm00038ab001960,pan_gene_150,Core Gene
Zm00038ab001970,pan_gene_151,Core Gene
Zm00038ab001980,pan_gene_152,Core Gene
Zm00038ab001990,pan_gene_153,Core Gene
Zm00038ab002000,pan_gene_154,Core Gene
Zm00038ab002020,pan_gene_155,Core Gene
Zm00038ab002050,pan_gene_156,Core Gene
Zm00038ab002070,pan_gene_157,Core Gene
Zm00038ab002080,pan_gene_158,Core Gene
Zm00038ab002100,pan_gene_159,Core Gene
Zm00038ab002110,pan_gene_160,Core Gene
Zm00038ab002120,pan_gene_161,Core Gene
Zm00038ab002130,pan_gene_162,Core Gene
Zm00038ab002140,pan_gene_163,Core Gene
Zm00038ab002150,pan_gene_164,Core Gene
Zm00038ab002160,pan_gene_165,Core Gene
Zm00038ab002180,pan_gene_166,Core Gene
Zm00038ab002190,pan_gene_167,Dispensable Gene
Zm00038ab002200,pan_gene_168,Core Gene
Zm00038ab002210,pan_gene_169,Core Gene
gmap_ID=chr1:6449482-6449907,pan_gene_170,Core Gene
Zm00038ab002220,pan_gene_171,Core Gene
Zm00038ab002230,pan_gene_172,Core Gene
gmap_ID=chr1:6634947-6636323,pan_gene_173,Dispensable Gene
Zm00038ab002310,pan_gene_174,Core Gene
Zm00038ab002320,pan_gene_175,Core Gene
Zm00038ab002340,pan_gene_176,Core Gene
Zm00038ab002350,pan_gene_177,Core Gene
Zm00038ab002360,pan_gene_179,Core Gene
Zm00038ab002370,pan_gene_180,Core Gene
Zm00038ab002380,pan_gene_181,Core Gene
Zm00038ab002390,pan_gene_182,Core Gene
Zm00038ab002410,pan_gene_183,Core Gene
gmap_ID=chr1:6896541-6897016,pan_gene_184,Near-Core Gene
Zm00038ab002430,pan_gene_185,Core Gene
Zm00038ab002440,pan_gene_186,Core Gene
Zm00038ab002470,pan_gene_187,Core Gene
Zm00038ab002480,pan_gene_188,Core Gene
Zm00038ab002490,pan_gene_189,Core Gene
Zm00038ab002500,pan_gene_191,Core Gene
Zm00038ab002520,pan_gene_192,Near-Core Gene
Zm00038ab002530,pan_gene_193,Near-Core Gene
Zm00038ab002540,pan_gene_194,Core Gene
Zm00038ab002550,pan_gene_195,Core Gene
Zm00038ab002570,pan_gene_196,Core Gene
Zm00038ab002580,pan_gene_197,Core Gene
Zm00038ab002590,pan_gene_198,Core Gene
Zm00038ab002600,pan_gene_199,Core Gene
Zm00038ab002620,pan_gene_200,Core Gene
Zm00038ab002630,pan_gene_201,Core Gene
Zm00038ab002640,pan_gene_202,Core Gene
Zm00038ab002650,pan_gene_203,Core Gene
Zm00038ab002680,pan_gene_204,Core Gene
Zm00038ab002690,pan_gene_205,Core Gene
Zm00038ab002700,pan_gene_206,Core Gene
Zm00038ab002710,pan_gene_207,Core Gene
Zm00038ab002720,pan_gene_208,Core Gene
Zm00038ab002760,pan_gene_209,Core Gene
Zm00038ab002770,pan_gene_210,Core Gene
Zm00038ab002780,pan_gene_211,Core Gene
Zm00038ab002800,pan_gene_212,Core Gene
Zm00038ab002810,pan_gene_214,Core Gene
Zm00038ab002820,pan_gene_215,Core Gene
Zm00038ab002830,pan_gene_216,Core Gene
Zm00038ab002840,pan_gene_217,Core Gene
Zm00038ab002890,pan_gene_218,Core Gene
Zm00038ab002920,pan_gene_220,Core Gene
Zm00038ab002940,pan_gene_222,Core Gene
Zm00038ab002960,pan_gene_223,Core Gene
Zm00038ab002980,pan_gene_224,Core Gene
Zm00038ab002990,pan_gene_225,Near-Core Gene
Zm00038ab003020,pan_gene_226,Core Gene
Zm00038ab003040,pan_gene_227,Core Gene
Zm00038ab003050,pan_gene_228,Core Gene
gmap_ID=chr1:8924878-8929755,pan_gene_229,Dispensable Gene
Zm00038ab003110,pan_gene_230,Core Gene
Zm00038ab003120,pan_gene_231,Core Gene
Zm00038ab003130,pan_gene_232,Core Gene
Zm00038ab003150,pan_gene_233,Core Gene
Zm00038ab003160,pan_gene_234,Core Gene
gmap_ID=chr1:9060273-9061214,pan_gene_237,Dispensable Gene
Zm00038ab003170,pan_gene_238,Core Gene
Zm00038ab003210,pan_gene_239,Core Gene
Zm00038ab003490,pan_gene_240,Core Gene
Zm00038ab003500,pan_gene_241,Core Gene
Zm00038ab003510,pan_gene_242,Core Gene
Zm00038ab003530,pan_gene_244,Core Gene
Zm00038ab003580,pan_gene_245,Core Gene
Zm00038ab003590,pan_gene_246,Core Gene
Zm00038ab003600,pan_gene_247,Core Gene
Zm00038ab003610,pan_gene_248,Core Gene
Zm00038ab003630,pan_gene_250,Core Gene
Zm00038ab003640,pan_gene_251,Core Gene
Zm00038ab003650,pan_gene_252,Core Gene
Zm00038ab003660,pan_gene_253,Core Gene
Zm00038ab003710,pan_gene_254,Near-Core Gene
Zm00038ab003750,pan_gene_256,Core Gene
Zm00038ab003760,pan_gene_257,Core Gene
Zm00038ab003770,pan_gene_258,Core Gene
Zm00038ab003780,pan_gene_259,Core Gene
Zm00038ab003790,pan_gene_260,Dispensable Gene
Zm00038ab003800,pan_gene_261,Dispensable Gene
Zm00038ab003810,pan_gene_262,Core Gene
Zm00038ab003830,pan_gene_263,Near-Core Gene
Zm00038ab003840,pan_gene_264,Core Gene
Zm00038ab003850,pan_gene_265,Core Gene
Zm00038ab003860,pan_gene_266,Core Gene
Zm00038ab003880,pan_gene_267,Core Gene
Zm00038ab003900,pan_gene_268,Core Gene
Zm00038ab003910,pan_gene_269,Core Gene
Zm00038ab003920,pan_gene_270,Core Gene
Zm00038ab003950,pan_gene_271,Core Gene
Zm00038ab003960,pan_gene_272,Dispensable Gene
Zm00038ab003970,pan_gene_273,Core Gene
Zm00038ab004020,pan_gene_274,Core Gene
gmap_ID=chr1:10948746-10949112,pan_gene_275,Dispensable Gene
Zm00038ab004050,pan_gene_277,Core Gene
Zm00038ab004060,pan_gene_278,Core Gene
Zm00038ab004070,pan_gene_279,Core Gene
Zm00038ab004120,pan_gene_280,Core Gene
Zm00038ab004130,pan_gene_281,Core Gene
Zm00038ab004140,pan_gene_282,Core Gene
Zm00038ab004150,pan_gene_283,Core Gene
Zm00038ab004170,pan_gene_284,Core Gene
Zm00038ab004180,pan_gene_287,Core Gene
Zm00038ab004190,pan_gene_289,Core Gene
Zm00038ab004200,pan_gene_290,Core Gene
Zm00038ab004240,pan_gene_292,Core Gene
Zm00038ab004260,pan_gene_293,Dispensable Gene
Zm00038ab004290,pan_gene_294,Core Gene
Zm00038ab004310,pan_gene_295,Dispensable Gene
Zm00038ab004320,pan_gene_296,Core Gene
Zm00038ab004330,pan_gene_297,Core Gene
Zm00038ab004340,pan_gene_298,Core Gene
Zm00038ab004350,pan_gene_299,Core Gene
gmap_ID=chr1:11914650-11917452,pan_gene_300,Core Gene
Zm00038ab004360,pan_gene_301,Core Gene
Zm00038ab004370,pan_gene_302,Core Gene
Zm00038ab004380,pan_gene_303,Core Gene
Zm00038ab004400,pan_gene_304,Core Gene
Zm00038ab004420,pan_gene_305,Core Gene
Zm00038ab004430,pan_gene_307,Core Gene
Zm00038ab004440,pan_gene_308,Core Gene
Zm00038ab004450,pan_gene_309,Core Gene
Zm00038ab004480,pan_gene_310,Core Gene
Zm00038ab004490,pan_gene_311,Core Gene
Zm00038ab004510,pan_gene_313,Core Gene
Zm00038ab004520,pan_gene_314,Near-Core Gene
Zm00038ab004530,pan_gene_315,Dispensable Gene
gmap_ID=chr1:12617537-12618610,pan_gene_316,Dispensable Gene
Zm00038ab004540,pan_gene_317,Core Gene
Zm00038ab004550,pan_gene_318,Core Gene
Zm00038ab004570,pan_gene_319,Core Gene
gmap_ID=chr1:12800608-12800967,pan_gene_320,Dispensable Gene
Zm00038ab004590,pan_gene_321,Core Gene
Zm00038ab004600,pan_gene_322,Core Gene
Zm00038ab004610,pan_gene_323,Core Gene
Zm00038ab004620,pan_gene_324,Core Gene
Zm00038ab004630,pan_gene_325,Core Gene
Zm00038ab004640,pan_gene_326,Core Gene
Zm00038ab004650,pan_gene_327,Core Gene
Zm00038ab004660,pan_gene_328,Dispensable Gene
gmap_ID=chr1:13121182-13135910,pan_gene_329,Dispensable Gene
Zm00038ab004670,pan_gene_330,Core Gene
Zm00038ab004680,pan_gene_331,Core Gene
Zm00038ab004690,pan_gene_332,Core Gene
Zm00038ab004740,pan_gene_333,Core Gene
Zm00038ab004750,pan_gene_334,Core Gene
Zm00038ab004760,pan_gene_335,Core Gene
Zm00038ab004770,pan_gene_336,Core Gene
Zm00038ab004780,pan_gene_338,Core Gene
Zm00038ab004800,pan_gene_340,Core Gene
Zm00038ab004810,pan_gene_341,Core Gene
Zm00038ab004830,pan_gene_342,Core Gene
Zm00038ab004840,pan_gene_343,Core Gene
Zm00038ab004850,pan_gene_344,Core Gene
Zm00038ab004860,pan_gene_345,Core Gene
Zm00038ab004870,pan_gene_346,Core Gene
Zm00038ab004890,pan_gene_347,Core Gene
Zm00038ab004900,pan_gene_348,Core Gene
Zm00038ab004910,pan_gene_349,Core Gene
Zm00038ab004920,pan_gene_350,Core Gene
Zm00038ab004930,pan_gene_351,Core Gene
Zm00038ab004940,pan_gene_352,Dispensable Gene
Zm00038ab004960,pan_gene_353,Core Gene
Zm00038ab004970,pan_gene_354,Core Gene
Zm00038ab004990,pan_gene_355,Core Gene
Zm00038ab005010,pan_gene_356,Core Gene
Zm00038ab005020,pan_gene_357,Core Gene
Zm00038ab005040,pan_gene_358,Core Gene
Zm00038ab005060,pan_gene_359,Dispensable Gene
Zm00038ab005070,pan_gene_360,Dispensable Gene
Zm00038ab005080,pan_gene_361,Core Gene
gmap_ID=chr1:14694652-14695146,pan_gene_363,Core Gene
Zm00038ab005100,pan_gene_364,Core Gene
Zm00038ab005110,pan_gene_365,Core Gene
Zm00038ab005130,pan_gene_367,Core Gene
Zm00038ab005150,pan_gene_368,Core Gene
Zm00038ab005180,pan_gene_369,Core Gene
Zm00038ab005190,pan_gene_370,Core Gene
Zm00038ab005200,pan_gene_371,Core Gene
Zm00038ab005210,pan_gene_372,Core Gene
Zm00038ab005220,pan_gene_373,Core Gene
Zm00038ab005420,pan_gene_374,Core Gene
Zm00038ab005400,pan_gene_377,Dispensable Gene
Zm00038ab005410,pan_gene_378,Core Gene
Zm00038ab005450,pan_gene_381,Core Gene
Zm00038ab005460,pan_gene_382,Core Gene
Zm00038ab005470,pan_gene_383,Core Gene
Zm00038ab005480,pan_gene_384,Core Gene
Zm00038ab005490,pan_gene_385,Core Gene
Zm00038ab005500,pan_gene_386,Core Gene
Zm00038ab005510,pan_gene_387,Core Gene
Zm00038ab005520,pan_gene_388,Core Gene
Zm00038ab005540,pan_gene_389,Core Gene
Zm00038ab005550,pan_gene_390,Core Gene
Zm00038ab005580,pan_gene_391,Core Gene
Zm00038ab005590,pan_gene_392,Core Gene
Zm00038ab005600,pan_gene_395,Core Gene
Zm00038ab005620,pan_gene_396,Core Gene
Zm00038ab005630,pan_gene_397,Core Gene
Zm00038ab005660,pan_gene_398,Core Gene
Zm00038ab005670,pan_gene_399,Core Gene
Zm00038ab005680,pan_gene_400,Core Gene
Zm00038ab005690,pan_gene_401,Dispensable Gene
Zm00038ab005700,pan_gene_402,Core Gene
Zm00038ab005720,pan_gene_404,Core Gene
Zm00038ab005730,pan_gene_405,Dispensable Gene
Zm00038ab005740,pan_gene_406,Core Gene
Zm00038ab005750,pan_gene_407,Core Gene
Zm00038ab005760,pan_gene_408,Core Gene
Zm00038ab005770,pan_gene_409,Core Gene
Zm00038ab005780,pan_gene_410,Core Gene
Zm00038ab005790,pan_gene_411,Core Gene
Zm00038ab005810,pan_gene_412,Core Gene
Zm00038ab005820,pan_gene_413,Core Gene
Zm00038ab005830,pan_gene_414,Core Gene
Zm00038ab005840,pan_gene_415,Core Gene
Zm00038ab005850,pan_gene_417,Core Gene
Zm00038ab005860,pan_gene_418,Core Gene
Zm00038ab005870,pan_gene_419,Core Gene
Zm00038ab005880,pan_gene_420,Core Gene
Zm00038ab005890,pan_gene_421,Core Gene
gmap_ID=chr1:17561589-17562108,pan_gene_422,Core Gene
Zm00038ab005910,pan_gene_423,Core Gene
Zm00038ab005920,pan_gene_424,Core Gene
Zm00038ab005940,pan_gene_425,Core Gene
Zm00038ab005980,pan_gene_426,Core Gene
Zm00038ab006000,pan_gene_427,Core Gene
Zm00038ab006010,pan_gene_428,Core Gene
Zm00038ab006020,pan_gene_429,Core Gene
Zm00038ab006030,pan_gene_430,Core Gene
Zm00038ab006040,pan_gene_431,Core Gene
Zm00038ab006070,pan_gene_433,Core Gene
Zm00038ab006080,pan_gene_434,Core Gene
Zm00038ab006090,pan_gene_435,Core Gene
Zm00038ab006100,pan_gene_436,Core Gene
Zm00038ab006110,pan_gene_437,Core Gene
Zm00038ab006120,pan_gene_438,Near-Core Gene
Zm00038ab006130,pan_gene_439,Core Gene
Zm00038ab006150,pan_gene_440,Core Gene
Zm00038ab006170,pan_gene_441,Core Gene
Zm00038ab006210,pan_gene_442,Core Gene
Zm00038ab006220,pan_gene_443,Core Gene
Zm00038ab006230,pan_gene_444,Core Gene
Zm00038ab006240,pan_gene_445,Core Gene
Zm00038ab006250,pan_gene_446,Dispensable Gene
Zm00038ab006260,pan_gene_447,Core Gene
Zm00038ab006270,pan_gene_448,Core Gene
Zm00038ab006280,pan_gene_449,Core Gene
Zm00038ab006290,pan_gene_450,Core Gene
Zm00038ab006300,pan_gene_451,Core Gene
Zm00038ab006320,pan_gene_453,Core Gene
Zm00038ab006330,pan_gene_454,Core Gene
Zm00038ab006340,pan_gene_455,Core Gene
Zm00038ab006370,pan_gene_456,Core Gene
Zm00038ab006380,pan_gene_457,Core Gene
Zm00038ab006390,pan_gene_458,Core Gene
Zm00038ab006400,pan_gene_459,Core Gene
Zm00038ab006420,pan_gene_460,Core Gene
Zm00038ab006440,pan_gene_461,Core Gene
Zm00038ab006470,pan_gene_462,Core Gene
Zm00038ab006480,pan_gene_463,Dispensable Gene
Zm00038ab006490,pan_gene_464,Core Gene
Zm00038ab006500,pan_gene_465,Core Gene
Zm00038ab006510,pan_gene_467,Core Gene
Zm00038ab006520,pan_gene_468,Near-Core Gene
Zm00038ab006530,pan_gene_469,Core Gene
gmap_ID=chr1:19907886-19908569,pan_gene_470,Dispensable Gene
Zm00038ab006540,pan_gene_471,Core Gene
Zm00038ab006560,pan_gene_472,Core Gene
Zm00038ab006580,pan_gene_473,Core Gene
Zm00038ab006590,pan_gene_474,Core Gene
gmap_ID=chr1:20089214-20090931,pan_gene_475,Dispensable Gene
Zm00038ab006630,pan_gene_478,Core Gene
Zm00038ab006640,pan_gene_479,Core Gene
Zm00038ab006650,pan_gene_482,Core Gene
Zm00038ab006670,pan_gene_483,Core Gene
Zm00038ab006680,pan_gene_484,Core Gene
Zm00038ab006700,pan_gene_485,Core Gene
Zm00038ab006710,pan_gene_486,Core Gene
Zm00038ab006720,pan_gene_487,Dispensable Gene
Zm00038ab006730,pan_gene_488,Core Gene
Zm00038ab006740,pan_gene_489,Core Gene
Zm00038ab006750,pan_gene_490,Core Gene
Zm00038ab006760,pan_gene_491,Core Gene
Zm00038ab006770,pan_gene_492,Core Gene
Zm00038ab006800,pan_gene_493,Core Gene
Zm00038ab006810,pan_gene_495,Core Gene
Zm00038ab006830,pan_gene_496,Core Gene
Zm00038ab006850,pan_gene_498,Core Gene
Zm00038ab006860,pan_gene_499,Core Gene
Zm00038ab006870,pan_gene_500,Core Gene
Zm00038ab006880,pan_gene_501,Core Gene
Zm00038ab006890,pan_gene_502,Core Gene
Zm00038ab006900,pan_gene_503,Core Gene
Zm00038ab006910,pan_gene_504,Core Gene
Zm00038ab006960,pan_gene_505,Core Gene
Zm00038ab006980,pan_gene_507,Core Gene
Zm00038ab006990,pan_gene_508,Core Gene
Zm00038ab007010,pan_gene_509,Core Gene
Zm00038ab007100,pan_gene_511,Core Gene
Zm00038ab007110,pan_gene_512,Core Gene
Zm00038ab007120,pan_gene_513,Core Gene
Zm00038ab007130,pan_gene_514,Core Gene
Zm00038ab007140,pan_gene_515,Core Gene
Zm00038ab007150,pan_gene_516,Core Gene
Zm00038ab007160,pan_gene_517,Dispensable Gene
Zm00038ab007190,pan_gene_518,Core Gene
Zm00038ab007200,pan_gene_519,Core Gene
Zm00038ab007240,pan_gene_520,Dispensable Gene
Zm00038ab007260,pan_gene_521,Core Gene
gmap_ID=chr1:21998794-22007524,pan_gene_522,Dispensable Gene
Zm00038ab007280,pan_gene_523,Core Gene
Zm00038ab007290,pan_gene_524,Core Gene
Zm00038ab007300,pan_gene_525,Core Gene
Zm00038ab007310,pan_gene_526,Core Gene
Zm00038ab007320,pan_gene_527,Core Gene
Zm00038ab007330,pan_gene_528,Core Gene
Zm00038ab007340,pan_gene_529,Core Gene
Zm00038ab007350,pan_gene_530,Core Gene
Zm00038ab007360,pan_gene_531,Core Gene
Zm00038ab007370,pan_gene_532,Near-Core Gene
Zm00038ab007380,pan_gene_534,Core Gene
Zm00038ab007390,pan_gene_536,Core Gene
Zm00038ab007400,pan_gene_537,Core Gene
Zm00038ab007410,pan_gene_538,Core Gene
Zm00038ab007420,pan_gene_539,Core Gene
Zm00038ab007430,pan_gene_541,Core Gene
Zm00038ab007460,pan_gene_542,Core Gene
Zm00038ab007470,pan_gene_543,Core Gene
Zm00038ab007480,pan_gene_545,Core Gene
Zm00038ab007490,pan_gene_546,Core Gene
gmap_ID=chr1:22834670-22835230,pan_gene_547,Core Gene
Zm00038ab007500,pan_gene_548,Core Gene
Zm00038ab007520,pan_gene_549,Core Gene
Zm00038ab007530,pan_gene_550,Core Gene
Zm00038ab007540,pan_gene_551,Core Gene
Zm00038ab007570,pan_gene_553,Core Gene
Zm00038ab007590,pan_gene_554,Core Gene
Zm00038ab007620,pan_gene_555,Core Gene
Zm00038ab007630,pan_gene_556,Core Gene
Zm00038ab007650,pan_gene_557,Core Gene
Zm00038ab007660,pan_gene_558,Core Gene
Zm00038ab007670,pan_gene_559,Core Gene
Zm00038ab007680,pan_gene_560,Core Gene
Zm00038ab007690,pan_gene_561,Core Gene
Zm00038ab007700,pan_gene_562,Core Gene
Zm00038ab007720,pan_gene_565,Core Gene
Zm00038ab007730,pan_gene_566,Core Gene
Zm00038ab007750,pan_gene_567,Core Gene
Zm00038ab007830,pan_gene_568,Core Gene
Zm00038ab007840,pan_gene_569,Core Gene
Zm00038ab007850,pan_gene_570,Core Gene
Zm00038ab007880,pan_gene_571,Core Gene
Zm00038ab007900,pan_gene_572,Core Gene
Zm00038ab007920,pan_gene_575,Core Gene
Zm00038ab007930,pan_gene_576,Core Gene
gmap_ID=chr1:24128575-24128891,pan_gene_577,Core Gene
Zm00038ab007950,pan_gene_578,Core Gene
Zm00038ab007960,pan_gene_579,Core Gene
Zm00038ab007980,pan_gene_580,Dispensable Gene
Zm00038ab007990,pan_gene_581,Core Gene
Zm00038ab008000,pan_gene_582,Core Gene
Zm00038ab008010,pan_gene_583,Core Gene
Zm00038ab008030,pan_gene_584,Core Gene
Zm00038ab008040,pan_gene_585,Core Gene
Zm00038ab008070,pan_gene_586,Core Gene
Zm00038ab008080,pan_gene_588,Core Gene
Zm00038ab008090,pan_gene_589,Core Gene
Zm00038ab008100,pan_gene_590,Core Gene
Zm00038ab008120,pan_gene_591,Core Gene
Zm00038ab008130,pan_gene_592,Core Gene
Zm00038ab008150,pan_gene_593,Core Gene
Zm00038ab008160,pan_gene_594,Core Gene
Zm00038ab008170,pan_gene_595,Core Gene
Zm00038ab008180,pan_gene_596,Core Gene
Zm00038ab008190,pan_gene_597,Core Gene
Zm00038ab008200,pan_gene_598,Core Gene
Zm00038ab008210,pan_gene_599,Core Gene
Zm00038ab008220,pan_gene_600,Core Gene
Zm00038ab008230,pan_gene_601,Core Gene
Zm00038ab008240,pan_gene_602,Core Gene
Zm00038ab008250,pan_gene_604,Core Gene
gmap_ID=chr1:25220358-25221187,pan_gene_605,Dispensable Gene
Zm00038ab008260,pan_gene_606,Core Gene
Zm00038ab008280,pan_gene_607,Core Gene
Zm00038ab008290,pan_gene_608,Core Gene
Zm00038ab008300,pan_gene_609,Core Gene
Zm00038ab008310,pan_gene_610,Core Gene
Zm00038ab008330,pan_gene_611,Core Gene
Zm00038ab008350,pan_gene_612,Core Gene
Zm00038ab008380,pan_gene_614,Core Gene
gmap_ID=chr1:25721740-25723042,pan_gene_617,Dispensable Gene
Zm00038ab008390,pan_gene_618,Core Gene
Zm00038ab008400,pan_gene_619,Core Gene
Zm00038ab008420,pan_gene_620,Core Gene
Zm00038ab008430,pan_gene_621,Core Gene
Zm00038ab008470,pan_gene_622,Core Gene
Zm00038ab008490,pan_gene_623,Core Gene
Zm00038ab008500,pan_gene_624,Core Gene
Zm00038ab008520,pan_gene_625,Core Gene
Zm00038ab008540,pan_gene_626,Core Gene
Zm00038ab008630,pan_gene_627,Core Gene
Zm00038ab008590,pan_gene_630,Core Gene
Zm00038ab008600,pan_gene_631,Core Gene
Zm00038ab008610,pan_gene_632,Core Gene
Zm00038ab008620,pan_gene_633,Core Gene
