gene,pan,class
Zm00028ab008470,pan_gene_626,Core Gene
Zm00028ab008490,pan_gene_630,Core Gene
Zm00028ab008530,pan_gene_631,Core Gene
Zm00028ab008540,pan_gene_632,Core Gene
Zm00028ab008550,pan_gene_633,Core Gene
Zm00028ab008560,pan_gene_634,Core Gene
Zm00028ab008570,pan_gene_635,Core Gene
Zm00028ab008590,pan_gene_637,Core Gene
Zm00028ab008600,pan_gene_639,Core Gene
Zm00028ab008610,pan_gene_640,Core Gene
Zm00028ab008620,pan_gene_641,Core Gene
Zm00028ab008640,pan_gene_642,Core Gene
Zm00028ab008650,pan_gene_643,Dispensable Gene
Zm00028ab008660,pan_gene_644,Core Gene
Zm00028ab008670,pan_gene_645,Core Gene
Zm00028ab008680,pan_gene_646,Core Gene
Zm00028ab008690,pan_gene_647,Core Gene
Zm00028ab008710,pan_gene_648,Core Gene
Zm00028ab008720,pan_gene_649,Core Gene
Zm00028ab008730,pan_gene_650,Core Gene
Zm00028ab008740,pan_gene_651,Core Gene
Zm00028ab008750,pan_gene_652,Core Gene
Zm00028ab008760,pan_gene_653,Core Gene
Zm00028ab008770,pan_gene_654,Core Gene
Zm00028ab008780,pan_gene_655,Core Gene
Zm00028ab008790,pan_gene_657,Core Gene
Zm00028ab008800,pan_gene_658,Dispensable Gene
Zm00028ab008810,pan_gene_659,Core Gene
Zm00028ab008820,pan_gene_660,Core Gene
Zm00028ab008840,pan_gene_661,Core Gene
Zm00028ab008850,pan_gene_662,Dispensable Gene
Zm00028ab008870,pan_gene_663,Core Gene
Zm00028ab008880,pan_gene_664,Core Gene
Zm00028ab008890,pan_gene_665,Core Gene
Zm00028ab008900,pan_gene_666,Core Gene
Zm00028ab008910,pan_gene_667,Core Gene
Zm00028ab008920,pan_gene_668,Core Gene
Zm00028ab008930,pan_gene_669,Dispensable Gene
Zm00028ab008940,pan_gene_670,Core Gene
Zm00028ab008950,pan_gene_671,Core Gene
Zm00028ab008970,pan_gene_672,Core Gene
Zm00028ab008990,pan_gene_673,Core Gene
Zm00028ab009000,pan_gene_674,Core Gene
