gene,pan,class,copy
Zm00037ab003090,pan_gene_234,Core Gene,1
Zm00037ab003110,pan_gene_238,Core Gene,3
Zm00037ab003140,pan_gene_239,Core Gene,1
Zm00037ab003300,pan_gene_240,Core Gene,1
Zm00037ab003340,pan_gene_241,Core Gene,1
Zm00037ab003350,pan_gene_242,Core Gene,1
Zm00037ab003370,pan_gene_244,Core Gene,1
Zm00037ab003400,pan_gene_245,Core Gene,1
Zm00037ab003420,pan_gene_246,Core Gene,1
Zm00037ab003430,pan_gene_247,Core Gene,1
Zm00037ab003440,pan_gene_248,Core Gene,1
Zm00037ab003450,pan_gene_250,Core Gene,1
Zm00037ab003480,pan_gene_251,Core Gene,1
Zm00037ab003490,pan_gene_252,Core Gene,1
Zm00037ab003500,pan_gene_253,Core Gene,2
Zm00037ab003570,pan_gene_256,Core Gene,1
Zm00037ab003580,pan_gene_257,Core Gene,1
Zm00037ab003590,pan_gene_258,Core Gene,1
Zm00037ab003600,pan_gene_259,Core Gene,1
Zm00037ab003610,pan_gene_260,Dispensable Gene,1
Zm00037ab003620,pan_gene_261,Dispensable Gene,1
Zm00037ab003630,pan_gene_262,Core Gene,1
Zm00037ab003650,pan_gene_263,Near-Core Gene,1
Zm00037ab003660,pan_gene_264,Core Gene,1
Zm00037ab003680,pan_gene_265,Core Gene,1
Zm00037ab003690,pan_gene_266,Core Gene,1
Zm00037ab003700,pan_gene_267,Core Gene,1
Zm00037ab003710,pan_gene_268,Core Gene,1
Zm00037ab003720,pan_gene_269,Core Gene,1
Zm00037ab003730,pan_gene_270,Core Gene,1
Zm00037ab003760,pan_gene_271,Core Gene,1
Zm00037ab003770,pan_gene_272,Dispensable Gene,1
Zm00037ab003780,pan_gene_273,Core Gene,1
Zm00037ab003820,pan_gene_274,Core Gene,1
gmap_ID=chr1:10753681-10754047,pan_gene_275,Dispensable Gene,1
Zm00037ab003850,pan_gene_277,Core Gene,1
Zm00037ab003840,pan_gene_278,Core Gene,1
Zm00037ab003860,pan_gene_279,Core Gene,5
Zm00037ab003910,pan_gene_280,Core Gene,1
Zm00037ab003920,pan_gene_281,Core Gene,1
Zm00037ab003930,pan_gene_282,Core Gene,1
Zm00037ab003940,pan_gene_283,Core Gene,1
Zm00037ab003950,pan_gene_284,Core Gene,1
Zm00037ab003960,pan_gene_287,Core Gene,1
Zm00037ab003980,pan_gene_289,Core Gene,1
Zm00037ab003990,pan_gene_290,Core Gene,1
Zm00037ab004000,pan_gene_292,Core Gene,1
Zm00037ab004010,pan_gene_293,Dispensable Gene,3
Zm00037ab004040,pan_gene_294,Core Gene,1
Zm00037ab004050,pan_gene_295,Dispensable Gene,1
Zm00037ab004060,pan_gene_296,Core Gene,1
Zm00037ab004070,pan_gene_297,Core Gene,1
Zm00037ab004080,pan_gene_298,Core Gene,1
Zm00037ab004090,pan_gene_299,Core Gene,1
Zm00037ab004100,pan_gene_300,Core Gene,1
Zm00037ab004110,pan_gene_301,Core Gene,1
Zm00037ab004120,pan_gene_302,Core Gene,1
Zm00037ab004140,pan_gene_303,Core Gene,1
Zm00037ab004150,pan_gene_304,Core Gene,2
Zm00037ab004170,pan_gene_305,Core Gene,1
Zm00037ab004180,pan_gene_307,Core Gene,1
Zm00037ab004190,pan_gene_308,Core Gene,1
Zm00037ab004200,pan_gene_309,Core Gene,2
Zm00037ab004220,pan_gene_310,Core Gene,1
Zm00037ab004230,pan_gene_311,Core Gene,1
Zm00037ab004260,pan_gene_313,Core Gene,1
Zm00037ab004270,pan_gene_314,Near-Core Gene,1
Zm00037ab004280,pan_gene_317,Core Gene,1
Zm00037ab004290,pan_gene_318,Core Gene,2
Zm00037ab004310,pan_gene_319,Core Gene,1
Zm00037ab004330,pan_gene_321,Core Gene,2
Zm00037ab004350,pan_gene_322,Core Gene,1
Zm00037ab004360,pan_gene_323,Core Gene,1
Zm00037ab004370,pan_gene_324,Core Gene,1
Zm00037ab004380,pan_gene_325,Core Gene,1
Zm00037ab004390,pan_gene_326,Core Gene,1
Zm00037ab004400,pan_gene_327,Core Gene,1
Zm00037ab004420,pan_gene_328,Dispensable Gene,1
gmap_ID=chr1:12673602-12688355,pan_gene_329,Dispensable Gene,1
Zm00037ab004430,pan_gene_330,Core Gene,1
Zm00037ab004440,pan_gene_331,Core Gene,1
Zm00037ab004450,pan_gene_332,Core Gene,3
Zm00037ab004480,pan_gene_333,Core Gene,1
Zm00037ab004490,pan_gene_334,Core Gene,1
Zm00037ab004500,pan_gene_335,Core Gene,1
Zm00037ab004510,pan_gene_336,Core Gene,1
Zm00037ab004520,pan_gene_338,Core Gene,2
Zm00037ab004580,pan_gene_340,Core Gene,2
Zm00037ab004600,pan_gene_341,Core Gene,2
Zm00037ab004620,pan_gene_342,Core Gene,1
Zm00037ab004630,pan_gene_343,Core Gene,1
Zm00037ab004640,pan_gene_344,Core Gene,1
Zm00037ab004650,pan_gene_345,Core Gene,1
Zm00037ab004660,pan_gene_346,Core Gene,1
Zm00037ab004700,pan_gene_347,Core Gene,1
Zm00037ab004710,pan_gene_348,Core Gene,1
Zm00037ab004720,pan_gene_349,Core Gene,1
Zm00037ab004730,pan_gene_350,Core Gene,1
Zm00037ab004740,pan_gene_351,Core Gene,2
Zm00037ab004770,pan_gene_353,Core Gene,1
Zm00037ab004780,pan_gene_354,Core Gene,2
Zm00037ab004800,pan_gene_355,Core Gene,1
Zm00037ab004810,pan_gene_356,Core Gene,1
Zm00037ab004820,pan_gene_357,Core Gene,2
Zm00037ab004840,pan_gene_358,Core Gene,1
Zm00037ab004850,pan_gene_361,Core Gene,1
gmap_ID=chr1:13774503-13774997,pan_gene_363,Core Gene,1
Zm00037ab004900,pan_gene_364,Core Gene,1
Zm00037ab004910,pan_gene_365,Core Gene,1
Zm00037ab004940,pan_gene_366,Dispensable Gene,2
Zm00037ab004950,pan_gene_367,Core Gene,1
Zm00037ab004970,pan_gene_368,Core Gene,2
Zm00037ab005010,pan_gene_369,Core Gene,1
Zm00037ab005020,pan_gene_370,Core Gene,1
Zm00037ab005030,pan_gene_371,Core Gene,1
Zm00037ab005040,pan_gene_372,Core Gene,1
Zm00037ab005050,pan_gene_373,Core Gene,1
Zm00037ab005230,pan_gene_374,Core Gene,16
Zm00037ab005220,pan_gene_378,Core Gene,1
Zm00037ab005340,pan_gene_381,Core Gene,1
Zm00037ab005350,pan_gene_382,Core Gene,1
Zm00037ab005360,pan_gene_383,Core Gene,1
Zm00037ab005370,pan_gene_384,Core Gene,1
Zm00037ab005380,pan_gene_385,Core Gene,1
Zm00037ab005390,pan_gene_386,Core Gene,1
Zm00037ab005400,pan_gene_387,Core Gene,1
Zm00037ab005410,pan_gene_388,Core Gene,1
Zm00037ab005430,pan_gene_389,Core Gene,1
Zm00037ab005440,pan_gene_390,Core Gene,1
gmap_ID=chr1:15571338-15589370,pan_gene_391,Core Gene,1
Zm00037ab005500,pan_gene_392,Core Gene,2
Zm00037ab005520,pan_gene_395,Core Gene,2
Zm00037ab005540,pan_gene_396,Core Gene,1
Zm00037ab005550,pan_gene_397,Core Gene,3
Zm00037ab005590,pan_gene_398,Core Gene,1
Zm00037ab005600,pan_gene_399,Core Gene,1
Zm00037ab005610,pan_gene_400,Core Gene,1
Zm00037ab005620,pan_gene_401,Dispensable Gene,1
Zm00037ab005630,pan_gene_402,Core Gene,1
Zm00037ab005650,pan_gene_404,Core Gene,1
Zm00037ab005660,pan_gene_405,Dispensable Gene,1
Zm00037ab005670,pan_gene_406,Core Gene,1
Zm00037ab005680,pan_gene_407,Core Gene,1
Zm00037ab005690,pan_gene_408,Core Gene,1
Zm00037ab005700,pan_gene_409,Core Gene,1
Zm00037ab005710,pan_gene_410,Core Gene,1
Zm00037ab005720,pan_gene_411,Core Gene,1
Zm00037ab005730,pan_gene_412,Core Gene,2
Zm00037ab005750,pan_gene_413,Core Gene,1
Zm00037ab005760,pan_gene_414,Core Gene,1
Zm00037ab005770,pan_gene_415,Core Gene,1
Zm00037ab005810,pan_gene_417,Core Gene,1
Zm00037ab005820,pan_gene_418,Core Gene,1
Zm00037ab005830,pan_gene_419,Core Gene,1
Zm00037ab005840,pan_gene_420,Core Gene,1
Zm00037ab005850,pan_gene_421,Core Gene,1
gmap_ID=chr1:16776670-16777189,pan_gene_422,Core Gene,1
Zm00037ab005860,pan_gene_423,Core Gene,1
Zm00037ab005870,pan_gene_424,Core Gene,2
Zm00037ab005910,pan_gene_425,Core Gene,1
Zm00037ab005950,pan_gene_426,Core Gene,1
Zm00037ab005970,pan_gene_427,Core Gene,1
Zm00037ab005980,pan_gene_428,Core Gene,1
Zm00037ab005990,pan_gene_429,Core Gene,1
Zm00037ab006000,pan_gene_430,Core Gene,1
Zm00037ab006010,pan_gene_431,Core Gene,1
gmap_ID=chr1:17363782-17364123,pan_gene_432,Dispensable Gene,1
Zm00037ab006020,pan_gene_433,Core Gene,1
Zm00037ab006030,pan_gene_434,Core Gene,1
Zm00037ab006040,pan_gene_435,Core Gene,1
Zm00037ab006050,pan_gene_436,Core Gene,1
Zm00037ab006060,pan_gene_437,Core Gene,1
Zm00037ab006070,pan_gene_438,Near-Core Gene,1
Zm00037ab006080,pan_gene_439,Core Gene,1
Zm00037ab006090,pan_gene_440,Core Gene,1
Zm00037ab006100,pan_gene_441,Core Gene,1
Zm00037ab006120,pan_gene_442,Core Gene,1
Zm00037ab006140,pan_gene_443,Core Gene,1
Zm00037ab006150,pan_gene_444,Core Gene,1
Zm00037ab006160,pan_gene_445,Core Gene,1
Zm00037ab006180,pan_gene_447,Core Gene,1
Zm00037ab006190,pan_gene_448,Core Gene,1
Zm00037ab006200,pan_gene_449,Core Gene,1
Zm00037ab006210,pan_gene_450,Core Gene,1
Zm00037ab006220,pan_gene_451,Core Gene,2
Zm00037ab006240,pan_gene_453,Core Gene,1
Zm00037ab006250,pan_gene_454,Core Gene,1
Zm00037ab006270,pan_gene_455,Core Gene,1
Zm00037ab006280,pan_gene_456,Core Gene,1
Zm00037ab006290,pan_gene_457,Core Gene,1
Zm00037ab006300,pan_gene_458,Core Gene,1
Zm00037ab006320,pan_gene_459,Core Gene,1
Zm00037ab006340,pan_gene_460,Core Gene,3
Zm00037ab006360,pan_gene_461,Core Gene,1
Zm00037ab006380,pan_gene_462,Core Gene,1
Zm00037ab006390,pan_gene_463,Dispensable Gene,1
Zm00037ab006400,pan_gene_464,Core Gene,1
Zm00037ab006410,pan_gene_465,Core Gene,1
gmap_ID=chr1:18786234-18787882,pan_gene_466,Dispensable Gene,1
Zm00037ab006420,pan_gene_467,Core Gene,1
Zm00037ab006430,pan_gene_468,Near-Core Gene,1
Zm00037ab006440,pan_gene_469,Core Gene,1
Zm00037ab006460,pan_gene_470,Dispensable Gene,1
Zm00037ab006450,pan_gene_471,Core Gene,1
Zm00037ab006470,pan_gene_472,Core Gene,1
Zm00037ab006490,pan_gene_473,Core Gene,1
Zm00037ab006500,pan_gene_474,Core Gene,4
Zm00037ab006520,pan_gene_475,Dispensable Gene,1
Zm00037ab006560,pan_gene_478,Core Gene,1
Zm00037ab006570,pan_gene_479,Core Gene,1
Zm00037ab006580,pan_gene_482,Core Gene,1
Zm00037ab006590,pan_gene_483,Core Gene,1
Zm00037ab006600,pan_gene_484,Core Gene,1
Zm00037ab006610,pan_gene_485,Core Gene,1
Zm00037ab006620,pan_gene_486,Core Gene,1
gmap_ID=chr1:19514620-19515040,pan_gene_487,Dispensable Gene,1
Zm00037ab006630,pan_gene_488,Core Gene,1
Zm00037ab006640,pan_gene_489,Core Gene,1
Zm00037ab006650,pan_gene_490,Core Gene,1
Zm00037ab006660,pan_gene_491,Core Gene,2
Zm00037ab006670,pan_gene_492,Core Gene,3
Zm00037ab006730,pan_gene_493,Core Gene,1
Zm00037ab006740,pan_gene_495,Core Gene,1
Zm00037ab006750,pan_gene_496,Core Gene,1
Zm00037ab006760,pan_gene_497,Dispensable Gene,1
Zm00037ab006770,pan_gene_498,Core Gene,1
Zm00037ab006780,pan_gene_499,Core Gene,1
Zm00037ab006790,pan_gene_500,Core Gene,1
Zm00037ab006800,pan_gene_501,Core Gene,1
Zm00037ab006810,pan_gene_502,Core Gene,1
Zm00037ab006820,pan_gene_503,Core Gene,1
Zm00037ab006840,pan_gene_504,Core Gene,1
Zm00037ab006860,pan_gene_505,Core Gene,1
Zm00037ab006870,pan_gene_506,Dispensable Gene,1
Zm00037ab006880,pan_gene_507,Core Gene,1
Zm00037ab006890,pan_gene_508,Core Gene,1
Zm00037ab006900,pan_gene_509,Core Gene,2
Zm00037ab006950,pan_gene_511,Core Gene,1
Zm00037ab006960,pan_gene_512,Core Gene,1
Zm00037ab006980,pan_gene_513,Core Gene,1
Zm00037ab006990,pan_gene_514,Core Gene,2
Zm00037ab007050,pan_gene_515,Core Gene,1
Zm00037ab007060,pan_gene_516,Core Gene,1
Zm00037ab007070,pan_gene_517,Dispensable Gene,1
Zm00037ab007090,pan_gene_518,Core Gene,1
Zm00037ab007110,pan_gene_519,Core Gene,2
Zm00037ab007130,pan_gene_520,Dispensable Gene,1
Zm00037ab007150,pan_gene_521,Core Gene,1
gmap_ID=chr1:21518535-21527295,pan_gene_522,Dispensable Gene,1
Zm00037ab007170,pan_gene_523,Core Gene,1
Zm00037ab007180,pan_gene_524,Core Gene,1
Zm00037ab007190,pan_gene_525,Core Gene,1
Zm00037ab007200,pan_gene_526,Core Gene,1
Zm00037ab007210,pan_gene_527,Core Gene,1
Zm00037ab007220,pan_gene_528,Core Gene,2
Zm00037ab007250,pan_gene_529,Core Gene,1
Zm00037ab007260,pan_gene_530,Core Gene,1
Zm00037ab007270,pan_gene_531,Core Gene,1
Zm00037ab007280,pan_gene_532,Near-Core Gene,1
Zm00037ab007290,pan_gene_533,Dispensable Gene,1
Zm00037ab007300,pan_gene_534,Core Gene,1
Zm00037ab007310,pan_gene_535,Dispensable Gene,1
Zm00037ab007350,pan_gene_536,Core Gene,1
Zm00037ab007390,pan_gene_537,Core Gene,1
Zm00037ab007400,pan_gene_538,Core Gene,1
Zm00037ab007410,pan_gene_539,Core Gene,1
Zm00037ab007420,pan_gene_541,Core Gene,1
Zm00037ab007450,pan_gene_542,Core Gene,1
Zm00037ab007460,pan_gene_543,Core Gene,1
Zm00037ab007470,pan_gene_545,Core Gene,1
Zm00037ab007480,pan_gene_546,Core Gene,1
gmap_ID=chr1:22432990-22433550,pan_gene_547,Core Gene,1
Zm00037ab007490,pan_gene_548,Core Gene,1
Zm00037ab007500,pan_gene_549,Core Gene,1
Zm00037ab007520,pan_gene_550,Core Gene,1
Zm00037ab007530,pan_gene_551,Core Gene,1
Zm00037ab007540,pan_gene_553,Core Gene,1
Zm00037ab007570,pan_gene_554,Core Gene,1
Zm00037ab007580,pan_gene_555,Core Gene,1
Zm00037ab007590,pan_gene_556,Core Gene,1
Zm00037ab007610,pan_gene_557,Core Gene,1
Zm00037ab007620,pan_gene_558,Core Gene,1
Zm00037ab007630,pan_gene_559,Core Gene,1
Zm00037ab007640,pan_gene_560,Core Gene,1
Zm00037ab007650,pan_gene_561,Core Gene,1
Zm00037ab007660,pan_gene_562,Core Gene,1
Zm00037ab007670,pan_gene_565,Core Gene,1
Zm00037ab007680,pan_gene_566,Core Gene,1
Zm00037ab007690,pan_gene_567,Core Gene,9
Zm00037ab007780,pan_gene_568,Core Gene,1
Zm00037ab007790,pan_gene_569,Core Gene,1
Zm00037ab007800,pan_gene_570,Core Gene,1
Zm00037ab007810,pan_gene_571,Core Gene,1
Zm00037ab007820,pan_gene_572,Core Gene,1
Zm00037ab007850,pan_gene_575,Core Gene,1
Zm00037ab007860,pan_gene_576,Core Gene,1
gmap_ID=chr1:23776230-23776546,pan_gene_577,Core Gene,1
Zm00037ab007890,pan_gene_578,Core Gene,1
Zm00037ab007900,pan_gene_579,Core Gene,1
Zm00037ab007930,pan_gene_581,Core Gene,1
Zm00037ab007940,pan_gene_582,Core Gene,1
Zm00037ab007950,pan_gene_583,Core Gene,1
Zm00037ab007960,pan_gene_584,Core Gene,1
Zm00037ab007970,pan_gene_585,Core Gene,1
Zm00037ab007980,pan_gene_586,Core Gene,1
Zm00037ab008000,pan_gene_587,Dispensable Gene,1
Zm00037ab008020,pan_gene_588,Core Gene,1
Zm00037ab008040,pan_gene_589,Core Gene,1
Zm00037ab008050,pan_gene_590,Core Gene,1
Zm00037ab008060,pan_gene_591,Core Gene,1
