gene,pan,class,copy
Zm00023ab001040,pan_gene_44,Core Gene,1
Zm00023ab001060,pan_gene_45,Core Gene,1
Zm00023ab001070,pan_gene_46,Core Gene,1
Zm00023ab001080,pan_gene_47,Core Gene,1
Zm00023ab001090,pan_gene_48,Core Gene,1
Zm00023ab001110,pan_gene_49,Core Gene,1
Zm00023ab001130,pan_gene_50,Core Gene,1
Zm00023ab001140,pan_gene_51,Core Gene,1
Zm00023ab001160,pan_gene_52,Core Gene,2
Zm00023ab001170,pan_gene_53,Core Gene,1
Zm00023ab001190,pan_gene_54,Core Gene,1
Zm00023ab001200,pan_gene_55,Core Gene,1
Zm00023ab001210,pan_gene_56,Core Gene,1
Zm00023ab001220,pan_gene_57,Core Gene,1
Zm00023ab001230,pan_gene_58,Core Gene,1
Zm00023ab001240,pan_gene_59,Dispensable Gene,1
Zm00023ab001250,pan_gene_60,Core Gene,1
Zm00023ab001260,pan_gene_62,Core Gene,1
gmap_ID=chr1:5265331-5265627,pan_gene_63,Core Gene,1
Zm00023ab001280,pan_gene_64,Core Gene,1
Zm00023ab001290,pan_gene_65,Core Gene,1
Zm00023ab001300,pan_gene_66,Core Gene,1
Zm00023ab001320,pan_gene_67,Core Gene,1
Zm00023ab001340,pan_gene_68,Core Gene,1
Zm00023ab001350,pan_gene_69,Core Gene,1
Zm00023ab001370,pan_gene_70,Core Gene,1
Zm00023ab001380,pan_gene_71,Core Gene,1
Zm00023ab001400,pan_gene_72,Core Gene,1
Zm00023ab001410,pan_gene_73,Core Gene,1
Zm00023ab001420,pan_gene_74,Core Gene,1
Zm00023ab001430,pan_gene_75,Core Gene,1
Zm00023ab001440,pan_gene_76,Core Gene,1
Zm00023ab001460,pan_gene_77,Core Gene,1
Zm00023ab001470,pan_gene_78,Core Gene,1
Zm00023ab001480,pan_gene_80,Core Gene,1
Zm00023ab001500,pan_gene_81,Core Gene,2
Zm00023ab001520,pan_gene_82,Core Gene,1
Zm00023ab001530,pan_gene_83,Core Gene,1
gmap_ID=chr1:5919801-5920094,pan_gene_84,Near-Core Gene,1
gmap_ID=chr1:5997971-5998483,pan_gene_85,Dispensable Gene,1
Zm00023ab001550,pan_gene_86,Core Gene,1
Zm00023ab001570,pan_gene_87,Core Gene,1
Zm00023ab001580,pan_gene_88,Core Gene,1
Zm00023ab001590,pan_gene_89,Core Gene,1
Zm00023ab001600,pan_gene_90,Core Gene,1
Zm00023ab001610,pan_gene_91,Core Gene,1
Zm00023ab001620,pan_gene_92,Core Gene,1
Zm00023ab001630,pan_gene_93,Core Gene,1
Zm00023ab001640,pan_gene_94,Core Gene,1
Zm00023ab001650,pan_gene_95,Core Gene,1
Zm00023ab001660,pan_gene_96,Core Gene,1
gmap_ID=chr1:6169659-6169982,pan_gene_97,Near-Core Gene,1
Zm00023ab001680,pan_gene_98,Core Gene,1
Zm00023ab001690,pan_gene_100,Core Gene,1
Zm00023ab001700,pan_gene_101,Core Gene,1
Zm00023ab001720,pan_gene_102,Core Gene,1
Zm00023ab001730,pan_gene_103,Core Gene,1
Zm00023ab001740,pan_gene_108,Core Gene,2
Zm00023ab001770,pan_gene_109,Core Gene,2
Zm00023ab001790,pan_gene_110,Core Gene,1
Zm00023ab001810,pan_gene_113,Core Gene,1
Zm00023ab001820,pan_gene_114,Core Gene,1
Zm00023ab001850,pan_gene_115,Core Gene,1
Zm00023ab001870,pan_gene_116,Core Gene,1
Zm00023ab001880,pan_gene_117,Core Gene,1
Zm00023ab001890,pan_gene_118,Core Gene,1
Zm00023ab001900,pan_gene_119,Core Gene,1
Zm00023ab001920,pan_gene_120,Core Gene,1
Zm00023ab001930,pan_gene_121,Near-Core Gene,1
Zm00023ab001940,pan_gene_122,Core Gene,2
Zm00023ab001960,pan_gene_123,Core Gene,1
Zm00023ab001990,pan_gene_124,Core Gene,1
Zm00023ab002000,pan_gene_125,Core Gene,1
Zm00023ab002020,pan_gene_126,Dispensable Gene,1
Zm00023ab002030,pan_gene_127,Core Gene,2
Zm00023ab002050,pan_gene_128,Core Gene,1
Zm00023ab002070,pan_gene_129,Dispensable Gene,1
Zm00023ab002080,pan_gene_130,Core Gene,1
Zm00023ab002090,pan_gene_131,Core Gene,1
Zm00023ab002100,pan_gene_132,Core Gene,1
Zm00023ab002120,pan_gene_133,Core Gene,1
Zm00023ab002140,pan_gene_134,Core Gene,1
Zm00023ab002150,pan_gene_135,Core Gene,1
Zm00023ab002160,pan_gene_136,Core Gene,1
Zm00023ab002170,pan_gene_137,Core Gene,1
Zm00023ab002180,pan_gene_138,Core Gene,1
Zm00023ab002190,pan_gene_139,Core Gene,1
Zm00023ab002200,pan_gene_140,Near-Core Gene,1
Zm00023ab002220,pan_gene_141,Core Gene,1
Zm00023ab002230,pan_gene_142,Core Gene,1
Zm00023ab002240,pan_gene_143,Core Gene,1
Zm00023ab002250,pan_gene_146,Core Gene,1
Zm00023ab002260,pan_gene_147,Core Gene,1
Zm00023ab002270,pan_gene_148,Core Gene,2
Zm00023ab002290,pan_gene_149,Core Gene,1
Zm00023ab002310,pan_gene_150,Core Gene,1
Zm00023ab002320,pan_gene_151,Core Gene,1
Zm00023ab002360,pan_gene_152,Core Gene,1
Zm00023ab002370,pan_gene_153,Core Gene,1
Zm00023ab002380,pan_gene_154,Core Gene,1
Zm00023ab002400,pan_gene_155,Core Gene,2
Zm00023ab002440,pan_gene_156,Core Gene,1
Zm00023ab002470,pan_gene_157,Core Gene,1
Zm00023ab002480,pan_gene_158,Core Gene,1
Zm00023ab002490,pan_gene_159,Core Gene,1
Zm00023ab002500,pan_gene_160,Core Gene,1
Zm00023ab002510,pan_gene_161,Core Gene,1
Zm00023ab002520,pan_gene_162,Core Gene,1
Zm00023ab002530,pan_gene_163,Core Gene,1
Zm00023ab002540,pan_gene_164,Core Gene,1
Zm00023ab002550,pan_gene_165,Core Gene,1
Zm00023ab002560,pan_gene_166,Core Gene,1
Zm00023ab002570,pan_gene_168,Core Gene,1
Zm00023ab002580,pan_gene_169,Core Gene,1
gmap_ID=chr1:8896611-8897034,pan_gene_170,Core Gene,1
Zm00023ab002590,pan_gene_171,Core Gene,1
Zm00023ab002610,pan_gene_172,Core Gene,1
gmap_ID=chr1:9075036-9076412,pan_gene_173,Dispensable Gene,1
Zm00023ab002680,pan_gene_174,Core Gene,1
Zm00023ab002700,pan_gene_175,Core Gene,1
Zm00023ab002710,pan_gene_176,Core Gene,2
Zm00023ab002740,pan_gene_177,Core Gene,2
gmap_ID=chr1:9237346-9237728,pan_gene_178,Dispensable Gene,1
Zm00023ab002760,pan_gene_179,Core Gene,1
Zm00023ab002770,pan_gene_180,Core Gene,1
Zm00023ab002780,pan_gene_181,Core Gene,1
Zm00023ab002790,pan_gene_182,Core Gene,1
Zm00023ab002810,pan_gene_183,Core Gene,1
gmap_ID=chr1:9297525-9297877,pan_gene_184,Near-Core Gene,1
Zm00023ab002830,pan_gene_185,Core Gene,1
Zm00023ab002840,pan_gene_186,Core Gene,1
Zm00023ab002850,pan_gene_187,Core Gene,1
Zm00023ab002860,pan_gene_188,Core Gene,1
Zm00023ab002870,pan_gene_189,Core Gene,1
Zm00023ab002890,pan_gene_191,Core Gene,1
Zm00023ab002910,pan_gene_193,Near-Core Gene,1
Zm00023ab002920,pan_gene_194,Core Gene,1
Zm00023ab002930,pan_gene_195,Core Gene,1
Zm00023ab002940,pan_gene_196,Core Gene,1
Zm00023ab002950,pan_gene_197,Core Gene,1
Zm00023ab002960,pan_gene_198,Core Gene,1
Zm00023ab002980,pan_gene_199,Core Gene,2
Zm00023ab003000,pan_gene_200,Core Gene,1
Zm00023ab003020,pan_gene_201,Core Gene,1
Zm00023ab003030,pan_gene_202,Core Gene,1
Zm00023ab003040,pan_gene_203,Core Gene,1
Zm00023ab003100,pan_gene_204,Core Gene,1
Zm00023ab003110,pan_gene_205,Core Gene,1
Zm00023ab003120,pan_gene_206,Core Gene,1
Zm00023ab003130,pan_gene_207,Core Gene,1
Zm00023ab003140,pan_gene_208,Core Gene,1
Zm00023ab003150,pan_gene_209,Core Gene,1
Zm00023ab003160,pan_gene_210,Core Gene,1
Zm00023ab003170,pan_gene_211,Core Gene,1
Zm00023ab003180,pan_gene_212,Core Gene,1
Zm00023ab003200,pan_gene_214,Core Gene,1
Zm00023ab003210,pan_gene_215,Core Gene,1
Zm00023ab003220,pan_gene_216,Core Gene,1
Zm00023ab003230,pan_gene_217,Core Gene,3
Zm00023ab003270,pan_gene_218,Core Gene,1
Zm00023ab003290,pan_gene_219,Dispensable Gene,1
Zm00023ab003310,pan_gene_220,Core Gene,1
Zm00023ab003340,pan_gene_222,Core Gene,3
Zm00023ab003360,pan_gene_223,Core Gene,1
Zm00023ab003370,pan_gene_224,Core Gene,1
Zm00023ab003380,pan_gene_225,Near-Core Gene,1
Zm00023ab003400,pan_gene_226,Core Gene,1
Zm00023ab003410,pan_gene_227,Core Gene,1
Zm00023ab003420,pan_gene_228,Core Gene,1
Zm00023ab003450,pan_gene_229,Dispensable Gene,1
Zm00023ab003540,pan_gene_230,Core Gene,1
Zm00023ab003530,pan_gene_231,Core Gene,1
Zm00023ab003550,pan_gene_232,Core Gene,1
Zm00023ab003560,pan_gene_233,Core Gene,1
Zm00023ab003570,pan_gene_234,Core Gene,1
Zm00023ab003580,pan_gene_238,Core Gene,3
Zm00023ab003630,pan_gene_239,Core Gene,1
Zm00023ab003870,pan_gene_240,Core Gene,2
Zm00023ab003890,pan_gene_241,Core Gene,1
Zm00023ab003900,pan_gene_242,Core Gene,1
Zm00023ab003910,pan_gene_244,Core Gene,1
Zm00023ab003920,pan_gene_245,Core Gene,1
Zm00023ab003930,pan_gene_246,Core Gene,1
Zm00023ab003940,pan_gene_247,Core Gene,1
Zm00023ab003950,pan_gene_248,Core Gene,1
gmap_ID=chr1:12332171-12336018,pan_gene_249,Dispensable Gene,1
Zm00023ab003960,pan_gene_250,Core Gene,1
Zm00023ab003990,pan_gene_251,Core Gene,1
Zm00023ab004000,pan_gene_252,Core Gene,1
Zm00023ab004010,pan_gene_253,Core Gene,2
Zm00023ab004060,pan_gene_254,Near-Core Gene,1
Zm00023ab004130,pan_gene_256,Core Gene,1
Zm00023ab004140,pan_gene_257,Core Gene,1
Zm00023ab004150,pan_gene_258,Core Gene,1
Zm00023ab004160,pan_gene_259,Core Gene,1
Zm00023ab004170,pan_gene_260,Dispensable Gene,1
Zm00023ab004180,pan_gene_261,Dispensable Gene,1
Zm00023ab004190,pan_gene_262,Core Gene,1
Zm00023ab004210,pan_gene_263,Near-Core Gene,1
Zm00023ab004220,pan_gene_264,Core Gene,1
Zm00023ab004230,pan_gene_265,Core Gene,1
Zm00023ab004240,pan_gene_266,Core Gene,1
Zm00023ab004250,pan_gene_267,Core Gene,1
Zm00023ab004280,pan_gene_268,Core Gene,1
Zm00023ab004290,pan_gene_269,Core Gene,1
Zm00023ab004310,pan_gene_270,Core Gene,1
Zm00023ab004330,pan_gene_271,Core Gene,1
gmap_ID=chr1:13299517-13403301,pan_gene_272,Dispensable Gene,1
Zm00023ab004340,pan_gene_273,Core Gene,1
Zm00023ab004350,pan_gene_274,Core Gene,1
Zm00023ab004370,pan_gene_277,Core Gene,1
Zm00023ab004360,pan_gene_278,Core Gene,1
Zm00023ab004380,pan_gene_279,Core Gene,5
Zm00023ab004440,pan_gene_280,Core Gene,1
Zm00023ab004450,pan_gene_281,Core Gene,1
Zm00023ab004470,pan_gene_282,Core Gene,1
Zm00023ab004480,pan_gene_283,Core Gene,1
Zm00023ab004500,pan_gene_284,Core Gene,2
Zm00023ab004520,pan_gene_287,Core Gene,2
Zm00023ab004560,pan_gene_289,Core Gene,1
Zm00023ab004570,pan_gene_290,Core Gene,1
Zm00023ab004600,pan_gene_292,Core Gene,1
Zm00023ab004660,pan_gene_294,Core Gene,1
Zm00023ab004670,pan_gene_295,Dispensable Gene,1
Zm00023ab004680,pan_gene_296,Core Gene,1
Zm00023ab004690,pan_gene_297,Core Gene,1
Zm00023ab004700,pan_gene_298,Core Gene,1
Zm00023ab004710,pan_gene_299,Core Gene,1
Zm00023ab004730,pan_gene_300,Core Gene,1
Zm00023ab004740,pan_gene_301,Core Gene,1
Zm00023ab004760,pan_gene_302,Core Gene,1
Zm00023ab004780,pan_gene_303,Core Gene,1
Zm00023ab004790,pan_gene_304,Core Gene,2
Zm00023ab004810,pan_gene_305,Core Gene,1
Zm00023ab004820,pan_gene_307,Core Gene,1
Zm00023ab004830,pan_gene_308,Core Gene,1
Zm00023ab004840,pan_gene_309,Core Gene,2
Zm00023ab004860,pan_gene_310,Core Gene,1
Zm00023ab004870,pan_gene_311,Core Gene,1
Zm00023ab004890,pan_gene_313,Core Gene,1
Zm00023ab004900,pan_gene_314,Near-Core Gene,1
Zm00023ab004910,pan_gene_317,Core Gene,1
Zm00023ab004930,pan_gene_318,Core Gene,2
Zm00023ab004950,pan_gene_319,Core Gene,1
Zm00023ab004970,pan_gene_321,Core Gene,2
Zm00023ab004980,pan_gene_322,Core Gene,1
Zm00023ab004990,pan_gene_323,Core Gene,1
Zm00023ab005000,pan_gene_324,Core Gene,1
Zm00023ab005020,pan_gene_325,Core Gene,1
Zm00023ab005030,pan_gene_326,Core Gene,1
Zm00023ab005040,pan_gene_327,Core Gene,1
Zm00023ab005050,pan_gene_328,Dispensable Gene,1
gmap_ID=chr1:15309885-15324638,pan_gene_329,Dispensable Gene,1
Zm00023ab005060,pan_gene_330,Core Gene,1
Zm00023ab005080,pan_gene_331,Core Gene,1
Zm00023ab005100,pan_gene_332,Core Gene,2
Zm00023ab005120,pan_gene_333,Core Gene,1
Zm00023ab005130,pan_gene_334,Core Gene,1
Zm00023ab005160,pan_gene_335,Core Gene,1
Zm00023ab005170,pan_gene_336,Core Gene,1
Zm00023ab005180,pan_gene_338,Core Gene,2
Zm00023ab005200,pan_gene_340,Core Gene,1
Zm00023ab005220,pan_gene_341,Core Gene,1
Zm00023ab005230,pan_gene_342,Core Gene,1
Zm00023ab005240,pan_gene_343,Core Gene,1
Zm00023ab005250,pan_gene_344,Core Gene,1
Zm00023ab005270,pan_gene_345,Core Gene,1
Zm00023ab005300,pan_gene_346,Core Gene,1
Zm00023ab005320,pan_gene_347,Core Gene,1
Zm00023ab005330,pan_gene_348,Core Gene,1
Zm00023ab005340,pan_gene_349,Core Gene,1
Zm00023ab005350,pan_gene_350,Core Gene,1
Zm00023ab005360,pan_gene_351,Core Gene,1
Zm00023ab005380,pan_gene_353,Core Gene,1
Zm00023ab005390,pan_gene_354,Core Gene,1
Zm00023ab005400,pan_gene_355,Core Gene,1
Zm00023ab005410,pan_gene_356,Core Gene,1
Zm00023ab005420,pan_gene_357,Core Gene,1
Zm00023ab005440,pan_gene_358,Core Gene,1
Zm00023ab005450,pan_gene_361,Core Gene,2
Zm00023ab005470,pan_gene_362,Dispensable Gene,1
Zm00023ab005480,pan_gene_363,Core Gene,1
Zm00023ab005490,pan_gene_364,Core Gene,1
Zm00023ab005500,pan_gene_365,Core Gene,1
Zm00023ab005520,pan_gene_366,Dispensable Gene,1
Zm00023ab005540,pan_gene_367,Core Gene,1
Zm00023ab005570,pan_gene_368,Core Gene,2
Zm00023ab005600,pan_gene_369,Core Gene,1
Zm00023ab005620,pan_gene_370,Core Gene,1
Zm00023ab005630,pan_gene_371,Core Gene,1
Zm00023ab005640,pan_gene_372,Core Gene,1
Zm00023ab005650,pan_gene_373,Core Gene,1
Zm00023ab005700,pan_gene_374,Core Gene,17
Zm00023ab005940,pan_gene_377,Dispensable Gene,2
Zm00023ab005950,pan_gene_378,Core Gene,1
Zm00023ab006010,pan_gene_381,Core Gene,1
Zm00023ab006020,pan_gene_382,Core Gene,1
Zm00023ab006030,pan_gene_383,Core Gene,1
Zm00023ab006040,pan_gene_384,Core Gene,1
Zm00023ab006060,pan_gene_385,Core Gene,1
Zm00023ab006120,pan_gene_386,Core Gene,1
Zm00023ab006130,pan_gene_387,Core Gene,1
Zm00023ab006140,pan_gene_388,Core Gene,2
Zm00023ab006170,pan_gene_389,Core Gene,1
Zm00023ab006190,pan_gene_390,Core Gene,1
Zm00023ab006200,pan_gene_391,Core Gene,1
Zm00023ab006210,pan_gene_392,Core Gene,2
Zm00023ab006230,pan_gene_395,Core Gene,2
Zm00023ab006250,pan_gene_396,Core Gene,1
Zm00023ab006260,pan_gene_397,Core Gene,3
gmap_ID=chr1:18642444-18661674,pan_gene_398,Core Gene,1
Zm00023ab006310,pan_gene_399,Core Gene,1
Zm00023ab006320,pan_gene_400,Core Gene,1
Zm00023ab006330,pan_gene_401,Dispensable Gene,1
Zm00023ab006340,pan_gene_402,Core Gene,1
Zm00023ab006360,pan_gene_404,Core Gene,1
Zm00023ab006370,pan_gene_405,Dispensable Gene,1
Zm00023ab006380,pan_gene_406,Core Gene,1
Zm00023ab006390,pan_gene_407,Core Gene,1
Zm00023ab006400,pan_gene_408,Core Gene,1
Zm00023ab006410,pan_gene_409,Core Gene,1
Zm00023ab006430,pan_gene_410,Core Gene,1
Zm00023ab006440,pan_gene_411,Core Gene,1
Zm00023ab006450,pan_gene_412,Core Gene,2
Zm00023ab006470,pan_gene_413,Core Gene,1
Zm00023ab006480,pan_gene_414,Core Gene,1
Zm00023ab006490,pan_gene_415,Core Gene,1
Zm00023ab006500,pan_gene_417,Core Gene,1
Zm00023ab006510,pan_gene_418,Core Gene,1
Zm00023ab006530,pan_gene_419,Core Gene,1
Zm00023ab006550,pan_gene_420,Core Gene,1
Zm00023ab006560,pan_gene_421,Core Gene,1
gmap_ID=chr1:19522005-19522524,pan_gene_422,Core Gene,1
gmap_ID=chr1:19523884-19524458,pan_gene_423,Core Gene,1
Zm00023ab006600,pan_gene_424,Core Gene,2
Zm00023ab006620,pan_gene_425,Core Gene,1
Zm00023ab006640,pan_gene_426,Core Gene,1
Zm00023ab006660,pan_gene_427,Core Gene,1
Zm00023ab006670,pan_gene_428,Core Gene,1
Zm00023ab006680,pan_gene_429,Core Gene,1
Zm00023ab006700,pan_gene_430,Core Gene,1
Zm00023ab006710,pan_gene_431,Core Gene,1
Zm00023ab006720,pan_gene_433,Core Gene,1
Zm00023ab006730,pan_gene_434,Core Gene,1
Zm00023ab006740,pan_gene_435,Core Gene,1
Zm00023ab006750,pan_gene_436,Core Gene,1
Zm00023ab006780,pan_gene_437,Core Gene,1
Zm00023ab006790,pan_gene_438,Near-Core Gene,1
Zm00023ab006800,pan_gene_439,Core Gene,1
Zm00023ab006820,pan_gene_440,Core Gene,1
Zm00023ab006840,pan_gene_441,Core Gene,2
Zm00023ab006880,pan_gene_442,Core Gene,1
Zm00023ab006890,pan_gene_443,Core Gene,1
Zm00023ab006900,pan_gene_444,Core Gene,1
Zm00023ab006910,pan_gene_445,Core Gene,1
Zm00023ab006930,pan_gene_447,Core Gene,1
Zm00023ab006940,pan_gene_448,Core Gene,1
Zm00023ab006950,pan_gene_449,Core Gene,1
Zm00023ab006960,pan_gene_450,Core Gene,1
Zm00023ab006970,pan_gene_451,Core Gene,2
Zm00023ab006990,pan_gene_453,Core Gene,1
Zm00023ab007000,pan_gene_454,Core Gene,1
Zm00023ab007010,pan_gene_455,Core Gene,3
Zm00023ab007050,pan_gene_456,Core Gene,1
Zm00023ab007060,pan_gene_457,Core Gene,1
Zm00023ab007070,pan_gene_458,Core Gene,1
Zm00023ab007090,pan_gene_459,Core Gene,1
Zm00023ab007120,pan_gene_460,Core Gene,3
Zm00023ab007180,pan_gene_461,Core Gene,1
Zm00023ab007190,pan_gene_462,Core Gene,1
Zm00023ab007200,pan_gene_463,Dispensable Gene,1
Zm00023ab007210,pan_gene_464,Core Gene,1
Zm00023ab007220,pan_gene_465,Core Gene,1
Zm00023ab007230,pan_gene_466,Dispensable Gene,1
Zm00023ab007250,pan_gene_467,Core Gene,1
Zm00023ab007260,pan_gene_468,Near-Core Gene,1
Zm00023ab007270,pan_gene_469,Core Gene,1
Zm00023ab007280,pan_gene_471,Core Gene,1
Zm00023ab007290,pan_gene_472,Core Gene,1
Zm00023ab007330,pan_gene_473,Core Gene,1
Zm00023ab007340,pan_gene_474,Core Gene,4
Zm00023ab007350,pan_gene_475,Dispensable Gene,1
Zm00023ab007390,pan_gene_478,Core Gene,1
Zm00023ab007430,pan_gene_479,Core Gene,1
gmap_ID=chr1:22065376-22154039,pan_gene_481,Dispensable Gene,1
Zm00023ab007470,pan_gene_482,Core Gene,1
Zm00023ab007490,pan_gene_483,Core Gene,1
Zm00023ab007500,pan_gene_484,Core Gene,1
Zm00023ab007510,pan_gene_485,Core Gene,1
Zm00023ab007520,pan_gene_486,Core Gene,1
gmap_ID=chr1:22209690-22210111,pan_gene_487,Dispensable Gene,1
Zm00023ab007530,pan_gene_488,Core Gene,1
Zm00023ab007540,pan_gene_489,Core Gene,1
Zm00023ab007550,pan_gene_490,Core Gene,1
Zm00023ab007560,pan_gene_491,Core Gene,2
Zm00023ab007570,pan_gene_492,Core Gene,3
Zm00023ab007610,pan_gene_493,Core Gene,1
Zm00023ab007620,pan_gene_494,Dispensable Gene,1
Zm00023ab007630,pan_gene_495,Core Gene,1
Zm00023ab007640,pan_gene_496,Core Gene,1
Zm00023ab007650,pan_gene_497,Dispensable Gene,1
Zm00023ab007670,pan_gene_498,Core Gene,1
Zm00023ab007680,pan_gene_499,Core Gene,1
Zm00023ab007690,pan_gene_500,Core Gene,1
Zm00023ab007700,pan_gene_501,Core Gene,1
Zm00023ab007710,pan_gene_502,Core Gene,2
Zm00023ab007730,pan_gene_503,Core Gene,1
Zm00023ab007740,pan_gene_504,Core Gene,1
Zm00023ab007760,pan_gene_505,Core Gene,1
Zm00023ab007770,pan_gene_506,Dispensable Gene,1
Zm00023ab007780,pan_gene_507,Core Gene,1
Zm00023ab007790,pan_gene_508,Core Gene,1
Zm00023ab007800,pan_gene_509,Core Gene,2
Zm00023ab007850,pan_gene_511,Core Gene,1
Zm00023ab007860,pan_gene_512,Core Gene,1
Zm00023ab007880,pan_gene_513,Core Gene,1
Zm00023ab007890,pan_gene_514,Core Gene,2
Zm00023ab007910,pan_gene_515,Core Gene,1
Zm00023ab007920,pan_gene_516,Core Gene,1
Zm00023ab007930,pan_gene_518,Core Gene,2
Zm00023ab007950,pan_gene_519,Core Gene,2
Zm00023ab007970,pan_gene_520,Dispensable Gene,1
Zm00023ab007990,pan_gene_521,Core Gene,1
Zm00023ab008000,pan_gene_522,Dispensable Gene,1
Zm00023ab008030,pan_gene_523,Core Gene,1
Zm00023ab008040,pan_gene_524,Core Gene,1
Zm00023ab008050,pan_gene_525,Core Gene,1
Zm00023ab008060,pan_gene_526,Core Gene,1
Zm00023ab008070,pan_gene_527,Core Gene,1
Zm00023ab008080,pan_gene_528,Core Gene,3
Zm00023ab008120,pan_gene_529,Core Gene,1
Zm00023ab008130,pan_gene_530,Core Gene,1
Zm00023ab008140,pan_gene_531,Core Gene,1
Zm00023ab008150,pan_gene_532,Near-Core Gene,1
Zm00023ab008160,pan_gene_534,Core Gene,1
Zm00023ab008170,pan_gene_535,Dispensable Gene,1
Zm00023ab008180,pan_gene_536,Core Gene,1
Zm00023ab008200,pan_gene_537,Core Gene,1
Zm00023ab008210,pan_gene_538,Core Gene,1
Zm00023ab008220,pan_gene_539,Core Gene,1
Zm00023ab008230,pan_gene_541,Core Gene,1
Zm00023ab008280,pan_gene_542,Core Gene,1
Zm00023ab008290,pan_gene_543,Core Gene,1
Zm00023ab008300,pan_gene_545,Core Gene,1
Zm00023ab008320,pan_gene_546,Core Gene,1
gmap_ID=chr1:24790997-24791557,pan_gene_547,Core Gene,1
gmap_ID=chr1:24936049-24945623,pan_gene_548,Core Gene,1
Zm00023ab008330,pan_gene_549,Core Gene,1
Zm00023ab008350,pan_gene_550,Core Gene,1
Zm00023ab008360,pan_gene_551,Core Gene,1
Zm00023ab008400,pan_gene_553,Core Gene,1
Zm00023ab008430,pan_gene_554,Core Gene,1
Zm00023ab008440,pan_gene_555,Core Gene,1
Zm00023ab008450,pan_gene_556,Core Gene,1
Zm00023ab008470,pan_gene_557,Core Gene,1
Zm00023ab008480,pan_gene_558,Core Gene,1
Zm00023ab008490,pan_gene_559,Core Gene,1
Zm00023ab008500,pan_gene_560,Core Gene,1
Zm00023ab008510,pan_gene_561,Core Gene,1
Zm00023ab008520,pan_gene_562,Core Gene,1
Zm00023ab008530,pan_gene_565,Core Gene,1
Zm00023ab008540,pan_gene_566,Core Gene,1
Zm00023ab008550,pan_gene_567,Core Gene,9
Zm00023ab008640,pan_gene_568,Core Gene,1
Zm00023ab008650,pan_gene_569,Core Gene,1
Zm00023ab008670,pan_gene_570,Core Gene,2
Zm00023ab008680,pan_gene_571,Core Gene,1
Zm00023ab008690,pan_gene_572,Core Gene,1
Zm00023ab008710,pan_gene_575,Core Gene,1
Zm00023ab008720,pan_gene_576,Core Gene,1
gmap_ID=chr1:26265453-26265773,pan_gene_577,Core Gene,1
Zm00023ab008750,pan_gene_578,Core Gene,1
Zm00023ab008760,pan_gene_579,Core Gene,1
Zm00023ab008770,pan_gene_581,Core Gene,1
Zm00023ab008780,pan_gene_582,Core Gene,1
Zm00023ab008790,pan_gene_583,Core Gene,1
Zm00023ab008820,pan_gene_584,Core Gene,1
Zm00023ab008830,pan_gene_585,Core Gene,1
Zm00023ab008840,pan_gene_586,Core Gene,1
Zm00023ab008850,pan_gene_588,Core Gene,1
Zm00023ab008860,pan_gene_589,Core Gene,1
Zm00023ab008880,pan_gene_590,Core Gene,1
Zm00023ab008890,pan_gene_591,Core Gene,1
Zm00023ab008900,pan_gene_592,Core Gene,1
