gene,pan,class,copy
Zm00030ab001380,pan_gene_81,Core Gene,1
Zm00030ab001390,pan_gene_82,Core Gene,1
Zm00030ab001430,pan_gene_83,Core Gene,1
Zm00030ab001450,pan_gene_84,Near-Core Gene,1
gmap_ID=chr1:5835705-5836191,pan_gene_85,Dispensable Gene,1
Zm00030ab001460,pan_gene_86,Core Gene,1
Zm00030ab001470,pan_gene_87,Core Gene,1
Zm00030ab001480,pan_gene_88,Core Gene,1
Zm00030ab001490,pan_gene_89,Core Gene,1
Zm00030ab001500,pan_gene_90,Core Gene,1
Zm00030ab001510,pan_gene_91,Core Gene,1
Zm00030ab001520,pan_gene_92,Core Gene,1
Zm00030ab001530,pan_gene_93,Core Gene,1
Zm00030ab001540,pan_gene_94,Core Gene,1
Zm00030ab001550,pan_gene_95,Core Gene,1
Zm00030ab001560,pan_gene_96,Core Gene,1
gmap_ID=chr1:6030470-6030805,pan_gene_97,Near-Core Gene,1
Zm00030ab001570,pan_gene_98,Core Gene,1
Zm00030ab001580,pan_gene_99,Dispensable Gene,1
Zm00030ab001590,pan_gene_100,Core Gene,1
Zm00030ab001600,pan_gene_101,Core Gene,1
Zm00030ab001610,pan_gene_102,Core Gene,1
Zm00030ab001620,pan_gene_103,Core Gene,1
Zm00030ab001630,pan_gene_108,Core Gene,2
Zm00030ab001660,pan_gene_109,Core Gene,2
Zm00030ab001690,pan_gene_110,Core Gene,1
Zm00030ab001710,pan_gene_113,Core Gene,1
Zm00030ab001730,pan_gene_114,Core Gene,1
Zm00030ab001740,pan_gene_115,Core Gene,1
Zm00030ab001750,pan_gene_116,Core Gene,1
Zm00030ab001790,pan_gene_117,Core Gene,1
Zm00030ab001810,pan_gene_118,Core Gene,1
Zm00030ab001800,pan_gene_119,Core Gene,1
Zm00030ab001850,pan_gene_120,Core Gene,1
Zm00030ab001860,pan_gene_121,Near-Core Gene,1
Zm00030ab001870,pan_gene_122,Core Gene,1
Zm00030ab001880,pan_gene_123,Core Gene,1
Zm00030ab001890,pan_gene_124,Core Gene,2
Zm00030ab001910,pan_gene_125,Core Gene,2
Zm00030ab001930,pan_gene_126,Dispensable Gene,1
Zm00030ab001940,pan_gene_127,Core Gene,1
Zm00030ab001950,pan_gene_128,Core Gene,1
Zm00030ab001960,pan_gene_129,Dispensable Gene,1
Zm00030ab001970,pan_gene_130,Core Gene,1
Zm00030ab001990,pan_gene_131,Core Gene,1
Zm00030ab002000,pan_gene_132,Core Gene,1
Zm00030ab002010,pan_gene_133,Core Gene,1
Zm00030ab002030,pan_gene_134,Core Gene,1
Zm00030ab002040,pan_gene_135,Core Gene,1
Zm00030ab002050,pan_gene_136,Core Gene,1
Zm00030ab002060,pan_gene_137,Core Gene,1
Zm00030ab002070,pan_gene_138,Core Gene,1
Zm00030ab002090,pan_gene_139,Core Gene,1
Zm00030ab002110,pan_gene_140,Near-Core Gene,1
Zm00030ab002120,pan_gene_141,Core Gene,1
Zm00030ab002130,pan_gene_142,Core Gene,1
Zm00030ab002160,pan_gene_143,Core Gene,1
Zm00030ab002170,pan_gene_146,Core Gene,1
Zm00030ab002180,pan_gene_147,Core Gene,1
Zm00030ab002190,pan_gene_148,Core Gene,1
Zm00030ab002200,pan_gene_149,Core Gene,1
Zm00030ab002220,pan_gene_150,Core Gene,1
Zm00030ab002240,pan_gene_151,Core Gene,1
Zm00030ab002250,pan_gene_152,Core Gene,1
Zm00030ab002260,pan_gene_153,Core Gene,1
Zm00030ab002270,pan_gene_154,Core Gene,1
Zm00030ab002290,pan_gene_155,Core Gene,2
Zm00030ab002310,pan_gene_156,Core Gene,1
Zm00030ab002330,pan_gene_157,Core Gene,1
Zm00030ab002340,pan_gene_158,Core Gene,1
Zm00030ab002350,pan_gene_159,Core Gene,1
Zm00030ab002360,pan_gene_160,Core Gene,1
Zm00030ab002370,pan_gene_161,Core Gene,1
Zm00030ab002380,pan_gene_162,Core Gene,1
Zm00030ab002390,pan_gene_163,Core Gene,1
Zm00030ab002400,pan_gene_164,Core Gene,1
Zm00030ab002410,pan_gene_165,Core Gene,1
Zm00030ab002420,pan_gene_166,Core Gene,1
Zm00030ab002430,pan_gene_168,Core Gene,1
Zm00030ab002440,pan_gene_169,Core Gene,1
gmap_ID=chr1:8219835-8220246,pan_gene_170,Core Gene,1
Zm00030ab002450,pan_gene_171,Core Gene,2
Zm00030ab002470,pan_gene_172,Core Gene,2
Zm00030ab002490,pan_gene_173,Dispensable Gene,1
Zm00030ab002530,pan_gene_174,Core Gene,1
Zm00030ab002540,pan_gene_175,Core Gene,1
Zm00030ab002550,pan_gene_176,Core Gene,1
Zm00030ab002560,pan_gene_177,Core Gene,1
Zm00030ab002570,pan_gene_179,Core Gene,1
Zm00030ab002580,pan_gene_180,Core Gene,1
Zm00030ab002590,pan_gene_181,Core Gene,1
Zm00030ab002610,pan_gene_182,Core Gene,1
Zm00030ab002660,pan_gene_183,Core Gene,1
gmap_ID=chr1:8596360-8596704,pan_gene_184,Near-Core Gene,1
Zm00030ab002670,pan_gene_185,Core Gene,1
Zm00030ab002680,pan_gene_186,Core Gene,1
Zm00030ab002700,pan_gene_187,Core Gene,2
Zm00030ab002720,pan_gene_188,Core Gene,1
Zm00030ab002730,pan_gene_189,Core Gene,1
Zm00030ab002740,pan_gene_191,Core Gene,2
gmap_ID=chr1:8869624-8869981,pan_gene_192,Near-Core Gene,1
Zm00030ab002780,pan_gene_193,Near-Core Gene,1
Zm00030ab002790,pan_gene_194,Core Gene,1
Zm00030ab002800,pan_gene_195,Core Gene,1
Zm00030ab002810,pan_gene_196,Core Gene,1
Zm00030ab002820,pan_gene_197,Core Gene,1
Zm00030ab002830,pan_gene_198,Core Gene,1
Zm00030ab002850,pan_gene_199,Core Gene,2
Zm00030ab002870,pan_gene_200,Core Gene,1
Zm00030ab002880,pan_gene_201,Core Gene,1
Zm00030ab002890,pan_gene_202,Core Gene,1
Zm00030ab002900,pan_gene_203,Core Gene,1
Zm00030ab002910,pan_gene_204,Core Gene,1
Zm00030ab002950,pan_gene_205,Core Gene,1
Zm00030ab002970,pan_gene_206,Core Gene,1
Zm00030ab002980,pan_gene_207,Core Gene,1
Zm00030ab002990,pan_gene_208,Core Gene,1
Zm00030ab003000,pan_gene_209,Core Gene,1
Zm00030ab003010,pan_gene_210,Core Gene,1
Zm00030ab003020,pan_gene_211,Core Gene,2
Zm00030ab003040,pan_gene_212,Core Gene,1
Zm00030ab003060,pan_gene_214,Core Gene,1
Zm00030ab003070,pan_gene_215,Core Gene,1
Zm00030ab003080,pan_gene_216,Core Gene,1
Zm00030ab003090,pan_gene_217,Core Gene,3
Zm00030ab003120,pan_gene_218,Core Gene,1
Zm00030ab003130,pan_gene_219,Dispensable Gene,1
Zm00030ab003150,pan_gene_220,Core Gene,1
Zm00030ab003170,pan_gene_222,Core Gene,3
Zm00030ab003190,pan_gene_223,Core Gene,1
Zm00030ab003200,pan_gene_224,Core Gene,1
Zm00030ab003210,pan_gene_225,Near-Core Gene,1
Zm00030ab003230,pan_gene_226,Core Gene,1
Zm00030ab003240,pan_gene_227,Core Gene,1
Zm00030ab003250,pan_gene_228,Core Gene,1
Zm00030ab003260,pan_gene_229,Dispensable Gene,1
Zm00030ab003290,pan_gene_230,Core Gene,1
Zm00030ab003300,pan_gene_231,Core Gene,1
Zm00030ab003310,pan_gene_232,Core Gene,1
Zm00030ab003330,pan_gene_233,Core Gene,1
Zm00030ab003360,pan_gene_234,Core Gene,1
Zm00030ab003370,pan_gene_238,Core Gene,3
Zm00030ab003400,pan_gene_239,Core Gene,1
Zm00030ab003590,pan_gene_240,Core Gene,1
Zm00030ab003600,pan_gene_241,Core Gene,1
Zm00030ab003610,pan_gene_242,Core Gene,1
Zm00030ab003630,pan_gene_244,Core Gene,1
Zm00030ab003690,pan_gene_245,Core Gene,1
Zm00030ab003710,pan_gene_246,Core Gene,1
Zm00030ab003730,pan_gene_247,Core Gene,1
Zm00030ab003740,pan_gene_248,Core Gene,1
Zm00030ab003760,pan_gene_250,Core Gene,1
Zm00030ab003770,pan_gene_251,Core Gene,1
Zm00030ab003780,pan_gene_252,Core Gene,1
Zm00030ab003790,pan_gene_253,Core Gene,2
Zm00030ab003840,pan_gene_254,Near-Core Gene,1
Zm00030ab003910,pan_gene_256,Core Gene,1
Zm00030ab003920,pan_gene_257,Core Gene,1
Zm00030ab003930,pan_gene_258,Core Gene,1
Zm00030ab003940,pan_gene_259,Core Gene,1
Zm00030ab003950,pan_gene_260,Dispensable Gene,1
Zm00030ab003960,pan_gene_261,Dispensable Gene,1
Zm00030ab003970,pan_gene_262,Core Gene,1
Zm00030ab003990,pan_gene_263,Near-Core Gene,1
Zm00030ab004000,pan_gene_264,Core Gene,1
Zm00030ab004010,pan_gene_265,Core Gene,1
Zm00030ab004020,pan_gene_266,Core Gene,1
Zm00030ab004030,pan_gene_267,Core Gene,1
Zm00030ab004040,pan_gene_268,Core Gene,1
Zm00030ab004050,pan_gene_269,Core Gene,1
Zm00030ab004060,pan_gene_270,Core Gene,1
Zm00030ab004070,pan_gene_271,Core Gene,1
gmap_ID=chr1:12517926-12544501,pan_gene_272,Dispensable Gene,1
Zm00030ab004080,pan_gene_273,Core Gene,1
Zm00030ab004090,pan_gene_274,Core Gene,2
Zm00030ab004120,pan_gene_277,Core Gene,1
Zm00030ab004130,pan_gene_278,Core Gene,1
Zm00030ab004140,pan_gene_279,Core Gene,5
Zm00030ab004220,pan_gene_280,Core Gene,1
Zm00030ab004230,pan_gene_281,Core Gene,1
Zm00030ab004260,pan_gene_282,Core Gene,1
Zm00030ab004270,pan_gene_283,Core Gene,1
Zm00030ab004280,pan_gene_284,Core Gene,1
Zm00030ab004290,pan_gene_287,Core Gene,2
Zm00030ab004320,pan_gene_289,Core Gene,1
Zm00030ab004330,pan_gene_290,Core Gene,1
Zm00030ab004350,pan_gene_292,Core Gene,1
Zm00030ab004370,pan_gene_293,Dispensable Gene,1
Zm00030ab004390,pan_gene_294,Core Gene,1
Zm00030ab004410,pan_gene_296,Core Gene,1
Zm00030ab004420,pan_gene_297,Core Gene,1
Zm00030ab004430,pan_gene_298,Core Gene,1
Zm00030ab004440,pan_gene_299,Core Gene,1
Zm00030ab004450,pan_gene_300,Core Gene,1
Zm00030ab004460,pan_gene_301,Core Gene,1
Zm00030ab004470,pan_gene_302,Core Gene,1
Zm00030ab004480,pan_gene_303,Core Gene,1
Zm00030ab004490,pan_gene_304,Core Gene,2
Zm00030ab004510,pan_gene_305,Core Gene,1
Zm00030ab004520,pan_gene_307,Core Gene,1
Zm00030ab004530,pan_gene_308,Core Gene,1
Zm00030ab004540,pan_gene_309,Core Gene,4
Zm00030ab004590,pan_gene_310,Core Gene,1
Zm00030ab004600,pan_gene_311,Core Gene,1
Zm00030ab004610,pan_gene_313,Core Gene,1
Zm00030ab004620,pan_gene_314,Near-Core Gene,1
Zm00030ab004630,pan_gene_317,Core Gene,1
Zm00030ab004640,pan_gene_318,Core Gene,2
Zm00030ab004660,pan_gene_319,Core Gene,1
gmap_ID=chr1:14150469-14150654,pan_gene_320,Dispensable Gene,1
Zm00030ab004680,pan_gene_321,Core Gene,2
Zm00030ab004690,pan_gene_322,Core Gene,1
Zm00030ab004700,pan_gene_323,Core Gene,1
Zm00030ab004710,pan_gene_324,Core Gene,1
Zm00030ab004720,pan_gene_325,Core Gene,1
Zm00030ab004730,pan_gene_326,Core Gene,1
Zm00030ab004740,pan_gene_327,Core Gene,1
Zm00030ab004750,pan_gene_328,Dispensable Gene,1
gmap_ID=chr1:14626405-14641158,pan_gene_329,Dispensable Gene,1
Zm00030ab004760,pan_gene_330,Core Gene,1
Zm00030ab004770,pan_gene_331,Core Gene,1
Zm00030ab004780,pan_gene_332,Core Gene,2
Zm00030ab004800,pan_gene_333,Core Gene,1
gmap_ID=chr1:14957699-14958241,pan_gene_334,Core Gene,1
Zm00030ab004810,pan_gene_335,Core Gene,1
Zm00030ab004820,pan_gene_336,Core Gene,1
Zm00030ab004830,pan_gene_338,Core Gene,2
Zm00030ab004870,pan_gene_340,Core Gene,1
Zm00030ab004900,pan_gene_341,Core Gene,1
Zm00030ab004910,pan_gene_342,Core Gene,1
Zm00030ab004920,pan_gene_343,Core Gene,1
Zm00030ab004930,pan_gene_344,Core Gene,1
Zm00030ab004940,pan_gene_345,Core Gene,1
Zm00030ab004950,pan_gene_346,Core Gene,1
Zm00030ab004990,pan_gene_347,Core Gene,1
Zm00030ab005010,pan_gene_348,Core Gene,1
Zm00030ab005020,pan_gene_349,Core Gene,1
Zm00030ab005030,pan_gene_350,Core Gene,1
Zm00030ab005040,pan_gene_351,Core Gene,1
Zm00030ab005050,pan_gene_353,Core Gene,1
Zm00030ab005060,pan_gene_354,Core Gene,1
Zm00030ab005070,pan_gene_355,Core Gene,2
Zm00030ab005090,pan_gene_356,Core Gene,1
Zm00030ab005100,pan_gene_357,Core Gene,1
Zm00030ab005120,pan_gene_358,Core Gene,1
Zm00030ab005130,pan_gene_361,Core Gene,1
gmap_ID=chr1:15749274-15749717,pan_gene_362,Dispensable Gene,1
gmap_ID=chr1:15761919-15762413,pan_gene_363,Core Gene,1
Zm00030ab005160,pan_gene_364,Core Gene,1
Zm00030ab005170,pan_gene_365,Core Gene,1
Zm00030ab005180,pan_gene_367,Core Gene,1
Zm00030ab005200,pan_gene_368,Core Gene,1
Zm00030ab005220,pan_gene_369,Core Gene,1
Zm00030ab005250,pan_gene_370,Core Gene,1
Zm00030ab005260,pan_gene_371,Core Gene,1
Zm00030ab005270,pan_gene_372,Core Gene,1
Zm00030ab005280,pan_gene_373,Core Gene,1
Zm00030ab005290,pan_gene_374,Core Gene,12
Zm00030ab005400,pan_gene_377,Dispensable Gene,1
Zm00030ab005410,pan_gene_378,Core Gene,1
Zm00030ab005440,pan_gene_381,Core Gene,1
Zm00030ab005460,pan_gene_382,Core Gene,1
Zm00030ab005470,pan_gene_383,Core Gene,1
Zm00030ab005480,pan_gene_384,Core Gene,1
Zm00030ab005490,pan_gene_385,Core Gene,1
Zm00030ab005500,pan_gene_386,Core Gene,1
Zm00030ab005520,pan_gene_387,Core Gene,1
Zm00030ab005530,pan_gene_388,Core Gene,1
Zm00030ab005540,pan_gene_389,Core Gene,1
Zm00030ab005550,pan_gene_390,Core Gene,1
Zm00030ab005600,pan_gene_391,Core Gene,1
Zm00030ab005610,pan_gene_392,Core Gene,2
Zm00030ab005630,pan_gene_395,Core Gene,2
Zm00030ab005650,pan_gene_396,Core Gene,2
Zm00030ab005670,pan_gene_397,Core Gene,3
Zm00030ab005700,pan_gene_398,Core Gene,1
Zm00030ab005730,pan_gene_399,Core Gene,1
Zm00030ab005740,pan_gene_400,Core Gene,1
Zm00030ab005750,pan_gene_402,Core Gene,1
Zm00030ab005770,pan_gene_404,Core Gene,1
gmap_ID=chr1:17646834-17648161,pan_gene_405,Dispensable Gene,1
Zm00030ab005780,pan_gene_406,Core Gene,1
Zm00030ab005790,pan_gene_407,Core Gene,1
Zm00030ab005800,pan_gene_408,Core Gene,1
Zm00030ab005810,pan_gene_409,Core Gene,1
Zm00030ab005820,pan_gene_410,Core Gene,1
Zm00030ab005830,pan_gene_411,Core Gene,1
Zm00030ab005840,pan_gene_412,Core Gene,2
Zm00030ab005860,pan_gene_413,Core Gene,1
Zm00030ab005870,pan_gene_414,Core Gene,1
Zm00030ab005880,pan_gene_415,Core Gene,1
Zm00030ab005890,pan_gene_417,Core Gene,1
Zm00030ab005900,pan_gene_418,Core Gene,1
Zm00030ab005910,pan_gene_419,Core Gene,1
Zm00030ab005930,pan_gene_420,Core Gene,1
Zm00030ab005940,pan_gene_421,Core Gene,1
gmap_ID=chr1:18399451-18399970,pan_gene_422,Core Gene,1
Zm00030ab005960,pan_gene_423,Core Gene,1
Zm00030ab005970,pan_gene_424,Core Gene,2
Zm00030ab005980,pan_gene_425,Core Gene,1
Zm00030ab006030,pan_gene_426,Core Gene,1
Zm00030ab006050,pan_gene_427,Core Gene,1
Zm00030ab006060,pan_gene_428,Core Gene,1
Zm00030ab006070,pan_gene_429,Core Gene,1
Zm00030ab006080,pan_gene_430,Core Gene,1
Zm00030ab006090,pan_gene_431,Core Gene,1
Zm00030ab006110,pan_gene_433,Core Gene,1
Zm00030ab006120,pan_gene_434,Core Gene,1
Zm00030ab006130,pan_gene_435,Core Gene,1
Zm00030ab006140,pan_gene_436,Core Gene,1
Zm00030ab006150,pan_gene_437,Core Gene,1
Zm00030ab006160,pan_gene_438,Near-Core Gene,1
Zm00030ab006170,pan_gene_439,Core Gene,1
Zm00030ab006180,pan_gene_440,Core Gene,1
Zm00030ab006190,pan_gene_441,Core Gene,1
Zm00030ab006210,pan_gene_442,Core Gene,1
Zm00030ab006220,pan_gene_443,Core Gene,1
Zm00030ab006230,pan_gene_444,Core Gene,1
Zm00030ab006240,pan_gene_445,Core Gene,1
Zm00030ab006260,pan_gene_447,Core Gene,1
Zm00030ab006270,pan_gene_448,Core Gene,1
Zm00030ab006280,pan_gene_449,Core Gene,1
Zm00030ab006290,pan_gene_450,Core Gene,1
Zm00030ab006300,pan_gene_451,Core Gene,2
Zm00030ab006320,pan_gene_453,Core Gene,1
Zm00030ab006340,pan_gene_454,Core Gene,1
Zm00030ab006360,pan_gene_455,Core Gene,1
Zm00030ab006370,pan_gene_456,Core Gene,1
Zm00030ab006380,pan_gene_457,Core Gene,1
Zm00030ab006390,pan_gene_458,Core Gene,1
Zm00030ab006400,pan_gene_459,Core Gene,1
Zm00030ab006430,pan_gene_460,Core Gene,3
Zm00030ab006470,pan_gene_461,Core Gene,1
Zm00030ab006480,pan_gene_462,Core Gene,1
Zm00030ab006490,pan_gene_463,Dispensable Gene,1
Zm00030ab006500,pan_gene_464,Core Gene,1
Zm00030ab006510,pan_gene_465,Core Gene,1
gmap_ID=chr1:20537906-20539554,pan_gene_466,Dispensable Gene,1
Zm00030ab006520,pan_gene_467,Core Gene,1
Zm00030ab006530,pan_gene_468,Near-Core Gene,1
Zm00030ab006540,pan_gene_469,Core Gene,1
Zm00030ab006550,pan_gene_471,Core Gene,1
Zm00030ab006560,pan_gene_472,Core Gene,1
Zm00030ab006570,pan_gene_473,Core Gene,1
Zm00030ab006580,pan_gene_474,Core Gene,4
gmap_ID=chr1:20952626-20956711,pan_gene_475,Dispensable Gene,1
Zm00030ab006650,pan_gene_478,Core Gene,1
Zm00030ab006670,pan_gene_479,Core Gene,1
Zm00030ab006690,pan_gene_480,Dispensable Gene,1
Zm00030ab006700,pan_gene_481,Dispensable Gene,1
Zm00030ab006710,pan_gene_482,Core Gene,1
Zm00030ab006720,pan_gene_483,Core Gene,1
Zm00030ab006740,pan_gene_484,Core Gene,2
Zm00030ab006750,pan_gene_485,Core Gene,1
Zm00030ab006760,pan_gene_486,Core Gene,1
Zm00030ab006770,pan_gene_488,Core Gene,1
Zm00030ab006800,pan_gene_489,Core Gene,1
Zm00030ab006810,pan_gene_490,Core Gene,1
Zm00030ab006820,pan_gene_491,Core Gene,2
Zm00030ab006830,pan_gene_492,Core Gene,2
Zm00030ab006880,pan_gene_493,Core Gene,1
Zm00030ab006890,pan_gene_494,Dispensable Gene,1
Zm00030ab006900,pan_gene_495,Core Gene,1
Zm00030ab006910,pan_gene_496,Core Gene,1
Zm00030ab006920,pan_gene_497,Dispensable Gene,1
Zm00030ab006930,pan_gene_498,Core Gene,1
Zm00030ab006940,pan_gene_499,Core Gene,1
Zm00030ab006960,pan_gene_500,Core Gene,1
Zm00030ab006970,pan_gene_501,Core Gene,1
Zm00030ab006980,pan_gene_502,Core Gene,2
Zm00030ab007000,pan_gene_503,Core Gene,1
Zm00030ab007010,pan_gene_504,Core Gene,1
Zm00030ab007020,pan_gene_505,Core Gene,1
Zm00030ab007030,pan_gene_506,Dispensable Gene,1
Zm00030ab007040,pan_gene_507,Core Gene,1
Zm00030ab007050,pan_gene_508,Core Gene,1
Zm00030ab007060,pan_gene_509,Core Gene,2
Zm00030ab007090,pan_gene_511,Core Gene,1
Zm00030ab007100,pan_gene_512,Core Gene,1
Zm00030ab007120,pan_gene_513,Core Gene,1
Zm00030ab007140,pan_gene_514,Core Gene,1
Zm00030ab007150,pan_gene_515,Core Gene,1
Zm00030ab007170,pan_gene_516,Core Gene,1
Zm00030ab007210,pan_gene_518,Core Gene,1
Zm00030ab007220,pan_gene_519,Core Gene,2
Zm00030ab007240,pan_gene_520,Dispensable Gene,1
Zm00030ab007260,pan_gene_521,Core Gene,1
gmap_ID=chr1:23088986-23097716,pan_gene_522,Dispensable Gene,1
Zm00030ab007280,pan_gene_523,Core Gene,1
Zm00030ab007300,pan_gene_524,Core Gene,1
Zm00030ab007310,pan_gene_525,Core Gene,1
Zm00030ab007320,pan_gene_526,Core Gene,1
Zm00030ab007330,pan_gene_527,Core Gene,1
Zm00030ab007340,pan_gene_528,Core Gene,1
Zm00030ab007350,pan_gene_529,Core Gene,1
Zm00030ab007360,pan_gene_530,Core Gene,1
Zm00030ab007370,pan_gene_531,Core Gene,1
Zm00030ab007380,pan_gene_532,Near-Core Gene,1
gmap_ID=chr1:23412815-23413475,pan_gene_533,Dispensable Gene,1
Zm00030ab007400,pan_gene_534,Core Gene,1
Zm00030ab007410,pan_gene_535,Dispensable Gene,1
Zm00030ab007420,pan_gene_536,Core Gene,1
Zm00030ab007430,pan_gene_537,Core Gene,1
Zm00030ab007440,pan_gene_538,Core Gene,1
Zm00030ab007450,pan_gene_539,Core Gene,1
Zm00030ab007460,pan_gene_541,Core Gene,1
Zm00030ab007500,pan_gene_542,Core Gene,1
Zm00030ab007510,pan_gene_543,Core Gene,1
Zm00030ab007520,pan_gene_545,Core Gene,1
Zm00030ab007530,pan_gene_546,Core Gene,1
gmap_ID=chr1:23920770-23921330,pan_gene_547,Core Gene,1
gmap_ID=chr1:24076484-24086056,pan_gene_548,Core Gene,1
Zm00030ab007540,pan_gene_549,Core Gene,1
Zm00030ab007570,pan_gene_550,Core Gene,1
Zm00030ab007580,pan_gene_551,Core Gene,1
Zm00030ab007630,pan_gene_553,Core Gene,1
Zm00030ab007660,pan_gene_554,Core Gene,1
Zm00030ab007670,pan_gene_555,Core Gene,1
Zm00030ab007680,pan_gene_556,Core Gene,1
Zm00030ab007710,pan_gene_557,Core Gene,1
Zm00030ab007720,pan_gene_558,Core Gene,1
Zm00030ab007730,pan_gene_559,Core Gene,1
Zm00030ab007740,pan_gene_560,Core Gene,1
Zm00030ab007750,pan_gene_561,Core Gene,1
Zm00030ab007760,pan_gene_562,Core Gene,1
Zm00030ab007790,pan_gene_565,Core Gene,1
Zm00030ab007800,pan_gene_566,Core Gene,1
Zm00030ab007810,pan_gene_567,Core Gene,8
Zm00030ab007890,pan_gene_568,Core Gene,1
Zm00030ab007900,pan_gene_569,Core Gene,1
Zm00030ab007920,pan_gene_570,Core Gene,1
Zm00030ab007940,pan_gene_571,Core Gene,1
Zm00030ab007950,pan_gene_572,Core Gene,1
Zm00030ab007970,pan_gene_575,Core Gene,1
Zm00030ab007980,pan_gene_576,Core Gene,1
gmap_ID=chr1:25407712-25408032,pan_gene_577,Core Gene,1
Zm00030ab008030,pan_gene_578,Core Gene,1
Zm00030ab008040,pan_gene_579,Core Gene,1
Zm00030ab008050,pan_gene_581,Core Gene,1
Zm00030ab008060,pan_gene_582,Core Gene,1
Zm00030ab008070,pan_gene_583,Core Gene,1
Zm00030ab008090,pan_gene_584,Core Gene,1
Zm00030ab008100,pan_gene_585,Core Gene,1
Zm00030ab008110,pan_gene_586,Core Gene,1
Zm00030ab008120,pan_gene_588,Core Gene,1
Zm00030ab008140,pan_gene_589,Core Gene,1
Zm00030ab008150,pan_gene_590,Core Gene,1
Zm00030ab008160,pan_gene_591,Core Gene,1
