gene,pan,class,copy
Zm00033ab001810,pan_gene_124,Core Gene,1
Zm00033ab001820,pan_gene_125,Core Gene,1
Zm00033ab001840,pan_gene_126,Dispensable Gene,1
Zm00033ab001850,pan_gene_127,Core Gene,1
Zm00033ab001860,pan_gene_128,Core Gene,1
Zm00033ab001880,pan_gene_130,Core Gene,1
Zm00033ab001890,pan_gene_131,Core Gene,1
Zm00033ab001900,pan_gene_132,Core Gene,1
Zm00033ab001930,pan_gene_133,Core Gene,1
Zm00033ab001950,pan_gene_134,Core Gene,1
Zm00033ab001970,pan_gene_135,Core Gene,1
Zm00033ab001980,pan_gene_136,Core Gene,1
Zm00033ab001990,pan_gene_137,Core Gene,1
Zm00033ab002010,pan_gene_138,Core Gene,1
Zm00033ab002020,pan_gene_139,Core Gene,1
gmap_ID=chr1:5653759-5662969,pan_gene_140,Near-Core Gene,1
Zm00033ab002050,pan_gene_141,Core Gene,1
Zm00033ab002070,pan_gene_142,Core Gene,1
Zm00033ab002080,pan_gene_143,Core Gene,1
Zm00033ab002100,pan_gene_146,Core Gene,1
Zm00033ab002110,pan_gene_147,Core Gene,1
Zm00033ab002130,pan_gene_148,Core Gene,1
Zm00033ab002140,pan_gene_149,Core Gene,1
Zm00033ab002180,pan_gene_150,Core Gene,1
Zm00033ab002190,pan_gene_151,Core Gene,1
Zm00033ab002200,pan_gene_152,Core Gene,1
Zm00033ab002210,pan_gene_153,Core Gene,1
Zm00033ab002230,pan_gene_154,Core Gene,1
Zm00033ab002240,pan_gene_155,Core Gene,2
Zm00033ab002270,pan_gene_156,Core Gene,1
Zm00033ab002290,pan_gene_157,Core Gene,1
Zm00033ab002300,pan_gene_158,Core Gene,1
Zm00033ab002320,pan_gene_159,Core Gene,1
Zm00033ab002330,pan_gene_160,Core Gene,1
Zm00033ab002340,pan_gene_161,Core Gene,1
Zm00033ab002360,pan_gene_162,Core Gene,1
Zm00033ab002370,pan_gene_163,Core Gene,1
Zm00033ab002390,pan_gene_164,Core Gene,1
Zm00033ab002400,pan_gene_165,Core Gene,1
Zm00033ab002420,pan_gene_166,Core Gene,1
Zm00033ab002430,pan_gene_167,Dispensable Gene,1
Zm00033ab002440,pan_gene_168,Core Gene,1
Zm00033ab002450,pan_gene_169,Core Gene,1
gmap_ID=chr1:6735227-6735652,pan_gene_170,Core Gene,1
Zm00033ab002460,pan_gene_171,Core Gene,1
Zm00033ab002470,pan_gene_172,Core Gene,1
Zm00033ab002500,pan_gene_173,Dispensable Gene,1
Zm00033ab002520,pan_gene_174,Core Gene,1
Zm00033ab002530,pan_gene_175,Core Gene,1
Zm00033ab002540,pan_gene_176,Core Gene,1
Zm00033ab002550,pan_gene_177,Core Gene,1
Zm00033ab002560,pan_gene_179,Core Gene,1
Zm00033ab002570,pan_gene_180,Core Gene,1
Zm00033ab002580,pan_gene_181,Core Gene,1
Zm00033ab002590,pan_gene_182,Core Gene,1
Zm00033ab002610,pan_gene_183,Core Gene,1
gmap_ID=chr1:7183452-7183813,pan_gene_184,Near-Core Gene,1
Zm00033ab002620,pan_gene_185,Core Gene,1
Zm00033ab002630,pan_gene_186,Core Gene,1
Zm00033ab002650,pan_gene_187,Core Gene,1
Zm00033ab002660,pan_gene_188,Core Gene,1
Zm00033ab002690,pan_gene_189,Core Gene,1
Zm00033ab002700,pan_gene_191,Core Gene,1
Zm00033ab002710,pan_gene_192,Near-Core Gene,1
Zm00033ab002730,pan_gene_193,Near-Core Gene,1
Zm00033ab002740,pan_gene_194,Core Gene,1
Zm00033ab002750,pan_gene_195,Core Gene,1
Zm00033ab002760,pan_gene_196,Core Gene,1
Zm00033ab002770,pan_gene_197,Core Gene,1
Zm00033ab002780,pan_gene_198,Core Gene,1
Zm00033ab002790,pan_gene_199,Core Gene,2
Zm00033ab002810,pan_gene_200,Core Gene,1
Zm00033ab002820,pan_gene_201,Core Gene,1
Zm00033ab002830,pan_gene_202,Core Gene,1
Zm00033ab002840,pan_gene_203,Core Gene,1
Zm00033ab002860,pan_gene_204,Core Gene,1
Zm00033ab002870,pan_gene_205,Core Gene,1
Zm00033ab002890,pan_gene_206,Core Gene,2
Zm00033ab002910,pan_gene_207,Core Gene,1
Zm00033ab002930,pan_gene_208,Core Gene,2
Zm00033ab002980,pan_gene_209,Core Gene,1
Zm00033ab003000,pan_gene_210,Core Gene,1
Zm00033ab003010,pan_gene_211,Core Gene,1
Zm00033ab003030,pan_gene_212,Core Gene,1
Zm00033ab003040,pan_gene_214,Core Gene,1
Zm00033ab003050,pan_gene_215,Core Gene,1
Zm00033ab003060,pan_gene_216,Core Gene,1
Zm00033ab003070,pan_gene_217,Core Gene,4
Zm00033ab003110,pan_gene_218,Core Gene,1
Zm00033ab003120,pan_gene_219,Dispensable Gene,1
Zm00033ab003130,pan_gene_220,Core Gene,1
Zm00033ab003150,pan_gene_222,Core Gene,3
Zm00033ab003170,pan_gene_223,Core Gene,1
Zm00033ab003180,pan_gene_224,Core Gene,1
Zm00033ab003190,pan_gene_225,Near-Core Gene,1
Zm00033ab003240,pan_gene_226,Core Gene,1
Zm00033ab003250,pan_gene_227,Core Gene,1
Zm00033ab003260,pan_gene_228,Core Gene,1
gmap_ID=chr1:8983998-8988776,pan_gene_229,Dispensable Gene,1
Zm00033ab003320,pan_gene_230,Core Gene,1
Zm00033ab003330,pan_gene_231,Core Gene,1
Zm00033ab003340,pan_gene_232,Core Gene,1
Zm00033ab003380,pan_gene_233,Core Gene,1
Zm00033ab003390,pan_gene_234,Core Gene,1
Zm00033ab003400,pan_gene_238,Core Gene,3
Zm00033ab003430,pan_gene_239,Core Gene,1
Zm00033ab003600,pan_gene_240,Core Gene,2
Zm00033ab003620,pan_gene_241,Core Gene,1
Zm00033ab003630,pan_gene_242,Core Gene,1
Zm00033ab003650,pan_gene_244,Core Gene,1
Zm00033ab003680,pan_gene_245,Core Gene,1
Zm00033ab003690,pan_gene_246,Core Gene,2
Zm00033ab003710,pan_gene_247,Core Gene,1
Zm00033ab003720,pan_gene_248,Core Gene,1
Zm00033ab003730,pan_gene_250,Core Gene,2
Zm00033ab003750,pan_gene_251,Core Gene,1
Zm00033ab003760,pan_gene_252,Core Gene,1
Zm00033ab003770,pan_gene_253,Core Gene,2
Zm00033ab003820,pan_gene_254,Near-Core Gene,1
Zm00033ab003860,pan_gene_256,Core Gene,1
Zm00033ab003870,pan_gene_257,Core Gene,1
Zm00033ab003880,pan_gene_258,Core Gene,1
Zm00033ab003890,pan_gene_259,Core Gene,1
Zm00033ab003900,pan_gene_262,Core Gene,1
Zm00033ab003920,pan_gene_263,Near-Core Gene,1
Zm00033ab003930,pan_gene_264,Core Gene,1
Zm00033ab003960,pan_gene_265,Core Gene,1
Zm00033ab003970,pan_gene_266,Core Gene,1
Zm00033ab003980,pan_gene_267,Core Gene,1
Zm00033ab003990,pan_gene_268,Core Gene,1
Zm00033ab004000,pan_gene_269,Core Gene,1
Zm00033ab004010,pan_gene_270,Core Gene,1
Zm00033ab004020,pan_gene_271,Core Gene,1
gmap_ID=chr1:10885167-10990846,pan_gene_272,Dispensable Gene,1
Zm00033ab004040,pan_gene_273,Core Gene,1
Zm00033ab004050,pan_gene_274,Core Gene,1
gmap_ID=chr1:11062139-11062501,pan_gene_275,Dispensable Gene,1
Zm00033ab004060,pan_gene_276,Dispensable Gene,1
Zm00033ab004080,pan_gene_277,Core Gene,1
Zm00033ab004090,pan_gene_278,Core Gene,1
Zm00033ab004100,pan_gene_279,Core Gene,5
Zm00033ab004160,pan_gene_280,Core Gene,1
Zm00033ab004170,pan_gene_281,Core Gene,1
Zm00033ab004190,pan_gene_282,Core Gene,1
Zm00033ab004210,pan_gene_283,Core Gene,1
Zm00033ab004240,pan_gene_284,Core Gene,1
Zm00033ab004250,pan_gene_287,Core Gene,2
Zm00033ab004270,pan_gene_289,Core Gene,1
Zm00033ab004280,pan_gene_290,Core Gene,1
Zm00033ab004300,pan_gene_292,Core Gene,1
Zm00033ab004360,pan_gene_294,Core Gene,1
Zm00033ab004370,pan_gene_295,Dispensable Gene,1
Zm00033ab004380,pan_gene_296,Core Gene,1
Zm00033ab004390,pan_gene_297,Core Gene,1
Zm00033ab004400,pan_gene_298,Core Gene,1
Zm00033ab004420,pan_gene_299,Core Gene,1
Zm00033ab004430,pan_gene_300,Core Gene,1
Zm00033ab004440,pan_gene_301,Core Gene,1
Zm00033ab004480,pan_gene_302,Core Gene,1
Zm00033ab004500,pan_gene_303,Core Gene,1
Zm00033ab004510,pan_gene_304,Core Gene,2
Zm00033ab004530,pan_gene_305,Core Gene,1
gmap_ID=chr1:12329435-12330162,pan_gene_306,Dispensable Gene,1
Zm00033ab004540,pan_gene_307,Core Gene,1
Zm00033ab004560,pan_gene_308,Core Gene,1
Zm00033ab004570,pan_gene_309,Core Gene,3
Zm00033ab004610,pan_gene_310,Core Gene,1
Zm00033ab004620,pan_gene_311,Core Gene,1
Zm00033ab004630,pan_gene_313,Core Gene,1
Zm00033ab004640,pan_gene_317,Core Gene,1
Zm00033ab004650,pan_gene_318,Core Gene,2
Zm00033ab004670,pan_gene_319,Core Gene,1
Zm00033ab004690,pan_gene_321,Core Gene,2
Zm00033ab004710,pan_gene_322,Core Gene,1
Zm00033ab004720,pan_gene_323,Core Gene,1
Zm00033ab004730,pan_gene_324,Core Gene,1
Zm00033ab004740,pan_gene_325,Core Gene,1
Zm00033ab004750,pan_gene_326,Core Gene,1
Zm00033ab004760,pan_gene_327,Core Gene,1
Zm00033ab004770,pan_gene_330,Core Gene,1
Zm00033ab004780,pan_gene_331,Core Gene,1
Zm00033ab004810,pan_gene_332,Core Gene,3
Zm00033ab004840,pan_gene_333,Core Gene,1
Zm00033ab004850,pan_gene_334,Core Gene,1
Zm00033ab004860,pan_gene_335,Core Gene,1
Zm00033ab004870,pan_gene_336,Core Gene,1
Zm00033ab004890,pan_gene_338,Core Gene,2
Zm00033ab004940,pan_gene_340,Core Gene,1
Zm00033ab004950,pan_gene_341,Core Gene,2
Zm00033ab004970,pan_gene_342,Core Gene,1
Zm00033ab004980,pan_gene_343,Core Gene,1
Zm00033ab004990,pan_gene_344,Core Gene,1
Zm00033ab005010,pan_gene_345,Core Gene,1
Zm00033ab005020,pan_gene_346,Core Gene,1
Zm00033ab005080,pan_gene_347,Core Gene,2
Zm00033ab005100,pan_gene_348,Core Gene,1
Zm00033ab005110,pan_gene_349,Core Gene,1
Zm00033ab005120,pan_gene_350,Core Gene,1
Zm00033ab005130,pan_gene_351,Core Gene,1
Zm00033ab005150,pan_gene_352,Dispensable Gene,1
Zm00033ab005170,pan_gene_353,Core Gene,1
Zm00033ab005180,pan_gene_354,Core Gene,1
Zm00033ab005200,pan_gene_355,Core Gene,1
Zm00033ab005210,pan_gene_356,Core Gene,1
Zm00033ab005220,pan_gene_357,Core Gene,1
Zm00033ab005230,pan_gene_358,Core Gene,1
Zm00033ab005250,pan_gene_361,Core Gene,1
gmap_ID=chr1:14000802-14001296,pan_gene_363,Core Gene,1
Zm00033ab005290,pan_gene_364,Core Gene,1
Zm00033ab005300,pan_gene_365,Core Gene,1
Zm00033ab005310,pan_gene_366,Dispensable Gene,1
Zm00033ab005330,pan_gene_367,Core Gene,1
Zm00033ab005350,pan_gene_368,Core Gene,2
Zm00033ab005370,pan_gene_369,Core Gene,1
Zm00033ab005420,pan_gene_370,Core Gene,1
Zm00033ab005430,pan_gene_371,Core Gene,1
Zm00033ab005450,pan_gene_372,Core Gene,1
Zm00033ab005460,pan_gene_373,Core Gene,1
Zm00033ab005470,pan_gene_374,Core Gene,20
gmap_ID=chr1:14847901-14848544,pan_gene_375,Dispensable Gene,1
Zm00033ab005580,pan_gene_376,Dispensable Gene,1
Zm00033ab005600,pan_gene_377,Dispensable Gene,2
Zm00033ab005610,pan_gene_378,Core Gene,1
Zm00033ab005740,pan_gene_381,Core Gene,1
Zm00033ab005750,pan_gene_382,Core Gene,1
Zm00033ab005760,pan_gene_383,Core Gene,1
Zm00033ab005770,pan_gene_384,Core Gene,1
Zm00033ab005780,pan_gene_385,Core Gene,1
Zm00033ab005800,pan_gene_386,Core Gene,1
Zm00033ab005810,pan_gene_387,Core Gene,1
Zm00033ab005820,pan_gene_388,Core Gene,2
Zm00033ab005850,pan_gene_389,Core Gene,1
Zm00033ab005870,pan_gene_390,Core Gene,1
gmap_ID=chr1:15708591-15738417,pan_gene_391,Core Gene,1
Zm00033ab005890,pan_gene_392,Core Gene,2
Zm00033ab005910,pan_gene_395,Core Gene,2
Zm00033ab005940,pan_gene_396,Core Gene,1
Zm00033ab005970,pan_gene_397,Core Gene,3
Zm00033ab006050,pan_gene_398,Core Gene,1
Zm00033ab006060,pan_gene_399,Core Gene,1
Zm00033ab006070,pan_gene_400,Core Gene,1
Zm00033ab006080,pan_gene_401,Dispensable Gene,1
Zm00033ab006090,pan_gene_402,Core Gene,1
Zm00033ab006110,pan_gene_404,Core Gene,1
Zm00033ab006120,pan_gene_405,Dispensable Gene,1
Zm00033ab006130,pan_gene_406,Core Gene,1
Zm00033ab006140,pan_gene_407,Core Gene,1
Zm00033ab006150,pan_gene_408,Core Gene,1
Zm00033ab006160,pan_gene_409,Core Gene,1
Zm00033ab006170,pan_gene_410,Core Gene,1
Zm00033ab006180,pan_gene_411,Core Gene,1
Zm00033ab006190,pan_gene_412,Core Gene,2
Zm00033ab006210,pan_gene_413,Core Gene,1
Zm00033ab006220,pan_gene_414,Core Gene,1
Zm00033ab006230,pan_gene_415,Core Gene,1
Zm00033ab006270,pan_gene_417,Core Gene,1
Zm00033ab006280,pan_gene_418,Core Gene,1
Zm00033ab006290,pan_gene_419,Core Gene,1
Zm00033ab006310,pan_gene_420,Core Gene,1
Zm00033ab006320,pan_gene_421,Core Gene,1
gmap_ID=chr1:16789984-16790503,pan_gene_422,Core Gene,1
Zm00033ab006330,pan_gene_423,Core Gene,1
Zm00033ab006340,pan_gene_424,Core Gene,2
Zm00033ab006360,pan_gene_425,Core Gene,1
Zm00033ab006390,pan_gene_426,Core Gene,1
Zm00033ab006410,pan_gene_427,Core Gene,1
Zm00033ab006420,pan_gene_428,Core Gene,1
Zm00033ab006430,pan_gene_429,Core Gene,1
Zm00033ab006460,pan_gene_430,Core Gene,1
Zm00033ab006470,pan_gene_431,Core Gene,1
Zm00033ab006480,pan_gene_433,Core Gene,1
Zm00033ab006490,pan_gene_434,Core Gene,1
Zm00033ab006510,pan_gene_435,Core Gene,1
Zm00033ab006520,pan_gene_436,Core Gene,1
Zm00033ab006530,pan_gene_437,Core Gene,1
Zm00033ab006540,pan_gene_438,Near-Core Gene,1
Zm00033ab006550,pan_gene_439,Core Gene,1
Zm00033ab006590,pan_gene_440,Core Gene,1
Zm00033ab006610,pan_gene_441,Core Gene,1
Zm00033ab006630,pan_gene_442,Core Gene,1
Zm00033ab006640,pan_gene_443,Core Gene,1
Zm00033ab006650,pan_gene_444,Core Gene,1
gmap_ID=chr1:17948157-17948492,pan_gene_445,Core Gene,1
Zm00033ab006670,pan_gene_446,Dispensable Gene,1
Zm00033ab006680,pan_gene_447,Core Gene,1
Zm00033ab006690,pan_gene_448,Core Gene,1
Zm00033ab006700,pan_gene_449,Core Gene,1
Zm00033ab006710,pan_gene_450,Core Gene,1
Zm00033ab006720,pan_gene_451,Core Gene,2
Zm00033ab006740,pan_gene_453,Core Gene,1
Zm00033ab006760,pan_gene_454,Core Gene,1
Zm00033ab006790,pan_gene_455,Core Gene,1
Zm00033ab006810,pan_gene_456,Core Gene,1
Zm00033ab006820,pan_gene_457,Core Gene,1
Zm00033ab006830,pan_gene_458,Core Gene,1
Zm00033ab006840,pan_gene_459,Core Gene,1
Zm00033ab006860,pan_gene_460,Core Gene,3
Zm00033ab006880,pan_gene_461,Core Gene,1
Zm00033ab006890,pan_gene_462,Core Gene,1
Zm00033ab006900,pan_gene_463,Dispensable Gene,1
Zm00033ab006910,pan_gene_464,Core Gene,1
Zm00033ab006920,pan_gene_465,Core Gene,1
Zm00033ab006940,pan_gene_466,Dispensable Gene,1
Zm00033ab006950,pan_gene_467,Core Gene,1
Zm00033ab006960,pan_gene_468,Near-Core Gene,1
Zm00033ab006970,pan_gene_469,Core Gene,1
Zm00033ab006980,pan_gene_471,Core Gene,1
Zm00033ab006990,pan_gene_472,Core Gene,1
Zm00033ab007000,pan_gene_473,Core Gene,1
Zm00033ab007020,pan_gene_474,Core Gene,4
gmap_ID=chr1:19042675-19046841,pan_gene_475,Dispensable Gene,1
Zm00033ab007070,pan_gene_478,Core Gene,1
Zm00033ab007080,pan_gene_479,Core Gene,1
Zm00033ab007110,pan_gene_482,Core Gene,1
Zm00033ab007130,pan_gene_483,Core Gene,1
Zm00033ab007140,pan_gene_484,Core Gene,2
Zm00033ab007170,pan_gene_485,Core Gene,1
Zm00033ab007180,pan_gene_486,Core Gene,1
gmap_ID=chr1:19276169-19276590,pan_gene_487,Dispensable Gene,1
Zm00033ab007190,pan_gene_488,Core Gene,1
Zm00033ab007200,pan_gene_489,Core Gene,1
Zm00033ab007210,pan_gene_490,Core Gene,1
Zm00033ab007220,pan_gene_491,Core Gene,2
Zm00033ab007230,pan_gene_492,Core Gene,3
Zm00033ab007270,pan_gene_493,Core Gene,1
Zm00033ab007280,pan_gene_494,Dispensable Gene,1
Zm00033ab007290,pan_gene_495,Core Gene,1
Zm00033ab007330,pan_gene_496,Core Gene,1
Zm00033ab007340,pan_gene_497,Dispensable Gene,1
Zm00033ab007350,pan_gene_498,Core Gene,1
Zm00033ab007360,pan_gene_499,Core Gene,1
Zm00033ab007370,pan_gene_500,Core Gene,1
Zm00033ab007380,pan_gene_501,Core Gene,1
Zm00033ab007390,pan_gene_502,Core Gene,1
Zm00033ab007400,pan_gene_503,Core Gene,1
Zm00033ab007420,pan_gene_504,Core Gene,1
Zm00033ab007430,pan_gene_505,Core Gene,1
Zm00033ab007440,pan_gene_507,Core Gene,1
Zm00033ab007470,pan_gene_508,Core Gene,1
Zm00033ab007480,pan_gene_509,Core Gene,2
Zm00033ab007530,pan_gene_511,Core Gene,1
Zm00033ab007550,pan_gene_512,Core Gene,1
Zm00033ab007580,pan_gene_513,Core Gene,1
Zm00033ab007600,pan_gene_514,Core Gene,2
Zm00033ab007630,pan_gene_515,Core Gene,1
Zm00033ab007640,pan_gene_516,Core Gene,1
Zm00033ab007460,pan_gene_517,Dispensable Gene,1
Zm00033ab007650,pan_gene_518,Core Gene,2
Zm00033ab007670,pan_gene_519,Core Gene,2
Zm00033ab007700,pan_gene_520,Dispensable Gene,1
Zm00033ab007720,pan_gene_521,Core Gene,1
Zm00033ab007730,pan_gene_522,Dispensable Gene,1
Zm00033ab007750,pan_gene_523,Core Gene,1
Zm00033ab007760,pan_gene_524,Core Gene,2
Zm00033ab007780,pan_gene_525,Core Gene,1
Zm00033ab007790,pan_gene_526,Core Gene,1
Zm00033ab007810,pan_gene_527,Core Gene,1
Zm00033ab007820,pan_gene_528,Core Gene,2
Zm00033ab007840,pan_gene_529,Core Gene,1
Zm00033ab007860,pan_gene_530,Core Gene,1
Zm00033ab007870,pan_gene_531,Core Gene,1
Zm00033ab007880,pan_gene_532,Near-Core Gene,1
Zm00033ab007890,pan_gene_534,Core Gene,1
Zm00033ab007900,pan_gene_535,Dispensable Gene,1
Zm00033ab007930,pan_gene_536,Core Gene,1
Zm00033ab007940,pan_gene_537,Core Gene,1
Zm00033ab007950,pan_gene_538,Core Gene,1
Zm00033ab007960,pan_gene_539,Core Gene,1
Zm00033ab007980,pan_gene_541,Core Gene,1
Zm00033ab008020,pan_gene_542,Core Gene,1
Zm00033ab008030,pan_gene_543,Core Gene,1
Zm00033ab008040,pan_gene_545,Core Gene,1
Zm00033ab008050,pan_gene_546,Core Gene,1
gmap_ID=chr1:21745390-21745950,pan_gene_547,Core Gene,1
gmap_ID=chr1:21849342-21849922,pan_gene_548,Core Gene,1
Zm00033ab008060,pan_gene_549,Core Gene,1
Zm00033ab008090,pan_gene_550,Core Gene,1
Zm00033ab008100,pan_gene_551,Core Gene,1
Zm00033ab008120,pan_gene_553,Core Gene,1
Zm00033ab008140,pan_gene_554,Core Gene,1
Zm00033ab008150,pan_gene_555,Core Gene,1
Zm00033ab008160,pan_gene_556,Core Gene,1
Zm00033ab008170,pan_gene_557,Core Gene,1
Zm00033ab008180,pan_gene_558,Core Gene,1
Zm00033ab008190,pan_gene_559,Core Gene,1
Zm00033ab008200,pan_gene_560,Core Gene,1
Zm00033ab008210,pan_gene_561,Core Gene,1
Zm00033ab008220,pan_gene_562,Core Gene,1
Zm00033ab008230,pan_gene_565,Core Gene,1
Zm00033ab008240,pan_gene_566,Core Gene,1
Zm00033ab008250,pan_gene_567,Core Gene,9
Zm00033ab008340,pan_gene_568,Core Gene,1
Zm00033ab008350,pan_gene_569,Core Gene,1
Zm00033ab008360,pan_gene_570,Core Gene,1
Zm00033ab008370,pan_gene_571,Core Gene,1
Zm00033ab008400,pan_gene_572,Core Gene,1
Zm00033ab008420,pan_gene_575,Core Gene,1
Zm00033ab008480,pan_gene_576,Core Gene,1
gmap_ID=chr1:22965621-22965937,pan_gene_577,Core Gene,1
Zm00033ab008500,pan_gene_578,Core Gene,1
Zm00033ab008510,pan_gene_579,Core Gene,1
Zm00033ab008530,pan_gene_580,Dispensable Gene,2
Zm00033ab008550,pan_gene_581,Core Gene,1
Zm00033ab008560,pan_gene_582,Core Gene,1
Zm00033ab008570,pan_gene_583,Core Gene,1
Zm00033ab008580,pan_gene_584,Core Gene,1
Zm00033ab008590,pan_gene_585,Core Gene,1
Zm00033ab008600,pan_gene_586,Core Gene,1
Zm00033ab008610,pan_gene_588,Core Gene,1
Zm00033ab008620,pan_gene_589,Core Gene,1
