gene,pan,class
Zm00028ab008070,pan_gene_594,Core Gene
Zm00028ab008080,pan_gene_595,Core Gene
Zm00028ab008090,pan_gene_596,Core Gene
Zm00028ab008100,pan_gene_597,Core Gene
Zm00028ab008110,pan_gene_598,Core Gene
Zm00028ab008120,pan_gene_599,Core Gene
Zm00028ab008140,pan_gene_600,Core Gene
Zm00028ab008150,pan_gene_601,Core Gene
Zm00028ab008160,pan_gene_602,Core Gene
Zm00028ab008170,pan_gene_604,Core Gene
Zm00028ab008180,pan_gene_606,Core Gene
Zm00028ab008200,pan_gene_607,Core Gene
Zm00028ab008210,pan_gene_608,Core Gene
Zm00028ab008220,pan_gene_609,Core Gene
Zm00028ab008230,pan_gene_610,Core Gene
Zm00028ab008250,pan_gene_611,Core Gene
Zm00028ab008270,pan_gene_612,Core Gene
Zm00028ab008290,pan_gene_613,Dispensable Gene
Zm00028ab008300,pan_gene_614,Core Gene
gmap_ID=chr1:24187702-24188133,pan_gene_615,Dispensable Gene
Zm00028ab008320,pan_gene_616,Dispensable Gene
Zm00028ab008330,pan_gene_617,Dispensable Gene
Zm00028ab008340,pan_gene_618,Core Gene
Zm00028ab008350,pan_gene_619,Core Gene
Zm00028ab008380,pan_gene_620,Core Gene
Zm00028ab008390,pan_gene_621,Core Gene
Zm00028ab008410,pan_gene_622,Core Gene
Zm00028ab008420,pan_gene_623,Core Gene
Zm00028ab008440,pan_gene_624,Core Gene
Zm00028ab008450,pan_gene_625,Core Gene
Zm00028ab008470,pan_gene_626,Core Gene
gmap_ID=chr1:25265788-25266411,pan_gene_627,Core Gene
Zm00028ab008490,pan_gene_630,Core Gene
Zm00028ab008530,pan_gene_631,Core Gene
Zm00028ab008540,pan_gene_632,Core Gene
Zm00028ab008550,pan_gene_633,Core Gene
Zm00028ab008560,pan_gene_634,Core Gene
Zm00028ab008570,pan_gene_635,Core Gene
Zm00028ab008590,pan_gene_637,Core Gene
Zm00028ab008600,pan_gene_639,Core Gene
Zm00028ab008610,pan_gene_640,Core Gene
Zm00028ab008620,pan_gene_641,Core Gene
Zm00028ab008640,pan_gene_642,Core Gene
