gene,pan,class
Zm00036ab001390,pan_gene_96,Core Gene
gmap_ID=chr1:3960378-3960713,pan_gene_97,Near-Core Gene
Zm00036ab001400,pan_gene_98,Core Gene
Zm00036ab001410,pan_gene_99,Dispensable Gene
Zm00036ab001420,pan_gene_100,Core Gene
Zm00036ab001430,pan_gene_101,Core Gene
Zm00036ab001450,pan_gene_102,Core Gene
Zm00036ab001460,pan_gene_103,Core Gene
Zm00036ab001470,pan_gene_108,Core Gene
Zm00036ab001510,pan_gene_109,Core Gene
Zm00036ab001530,pan_gene_110,Core Gene
Zm00036ab001540,pan_gene_113,Core Gene
Zm00036ab001550,pan_gene_114,Core Gene
Zm00036ab001570,pan_gene_115,Core Gene
Zm00036ab001580,pan_gene_116,Core Gene
Zm00036ab001590,pan_gene_117,Core Gene
Zm00036ab001610,pan_gene_118,Core Gene
Zm00036ab001600,pan_gene_119,Core Gene
Zm00036ab001630,pan_gene_120,Core Gene
gmap_ID=chr1:4591023-4592872,pan_gene_121,Near-Core Gene
Zm00036ab001640,pan_gene_122,Core Gene
Zm00036ab001670,pan_gene_123,Core Gene
Zm00036ab001720,pan_gene_124,Core Gene
Zm00036ab001730,pan_gene_125,Core Gene
Zm00036ab001750,pan_gene_126,Dispensable Gene
Zm00036ab001760,pan_gene_127,Core Gene
Zm00036ab001770,pan_gene_128,Core Gene
Zm00036ab001790,pan_gene_130,Core Gene
Zm00036ab001810,pan_gene_131,Core Gene
Zm00036ab001820,pan_gene_132,Core Gene
Zm00036ab001840,pan_gene_133,Core Gene
Zm00036ab001850,pan_gene_134,Core Gene
Zm00036ab001860,pan_gene_135,Core Gene
Zm00036ab001870,pan_gene_136,Core Gene
Zm00036ab001880,pan_gene_137,Core Gene
Zm00036ab001890,pan_gene_138,Core Gene
Zm00036ab001900,pan_gene_139,Core Gene
Zm00036ab001910,pan_gene_140,Near-Core Gene
Zm00036ab001930,pan_gene_141,Core Gene
Zm00036ab001940,pan_gene_142,Core Gene
Zm00036ab001970,pan_gene_143,Core Gene
Zm00036ab001980,pan_gene_146,Core Gene
Zm00036ab001990,pan_gene_147,Core Gene
Zm00036ab002020,pan_gene_148,Core Gene
Zm00036ab002030,pan_gene_149,Core Gene
Zm00036ab002050,pan_gene_150,Core Gene
Zm00036ab002060,pan_gene_151,Core Gene
Zm00036ab002070,pan_gene_152,Core Gene
Zm00036ab002080,pan_gene_153,Core Gene
Zm00036ab002090,pan_gene_154,Core Gene
Zm00036ab002110,pan_gene_155,Core Gene
Zm00036ab002150,pan_gene_156,Core Gene
Zm00036ab002170,pan_gene_157,Core Gene
Zm00036ab002190,pan_gene_158,Core Gene
Zm00036ab002200,pan_gene_159,Core Gene
Zm00036ab002210,pan_gene_160,Core Gene
Zm00036ab002220,pan_gene_161,Core Gene
Zm00036ab002230,pan_gene_162,Core Gene
Zm00036ab002240,pan_gene_163,Core Gene
Zm00036ab002250,pan_gene_164,Core Gene
Zm00036ab002260,pan_gene_165,Core Gene
Zm00036ab002270,pan_gene_166,Core Gene
Zm00036ab002280,pan_gene_168,Core Gene
Zm00036ab002300,pan_gene_169,Core Gene
gmap_ID=chr1:6328013-6328433,pan_gene_170,Core Gene
Zm00036ab002310,pan_gene_171,Core Gene
Zm00036ab002320,pan_gene_172,Core Gene
Zm00036ab002340,pan_gene_174,Core Gene
Zm00036ab002350,pan_gene_175,Core Gene
Zm00036ab002360,pan_gene_176,Core Gene
Zm00036ab002370,pan_gene_177,Core Gene
gmap_ID=chr1:6548253-6548642,pan_gene_178,Dispensable Gene
Zm00036ab002390,pan_gene_179,Core Gene
Zm00036ab002410,pan_gene_180,Core Gene
Zm00036ab002420,pan_gene_181,Core Gene
Zm00036ab002430,pan_gene_182,Core Gene
Zm00036ab002450,pan_gene_183,Core Gene
gmap_ID=chr1:6656229-6656588,pan_gene_184,Near-Core Gene
Zm00036ab002460,pan_gene_185,Core Gene
Zm00036ab002480,pan_gene_186,Core Gene
Zm00036ab002500,pan_gene_187,Core Gene
Zm00036ab002510,pan_gene_188,Core Gene
Zm00036ab002520,pan_gene_189,Core Gene
Zm00036ab002530,pan_gene_190,Dispensable Gene
Zm00036ab002540,pan_gene_191,Core Gene
Zm00036ab002550,pan_gene_192,Near-Core Gene
Zm00036ab002560,pan_gene_193,Near-Core Gene
Zm00036ab002570,pan_gene_194,Core Gene
Zm00036ab002590,pan_gene_195,Core Gene
Zm00036ab002600,pan_gene_196,Core Gene
Zm00036ab002630,pan_gene_197,Core Gene
Zm00036ab002640,pan_gene_198,Core Gene
Zm00036ab002680,pan_gene_199,Core Gene
Zm00036ab002710,pan_gene_200,Core Gene
Zm00036ab002740,pan_gene_201,Core Gene
Zm00036ab002750,pan_gene_202,Core Gene
Zm00036ab002760,pan_gene_203,Core Gene
Zm00036ab002770,pan_gene_204,Core Gene
gmap_ID=chr1:7566463-7585979,pan_gene_205,Core Gene
Zm00036ab002790,pan_gene_206,Core Gene
Zm00036ab002820,pan_gene_207,Core Gene
Zm00036ab002830,pan_gene_208,Core Gene
Zm00036ab002840,pan_gene_209,Core Gene
Zm00036ab002850,pan_gene_210,Core Gene
Zm00036ab002860,pan_gene_211,Core Gene
Zm00036ab002880,pan_gene_212,Core Gene
Zm00036ab002890,pan_gene_214,Core Gene
Zm00036ab002900,pan_gene_215,Core Gene
Zm00036ab002910,pan_gene_216,Core Gene
Zm00036ab002920,pan_gene_217,Core Gene
Zm00036ab002960,pan_gene_218,Core Gene
Zm00036ab002970,pan_gene_219,Dispensable Gene
Zm00036ab002980,pan_gene_220,Core Gene
Zm00036ab003000,pan_gene_222,Core Gene
Zm00036ab003020,pan_gene_223,Core Gene
Zm00036ab003040,pan_gene_224,Core Gene
Zm00036ab003060,pan_gene_225,Near-Core Gene
Zm00036ab003080,pan_gene_226,Core Gene
Zm00036ab003090,pan_gene_227,Core Gene
Zm00036ab003100,pan_gene_228,Core Gene
Zm00036ab003140,pan_gene_230,Core Gene
Zm00036ab003150,pan_gene_231,Core Gene
Zm00036ab003160,pan_gene_232,Core Gene
Zm00036ab003170,pan_gene_233,Core Gene
Zm00036ab003180,pan_gene_234,Core Gene
Zm00036ab003190,pan_gene_238,Core Gene
Zm00036ab003220,pan_gene_239,Core Gene
Zm00036ab003450,pan_gene_240,Core Gene
Zm00036ab003470,pan_gene_241,Core Gene
Zm00036ab003480,pan_gene_242,Core Gene
Zm00036ab003500,pan_gene_244,Core Gene
Zm00036ab003560,pan_gene_245,Core Gene
Zm00036ab003580,pan_gene_246,Core Gene
Zm00036ab003590,pan_gene_247,Core Gene
Zm00036ab003600,pan_gene_248,Core Gene
Zm00036ab003610,pan_gene_250,Core Gene
Zm00036ab003620,pan_gene_251,Core Gene
Zm00036ab003630,pan_gene_252,Core Gene
Zm00036ab003640,pan_gene_253,Core Gene
Zm00036ab003700,pan_gene_254,Near-Core Gene
Zm00036ab003740,pan_gene_256,Core Gene
Zm00036ab003750,pan_gene_257,Core Gene
Zm00036ab003760,pan_gene_258,Core Gene
Zm00036ab003770,pan_gene_259,Core Gene
Zm00036ab003780,pan_gene_260,Dispensable Gene
Zm00036ab003800,pan_gene_261,Dispensable Gene
Zm00036ab003810,pan_gene_262,Core Gene
Zm00036ab003830,pan_gene_263,Near-Core Gene
Zm00036ab003850,pan_gene_264,Core Gene
Zm00036ab003860,pan_gene_265,Core Gene
Zm00036ab003870,pan_gene_266,Core Gene
Zm00036ab003890,pan_gene_267,Core Gene
Zm00036ab003900,pan_gene_268,Core Gene
Zm00036ab003910,pan_gene_269,Core Gene
Zm00036ab003930,pan_gene_270,Core Gene
Zm00036ab003950,pan_gene_271,Core Gene
gmap_ID=chr1:10256427-10378451,pan_gene_272,Dispensable Gene
Zm00036ab003960,pan_gene_273,Core Gene
Zm00036ab003970,pan_gene_274,Core Gene
gmap_ID=chr1:10446241-10446603,pan_gene_275,Dispensable Gene
Zm00036ab003980,pan_gene_277,Core Gene
Zm00036ab003990,pan_gene_278,Core Gene
Zm00036ab004000,pan_gene_279,Core Gene
Zm00036ab004050,pan_gene_280,Core Gene
Zm00036ab004060,pan_gene_281,Core Gene
Zm00036ab004070,pan_gene_282,Core Gene
Zm00036ab004090,pan_gene_283,Core Gene
Zm00036ab004110,pan_gene_284,Core Gene
Zm00036ab004130,pan_gene_287,Core Gene
Zm00036ab004140,pan_gene_289,Core Gene
Zm00036ab004150,pan_gene_290,Core Gene
Zm00036ab004180,pan_gene_292,Core Gene
Zm00036ab004240,pan_gene_294,Core Gene
Zm00036ab004250,pan_gene_295,Dispensable Gene
Zm00036ab004260,pan_gene_296,Core Gene
Zm00036ab004290,pan_gene_297,Core Gene
Zm00036ab004300,pan_gene_298,Core Gene
Zm00036ab004310,pan_gene_299,Core Gene
Zm00036ab004320,pan_gene_300,Core Gene
Zm00036ab004330,pan_gene_301,Core Gene
Zm00036ab004350,pan_gene_302,Core Gene
Zm00036ab004360,pan_gene_303,Core Gene
Zm00036ab004370,pan_gene_304,Core Gene
Zm00036ab004390,pan_gene_305,Core Gene
Zm00036ab004400,pan_gene_307,Core Gene
Zm00036ab004420,pan_gene_308,Core Gene
Zm00036ab004430,pan_gene_309,Core Gene
Zm00036ab004460,pan_gene_310,Core Gene
Zm00036ab004470,pan_gene_311,Core Gene
Zm00036ab004480,pan_gene_313,Core Gene
Zm00036ab004490,pan_gene_314,Near-Core Gene
Zm00036ab004500,pan_gene_317,Core Gene
Zm00036ab004510,pan_gene_318,Core Gene
Zm00036ab004530,pan_gene_319,Core Gene
Zm00036ab004550,pan_gene_321,Core Gene
Zm00036ab004570,pan_gene_322,Core Gene
Zm00036ab004580,pan_gene_323,Core Gene
Zm00036ab004590,pan_gene_324,Core Gene
Zm00036ab004600,pan_gene_325,Core Gene
Zm00036ab004610,pan_gene_326,Core Gene
Zm00036ab004620,pan_gene_327,Core Gene
Zm00036ab004630,pan_gene_328,Dispensable Gene
Zm00036ab004640,pan_gene_329,Dispensable Gene
Zm00036ab004650,pan_gene_330,Core Gene
Zm00036ab004660,pan_gene_331,Core Gene
Zm00036ab004670,pan_gene_332,Core Gene
Zm00036ab004700,pan_gene_333,Core Gene
Zm00036ab004710,pan_gene_334,Core Gene
Zm00036ab004720,pan_gene_335,Core Gene
Zm00036ab004730,pan_gene_336,Core Gene
Zm00036ab004740,pan_gene_338,Core Gene
Zm00036ab004750,pan_gene_340,Core Gene
Zm00036ab004780,pan_gene_341,Core Gene
Zm00036ab004800,pan_gene_342,Core Gene
Zm00036ab004810,pan_gene_343,Core Gene
Zm00036ab004820,pan_gene_344,Core Gene
Zm00036ab004830,pan_gene_345,Core Gene
Zm00036ab004840,pan_gene_346,Core Gene
Zm00036ab004860,pan_gene_347,Core Gene
Zm00036ab004870,pan_gene_348,Core Gene
Zm00036ab004880,pan_gene_349,Core Gene
Zm00036ab004890,pan_gene_350,Core Gene
Zm00036ab004900,pan_gene_351,Core Gene
Zm00036ab004910,pan_gene_352,Dispensable Gene
Zm00036ab004920,pan_gene_353,Core Gene
Zm00036ab004930,pan_gene_354,Core Gene
Zm00036ab004940,pan_gene_355,Core Gene
Zm00036ab004960,pan_gene_356,Core Gene
Zm00036ab004970,pan_gene_357,Core Gene
Zm00036ab004990,pan_gene_358,Core Gene
Zm00036ab005000,pan_gene_361,Core Gene
Zm00036ab005020,pan_gene_363,Core Gene
Zm00036ab005060,pan_gene_364,Core Gene
Zm00036ab005070,pan_gene_365,Core Gene
Zm00036ab005090,pan_gene_366,Dispensable Gene
Zm00036ab005100,pan_gene_367,Core Gene
Zm00036ab005120,pan_gene_368,Core Gene
Zm00036ab005140,pan_gene_369,Core Gene
Zm00036ab005160,pan_gene_370,Core Gene
Zm00036ab005180,pan_gene_371,Core Gene
Zm00036ab005190,pan_gene_372,Core Gene
Zm00036ab005200,pan_gene_373,Core Gene
Zm00036ab005270,pan_gene_374,Core Gene
Zm00036ab005350,pan_gene_377,Dispensable Gene
Zm00036ab005360,pan_gene_378,Core Gene
Zm00036ab005450,pan_gene_381,Core Gene
Zm00036ab005460,pan_gene_382,Core Gene
Zm00036ab005470,pan_gene_383,Core Gene
Zm00036ab005480,pan_gene_384,Core Gene
Zm00036ab005490,pan_gene_385,Core Gene
Zm00036ab005500,pan_gene_386,Core Gene
Zm00036ab005510,pan_gene_387,Core Gene
Zm00036ab005520,pan_gene_388,Core Gene
Zm00036ab005530,pan_gene_389,Core Gene
Zm00036ab005540,pan_gene_390,Core Gene
Zm00036ab005550,pan_gene_391,Core Gene
Zm00036ab005570,pan_gene_392,Core Gene
Zm00036ab005600,pan_gene_393,Dispensable Gene
gmap_ID=chr1:15064496-15064837,pan_gene_394,Dispensable Gene
Zm00036ab005610,pan_gene_395,Core Gene
Zm00036ab005640,pan_gene_396,Core Gene
Zm00036ab005670,pan_gene_397,Core Gene
gmap_ID=chr1:15352367-15371477,pan_gene_398,Core Gene
Zm00036ab005690,pan_gene_399,Core Gene
Zm00036ab005700,pan_gene_400,Core Gene
Zm00036ab005710,pan_gene_401,Dispensable Gene
Zm00036ab005720,pan_gene_402,Core Gene
Zm00036ab005740,pan_gene_404,Core Gene
Zm00036ab005750,pan_gene_405,Dispensable Gene
Zm00036ab005760,pan_gene_406,Core Gene
Zm00036ab005770,pan_gene_407,Core Gene
Zm00036ab005780,pan_gene_408,Core Gene
Zm00036ab005790,pan_gene_409,Core Gene
Zm00036ab005800,pan_gene_410,Core Gene
Zm00036ab005810,pan_gene_411,Core Gene
Zm00036ab005820,pan_gene_412,Core Gene
Zm00036ab005840,pan_gene_413,Core Gene
Zm00036ab005850,pan_gene_414,Core Gene
Zm00036ab005860,pan_gene_415,Core Gene
Zm00036ab005870,pan_gene_417,Core Gene
Zm00036ab005880,pan_gene_418,Core Gene
Zm00036ab005890,pan_gene_419,Core Gene
Zm00036ab005910,pan_gene_420,Core Gene
Zm00036ab005920,pan_gene_421,Core Gene
gmap_ID=chr1:16092343-16092861,pan_gene_422,Core Gene
Zm00036ab005930,pan_gene_423,Core Gene
Zm00036ab005940,pan_gene_424,Core Gene
Zm00036ab005990,pan_gene_425,Core Gene
Zm00036ab006030,pan_gene_426,Core Gene
Zm00036ab006060,pan_gene_427,Core Gene
Zm00036ab006070,pan_gene_428,Core Gene
Zm00036ab006080,pan_gene_429,Core Gene
Zm00036ab006100,pan_gene_430,Core Gene
Zm00036ab006110,pan_gene_431,Core Gene
gmap_ID=chr1:16765306-16765647,pan_gene_432,Dispensable Gene
Zm00036ab006140,pan_gene_433,Core Gene
Zm00036ab006150,pan_gene_434,Core Gene
Zm00036ab006160,pan_gene_435,Core Gene
Zm00036ab006170,pan_gene_436,Core Gene
Zm00036ab006180,pan_gene_437,Core Gene
Zm00036ab006190,pan_gene_438,Near-Core Gene
Zm00036ab006210,pan_gene_439,Core Gene
Zm00036ab006230,pan_gene_440,Core Gene
Zm00036ab006260,pan_gene_441,Core Gene
Zm00036ab006310,pan_gene_442,Core Gene
Zm00036ab006330,pan_gene_443,Core Gene
Zm00036ab006340,pan_gene_444,Core Gene
Zm00036ab006350,pan_gene_445,Core Gene
Zm00036ab006370,pan_gene_447,Core Gene
Zm00036ab006380,pan_gene_448,Core Gene
Zm00036ab006410,pan_gene_449,Core Gene
Zm00036ab006420,pan_gene_450,Core Gene
Zm00036ab006430,pan_gene_451,Core Gene
Zm00036ab006450,pan_gene_453,Core Gene
Zm00036ab006460,pan_gene_454,Core Gene
Zm00036ab006470,pan_gene_455,Core Gene
Zm00036ab006480,pan_gene_456,Core Gene
Zm00036ab006510,pan_gene_457,Core Gene
Zm00036ab006520,pan_gene_458,Core Gene
Zm00036ab006530,pan_gene_459,Core Gene
Zm00036ab006580,pan_gene_460,Core Gene
Zm00036ab006640,pan_gene_461,Core Gene
Zm00036ab006650,pan_gene_462,Core Gene
Zm00036ab006660,pan_gene_464,Core Gene
Zm00036ab006670,pan_gene_465,Core Gene
gmap_ID=chr1:18420096-18421744,pan_gene_466,Dispensable Gene
Zm00036ab006710,pan_gene_467,Core Gene
gmap_ID=chr1:18648939-18649293,pan_gene_469,Core Gene
Zm00036ab006740,pan_gene_471,Core Gene
Zm00036ab006770,pan_gene_472,Core Gene
Zm00036ab006790,pan_gene_473,Core Gene
Zm00036ab006800,pan_gene_474,Core Gene
Zm00036ab006850,pan_gene_478,Core Gene
Zm00036ab006860,pan_gene_479,Core Gene
Zm00036ab006880,pan_gene_480,Dispensable Gene
Zm00036ab006890,pan_gene_481,Dispensable Gene
Zm00036ab006900,pan_gene_482,Core Gene
Zm00036ab006920,pan_gene_483,Core Gene
Zm00036ab006930,pan_gene_484,Core Gene
Zm00036ab006950,pan_gene_485,Core Gene
Zm00036ab006960,pan_gene_486,Core Gene
Zm00036ab006980,pan_gene_488,Core Gene
Zm00036ab006990,pan_gene_489,Core Gene
Zm00036ab007000,pan_gene_490,Core Gene
Zm00036ab007010,pan_gene_491,Core Gene
Zm00036ab007020,pan_gene_492,Core Gene
Zm00036ab007060,pan_gene_493,Core Gene
Zm00036ab007070,pan_gene_495,Core Gene
Zm00036ab007080,pan_gene_496,Core Gene
gmap_ID=chr1:19554160-19554567,pan_gene_497,Dispensable Gene
Zm00036ab007090,pan_gene_498,Core Gene
Zm00036ab007100,pan_gene_499,Core Gene
Zm00036ab007120,pan_gene_500,Core Gene
Zm00036ab007130,pan_gene_501,Core Gene
Zm00036ab007140,pan_gene_502,Core Gene
Zm00036ab007150,pan_gene_503,Core Gene
Zm00036ab007170,pan_gene_504,Core Gene
Zm00036ab007190,pan_gene_505,Core Gene
Zm00036ab007200,pan_gene_506,Dispensable Gene
Zm00036ab007210,pan_gene_507,Core Gene
Zm00036ab007220,pan_gene_508,Core Gene
Zm00036ab007230,pan_gene_509,Core Gene
Zm00036ab007270,pan_gene_511,Core Gene
Zm00036ab007280,pan_gene_512,Core Gene
Zm00036ab007290,pan_gene_513,Core Gene
Zm00036ab007300,pan_gene_514,Core Gene
Zm00036ab007310,pan_gene_515,Core Gene
Zm00036ab007320,pan_gene_516,Core Gene
Zm00036ab007330,pan_gene_517,Dispensable Gene
Zm00036ab007350,pan_gene_518,Core Gene
Zm00036ab007360,pan_gene_519,Core Gene
Zm00036ab007410,pan_gene_520,Dispensable Gene
Zm00036ab007440,pan_gene_521,Core Gene
Zm00036ab007480,pan_gene_523,Core Gene
Zm00036ab007500,pan_gene_524,Core Gene
Zm00036ab007510,pan_gene_525,Core Gene
Zm00036ab007520,pan_gene_526,Core Gene
Zm00036ab007530,pan_gene_527,Core Gene
Zm00036ab007540,pan_gene_528,Core Gene
Zm00036ab007550,pan_gene_529,Core Gene
Zm00036ab007560,pan_gene_530,Core Gene
Zm00036ab007570,pan_gene_531,Core Gene
Zm00036ab007580,pan_gene_532,Near-Core Gene
Zm00036ab007590,pan_gene_534,Core Gene
Zm00036ab007600,pan_gene_535,Dispensable Gene
Zm00036ab007610,pan_gene_536,Core Gene
Zm00036ab007630,pan_gene_537,Core Gene
Zm00036ab007640,pan_gene_538,Core Gene
Zm00036ab007650,pan_gene_539,Core Gene
Zm00036ab007660,pan_gene_541,Core Gene
Zm00036ab007700,pan_gene_542,Core Gene
Zm00036ab007710,pan_gene_543,Core Gene
Zm00036ab007720,pan_gene_545,Core Gene
Zm00036ab007730,pan_gene_546,Core Gene
gmap_ID=chr1:21868102-21868662,pan_gene_547,Core Gene
gmap_ID=chr1:21972060-21972640,pan_gene_548,Core Gene
Zm00036ab007740,pan_gene_549,Core Gene
Zm00036ab007760,pan_gene_550,Core Gene
Zm00036ab007770,pan_gene_551,Core Gene
Zm00036ab007790,pan_gene_553,Core Gene
Zm00036ab007800,pan_gene_554,Core Gene
Zm00036ab007810,pan_gene_555,Core Gene
gmap_ID=chr1:22342723-22347526,pan_gene_556,Core Gene
Zm00036ab007860,pan_gene_557,Core Gene
Zm00036ab007870,pan_gene_558,Core Gene
Zm00036ab007880,pan_gene_559,Core Gene
Zm00036ab007890,pan_gene_560,Core Gene
Zm00036ab007900,pan_gene_561,Core Gene
Zm00036ab007910,pan_gene_562,Core Gene
Zm00036ab007920,pan_gene_565,Core Gene
Zm00036ab007930,pan_gene_566,Core Gene
Zm00036ab007940,pan_gene_567,Core Gene
Zm00036ab008050,pan_gene_568,Core Gene
Zm00036ab008060,pan_gene_569,Core Gene
Zm00036ab008070,pan_gene_570,Core Gene
Zm00036ab008080,pan_gene_571,Core Gene
Zm00036ab008100,pan_gene_572,Core Gene
Zm00036ab008130,pan_gene_575,Core Gene
Zm00036ab008140,pan_gene_576,Core Gene
gmap_ID=chr1:23185122-23185442,pan_gene_577,Core Gene
Zm00036ab008190,pan_gene_578,Core Gene
Zm00036ab008200,pan_gene_579,Core Gene
Zm00036ab008210,pan_gene_581,Core Gene
Zm00036ab008220,pan_gene_582,Core Gene
Zm00036ab008240,pan_gene_583,Core Gene
Zm00036ab008250,pan_gene_584,Core Gene
Zm00036ab008260,pan_gene_585,Core Gene
Zm00036ab008270,pan_gene_586,Core Gene
Zm00036ab008280,pan_gene_588,Core Gene
Zm00036ab008290,pan_gene_589,Core Gene
Zm00036ab008300,pan_gene_590,Core Gene
Zm00036ab008310,pan_gene_591,Core Gene
Zm00036ab008320,pan_gene_592,Core Gene
Zm00036ab008330,pan_gene_593,Core Gene
Zm00036ab008340,pan_gene_594,Core Gene
Zm00036ab008360,pan_gene_595,Core Gene
Zm00036ab008370,pan_gene_596,Core Gene
Zm00036ab008380,pan_gene_597,Core Gene
Zm00036ab008390,pan_gene_598,Core Gene
Zm00036ab008400,pan_gene_599,Core Gene
Zm00036ab008410,pan_gene_600,Core Gene
Zm00036ab008420,pan_gene_601,Core Gene
Zm00036ab008430,pan_gene_602,Core Gene
Zm00036ab008470,pan_gene_604,Core Gene
gmap_ID=chr1:24522734-24523542,pan_gene_605,Dispensable Gene
Zm00036ab008480,pan_gene_606,Core Gene
Zm00036ab008500,pan_gene_607,Core Gene
Zm00036ab008520,pan_gene_608,Core Gene
Zm00036ab008530,pan_gene_609,Core Gene
Zm00036ab008540,pan_gene_610,Core Gene
Zm00036ab008550,pan_gene_611,Core Gene
Zm00036ab008570,pan_gene_612,Core Gene
Zm00036ab008590,pan_gene_614,Core Gene
Zm00036ab008600,pan_gene_617,Dispensable Gene
Zm00036ab008610,pan_gene_618,Core Gene
Zm00036ab008620,pan_gene_619,Core Gene
Zm00036ab008660,pan_gene_620,Core Gene
Zm00036ab008670,pan_gene_621,Core Gene
Zm00036ab008720,pan_gene_622,Core Gene
Zm00036ab008730,pan_gene_623,Core Gene
Zm00036ab008750,pan_gene_624,Core Gene
Zm00036ab008760,pan_gene_625,Core Gene
Zm00036ab008780,pan_gene_626,Core Gene
Zm00036ab008790,pan_gene_627,Core Gene
Zm00036ab008820,pan_gene_630,Core Gene
Zm00036ab008830,pan_gene_631,Core Gene
Zm00036ab008840,pan_gene_632,Core Gene
Zm00036ab008850,pan_gene_633,Core Gene
Zm00036ab008870,pan_gene_634,Core Gene
Zm00036ab008880,pan_gene_635,Core Gene
gmap_ID=chr1:26486226-26546495,pan_gene_636,Dispensable Gene
Zm00036ab008900,pan_gene_637,Core Gene
Zm00036ab008910,pan_gene_639,Core Gene
Zm00036ab008920,pan_gene_640,Core Gene
Zm00036ab008930,pan_gene_641,Core Gene
Zm00036ab008940,pan_gene_642,Core Gene
