gene,pan,class
Zm00022ab001210,pan_gene_72,Core Gene
Zm00022ab001220,pan_gene_73,Core Gene
Zm00022ab001230,pan_gene_74,Core Gene
Zm00022ab001240,pan_gene_75,Core Gene
Zm00022ab001250,pan_gene_76,Core Gene
Zm00022ab001270,pan_gene_77,Core Gene
Zm00022ab001280,pan_gene_78,Core Gene
Zm00022ab001290,pan_gene_80,Core Gene
Zm00022ab001300,pan_gene_81,Core Gene
Zm00022ab001310,pan_gene_82,Core Gene
Zm00022ab001330,pan_gene_83,Core Gene
gmap_ID=chr1:5869908-5870201,pan_gene_84,Near-Core Gene
gmap_ID=chr1:5938898-5939437,pan_gene_85,Dispensable Gene
Zm00022ab001350,pan_gene_86,Core Gene
Zm00022ab001360,pan_gene_87,Core Gene
Zm00022ab001370,pan_gene_88,Core Gene
Zm00022ab001380,pan_gene_89,Core Gene
Zm00022ab001390,pan_gene_90,Core Gene
Zm00022ab001400,pan_gene_91,Core Gene
Zm00022ab001410,pan_gene_92,Core Gene
Zm00022ab001430,pan_gene_93,Core Gene
Zm00022ab001440,pan_gene_94,Core Gene
Zm00022ab001450,pan_gene_95,Core Gene
Zm00022ab001460,pan_gene_96,Core Gene
Zm00022ab001490,pan_gene_98,Core Gene
Zm00022ab001500,pan_gene_100,Core Gene
Zm00022ab001510,pan_gene_101,Core Gene
Zm00022ab001520,pan_gene_102,Core Gene
Zm00022ab001530,pan_gene_103,Core Gene
Zm00022ab001540,pan_gene_108,Core Gene
Zm00022ab001570,pan_gene_109,Core Gene
Zm00022ab001590,pan_gene_110,Core Gene
Zm00022ab001600,pan_gene_113,Core Gene
Zm00022ab001610,pan_gene_114,Core Gene
Zm00022ab001650,pan_gene_115,Core Gene
Zm00022ab001660,pan_gene_116,Core Gene
Zm00022ab001670,pan_gene_117,Core Gene
Zm00022ab001690,pan_gene_118,Core Gene
Zm00022ab001680,pan_gene_119,Core Gene
Zm00022ab001700,pan_gene_120,Core Gene
Zm00022ab001710,pan_gene_122,Core Gene
Zm00022ab001720,pan_gene_123,Core Gene
Zm00022ab001750,pan_gene_124,Core Gene
Zm00022ab001760,pan_gene_125,Core Gene
Zm00022ab001770,pan_gene_126,Dispensable Gene
Zm00022ab001790,pan_gene_127,Core Gene
Zm00022ab001800,pan_gene_128,Core Gene
Zm00022ab001810,pan_gene_129,Dispensable Gene
Zm00022ab001820,pan_gene_130,Core Gene
Zm00022ab001830,pan_gene_131,Core Gene
Zm00022ab001840,pan_gene_132,Core Gene
Zm00022ab001860,pan_gene_133,Core Gene
Zm00022ab001870,pan_gene_134,Core Gene
Zm00022ab001880,pan_gene_135,Core Gene
Zm00022ab001890,pan_gene_136,Core Gene
Zm00022ab001900,pan_gene_137,Core Gene
Zm00022ab001910,pan_gene_138,Core Gene
Zm00022ab001930,pan_gene_139,Core Gene
gmap_ID=chr1:7488158-7507153,pan_gene_140,Near-Core Gene
Zm00022ab001970,pan_gene_141,Core Gene
Zm00022ab001980,pan_gene_142,Core Gene
Zm00022ab001990,pan_gene_143,Core Gene
Zm00022ab002010,pan_gene_146,Core Gene
Zm00022ab002030,pan_gene_147,Core Gene
Zm00022ab002040,pan_gene_148,Core Gene
Zm00022ab002050,pan_gene_149,Core Gene
Zm00022ab002080,pan_gene_150,Core Gene
Zm00022ab002090,pan_gene_151,Core Gene
Zm00022ab002100,pan_gene_152,Core Gene
gmap_ID=chr1:8017168-8020576,pan_gene_153,Core Gene
Zm00022ab002120,pan_gene_154,Core Gene
Zm00022ab002140,pan_gene_155,Core Gene
Zm00022ab002160,pan_gene_156,Core Gene
Zm00022ab002180,pan_gene_157,Core Gene
Zm00022ab002190,pan_gene_158,Core Gene
Zm00022ab002200,pan_gene_159,Core Gene
Zm00022ab002210,pan_gene_160,Core Gene
Zm00022ab002220,pan_gene_161,Core Gene
Zm00022ab002230,pan_gene_162,Core Gene
Zm00022ab002240,pan_gene_163,Core Gene
Zm00022ab002250,pan_gene_164,Core Gene
Zm00022ab002280,pan_gene_165,Core Gene
Zm00022ab002290,pan_gene_166,Core Gene
Zm00022ab002300,pan_gene_168,Core Gene
Zm00022ab002310,pan_gene_169,Core Gene
gmap_ID=chr1:8542917-8543328,pan_gene_170,Core Gene
Zm00022ab002320,pan_gene_171,Core Gene
Zm00022ab002330,pan_gene_172,Core Gene
Zm00022ab002360,pan_gene_174,Core Gene
Zm00022ab002380,pan_gene_175,Core Gene
Zm00022ab002400,pan_gene_176,Core Gene
Zm00022ab002420,pan_gene_177,Core Gene
gmap_ID=chr1:8857405-8857794,pan_gene_178,Dispensable Gene
Zm00022ab002430,pan_gene_179,Core Gene
Zm00022ab002450,pan_gene_180,Core Gene
Zm00022ab002460,pan_gene_181,Core Gene
Zm00022ab002470,pan_gene_182,Core Gene
Zm00022ab002490,pan_gene_183,Core Gene
gmap_ID=chr1:8957488-8957841,pan_gene_184,Near-Core Gene
Zm00022ab002500,pan_gene_185,Core Gene
Zm00022ab002520,pan_gene_186,Core Gene
Zm00022ab002540,pan_gene_187,Core Gene
Zm00022ab002550,pan_gene_188,Core Gene
Zm00022ab002560,pan_gene_189,Core Gene
Zm00022ab002570,pan_gene_191,Core Gene
gmap_ID=chr1:9258490-9258850,pan_gene_192,Near-Core Gene
Zm00022ab002590,pan_gene_193,Near-Core Gene
Zm00022ab002600,pan_gene_194,Core Gene
Zm00022ab002610,pan_gene_195,Core Gene
Zm00022ab002620,pan_gene_196,Core Gene
Zm00022ab002630,pan_gene_197,Core Gene
Zm00022ab002640,pan_gene_198,Core Gene
Zm00022ab002650,pan_gene_199,Core Gene
Zm00022ab002670,pan_gene_200,Core Gene
Zm00022ab002690,pan_gene_201,Core Gene
Zm00022ab002700,pan_gene_202,Core Gene
Zm00022ab002710,pan_gene_203,Core Gene
Zm00022ab002740,pan_gene_204,Core Gene
Zm00022ab002750,pan_gene_205,Core Gene
Zm00022ab002760,pan_gene_206,Core Gene
Zm00022ab002780,pan_gene_207,Core Gene
Zm00022ab002790,pan_gene_208,Core Gene
Zm00022ab002820,pan_gene_209,Core Gene
Zm00022ab002830,pan_gene_210,Core Gene
Zm00022ab002840,pan_gene_211,Core Gene
Zm00022ab002860,pan_gene_212,Core Gene
Zm00022ab002810,pan_gene_214,Core Gene
Zm00022ab002890,pan_gene_215,Core Gene
Zm00022ab002900,pan_gene_216,Core Gene
Zm00022ab002910,pan_gene_217,Core Gene
Zm00022ab002950,pan_gene_218,Core Gene
Zm00022ab002980,pan_gene_219,Dispensable Gene
Zm00022ab002990,pan_gene_220,Core Gene
Zm00022ab003030,pan_gene_222,Core Gene
Zm00022ab003050,pan_gene_223,Core Gene
Zm00022ab003070,pan_gene_224,Core Gene
Zm00022ab003080,pan_gene_225,Near-Core Gene
Zm00022ab003130,pan_gene_226,Core Gene
Zm00022ab003140,pan_gene_227,Core Gene
Zm00022ab003150,pan_gene_228,Core Gene
gmap_ID=chr1:10786247-10797758,pan_gene_229,Dispensable Gene
Zm00022ab003230,pan_gene_230,Core Gene
Zm00022ab003240,pan_gene_231,Core Gene
Zm00022ab003250,pan_gene_232,Core Gene
Zm00022ab003280,pan_gene_233,Core Gene
Zm00022ab003290,pan_gene_234,Core Gene
Zm00022ab003300,pan_gene_238,Core Gene
Zm00022ab003330,pan_gene_239,Core Gene
Zm00022ab003370,pan_gene_240,Core Gene
Zm00022ab003390,pan_gene_241,Core Gene
Zm00022ab003400,pan_gene_242,Core Gene
Zm00022ab003430,pan_gene_244,Core Gene
Zm00022ab003480,pan_gene_245,Core Gene
Zm00022ab003490,pan_gene_246,Core Gene
Zm00022ab003500,pan_gene_247,Core Gene
Zm00022ab003510,pan_gene_248,Core Gene
Zm00022ab003520,pan_gene_250,Core Gene
Zm00022ab003540,pan_gene_251,Core Gene
Zm00022ab003550,pan_gene_252,Core Gene
Zm00022ab003560,pan_gene_253,Core Gene
Zm00022ab003610,pan_gene_254,Near-Core Gene
Zm00022ab003640,pan_gene_256,Core Gene
Zm00022ab003650,pan_gene_257,Core Gene
Zm00022ab003660,pan_gene_258,Core Gene
Zm00022ab003670,pan_gene_259,Core Gene
gmap_ID=chr1:11963255-11964025,pan_gene_260,Dispensable Gene
Zm00022ab003680,pan_gene_261,Dispensable Gene
Zm00022ab003690,pan_gene_262,Core Gene
Zm00022ab003710,pan_gene_263,Near-Core Gene
Zm00022ab003720,pan_gene_264,Core Gene
Zm00022ab003750,pan_gene_265,Core Gene
Zm00022ab003770,pan_gene_266,Core Gene
Zm00022ab003780,pan_gene_267,Core Gene
Zm00022ab003800,pan_gene_268,Core Gene
Zm00022ab003810,pan_gene_269,Core Gene
Zm00022ab003820,pan_gene_270,Core Gene
Zm00022ab003850,pan_gene_271,Core Gene
gmap_ID=chr1:12429862-12444629,pan_gene_272,Dispensable Gene
Zm00022ab003860,pan_gene_273,Core Gene
Zm00022ab003880,pan_gene_274,Core Gene
gmap_ID=chr1:12540477-12540839,pan_gene_275,Dispensable Gene
Zm00022ab003900,pan_gene_277,Core Gene
Zm00022ab003890,pan_gene_278,Core Gene
Zm00022ab003910,pan_gene_279,Core Gene
Zm00022ab003970,pan_gene_280,Core Gene
Zm00022ab003980,pan_gene_281,Core Gene
Zm00022ab004000,pan_gene_282,Core Gene
Zm00022ab004010,pan_gene_283,Core Gene
gmap_ID=chr1:12963268-12965523,pan_gene_284,Core Gene
Zm00022ab004040,pan_gene_287,Core Gene
Zm00022ab004060,pan_gene_289,Core Gene
Zm00022ab004070,pan_gene_290,Core Gene
Zm00022ab004090,pan_gene_292,Core Gene
Zm00022ab004110,pan_gene_293,Dispensable Gene
Zm00022ab004120,pan_gene_294,Core Gene
Zm00022ab004130,pan_gene_296,Core Gene
Zm00022ab004160,pan_gene_297,Core Gene
Zm00022ab004170,pan_gene_298,Core Gene
Zm00022ab004180,pan_gene_299,Core Gene
Zm00022ab004190,pan_gene_300,Core Gene
Zm00022ab004200,pan_gene_301,Core Gene
Zm00022ab004210,pan_gene_302,Core Gene
Zm00022ab004220,pan_gene_303,Core Gene
Zm00022ab004230,pan_gene_304,Core Gene
Zm00022ab004250,pan_gene_305,Core Gene
Zm00022ab004260,pan_gene_307,Core Gene
Zm00022ab004270,pan_gene_308,Core Gene
Zm00022ab004280,pan_gene_309,Core Gene
Zm00022ab004310,pan_gene_310,Core Gene
Zm00022ab004320,pan_gene_311,Core Gene
Zm00022ab004330,pan_gene_313,Core Gene
Zm00022ab004340,pan_gene_314,Near-Core Gene
Zm00022ab004350,pan_gene_317,Core Gene
Zm00022ab004360,pan_gene_318,Core Gene
Zm00022ab004380,pan_gene_319,Core Gene
gmap_ID=chr1:14305328-14305687,pan_gene_320,Dispensable Gene
Zm00022ab004410,pan_gene_321,Core Gene
Zm00022ab004420,pan_gene_322,Core Gene
Zm00022ab004430,pan_gene_323,Core Gene
Zm00022ab004440,pan_gene_324,Core Gene
Zm00022ab004460,pan_gene_325,Core Gene
Zm00022ab004470,pan_gene_326,Core Gene
Zm00022ab004480,pan_gene_327,Core Gene
Zm00022ab004490,pan_gene_328,Dispensable Gene
gmap_ID=chr1:14563051-14577804,pan_gene_329,Dispensable Gene
Zm00022ab004500,pan_gene_330,Core Gene
Zm00022ab004510,pan_gene_331,Core Gene
Zm00022ab004530,pan_gene_332,Core Gene
Zm00022ab004560,pan_gene_333,Core Gene
Zm00022ab004570,pan_gene_334,Core Gene
Zm00022ab004580,pan_gene_335,Core Gene
Zm00022ab004590,pan_gene_336,Core Gene
Zm00022ab004600,pan_gene_338,Core Gene
Zm00022ab004620,pan_gene_340,Core Gene
Zm00022ab004640,pan_gene_341,Core Gene
Zm00022ab004660,pan_gene_342,Core Gene
Zm00022ab004670,pan_gene_343,Core Gene
Zm00022ab004680,pan_gene_344,Core Gene
Zm00022ab004700,pan_gene_345,Core Gene
Zm00022ab004710,pan_gene_346,Core Gene
Zm00022ab004740,pan_gene_347,Core Gene
Zm00022ab004760,pan_gene_348,Core Gene
Zm00022ab004770,pan_gene_349,Core Gene
Zm00022ab004780,pan_gene_350,Core Gene
Zm00022ab004790,pan_gene_351,Core Gene
Zm00022ab004800,pan_gene_352,Dispensable Gene
Zm00022ab004810,pan_gene_353,Core Gene
Zm00022ab004820,pan_gene_354,Core Gene
Zm00022ab004830,pan_gene_355,Core Gene
Zm00022ab004850,pan_gene_356,Core Gene
Zm00022ab004860,pan_gene_357,Core Gene
Zm00022ab004870,pan_gene_358,Core Gene
Zm00022ab004880,pan_gene_361,Core Gene
gmap_ID=chr1:15586895-15587389,pan_gene_363,Core Gene
Zm00022ab004910,pan_gene_364,Core Gene
Zm00022ab004920,pan_gene_365,Core Gene
Zm00022ab004930,pan_gene_366,Dispensable Gene
Zm00022ab004950,pan_gene_367,Core Gene
Zm00022ab004960,pan_gene_368,Core Gene
Zm00022ab004980,pan_gene_369,Core Gene
Zm00022ab005000,pan_gene_370,Core Gene
Zm00022ab005010,pan_gene_371,Core Gene
Zm00022ab005030,pan_gene_372,Core Gene
Zm00022ab005040,pan_gene_373,Core Gene
Zm00022ab005140,pan_gene_374,Core Gene
Zm00022ab005120,pan_gene_377,Dispensable Gene
Zm00022ab005130,pan_gene_378,Core Gene
Zm00022ab005170,pan_gene_381,Core Gene
Zm00022ab005180,pan_gene_382,Core Gene
Zm00022ab005190,pan_gene_383,Core Gene
Zm00022ab005200,pan_gene_384,Core Gene
Zm00022ab005210,pan_gene_385,Core Gene
Zm00022ab005220,pan_gene_386,Core Gene
Zm00022ab005230,pan_gene_387,Core Gene
Zm00022ab005240,pan_gene_388,Core Gene
Zm00022ab005260,pan_gene_389,Core Gene
Zm00022ab005270,pan_gene_390,Core Gene
gmap_ID=chr1:17051165-17069197,pan_gene_391,Core Gene
Zm00022ab005310,pan_gene_392,Core Gene
Zm00022ab005330,pan_gene_395,Core Gene
Zm00022ab005350,pan_gene_396,Core Gene
Zm00022ab005360,pan_gene_397,Core Gene
Zm00022ab005390,pan_gene_398,Core Gene
Zm00022ab005440,pan_gene_399,Core Gene
Zm00022ab005450,pan_gene_400,Core Gene
Zm00022ab005460,pan_gene_402,Core Gene
Zm00022ab005480,pan_gene_404,Core Gene
Zm00022ab005490,pan_gene_405,Dispensable Gene
Zm00022ab005500,pan_gene_406,Core Gene
Zm00022ab005510,pan_gene_407,Core Gene
Zm00022ab005520,pan_gene_408,Core Gene
Zm00022ab005530,pan_gene_409,Core Gene
Zm00022ab005540,pan_gene_410,Core Gene
Zm00022ab005550,pan_gene_411,Core Gene
Zm00022ab005560,pan_gene_412,Core Gene
Zm00022ab005580,pan_gene_413,Core Gene
Zm00022ab005590,pan_gene_414,Core Gene
Zm00022ab005600,pan_gene_415,Core Gene
Zm00022ab005610,pan_gene_417,Core Gene
Zm00022ab005620,pan_gene_418,Core Gene
Zm00022ab005630,pan_gene_419,Core Gene
Zm00022ab005650,pan_gene_420,Core Gene
Zm00022ab005660,pan_gene_421,Core Gene
gmap_ID=chr1:18203510-18204029,pan_gene_422,Core Gene
Zm00022ab005680,pan_gene_423,Core Gene
Zm00022ab005690,pan_gene_424,Core Gene
Zm00022ab005700,pan_gene_425,Core Gene
Zm00022ab005760,pan_gene_426,Core Gene
Zm00022ab005780,pan_gene_427,Core Gene
Zm00022ab005790,pan_gene_428,Core Gene
Zm00022ab005800,pan_gene_429,Core Gene
Zm00022ab005810,pan_gene_430,Core Gene
Zm00022ab005820,pan_gene_431,Core Gene
Zm00022ab005840,pan_gene_433,Core Gene
Zm00022ab005860,pan_gene_434,Core Gene
Zm00022ab005870,pan_gene_435,Core Gene
Zm00022ab005880,pan_gene_436,Core Gene
Zm00022ab005890,pan_gene_437,Core Gene
Zm00022ab005900,pan_gene_438,Near-Core Gene
Zm00022ab005910,pan_gene_439,Core Gene
Zm00022ab005920,pan_gene_440,Core Gene
Zm00022ab005930,pan_gene_441,Core Gene
Zm00022ab005950,pan_gene_442,Core Gene
Zm00022ab005960,pan_gene_443,Core Gene
Zm00022ab005970,pan_gene_444,Core Gene
Zm00022ab005980,pan_gene_445,Core Gene
Zm00022ab006030,pan_gene_447,Core Gene
Zm00022ab006020,pan_gene_448,Core Gene
Zm00022ab006040,pan_gene_449,Core Gene
Zm00022ab006050,pan_gene_450,Core Gene
Zm00022ab006060,pan_gene_451,Core Gene
Zm00022ab006080,pan_gene_453,Core Gene
Zm00022ab006100,pan_gene_454,Core Gene
Zm00022ab006110,pan_gene_455,Core Gene
Zm00022ab006130,pan_gene_456,Core Gene
Zm00022ab006140,pan_gene_457,Core Gene
Zm00022ab006150,pan_gene_458,Core Gene
Zm00022ab006160,pan_gene_459,Core Gene
Zm00022ab006190,pan_gene_460,Core Gene
Zm00022ab006230,pan_gene_461,Core Gene
Zm00022ab006240,pan_gene_462,Core Gene
Zm00022ab006250,pan_gene_463,Dispensable Gene
Zm00022ab006260,pan_gene_464,Core Gene
Zm00022ab006270,pan_gene_465,Core Gene
gmap_ID=chr1:20341986-20343634,pan_gene_466,Dispensable Gene
Zm00022ab006280,pan_gene_467,Core Gene
Zm00022ab006290,pan_gene_468,Near-Core Gene
Zm00022ab006300,pan_gene_469,Core Gene
Zm00022ab006310,pan_gene_471,Core Gene
Zm00022ab006320,pan_gene_472,Core Gene
Zm00022ab006340,pan_gene_473,Core Gene
Zm00022ab006350,pan_gene_474,Core Gene
gmap_ID=chr1:20756686-20760770,pan_gene_475,Dispensable Gene
Zm00022ab006410,pan_gene_478,Core Gene
Zm00022ab006420,pan_gene_479,Core Gene
gmap_ID=chr1:20920152-20920556,pan_gene_480,Dispensable Gene
gmap_ID=chr1:20927196-20928258,pan_gene_481,Dispensable Gene
Zm00022ab006430,pan_gene_482,Core Gene
Zm00022ab006440,pan_gene_483,Core Gene
Zm00022ab006450,pan_gene_484,Core Gene
Zm00022ab006460,pan_gene_485,Core Gene
Zm00022ab006470,pan_gene_486,Core Gene
Zm00022ab006480,pan_gene_488,Core Gene
Zm00022ab006510,pan_gene_489,Core Gene
Zm00022ab006520,pan_gene_490,Core Gene
Zm00022ab006530,pan_gene_491,Core Gene
Zm00022ab006540,pan_gene_492,Core Gene
Zm00022ab006610,pan_gene_493,Core Gene
Zm00022ab006620,pan_gene_494,Dispensable Gene
Zm00022ab006630,pan_gene_495,Core Gene
Zm00022ab006640,pan_gene_496,Core Gene
Zm00022ab006660,pan_gene_498,Core Gene
Zm00022ab006670,pan_gene_499,Core Gene
Zm00022ab006680,pan_gene_500,Core Gene
Zm00022ab006690,pan_gene_501,Core Gene
Zm00022ab006700,pan_gene_502,Core Gene
Zm00022ab006710,pan_gene_503,Core Gene
Zm00022ab006720,pan_gene_504,Core Gene
Zm00022ab006730,pan_gene_505,Core Gene
Zm00022ab006750,pan_gene_507,Core Gene
Zm00022ab006760,pan_gene_508,Core Gene
Zm00022ab006780,pan_gene_509,Core Gene
Zm00022ab006800,pan_gene_511,Core Gene
Zm00022ab006820,pan_gene_512,Core Gene
Zm00022ab006850,pan_gene_513,Core Gene
Zm00022ab006870,pan_gene_514,Core Gene
Zm00022ab006890,pan_gene_515,Core Gene
Zm00022ab006900,pan_gene_516,Core Gene
Zm00022ab006920,pan_gene_518,Core Gene
Zm00022ab006930,pan_gene_519,Core Gene
Zm00022ab006960,pan_gene_520,Dispensable Gene
Zm00022ab006980,pan_gene_521,Core Gene
gmap_ID=chr1:22903431-22912190,pan_gene_522,Dispensable Gene
Zm00022ab007040,pan_gene_523,Core Gene
Zm00022ab007050,pan_gene_524,Core Gene
Zm00022ab007060,pan_gene_525,Core Gene
Zm00022ab007070,pan_gene_526,Core Gene
Zm00022ab007080,pan_gene_527,Core Gene
Zm00022ab007090,pan_gene_528,Core Gene
Zm00022ab007100,pan_gene_529,Core Gene
Zm00022ab007110,pan_gene_530,Core Gene
Zm00022ab007120,pan_gene_531,Core Gene
Zm00022ab007130,pan_gene_532,Near-Core Gene
gmap_ID=chr1:23251256-23251916,pan_gene_533,Dispensable Gene
Zm00022ab007140,pan_gene_534,Core Gene
Zm00022ab007150,pan_gene_535,Dispensable Gene
Zm00022ab007160,pan_gene_536,Core Gene
Zm00022ab007170,pan_gene_537,Core Gene
Zm00022ab007180,pan_gene_538,Core Gene
Zm00022ab007190,pan_gene_539,Core Gene
Zm00022ab007200,pan_gene_541,Core Gene
Zm00022ab007230,pan_gene_542,Core Gene
Zm00022ab007240,pan_gene_543,Core Gene
Zm00022ab007250,pan_gene_545,Core Gene
gmap_ID=chr1:23794003-23795466,pan_gene_546,Core Gene
gmap_ID=chr1:23796764-23797324,pan_gene_547,Core Gene
gmap_ID=chr1:23900710-23901290,pan_gene_548,Core Gene
Zm00022ab007270,pan_gene_549,Core Gene
Zm00022ab007300,pan_gene_550,Core Gene
Zm00022ab007310,pan_gene_551,Core Gene
Zm00022ab007320,pan_gene_553,Core Gene
Zm00022ab007330,pan_gene_554,Core Gene
Zm00022ab007350,pan_gene_555,Core Gene
gmap_ID=chr1:24271271-24276074,pan_gene_556,Core Gene
Zm00022ab007360,pan_gene_557,Core Gene
Zm00022ab007370,pan_gene_558,Core Gene
Zm00022ab007380,pan_gene_559,Core Gene
Zm00022ab007390,pan_gene_560,Core Gene
Zm00022ab007410,pan_gene_561,Core Gene
Zm00022ab007420,pan_gene_562,Core Gene
Zm00022ab007450,pan_gene_565,Core Gene
Zm00022ab007460,pan_gene_566,Core Gene
Zm00022ab007470,pan_gene_567,Core Gene
Zm00022ab007560,pan_gene_568,Core Gene
Zm00022ab007570,pan_gene_569,Core Gene
Zm00022ab007580,pan_gene_570,Core Gene
Zm00022ab007590,pan_gene_571,Core Gene
Zm00022ab007600,pan_gene_572,Core Gene
Zm00022ab007630,pan_gene_575,Core Gene
Zm00022ab007640,pan_gene_576,Core Gene
gmap_ID=chr1:25220557-25220877,pan_gene_577,Core Gene
Zm00022ab007670,pan_gene_578,Core Gene
Zm00022ab007680,pan_gene_579,Core Gene
Zm00022ab007700,pan_gene_581,Core Gene
Zm00022ab007710,pan_gene_582,Core Gene
Zm00022ab007720,pan_gene_583,Core Gene
Zm00022ab007730,pan_gene_584,Core Gene
Zm00022ab007750,pan_gene_585,Core Gene
Zm00022ab007760,pan_gene_586,Core Gene
Zm00022ab007780,pan_gene_588,Core Gene
Zm00022ab007800,pan_gene_589,Core Gene
Zm00022ab007810,pan_gene_590,Core Gene
Zm00022ab007830,pan_gene_591,Core Gene
Zm00022ab007840,pan_gene_592,Core Gene
Zm00022ab007850,pan_gene_593,Core Gene
Zm00022ab007860,pan_gene_594,Core Gene
Zm00022ab007880,pan_gene_595,Core Gene
Zm00022ab007890,pan_gene_596,Core Gene
Zm00022ab007900,pan_gene_597,Core Gene
Zm00022ab007910,pan_gene_598,Core Gene
Zm00022ab007920,pan_gene_599,Core Gene
Zm00022ab007940,pan_gene_600,Core Gene
Zm00022ab007950,pan_gene_601,Core Gene
Zm00022ab007960,pan_gene_602,Core Gene
Zm00022ab007980,pan_gene_604,Core Gene
gmap_ID=chr1:26712674-26713482,pan_gene_605,Dispensable Gene
Zm00022ab007990,pan_gene_606,Core Gene
Zm00022ab008000,pan_gene_607,Core Gene
Zm00022ab008010,pan_gene_608,Core Gene
Zm00022ab008020,pan_gene_609,Core Gene
Zm00022ab008030,pan_gene_610,Core Gene
Zm00022ab008040,pan_gene_611,Core Gene
Zm00022ab008070,pan_gene_612,Core Gene
Zm00022ab008090,pan_gene_614,Core Gene
Zm00022ab008100,pan_gene_618,Core Gene
Zm00022ab008110,pan_gene_619,Core Gene
Zm00022ab008140,pan_gene_620,Core Gene
Zm00022ab008150,pan_gene_621,Core Gene
Zm00022ab008190,pan_gene_622,Core Gene
Zm00022ab008200,pan_gene_623,Core Gene
Zm00022ab008220,pan_gene_624,Core Gene
Zm00022ab008230,pan_gene_625,Core Gene
Zm00022ab008250,pan_gene_626,Core Gene
gmap_ID=chr1:28057251-28057874,pan_gene_627,Core Gene
Zm00022ab008290,pan_gene_630,Core Gene
Zm00022ab008300,pan_gene_631,Core Gene
Zm00022ab008310,pan_gene_632,Core Gene
Zm00022ab008320,pan_gene_633,Core Gene
Zm00022ab008330,pan_gene_634,Core Gene
Zm00022ab008350,pan_gene_635,Core Gene
gmap_ID=chr1:28423447-28428427,pan_gene_636,Dispensable Gene
Zm00022ab008370,pan_gene_637,Core Gene
Zm00022ab008380,pan_gene_639,Core Gene
Zm00022ab008390,pan_gene_640,Core Gene
Zm00022ab008400,pan_gene_641,Core Gene
