gene,pan,class
Zm00035ab003680,pan_gene_257,Core Gene
Zm00035ab003690,pan_gene_258,Core Gene
Zm00035ab003700,pan_gene_259,Core Gene
Zm00035ab003720,pan_gene_260,Dispensable Gene
Zm00035ab003730,pan_gene_261,Dispensable Gene
Zm00035ab003740,pan_gene_262,Core Gene
Zm00035ab003760,pan_gene_263,Near-Core Gene
Zm00035ab003770,pan_gene_264,Core Gene
Zm00035ab003780,pan_gene_265,Core Gene
Zm00035ab003790,pan_gene_266,Core Gene
Zm00035ab003800,pan_gene_267,Core Gene
Zm00035ab003820,pan_gene_268,Core Gene
Zm00035ab003830,pan_gene_269,Core Gene
Zm00035ab003840,pan_gene_270,Core Gene
Zm00035ab003860,pan_gene_271,Core Gene
gmap_ID=chr1:9908358-9914046,pan_gene_272,Dispensable Gene
Zm00035ab003870,pan_gene_273,Core Gene
Zm00035ab003920,pan_gene_274,Core Gene
gmap_ID=chr1:10047981-10048347,pan_gene_275,Dispensable Gene
Zm00035ab003940,pan_gene_277,Core Gene
Zm00035ab003930,pan_gene_278,Core Gene
Zm00035ab003950,pan_gene_279,Core Gene
Zm00035ab004030,pan_gene_280,Core Gene
Zm00035ab004040,pan_gene_281,Core Gene
Zm00035ab004050,pan_gene_282,Core Gene
Zm00035ab004060,pan_gene_283,Core Gene
Zm00035ab004080,pan_gene_284,Core Gene
Zm00035ab004100,pan_gene_287,Core Gene
Zm00035ab004120,pan_gene_289,Core Gene
Zm00035ab004130,pan_gene_290,Core Gene
Zm00035ab004140,pan_gene_292,Core Gene
Zm00035ab004160,pan_gene_293,Dispensable Gene
Zm00035ab004200,pan_gene_294,Core Gene
Zm00035ab004210,pan_gene_296,Core Gene
Zm00035ab004230,pan_gene_297,Core Gene
Zm00035ab004240,pan_gene_298,Core Gene
Zm00035ab004250,pan_gene_299,Core Gene
Zm00035ab004260,pan_gene_300,Core Gene
Zm00035ab004270,pan_gene_301,Core Gene
Zm00035ab004290,pan_gene_302,Core Gene
Zm00035ab004300,pan_gene_303,Core Gene
Zm00035ab004310,pan_gene_304,Core Gene
Zm00035ab004340,pan_gene_305,Core Gene
Zm00035ab004350,pan_gene_307,Core Gene
Zm00035ab004360,pan_gene_308,Core Gene
Zm00035ab004370,pan_gene_309,Core Gene
Zm00035ab004410,pan_gene_310,Core Gene
Zm00035ab004420,pan_gene_311,Core Gene
gmap_ID=chr1:11222043-11222615,pan_gene_312,Dispensable Gene
Zm00035ab004440,pan_gene_313,Core Gene
Zm00035ab004450,pan_gene_314,Near-Core Gene
Zm00035ab004460,pan_gene_315,Dispensable Gene
gmap_ID=chr1:11383028-11384101,pan_gene_316,Dispensable Gene
Zm00035ab004470,pan_gene_317,Core Gene
Zm00035ab004480,pan_gene_318,Core Gene
Zm00035ab004500,pan_gene_319,Core Gene
gmap_ID=chr1:11521120-11521305,pan_gene_320,Dispensable Gene
Zm00035ab004520,pan_gene_321,Core Gene
Zm00035ab004530,pan_gene_322,Core Gene
Zm00035ab004540,pan_gene_323,Core Gene
Zm00035ab004550,pan_gene_324,Core Gene
Zm00035ab004560,pan_gene_325,Core Gene
Zm00035ab004570,pan_gene_326,Core Gene
Zm00035ab004580,pan_gene_327,Core Gene
Zm00035ab004590,pan_gene_328,Dispensable Gene
gmap_ID=chr1:11797203-11811955,pan_gene_329,Dispensable Gene
Zm00035ab004600,pan_gene_330,Core Gene
Zm00035ab004610,pan_gene_331,Core Gene
Zm00035ab004630,pan_gene_332,Core Gene
Zm00035ab004670,pan_gene_333,Core Gene
Zm00035ab004690,pan_gene_334,Core Gene
Zm00035ab004680,pan_gene_335,Core Gene
Zm00035ab004700,pan_gene_336,Core Gene
Zm00035ab004710,pan_gene_338,Core Gene
Zm00035ab004730,pan_gene_340,Core Gene
Zm00035ab004740,pan_gene_341,Core Gene
Zm00035ab004750,pan_gene_342,Core Gene
Zm00035ab004760,pan_gene_343,Core Gene
Zm00035ab004770,pan_gene_344,Core Gene
Zm00035ab004780,pan_gene_345,Core Gene
Zm00035ab004790,pan_gene_346,Core Gene
Zm00035ab004810,pan_gene_347,Core Gene
Zm00035ab004820,pan_gene_348,Core Gene
Zm00035ab004830,pan_gene_349,Core Gene
Zm00035ab004840,pan_gene_350,Core Gene
Zm00035ab004860,pan_gene_351,Core Gene
gmap_ID=chr1:12687118-12687525,pan_gene_352,Dispensable Gene
Zm00035ab004870,pan_gene_353,Core Gene
Zm00035ab004880,pan_gene_354,Core Gene
Zm00035ab004900,pan_gene_355,Core Gene
Zm00035ab004910,pan_gene_356,Core Gene
Zm00035ab004920,pan_gene_357,Core Gene
Zm00035ab004930,pan_gene_358,Core Gene
Zm00035ab004960,pan_gene_359,Dispensable Gene
Zm00035ab004970,pan_gene_360,Dispensable Gene
Zm00035ab004980,pan_gene_361,Core Gene
Zm00035ab004990,pan_gene_363,Core Gene
Zm00035ab005040,pan_gene_364,Core Gene
Zm00035ab005050,pan_gene_365,Core Gene
Zm00035ab005070,pan_gene_366,Dispensable Gene
Zm00035ab005080,pan_gene_367,Core Gene
Zm00035ab005110,pan_gene_368,Core Gene
Zm00035ab005130,pan_gene_369,Core Gene
Zm00035ab005150,pan_gene_370,Core Gene
Zm00035ab005170,pan_gene_371,Core Gene
Zm00035ab005180,pan_gene_372,Core Gene
Zm00035ab005210,pan_gene_373,Core Gene
Zm00035ab005240,pan_gene_374,Core Gene
Zm00035ab005330,pan_gene_377,Dispensable Gene
Zm00035ab005340,pan_gene_378,Core Gene
Zm00035ab005440,pan_gene_381,Core Gene
Zm00035ab005450,pan_gene_382,Core Gene
Zm00035ab005460,pan_gene_383,Core Gene
Zm00035ab005470,pan_gene_384,Core Gene
Zm00035ab005480,pan_gene_385,Core Gene
Zm00035ab005490,pan_gene_386,Core Gene
Zm00035ab005510,pan_gene_387,Core Gene
Zm00035ab005520,pan_gene_388,Core Gene
Zm00035ab005540,pan_gene_389,Core Gene
Zm00035ab005550,pan_gene_390,Core Gene
Zm00035ab005560,pan_gene_391,Core Gene
Zm00035ab005580,pan_gene_392,Core Gene
Zm00035ab005590,pan_gene_393,Dispensable Gene
Zm00035ab005600,pan_gene_394,Dispensable Gene
Zm00035ab005610,pan_gene_395,Core Gene
Zm00035ab005630,pan_gene_396,Core Gene
Zm00035ab005650,pan_gene_397,Core Gene
Zm00035ab005670,pan_gene_398,Core Gene
Zm00035ab005680,pan_gene_399,Core Gene
Zm00035ab005690,pan_gene_400,Core Gene
Zm00035ab005700,pan_gene_401,Dispensable Gene
Zm00035ab005710,pan_gene_402,Core Gene
Zm00035ab005730,pan_gene_404,Core Gene
Zm00035ab005740,pan_gene_406,Core Gene
Zm00035ab005750,pan_gene_407,Core Gene
Zm00035ab005760,pan_gene_408,Core Gene
Zm00035ab005770,pan_gene_409,Core Gene
Zm00035ab005780,pan_gene_410,Core Gene
Zm00035ab005790,pan_gene_411,Core Gene
Zm00035ab005810,pan_gene_412,Core Gene
Zm00035ab005830,pan_gene_413,Core Gene
Zm00035ab005840,pan_gene_414,Core Gene
Zm00035ab005850,pan_gene_415,Core Gene
Zm00035ab005860,pan_gene_417,Core Gene
Zm00035ab005870,pan_gene_418,Core Gene
Zm00035ab005890,pan_gene_419,Core Gene
Zm00035ab005900,pan_gene_420,Core Gene
Zm00035ab005910,pan_gene_421,Core Gene
gmap_ID=chr1:15636680-15637199,pan_gene_422,Core Gene
Zm00035ab005930,pan_gene_423,Core Gene
Zm00035ab005940,pan_gene_424,Core Gene
Zm00035ab005960,pan_gene_425,Core Gene
Zm00035ab006010,pan_gene_426,Core Gene
Zm00035ab006040,pan_gene_427,Core Gene
Zm00035ab006050,pan_gene_428,Core Gene
Zm00035ab006090,pan_gene_429,Core Gene
Zm00035ab006100,pan_gene_430,Core Gene
Zm00035ab006110,pan_gene_431,Core Gene
Zm00035ab006120,pan_gene_433,Core Gene
Zm00035ab006130,pan_gene_434,Core Gene
Zm00035ab006140,pan_gene_435,Core Gene
Zm00035ab006150,pan_gene_436,Core Gene
Zm00035ab006160,pan_gene_437,Core Gene
Zm00035ab006170,pan_gene_438,Near-Core Gene
Zm00035ab006180,pan_gene_439,Core Gene
Zm00035ab006190,pan_gene_440,Core Gene
Zm00035ab006200,pan_gene_441,Core Gene
Zm00035ab006250,pan_gene_442,Core Gene
Zm00035ab006260,pan_gene_443,Core Gene
Zm00035ab006270,pan_gene_444,Core Gene
Zm00035ab006280,pan_gene_445,Core Gene
Zm00035ab006300,pan_gene_447,Core Gene
Zm00035ab006310,pan_gene_448,Core Gene
Zm00035ab006320,pan_gene_449,Core Gene
Zm00035ab006330,pan_gene_450,Core Gene
Zm00035ab006340,pan_gene_451,Core Gene
Zm00035ab006350,pan_gene_453,Core Gene
Zm00035ab006360,pan_gene_454,Core Gene
Zm00035ab006380,pan_gene_455,Core Gene
Zm00035ab006390,pan_gene_456,Core Gene
Zm00035ab006400,pan_gene_457,Core Gene
Zm00035ab006410,pan_gene_458,Core Gene
Zm00035ab006430,pan_gene_459,Core Gene
Zm00035ab006450,pan_gene_460,Core Gene
Zm00035ab006470,pan_gene_461,Core Gene
Zm00035ab006480,pan_gene_462,Core Gene
Zm00035ab006490,pan_gene_464,Core Gene
Zm00035ab006500,pan_gene_465,Core Gene
Zm00035ab006540,pan_gene_466,Dispensable Gene
Zm00035ab006550,pan_gene_467,Core Gene
Zm00035ab006560,pan_gene_468,Near-Core Gene
Zm00035ab006570,pan_gene_469,Core Gene
Zm00035ab006580,pan_gene_471,Core Gene
Zm00035ab006590,pan_gene_472,Core Gene
Zm00035ab006600,pan_gene_473,Core Gene
Zm00035ab006620,pan_gene_474,Core Gene
Zm00035ab006630,pan_gene_475,Dispensable Gene
Zm00035ab006670,pan_gene_478,Core Gene
Zm00035ab006700,pan_gene_479,Core Gene
Zm00035ab006720,pan_gene_481,Dispensable Gene
Zm00035ab006730,pan_gene_482,Core Gene
Zm00035ab006740,pan_gene_483,Core Gene
Zm00035ab006750,pan_gene_484,Core Gene
Zm00035ab006770,pan_gene_485,Core Gene
Zm00035ab006780,pan_gene_486,Core Gene
Zm00035ab006790,pan_gene_488,Core Gene
Zm00035ab006810,pan_gene_489,Core Gene
Zm00035ab006820,pan_gene_490,Core Gene
Zm00035ab006830,pan_gene_491,Core Gene
Zm00035ab006840,pan_gene_492,Core Gene
Zm00035ab006900,pan_gene_493,Core Gene
Zm00035ab006910,pan_gene_494,Dispensable Gene
Zm00035ab006930,pan_gene_495,Core Gene
Zm00035ab006940,pan_gene_496,Core Gene
gmap_ID=chr1:18478783-18479190,pan_gene_497,Dispensable Gene
Zm00035ab006950,pan_gene_498,Core Gene
Zm00035ab006960,pan_gene_499,Core Gene
Zm00035ab006980,pan_gene_500,Core Gene
Zm00035ab006990,pan_gene_501,Core Gene
Zm00035ab007000,pan_gene_502,Core Gene
Zm00035ab007010,pan_gene_503,Core Gene
Zm00035ab007030,pan_gene_504,Core Gene
Zm00035ab007040,pan_gene_505,Core Gene
Zm00035ab007050,pan_gene_506,Dispensable Gene
Zm00035ab007060,pan_gene_507,Core Gene
Zm00035ab007070,pan_gene_508,Core Gene
Zm00035ab007080,pan_gene_509,Core Gene
Zm00035ab007110,pan_gene_510,Dispensable Gene
Zm00035ab007120,pan_gene_511,Core Gene
Zm00035ab007130,pan_gene_512,Core Gene
Zm00035ab007150,pan_gene_513,Core Gene
Zm00035ab007160,pan_gene_514,Core Gene
Zm00035ab007170,pan_gene_515,Core Gene
Zm00035ab007180,pan_gene_516,Core Gene
Zm00035ab007220,pan_gene_518,Core Gene
Zm00035ab007230,pan_gene_519,Core Gene
Zm00035ab007260,pan_gene_520,Dispensable Gene
Zm00035ab007280,pan_gene_521,Core Gene
Zm00035ab007290,pan_gene_522,Dispensable Gene
Zm00035ab007310,pan_gene_523,Core Gene
Zm00035ab007320,pan_gene_524,Core Gene
Zm00035ab007330,pan_gene_525,Core Gene
Zm00035ab007340,pan_gene_526,Core Gene
Zm00035ab007350,pan_gene_527,Core Gene
Zm00035ab007370,pan_gene_528,Core Gene
Zm00035ab007400,pan_gene_529,Core Gene
Zm00035ab007410,pan_gene_530,Core Gene
Zm00035ab007420,pan_gene_531,Core Gene
Zm00035ab007430,pan_gene_532,Near-Core Gene
gmap_ID=chr1:20437734-20438394,pan_gene_533,Dispensable Gene
Zm00035ab007440,pan_gene_534,Core Gene
Zm00035ab007450,pan_gene_535,Dispensable Gene
Zm00035ab007460,pan_gene_536,Core Gene
Zm00035ab007470,pan_gene_537,Core Gene
Zm00035ab007480,pan_gene_538,Core Gene
Zm00035ab007500,pan_gene_539,Core Gene
Zm00035ab007510,pan_gene_541,Core Gene
Zm00035ab007540,pan_gene_542,Core Gene
Zm00035ab007550,pan_gene_543,Core Gene
Zm00035ab007560,pan_gene_545,Core Gene
gmap_ID=chr1:20940980-20942443,pan_gene_546,Core Gene
gmap_ID=chr1:20943755-20944315,pan_gene_547,Core Gene
Zm00035ab007580,pan_gene_548,Core Gene
Zm00035ab007590,pan_gene_549,Core Gene
Zm00035ab007610,pan_gene_550,Core Gene
Zm00035ab007620,pan_gene_551,Core Gene
Zm00035ab007650,pan_gene_553,Core Gene
Zm00035ab007660,pan_gene_554,Core Gene
Zm00035ab007670,pan_gene_555,Core Gene
Zm00035ab007680,pan_gene_556,Core Gene
Zm00035ab007690,pan_gene_557,Core Gene
Zm00035ab007700,pan_gene_558,Core Gene
Zm00035ab007720,pan_gene_559,Core Gene
Zm00035ab007730,pan_gene_560,Core Gene
Zm00035ab007740,pan_gene_561,Core Gene
Zm00035ab007750,pan_gene_562,Core Gene
gmap_ID=chr1:21894987-21923562,pan_gene_565,Core Gene
Zm00035ab007760,pan_gene_566,Core Gene
Zm00035ab007780,pan_gene_567,Core Gene
Zm00035ab007910,pan_gene_568,Core Gene
Zm00035ab007920,pan_gene_569,Core Gene
Zm00035ab007950,pan_gene_570,Core Gene
Zm00035ab007960,pan_gene_571,Core Gene
Zm00035ab007980,pan_gene_572,Core Gene
Zm00035ab008000,pan_gene_575,Core Gene
Zm00035ab008010,pan_gene_576,Core Gene
gmap_ID=chr1:22338115-22338438,pan_gene_577,Core Gene
Zm00035ab008040,pan_gene_578,Core Gene
Zm00035ab008050,pan_gene_579,Core Gene
Zm00035ab008060,pan_gene_581,Core Gene
Zm00035ab008070,pan_gene_582,Core Gene
Zm00035ab008090,pan_gene_583,Core Gene
Zm00035ab008100,pan_gene_584,Core Gene
Zm00035ab008110,pan_gene_585,Core Gene
Zm00035ab008120,pan_gene_586,Core Gene
Zm00035ab008130,pan_gene_588,Core Gene
Zm00035ab008140,pan_gene_589,Core Gene
Zm00035ab008150,pan_gene_590,Core Gene
Zm00035ab008160,pan_gene_591,Core Gene
Zm00035ab008180,pan_gene_592,Core Gene
Zm00035ab008190,pan_gene_593,Core Gene
Zm00035ab008200,pan_gene_594,Core Gene
Zm00035ab008210,pan_gene_595,Core Gene
Zm00035ab008220,pan_gene_596,Core Gene
Zm00035ab008230,pan_gene_597,Core Gene
Zm00035ab008240,pan_gene_598,Core Gene
Zm00035ab008250,pan_gene_599,Core Gene
Zm00035ab008270,pan_gene_600,Core Gene
Zm00035ab008290,pan_gene_601,Core Gene
Zm00035ab008300,pan_gene_602,Core Gene
Zm00035ab008380,pan_gene_604,Core Gene
gmap_ID=chr1:23587723-23588567,pan_gene_605,Dispensable Gene
Zm00035ab008390,pan_gene_606,Core Gene
Zm00035ab008410,pan_gene_607,Core Gene
Zm00035ab008420,pan_gene_608,Core Gene
Zm00035ab008430,pan_gene_609,Core Gene
Zm00035ab008440,pan_gene_610,Core Gene
Zm00035ab008450,pan_gene_611,Core Gene
Zm00035ab008470,pan_gene_612,Core Gene
Zm00035ab008490,pan_gene_613,Dispensable Gene
Zm00035ab008500,pan_gene_614,Core Gene
Zm00035ab008520,pan_gene_615,Dispensable Gene
Zm00035ab008530,pan_gene_616,Dispensable Gene
Zm00035ab008540,pan_gene_618,Core Gene
Zm00035ab008550,pan_gene_619,Core Gene
Zm00035ab008590,pan_gene_620,Core Gene
Zm00035ab008600,pan_gene_621,Core Gene
Zm00035ab008620,pan_gene_622,Core Gene
Zm00035ab008640,pan_gene_623,Core Gene
