gene,pan,class
Zm00018ab000970,pan_gene_62,Core Gene
Zm00018ab001000,pan_gene_63,Core Gene
Zm00018ab001010,pan_gene_64,Core Gene
Zm00018ab001030,pan_gene_65,Core Gene
Zm00018ab001050,pan_gene_66,Core Gene
Zm00018ab001060,pan_gene_67,Core Gene
Zm00018ab001070,pan_gene_68,Core Gene
Zm00018ab001080,pan_gene_69,Core Gene
Zm00018ab001110,pan_gene_70,Core Gene
Zm00018ab001120,pan_gene_71,Core Gene
Zm00018ab001140,pan_gene_72,Core Gene
Zm00018ab001150,pan_gene_73,Core Gene
Zm00018ab001160,pan_gene_74,Core Gene
Zm00018ab001170,pan_gene_75,Core Gene
Zm00018ab001180,pan_gene_76,Core Gene
Zm00018ab001190,pan_gene_77,Core Gene
Zm00018ab001200,pan_gene_78,Core Gene
Zm00018ab001210,pan_gene_80,Core Gene
Zm00018ab001230,pan_gene_81,Core Gene
Zm00018ab001240,pan_gene_82,Core Gene
Zm00018ab001250,pan_gene_83,Core Gene
gmap_ID=chr1:3827138-3827431,pan_gene_84,Near-Core Gene
Zm00018ab001270,pan_gene_85,Dispensable Gene
Zm00018ab001280,pan_gene_86,Core Gene
Zm00018ab001290,pan_gene_87,Core Gene
Zm00018ab001310,pan_gene_88,Core Gene
Zm00018ab001320,pan_gene_89,Core Gene
Zm00018ab001330,pan_gene_90,Core Gene
Zm00018ab001340,pan_gene_91,Core Gene
Zm00018ab001360,pan_gene_92,Core Gene
Zm00018ab001370,pan_gene_93,Core Gene
Zm00018ab001380,pan_gene_94,Core Gene
Zm00018ab001390,pan_gene_95,Core Gene
Zm00018ab001400,pan_gene_96,Core Gene
Zm00018ab001410,pan_gene_97,Near-Core Gene
Zm00018ab001420,pan_gene_98,Core Gene
Zm00018ab001430,pan_gene_99,Dispensable Gene
Zm00018ab001440,pan_gene_100,Core Gene
Zm00018ab001450,pan_gene_101,Core Gene
Zm00018ab001460,pan_gene_102,Core Gene
Zm00018ab001470,pan_gene_103,Core Gene
Zm00018ab001480,pan_gene_108,Core Gene
Zm00018ab001510,pan_gene_109,Core Gene
Zm00018ab001540,pan_gene_110,Core Gene
gmap_ID=chr1:4364944-4365333,pan_gene_111,Dispensable Gene
Zm00018ab001560,pan_gene_112,Dispensable Gene
Zm00018ab001570,pan_gene_113,Core Gene
Zm00018ab001580,pan_gene_114,Core Gene
Zm00018ab001610,pan_gene_115,Core Gene
Zm00018ab001620,pan_gene_116,Core Gene
Zm00018ab001630,pan_gene_117,Core Gene
Zm00018ab001640,pan_gene_118,Core Gene
Zm00018ab001650,pan_gene_119,Core Gene
Zm00018ab001660,pan_gene_120,Core Gene
gmap_ID=chr1:4642058-4644159,pan_gene_121,Near-Core Gene
Zm00018ab001670,pan_gene_122,Core Gene
Zm00018ab001700,pan_gene_123,Core Gene
Zm00018ab001710,pan_gene_124,Core Gene
Zm00018ab001720,pan_gene_125,Core Gene
Zm00018ab001740,pan_gene_127,Core Gene
Zm00018ab001750,pan_gene_128,Core Gene
Zm00018ab001760,pan_gene_130,Core Gene
Zm00018ab001770,pan_gene_131,Core Gene
Zm00018ab001780,pan_gene_132,Core Gene
gmap_ID=chr1:5079408-5080975,pan_gene_133,Core Gene
Zm00018ab001810,pan_gene_134,Core Gene
Zm00018ab001820,pan_gene_135,Core Gene
Zm00018ab001830,pan_gene_136,Core Gene
Zm00018ab001840,pan_gene_137,Core Gene
Zm00018ab001850,pan_gene_138,Core Gene
Zm00018ab001880,pan_gene_139,Core Gene
Zm00018ab001890,pan_gene_140,Near-Core Gene
Zm00018ab001910,pan_gene_141,Core Gene
Zm00018ab001940,pan_gene_142,Core Gene
Zm00018ab001960,pan_gene_143,Core Gene
Zm00018ab001970,pan_gene_146,Core Gene
Zm00018ab001980,pan_gene_147,Core Gene
Zm00018ab002000,pan_gene_148,Core Gene
Zm00018ab002010,pan_gene_149,Core Gene
Zm00018ab002030,pan_gene_150,Core Gene
Zm00018ab002040,pan_gene_151,Core Gene
Zm00018ab002050,pan_gene_152,Core Gene
Zm00018ab002070,pan_gene_153,Core Gene
Zm00018ab002080,pan_gene_154,Core Gene
Zm00018ab002100,pan_gene_155,Core Gene
Zm00018ab002120,pan_gene_156,Core Gene
Zm00018ab002150,pan_gene_157,Core Gene
Zm00018ab002170,pan_gene_158,Core Gene
Zm00018ab002190,pan_gene_159,Core Gene
Zm00018ab002200,pan_gene_160,Core Gene
Zm00018ab002210,pan_gene_161,Core Gene
Zm00018ab002220,pan_gene_162,Core Gene
Zm00018ab002230,pan_gene_163,Core Gene
Zm00018ab002240,pan_gene_164,Core Gene
Zm00018ab002250,pan_gene_165,Core Gene
Zm00018ab002260,pan_gene_166,Core Gene
Zm00018ab002270,pan_gene_168,Core Gene
Zm00018ab002280,pan_gene_169,Core Gene
gmap_ID=chr1:6178109-6178520,pan_gene_170,Core Gene
Zm00018ab002290,pan_gene_171,Core Gene
Zm00018ab002300,pan_gene_172,Core Gene
gmap_ID=chr1:6391884-6393260,pan_gene_173,Dispensable Gene
Zm00018ab002340,pan_gene_174,Core Gene
Zm00018ab002350,pan_gene_175,Core Gene
Zm00018ab002360,pan_gene_176,Core Gene
Zm00018ab002370,pan_gene_177,Core Gene
Zm00018ab002380,pan_gene_179,Core Gene
Zm00018ab002390,pan_gene_180,Core Gene
Zm00018ab002400,pan_gene_181,Core Gene
Zm00018ab002410,pan_gene_182,Core Gene
Zm00018ab002450,pan_gene_183,Core Gene
Zm00018ab002460,pan_gene_184,Near-Core Gene
Zm00018ab002470,pan_gene_185,Core Gene
Zm00018ab002480,pan_gene_186,Core Gene
Zm00018ab002490,pan_gene_187,Core Gene
Zm00018ab002500,pan_gene_188,Core Gene
Zm00018ab002520,pan_gene_189,Core Gene
Zm00018ab002530,pan_gene_191,Core Gene
gmap_ID=chr1:6850438-6850795,pan_gene_192,Near-Core Gene
Zm00018ab002560,pan_gene_193,Near-Core Gene
Zm00018ab002570,pan_gene_194,Core Gene
Zm00018ab002580,pan_gene_195,Core Gene
Zm00018ab002590,pan_gene_196,Core Gene
Zm00018ab002600,pan_gene_197,Core Gene
Zm00018ab002610,pan_gene_198,Core Gene
Zm00018ab002620,pan_gene_199,Core Gene
Zm00018ab002640,pan_gene_200,Core Gene
Zm00018ab002660,pan_gene_201,Core Gene
Zm00018ab002670,pan_gene_202,Core Gene
Zm00018ab002680,pan_gene_203,Core Gene
Zm00018ab002690,pan_gene_204,Core Gene
Zm00018ab002700,pan_gene_205,Core Gene
Zm00018ab002720,pan_gene_206,Core Gene
Zm00018ab002730,pan_gene_207,Core Gene
Zm00018ab002740,pan_gene_208,Core Gene
Zm00018ab002750,pan_gene_209,Core Gene
Zm00018ab002760,pan_gene_210,Core Gene
Zm00018ab002770,pan_gene_211,Core Gene
Zm00018ab002790,pan_gene_212,Core Gene
Zm00018ab002810,pan_gene_214,Core Gene
Zm00018ab002820,pan_gene_215,Core Gene
Zm00018ab002840,pan_gene_216,Core Gene
Zm00018ab002850,pan_gene_217,Core Gene
Zm00018ab002890,pan_gene_218,Core Gene
Zm00018ab002900,pan_gene_219,Dispensable Gene
Zm00018ab002910,pan_gene_220,Core Gene
Zm00018ab002930,pan_gene_222,Core Gene
Zm00018ab002950,pan_gene_223,Core Gene
Zm00018ab002970,pan_gene_224,Core Gene
Zm00018ab002980,pan_gene_225,Near-Core Gene
Zm00018ab003000,pan_gene_226,Core Gene
Zm00018ab003010,pan_gene_227,Core Gene
Zm00018ab003020,pan_gene_228,Core Gene
Zm00018ab003030,pan_gene_229,Dispensable Gene
Zm00018ab003120,pan_gene_230,Core Gene
Zm00018ab003110,pan_gene_231,Core Gene
Zm00018ab003130,pan_gene_232,Core Gene
Zm00018ab003140,pan_gene_233,Core Gene
Zm00018ab003150,pan_gene_234,Core Gene
gmap_ID=chr1:8434522-8437383,pan_gene_235,Dispensable Gene
Zm00018ab003160,pan_gene_236,Dispensable Gene
Zm00018ab003170,pan_gene_237,Dispensable Gene
Zm00018ab003180,pan_gene_238,Core Gene
Zm00018ab003220,pan_gene_239,Core Gene
Zm00018ab003380,pan_gene_240,Core Gene
Zm00018ab003400,pan_gene_241,Core Gene
Zm00018ab003410,pan_gene_242,Core Gene
Zm00018ab003420,pan_gene_244,Core Gene
Zm00018ab003460,pan_gene_245,Core Gene
Zm00018ab003470,pan_gene_246,Core Gene
Zm00018ab003480,pan_gene_247,Core Gene
Zm00018ab003490,pan_gene_248,Core Gene
Zm00018ab003510,pan_gene_250,Core Gene
Zm00018ab003530,pan_gene_251,Core Gene
Zm00018ab003540,pan_gene_252,Core Gene
Zm00018ab003550,pan_gene_253,Core Gene
Zm00018ab003590,pan_gene_254,Near-Core Gene
Zm00018ab003640,pan_gene_256,Core Gene
Zm00018ab003650,pan_gene_257,Core Gene
Zm00018ab003660,pan_gene_258,Core Gene
Zm00018ab003670,pan_gene_259,Core Gene
Zm00018ab003680,pan_gene_262,Core Gene
Zm00018ab003700,pan_gene_263,Near-Core Gene
Zm00018ab003710,pan_gene_264,Core Gene
Zm00018ab003730,pan_gene_265,Core Gene
Zm00018ab003740,pan_gene_266,Core Gene
Zm00018ab003750,pan_gene_267,Core Gene
Zm00018ab003760,pan_gene_268,Core Gene
Zm00018ab003770,pan_gene_269,Core Gene
Zm00018ab003790,pan_gene_270,Core Gene
Zm00018ab003800,pan_gene_271,Core Gene
gmap_ID=chr1:10006468-10128489,pan_gene_272,Dispensable Gene
Zm00018ab003820,pan_gene_273,Core Gene
Zm00018ab003870,pan_gene_274,Core Gene
gmap_ID=chr1:10261530-10261896,pan_gene_275,Dispensable Gene
Zm00018ab003900,pan_gene_277,Core Gene
Zm00018ab003890,pan_gene_278,Core Gene
Zm00018ab003910,pan_gene_279,Core Gene
Zm00018ab003970,pan_gene_280,Core Gene
Zm00018ab003980,pan_gene_281,Core Gene
Zm00018ab003990,pan_gene_282,Core Gene
Zm00018ab004000,pan_gene_283,Core Gene
Zm00018ab004020,pan_gene_284,Core Gene
Zm00018ab004030,pan_gene_287,Core Gene
Zm00018ab004070,pan_gene_289,Core Gene
Zm00018ab004080,pan_gene_290,Core Gene
Zm00018ab004100,pan_gene_292,Core Gene
Zm00018ab004110,pan_gene_294,Core Gene
Zm00018ab004120,pan_gene_296,Core Gene
Zm00018ab004140,pan_gene_297,Core Gene
Zm00018ab004150,pan_gene_298,Core Gene
Zm00018ab004160,pan_gene_299,Core Gene
Zm00018ab004170,pan_gene_300,Core Gene
Zm00018ab004180,pan_gene_301,Core Gene
Zm00018ab004210,pan_gene_302,Core Gene
Zm00018ab004220,pan_gene_303,Core Gene
Zm00018ab004240,pan_gene_304,Core Gene
Zm00018ab004260,pan_gene_305,Core Gene
Zm00018ab004270,pan_gene_306,Dispensable Gene
Zm00018ab004290,pan_gene_307,Core Gene
Zm00018ab004300,pan_gene_308,Core Gene
Zm00018ab004310,pan_gene_309,Core Gene
Zm00018ab004340,pan_gene_310,Core Gene
Zm00018ab004350,pan_gene_311,Core Gene
Zm00018ab004360,pan_gene_313,Core Gene
Zm00018ab004380,pan_gene_314,Near-Core Gene
gmap_ID=chr1:11517622-11518051,pan_gene_315,Dispensable Gene
gmap_ID=chr1:11552828-11553901,pan_gene_316,Dispensable Gene
Zm00018ab004390,pan_gene_317,Core Gene
Zm00018ab004400,pan_gene_318,Core Gene
Zm00018ab004420,pan_gene_319,Core Gene
gmap_ID=chr1:11691563-11691748,pan_gene_320,Dispensable Gene
Zm00018ab004440,pan_gene_321,Core Gene
Zm00018ab004450,pan_gene_322,Core Gene
Zm00018ab004460,pan_gene_323,Core Gene
Zm00018ab004480,pan_gene_324,Core Gene
Zm00018ab004490,pan_gene_325,Core Gene
Zm00018ab004500,pan_gene_326,Core Gene
Zm00018ab004510,pan_gene_327,Core Gene
Zm00018ab004520,pan_gene_328,Dispensable Gene
Zm00018ab004530,pan_gene_329,Dispensable Gene
Zm00018ab004540,pan_gene_330,Core Gene
Zm00018ab004550,pan_gene_331,Core Gene
Zm00018ab004560,pan_gene_332,Core Gene
Zm00018ab004580,pan_gene_333,Core Gene
gmap_ID=chr1:12325139-12325672,pan_gene_334,Core Gene
Zm00018ab004590,pan_gene_335,Core Gene
Zm00018ab004600,pan_gene_336,Core Gene
Zm00018ab004610,pan_gene_338,Core Gene
Zm00018ab004650,pan_gene_340,Core Gene
Zm00018ab004680,pan_gene_341,Core Gene
Zm00018ab004700,pan_gene_342,Core Gene
Zm00018ab004710,pan_gene_343,Core Gene
Zm00018ab004720,pan_gene_344,Core Gene
Zm00018ab004730,pan_gene_345,Core Gene
Zm00018ab004740,pan_gene_346,Core Gene
Zm00018ab004770,pan_gene_347,Core Gene
Zm00018ab004780,pan_gene_348,Core Gene
Zm00018ab004790,pan_gene_349,Core Gene
Zm00018ab004800,pan_gene_350,Core Gene
Zm00018ab004820,pan_gene_351,Core Gene
Zm00018ab004830,pan_gene_352,Dispensable Gene
Zm00018ab004840,pan_gene_353,Core Gene
Zm00018ab004850,pan_gene_354,Core Gene
Zm00018ab004860,pan_gene_355,Core Gene
Zm00018ab004870,pan_gene_356,Core Gene
Zm00018ab004880,pan_gene_357,Core Gene
Zm00018ab004900,pan_gene_358,Core Gene
Zm00018ab004910,pan_gene_361,Core Gene
Zm00018ab004920,pan_gene_363,Core Gene
Zm00018ab004950,pan_gene_364,Core Gene
Zm00018ab004960,pan_gene_365,Core Gene
Zm00018ab004980,pan_gene_367,Core Gene
Zm00018ab005020,pan_gene_368,Core Gene
Zm00018ab005050,pan_gene_369,Core Gene
Zm00018ab005070,pan_gene_370,Core Gene
Zm00018ab005080,pan_gene_371,Core Gene
Zm00018ab005090,pan_gene_372,Core Gene
Zm00018ab005100,pan_gene_373,Core Gene
Zm00018ab005290,pan_gene_374,Core Gene
Zm00018ab005240,pan_gene_375,Dispensable Gene
Zm00018ab005250,pan_gene_376,Dispensable Gene
Zm00018ab005340,pan_gene_377,Dispensable Gene
Zm00018ab005350,pan_gene_378,Core Gene
Zm00018ab005400,pan_gene_381,Core Gene
Zm00018ab005410,pan_gene_382,Core Gene
Zm00018ab005420,pan_gene_383,Core Gene
Zm00018ab005430,pan_gene_384,Core Gene
Zm00018ab005440,pan_gene_385,Core Gene
Zm00018ab005450,pan_gene_386,Core Gene
Zm00018ab005470,pan_gene_387,Core Gene
Zm00018ab005480,pan_gene_388,Core Gene
Zm00018ab005510,pan_gene_389,Core Gene
Zm00018ab005540,pan_gene_390,Core Gene
Zm00018ab005580,pan_gene_391,Core Gene
Zm00018ab005600,pan_gene_392,Core Gene
Zm00018ab005620,pan_gene_395,Core Gene
Zm00018ab005640,pan_gene_396,Core Gene
Zm00018ab005650,pan_gene_397,Core Gene
gmap_ID=chr1:15000212-15019379,pan_gene_398,Core Gene
Zm00018ab005690,pan_gene_399,Core Gene
Zm00018ab005700,pan_gene_400,Core Gene
Zm00018ab005710,pan_gene_402,Core Gene
Zm00018ab005740,pan_gene_404,Core Gene
Zm00018ab005750,pan_gene_405,Dispensable Gene
Zm00018ab005760,pan_gene_406,Core Gene
Zm00018ab005770,pan_gene_407,Core Gene
Zm00018ab005780,pan_gene_408,Core Gene
Zm00018ab005790,pan_gene_409,Core Gene
Zm00018ab005800,pan_gene_410,Core Gene
Zm00018ab005810,pan_gene_411,Core Gene
Zm00018ab005820,pan_gene_412,Core Gene
Zm00018ab005850,pan_gene_413,Core Gene
Zm00018ab005860,pan_gene_414,Core Gene
Zm00018ab005870,pan_gene_415,Core Gene
Zm00018ab005880,pan_gene_417,Core Gene
Zm00018ab005890,pan_gene_418,Core Gene
Zm00018ab005900,pan_gene_419,Core Gene
Zm00018ab005910,pan_gene_420,Core Gene
Zm00018ab005920,pan_gene_421,Core Gene
gmap_ID=chr1:15898270-15898789,pan_gene_422,Core Gene
gmap_ID=chr1:15909495-15910069,pan_gene_423,Core Gene
Zm00018ab005940,pan_gene_424,Core Gene
Zm00018ab005980,pan_gene_425,Core Gene
Zm00018ab006020,pan_gene_426,Core Gene
Zm00018ab006040,pan_gene_427,Core Gene
Zm00018ab006050,pan_gene_428,Core Gene
Zm00018ab006060,pan_gene_429,Core Gene
Zm00018ab006070,pan_gene_430,Core Gene
Zm00018ab006090,pan_gene_431,Core Gene
Zm00018ab006100,pan_gene_433,Core Gene
Zm00018ab006110,pan_gene_434,Core Gene
Zm00018ab006120,pan_gene_435,Core Gene
Zm00018ab006130,pan_gene_436,Core Gene
Zm00018ab006140,pan_gene_437,Core Gene
Zm00018ab006150,pan_gene_438,Near-Core Gene
Zm00018ab006160,pan_gene_439,Core Gene
Zm00018ab006170,pan_gene_440,Core Gene
Zm00018ab006180,pan_gene_441,Core Gene
Zm00018ab006220,pan_gene_442,Core Gene
Zm00018ab006230,pan_gene_443,Core Gene
Zm00018ab006240,pan_gene_444,Core Gene
Zm00018ab006250,pan_gene_445,Core Gene
Zm00018ab006260,pan_gene_446,Dispensable Gene
Zm00018ab006270,pan_gene_447,Core Gene
Zm00018ab006280,pan_gene_448,Core Gene
Zm00018ab006290,pan_gene_449,Core Gene
Zm00018ab006300,pan_gene_450,Core Gene
Zm00018ab006310,pan_gene_451,Core Gene
Zm00018ab006330,pan_gene_453,Core Gene
Zm00018ab006340,pan_gene_454,Core Gene
Zm00018ab006350,pan_gene_455,Core Gene
Zm00018ab006360,pan_gene_456,Core Gene
Zm00018ab006370,pan_gene_457,Core Gene
Zm00018ab006380,pan_gene_458,Core Gene
Zm00018ab006400,pan_gene_459,Core Gene
Zm00018ab006430,pan_gene_460,Core Gene
Zm00018ab006460,pan_gene_461,Core Gene
Zm00018ab006490,pan_gene_462,Core Gene
Zm00018ab006500,pan_gene_463,Dispensable Gene
Zm00018ab006510,pan_gene_464,Core Gene
Zm00018ab006520,pan_gene_465,Core Gene
Zm00018ab006550,pan_gene_467,Core Gene
gmap_ID=chr1:18406623-18406977,pan_gene_469,Core Gene
Zm00018ab006570,pan_gene_471,Core Gene
Zm00018ab006620,pan_gene_472,Core Gene
Zm00018ab006630,pan_gene_473,Core Gene
Zm00018ab006640,pan_gene_474,Core Gene
gmap_ID=chr1:18921874-18924445,pan_gene_476,Dispensable Gene
Zm00018ab006690,pan_gene_478,Core Gene
Zm00018ab006700,pan_gene_479,Core Gene
Zm00018ab006710,pan_gene_482,Core Gene
Zm00018ab006730,pan_gene_483,Core Gene
Zm00018ab006750,pan_gene_484,Core Gene
Zm00018ab006770,pan_gene_485,Core Gene
Zm00018ab006790,pan_gene_486,Core Gene
Zm00018ab006800,pan_gene_488,Core Gene
Zm00018ab006810,pan_gene_489,Core Gene
Zm00018ab006820,pan_gene_490,Core Gene
Zm00018ab006830,pan_gene_491,Core Gene
Zm00018ab006840,pan_gene_492,Core Gene
Zm00018ab006880,pan_gene_493,Core Gene
Zm00018ab006890,pan_gene_494,Dispensable Gene
Zm00018ab006900,pan_gene_495,Core Gene
Zm00018ab006910,pan_gene_496,Core Gene
gmap_ID=chr1:19528148-19528555,pan_gene_497,Dispensable Gene
Zm00018ab006920,pan_gene_498,Core Gene
Zm00018ab006930,pan_gene_499,Core Gene
Zm00018ab006940,pan_gene_500,Core Gene
Zm00018ab006950,pan_gene_501,Core Gene
Zm00018ab006960,pan_gene_502,Core Gene
Zm00018ab006970,pan_gene_503,Core Gene
Zm00018ab006980,pan_gene_504,Core Gene
Zm00018ab007000,pan_gene_505,Core Gene
Zm00018ab007010,pan_gene_506,Dispensable Gene
Zm00018ab007020,pan_gene_507,Core Gene
Zm00018ab007030,pan_gene_508,Core Gene
Zm00018ab007040,pan_gene_509,Core Gene
Zm00018ab007060,pan_gene_511,Core Gene
Zm00018ab007070,pan_gene_512,Core Gene
Zm00018ab007080,pan_gene_513,Core Gene
Zm00018ab007090,pan_gene_514,Core Gene
Zm00018ab007120,pan_gene_515,Core Gene
Zm00018ab007130,pan_gene_516,Core Gene
Zm00018ab007140,pan_gene_517,Dispensable Gene
Zm00018ab007160,pan_gene_518,Core Gene
Zm00018ab007170,pan_gene_519,Core Gene
Zm00018ab007190,pan_gene_520,Dispensable Gene
Zm00018ab007210,pan_gene_521,Core Gene
Zm00018ab007220,pan_gene_523,Core Gene
Zm00018ab007230,pan_gene_524,Core Gene
Zm00018ab007240,pan_gene_525,Core Gene
Zm00018ab007250,pan_gene_526,Core Gene
Zm00018ab007260,pan_gene_527,Core Gene
Zm00018ab007270,pan_gene_528,Core Gene
Zm00018ab007290,pan_gene_529,Core Gene
Zm00018ab007300,pan_gene_530,Core Gene
Zm00018ab007310,pan_gene_531,Core Gene
Zm00018ab007320,pan_gene_532,Near-Core Gene
Zm00018ab007330,pan_gene_534,Core Gene
Zm00018ab007340,pan_gene_536,Core Gene
Zm00018ab007350,pan_gene_537,Core Gene
Zm00018ab007360,pan_gene_538,Core Gene
Zm00018ab007370,pan_gene_539,Core Gene
Zm00018ab007380,pan_gene_541,Core Gene
Zm00018ab007420,pan_gene_542,Core Gene
Zm00018ab007430,pan_gene_543,Core Gene
Zm00018ab007440,pan_gene_545,Core Gene
Zm00018ab007450,pan_gene_546,Core Gene
gmap_ID=chr1:21894159-21894719,pan_gene_547,Core Gene
gmap_ID=chr1:21998114-21998694,pan_gene_548,Core Gene
Zm00018ab007460,pan_gene_549,Core Gene
Zm00018ab007480,pan_gene_550,Core Gene
Zm00018ab007490,pan_gene_551,Core Gene
Zm00018ab007510,pan_gene_553,Core Gene
Zm00018ab007520,pan_gene_554,Core Gene
Zm00018ab007550,pan_gene_555,Core Gene
Zm00018ab007560,pan_gene_556,Core Gene
Zm00018ab007570,pan_gene_557,Core Gene
Zm00018ab007580,pan_gene_558,Core Gene
Zm00018ab007590,pan_gene_559,Core Gene
Zm00018ab007600,pan_gene_560,Core Gene
Zm00018ab007620,pan_gene_561,Core Gene
Zm00018ab007630,pan_gene_562,Core Gene
Zm00018ab007640,pan_gene_565,Core Gene
Zm00018ab007650,pan_gene_566,Core Gene
Zm00018ab007660,pan_gene_567,Core Gene
Zm00018ab007800,pan_gene_568,Core Gene
Zm00018ab007810,pan_gene_569,Core Gene
Zm00018ab007820,pan_gene_570,Core Gene
Zm00018ab007830,pan_gene_571,Core Gene
Zm00018ab007840,pan_gene_572,Core Gene
Zm00018ab007860,pan_gene_575,Core Gene
Zm00018ab007870,pan_gene_576,Core Gene
gmap_ID=chr1:23237783-23238099,pan_gene_577,Core Gene
Zm00018ab007890,pan_gene_578,Core Gene
Zm00018ab007900,pan_gene_579,Core Gene
Zm00018ab007930,pan_gene_580,Dispensable Gene
Zm00018ab007940,pan_gene_581,Core Gene
Zm00018ab007950,pan_gene_582,Core Gene
Zm00018ab007960,pan_gene_583,Core Gene
Zm00018ab007970,pan_gene_584,Core Gene
Zm00018ab007980,pan_gene_585,Core Gene
Zm00018ab008000,pan_gene_586,Core Gene
Zm00018ab008010,pan_gene_588,Core Gene
Zm00018ab008020,pan_gene_589,Core Gene
Zm00018ab008030,pan_gene_590,Core Gene
Zm00018ab008050,pan_gene_591,Core Gene
Zm00018ab008060,pan_gene_592,Core Gene
Zm00018ab008080,pan_gene_593,Core Gene
Zm00018ab008090,pan_gene_594,Core Gene
Zm00018ab008100,pan_gene_595,Core Gene
Zm00018ab008110,pan_gene_596,Core Gene
Zm00018ab008120,pan_gene_597,Core Gene
Zm00018ab008130,pan_gene_598,Core Gene
Zm00018ab008140,pan_gene_599,Core Gene
Zm00018ab008150,pan_gene_600,Core Gene
Zm00018ab008160,pan_gene_601,Core Gene
Zm00018ab008190,pan_gene_602,Core Gene
Zm00018ab008210,pan_gene_604,Core Gene
Zm00018ab008220,pan_gene_606,Core Gene
Zm00018ab008240,pan_gene_607,Core Gene
Zm00018ab008250,pan_gene_608,Core Gene
Zm00018ab008260,pan_gene_609,Core Gene
Zm00018ab008270,pan_gene_610,Core Gene
Zm00018ab008280,pan_gene_611,Core Gene
Zm00018ab008300,pan_gene_612,Core Gene
Zm00018ab008330,pan_gene_614,Core Gene
Zm00018ab008340,pan_gene_617,Dispensable Gene
Zm00018ab008350,pan_gene_618,Core Gene
Zm00018ab008360,pan_gene_619,Core Gene
Zm00018ab008390,pan_gene_620,Core Gene
Zm00018ab008400,pan_gene_621,Core Gene
Zm00018ab008440,pan_gene_622,Core Gene
Zm00018ab008450,pan_gene_623,Core Gene
Zm00018ab008470,pan_gene_624,Core Gene
Zm00018ab008480,pan_gene_625,Core Gene
Zm00018ab008500,pan_gene_626,Core Gene
gmap_ID=chr1:25734812-25735435,pan_gene_627,Core Gene
Zm00018ab008530,pan_gene_628,Dispensable Gene
Zm00018ab008550,pan_gene_629,Dispensable Gene
Zm00018ab008570,pan_gene_630,Core Gene
Zm00018ab008580,pan_gene_631,Core Gene
Zm00018ab008590,pan_gene_632,Core Gene
Zm00018ab008600,pan_gene_633,Core Gene
Zm00018ab008630,pan_gene_634,Core Gene
Zm00018ab008650,pan_gene_635,Core Gene
