gene,pan,copy,class,duplicate
Zm00027ab001430,pan_gene_103,1,Core Gene,N
Zm00027ab001450,pan_gene_108,2,Core Gene,Y
Zm00027ab001480,pan_gene_109,2,Core Gene,Y
Zm00027ab001500,pan_gene_110,1,Core Gene,N
gmap_ID=chr1:4509566-4509955,pan_gene_111,1,Dispensable Gene,N
Zm00027ab001510,pan_gene_112,1,Dispensable Gene,N
Zm00027ab001520,pan_gene_113,1,Core Gene,N
Zm00027ab001530,pan_gene_114,1,Core Gene,N
Zm00027ab001540,pan_gene_115,1,Core Gene,N
Zm00027ab001550,pan_gene_116,1,Core Gene,N
Zm00027ab001560,pan_gene_117,1,Core Gene,N
Zm00027ab001570,pan_gene_118,1,Core Gene,N
Zm00027ab001580,pan_gene_119,1,Core Gene,N
Zm00027ab001590,pan_gene_120,1,Core Gene,N
gmap_ID=chr1:4816687-4818497,pan_gene_121,1,Near-Core Gene,N
Zm00027ab001600,pan_gene_122,2,Core Gene,Y
Zm00027ab001630,pan_gene_123,1,Core Gene,N
Zm00027ab001650,pan_gene_124,1,Core Gene,N
Zm00027ab001660,pan_gene_125,1,Core Gene,N
Zm00027ab001680,pan_gene_127,1,Core Gene,N
Zm00027ab001700,pan_gene_128,1,Core Gene,N
Zm00027ab001710,pan_gene_130,1,Core Gene,N
Zm00027ab001720,pan_gene_131,1,Core Gene,N
Zm00027ab001730,pan_gene_132,1,Core Gene,N
Zm00027ab001750,pan_gene_133,1,Core Gene,N
Zm00027ab001760,pan_gene_134,1,Core Gene,N
Zm00027ab001770,pan_gene_135,1,Core Gene,N
Zm00027ab001780,pan_gene_136,1,Core Gene,N
Zm00027ab001790,pan_gene_137,1,Core Gene,N
Zm00027ab001800,pan_gene_138,1,Core Gene,N
Zm00027ab001810,pan_gene_139,1,Core Gene,N
gmap_ID=chr1:5762531-5772076,pan_gene_140,1,Near-Core Gene,N
Zm00027ab001850,pan_gene_141,1,Core Gene,N
Zm00027ab001860,pan_gene_142,1,Core Gene,N
Zm00027ab001880,pan_gene_143,1,Core Gene,N
Zm00027ab001900,pan_gene_146,1,Core Gene,N
Zm00027ab001910,pan_gene_147,1,Core Gene,N
Zm00027ab001920,pan_gene_148,1,Core Gene,N
Zm00027ab001930,pan_gene_149,1,Core Gene,N
Zm00027ab001960,pan_gene_150,1,Core Gene,N
Zm00027ab001970,pan_gene_151,1,Core Gene,N
Zm00027ab001980,pan_gene_152,1,Core Gene,N
Zm00027ab001990,pan_gene_153,1,Core Gene,N
Zm00027ab002000,pan_gene_154,1,Core Gene,N
Zm00027ab002020,pan_gene_155,2,Core Gene,Y
Zm00027ab002040,pan_gene_156,1,Core Gene,N
Zm00027ab002070,pan_gene_157,1,Core Gene,N
Zm00027ab002080,pan_gene_158,1,Core Gene,N
Zm00027ab002100,pan_gene_159,1,Core Gene,N
Zm00027ab002110,pan_gene_160,1,Core Gene,N
Zm00027ab002120,pan_gene_161,1,Core Gene,N
Zm00027ab002130,pan_gene_162,1,Core Gene,N
Zm00027ab002140,pan_gene_163,1,Core Gene,N
Zm00027ab002150,pan_gene_164,1,Core Gene,N
Zm00027ab002160,pan_gene_165,1,Core Gene,N
Zm00027ab002180,pan_gene_166,1,Core Gene,N
Zm00027ab002200,pan_gene_167,2,Dispensable Gene,Y
Zm00027ab002210,pan_gene_168,1,Core Gene,N
Zm00027ab002220,pan_gene_169,1,Core Gene,N
Zm00027ab002230,pan_gene_170,1,Core Gene,N
Zm00027ab002250,pan_gene_171,1,Core Gene,N
Zm00027ab002260,pan_gene_172,2,Core Gene,Y
Zm00027ab002310,pan_gene_173,1,Dispensable Gene,N
Zm00027ab002330,pan_gene_174,1,Core Gene,N
Zm00027ab002340,pan_gene_175,1,Core Gene,N
Zm00027ab002350,pan_gene_176,1,Core Gene,N
Zm00027ab002360,pan_gene_177,1,Core Gene,N
Zm00027ab002370,pan_gene_179,1,Core Gene,N
Zm00027ab002380,pan_gene_180,1,Core Gene,N
Zm00027ab002390,pan_gene_181,1,Core Gene,N
Zm00027ab002400,pan_gene_182,1,Core Gene,N
Zm00027ab002420,pan_gene_183,1,Core Gene,N
Zm00027ab002430,pan_gene_185,1,Core Gene,N
Zm00027ab002440,pan_gene_186,1,Core Gene,N
Zm00027ab002460,pan_gene_187,1,Core Gene,N
Zm00027ab002470,pan_gene_188,1,Core Gene,N
Zm00027ab002480,pan_gene_189,1,Core Gene,N
Zm00027ab002490,pan_gene_191,1,Core Gene,N
gmap_ID=chr1:7291702-7292065,pan_gene_192,1,Near-Core Gene,N
Zm00027ab002510,pan_gene_193,1,Near-Core Gene,N
Zm00027ab002520,pan_gene_194,1,Core Gene,N
Zm00027ab002530,pan_gene_195,1,Core Gene,N
Zm00027ab002550,pan_gene_196,1,Core Gene,N
Zm00027ab002560,pan_gene_197,1,Core Gene,N
Zm00027ab002570,pan_gene_198,1,Core Gene,N
Zm00027ab002580,pan_gene_199,2,Core Gene,Y
Zm00027ab002600,pan_gene_200,1,Core Gene,N
Zm00027ab002610,pan_gene_201,1,Core Gene,N
Zm00027ab002620,pan_gene_202,1,Core Gene,N
Zm00027ab002630,pan_gene_203,1,Core Gene,N
Zm00027ab002670,pan_gene_204,1,Core Gene,N
Zm00027ab002680,pan_gene_205,1,Core Gene,N
Zm00027ab002690,pan_gene_206,1,Core Gene,N
Zm00027ab002700,pan_gene_207,1,Core Gene,N
Zm00027ab002710,pan_gene_208,1,Core Gene,N
Zm00027ab002740,pan_gene_209,1,Core Gene,N
Zm00027ab002750,pan_gene_210,1,Core Gene,N
Zm00027ab002760,pan_gene_211,2,Core Gene,Y
Zm00027ab002780,pan_gene_212,1,Core Gene,N
Zm00027ab002800,pan_gene_214,1,Core Gene,N
Zm00027ab002810,pan_gene_215,1,Core Gene,N
Zm00027ab002820,pan_gene_216,1,Core Gene,N
Zm00027ab002830,pan_gene_217,3,Core Gene,Y
Zm00027ab002880,pan_gene_218,1,Core Gene,N
Zm00027ab002890,pan_gene_220,1,Core Gene,N
Zm00027ab002910,pan_gene_222,3,Core Gene,Y
Zm00027ab002930,pan_gene_223,1,Core Gene,N
Zm00027ab002940,pan_gene_224,1,Core Gene,N
Zm00027ab002950,pan_gene_225,1,Near-Core Gene,N
Zm00027ab002980,pan_gene_226,1,Core Gene,N
Zm00027ab002990,pan_gene_227,1,Core Gene,N
Zm00027ab003000,pan_gene_228,1,Core Gene,N
Zm00027ab003020,pan_gene_229,1,Dispensable Gene,N
Zm00027ab003050,pan_gene_230,1,Core Gene,N
Zm00027ab003060,pan_gene_231,1,Core Gene,N
Zm00027ab003070,pan_gene_232,1,Core Gene,N
Zm00027ab003100,pan_gene_233,1,Core Gene,N
Zm00027ab003110,pan_gene_234,1,Core Gene,N
Zm00027ab003120,pan_gene_238,3,Core Gene,Y
Zm00027ab003150,pan_gene_239,1,Core Gene,N
Zm00027ab003360,pan_gene_240,1,Core Gene,N
Zm00027ab003370,pan_gene_241,1,Core Gene,N
Zm00027ab003380,pan_gene_242,1,Core Gene,N
Zm00027ab003390,pan_gene_244,1,Core Gene,N
Zm00027ab003440,pan_gene_245,1,Core Gene,N
Zm00027ab003450,pan_gene_246,1,Core Gene,N
Zm00027ab003460,pan_gene_247,1,Core Gene,N
Zm00027ab003470,pan_gene_248,1,Core Gene,N
gmap_ID=chr1:9681803-9685652,pan_gene_249,1,Dispensable Gene,N
Zm00027ab003480,pan_gene_250,2,Core Gene,Y
Zm00027ab003510,pan_gene_251,1,Core Gene,N
Zm00027ab003520,pan_gene_252,1,Core Gene,N
Zm00027ab003540,pan_gene_253,2,Core Gene,Y
Zm00027ab003600,pan_gene_254,1,Near-Core Gene,N
Zm00027ab003640,pan_gene_256,1,Core Gene,N
Zm00027ab003650,pan_gene_257,1,Core Gene,N
Zm00027ab003660,pan_gene_258,1,Core Gene,N
Zm00027ab003670,pan_gene_259,1,Core Gene,N
Zm00027ab003680,pan_gene_260,1,Dispensable Gene,N
Zm00027ab003690,pan_gene_261,1,Dispensable Gene,N
Zm00027ab003700,pan_gene_262,1,Core Gene,N
Zm00027ab003720,pan_gene_263,1,Near-Core Gene,N
Zm00027ab003730,pan_gene_264,1,Core Gene,N
Zm00027ab003740,pan_gene_265,1,Core Gene,N
Zm00027ab003750,pan_gene_266,1,Core Gene,N
Zm00027ab003760,pan_gene_267,1,Core Gene,N
Zm00027ab003770,pan_gene_268,1,Core Gene,N
Zm00027ab003790,pan_gene_269,1,Core Gene,N
Zm00027ab003800,pan_gene_270,1,Core Gene,N
Zm00027ab003840,pan_gene_271,1,Core Gene,N
Zm00027ab003850,pan_gene_273,1,Core Gene,N
Zm00027ab003880,pan_gene_274,1,Core Gene,N
gmap_ID=chr1:10831739-10832105,pan_gene_275,1,Dispensable Gene,N
Zm00027ab003930,pan_gene_277,1,Core Gene,N
Zm00027ab003920,pan_gene_278,1,Core Gene,N
Zm00027ab003940,pan_gene_279,5,Core Gene,Y
Zm00027ab004000,pan_gene_280,1,Core Gene,N
Zm00027ab004010,pan_gene_281,1,Core Gene,N
Zm00027ab004020,pan_gene_282,1,Core Gene,N
Zm00027ab004030,pan_gene_283,1,Core Gene,N
Zm00027ab004060,pan_gene_284,1,Core Gene,N
Zm00027ab004070,pan_gene_287,1,Core Gene,N
gmap_ID=chr1:11379266-11379761,pan_gene_289,1,Core Gene,N
Zm00027ab004090,pan_gene_290,1,Core Gene,N
Zm00027ab004140,pan_gene_292,1,Core Gene,N
Zm00027ab004210,pan_gene_294,1,Core Gene,N
Zm00027ab004220,pan_gene_295,1,Dispensable Gene,N
Zm00027ab004240,pan_gene_296,1,Core Gene,N
Zm00027ab004250,pan_gene_297,1,Core Gene,N
Zm00027ab004260,pan_gene_298,1,Core Gene,N
Zm00027ab004270,pan_gene_299,1,Core Gene,N
Zm00027ab004280,pan_gene_300,1,Core Gene,N
Zm00027ab004290,pan_gene_301,1,Core Gene,N
Zm00027ab004320,pan_gene_302,1,Core Gene,N
Zm00027ab004330,pan_gene_303,1,Core Gene,N
Zm00027ab004340,pan_gene_304,3,Core Gene,Y
Zm00027ab004370,pan_gene_305,1,Core Gene,N
Zm00027ab004380,pan_gene_306,1,Dispensable Gene,N
Zm00027ab004390,pan_gene_307,1,Core Gene,N
Zm00027ab004400,pan_gene_308,1,Core Gene,N
Zm00027ab004410,pan_gene_309,3,Core Gene,Y
Zm00027ab004440,pan_gene_310,1,Core Gene,N
Zm00027ab004450,pan_gene_311,1,Core Gene,N
gmap_ID=chr1:12168482-12169054,pan_gene_312,1,Dispensable Gene,N
Zm00027ab004470,pan_gene_313,1,Core Gene,N
Zm00027ab004480,pan_gene_314,1,Near-Core Gene,N
Zm00027ab004490,pan_gene_315,1,Dispensable Gene,N
gmap_ID=chr1:12329476-12330549,pan_gene_316,1,Dispensable Gene,N
Zm00027ab004500,pan_gene_317,1,Core Gene,N
Zm00027ab004510,pan_gene_318,2,Core Gene,Y
Zm00027ab004530,pan_gene_319,1,Core Gene,N
gmap_ID=chr1:12467386-12467571,pan_gene_320,1,Dispensable Gene,N
Zm00027ab004550,pan_gene_321,2,Core Gene,Y
Zm00027ab004570,pan_gene_322,1,Core Gene,N
Zm00027ab004580,pan_gene_323,1,Core Gene,N
Zm00027ab004590,pan_gene_324,1,Core Gene,N
Zm00027ab004600,pan_gene_325,1,Core Gene,N
Zm00027ab004610,pan_gene_326,1,Core Gene,N
Zm00027ab004620,pan_gene_327,1,Core Gene,N
Zm00027ab004630,pan_gene_328,1,Dispensable Gene,N
Zm00027ab004640,pan_gene_329,1,Dispensable Gene,N
Zm00027ab004650,pan_gene_330,1,Core Gene,N
Zm00027ab004660,pan_gene_331,1,Core Gene,N
Zm00027ab004680,pan_gene_332,2,Core Gene,Y
Zm00027ab004700,pan_gene_333,1,Core Gene,N
Zm00027ab004710,pan_gene_334,1,Core Gene,N
Zm00027ab004720,pan_gene_335,1,Core Gene,N
Zm00027ab004730,pan_gene_336,1,Core Gene,N
Zm00027ab004740,pan_gene_338,1,Core Gene,N
Zm00027ab004750,pan_gene_340,1,Core Gene,N
Zm00027ab004760,pan_gene_341,1,Core Gene,N
Zm00027ab004770,pan_gene_342,1,Core Gene,N
Zm00027ab004780,pan_gene_343,1,Core Gene,N
Zm00027ab004790,pan_gene_344,1,Core Gene,N
Zm00027ab004800,pan_gene_345,1,Core Gene,N
Zm00027ab004810,pan_gene_346,1,Core Gene,N
Zm00027ab004830,pan_gene_347,2,Core Gene,Y
Zm00027ab004860,pan_gene_348,1,Core Gene,N
Zm00027ab004870,pan_gene_349,1,Core Gene,N
Zm00027ab004880,pan_gene_350,1,Core Gene,N
Zm00027ab004890,pan_gene_351,1,Core Gene,N
gmap_ID=chr1:13597851-13598263,pan_gene_352,1,Dispensable Gene,N
Zm00027ab004910,pan_gene_353,1,Core Gene,N
Zm00027ab004920,pan_gene_354,1,Core Gene,N
Zm00027ab004930,pan_gene_355,2,Core Gene,Y
Zm00027ab004950,pan_gene_356,1,Core Gene,N
Zm00027ab004960,pan_gene_357,1,Core Gene,N
Zm00027ab004970,pan_gene_358,1,Core Gene,N
Zm00027ab004980,pan_gene_361,1,Core Gene,N
gmap_ID=chr1:13806738-13807232,pan_gene_363,1,Core Gene,N
Zm00027ab005010,pan_gene_364,1,Core Gene,N
Zm00027ab005020,pan_gene_365,1,Core Gene,N
Zm00027ab005030,pan_gene_366,1,Dispensable Gene,N
Zm00027ab005040,pan_gene_367,1,Core Gene,N
Zm00027ab005050,pan_gene_368,2,Core Gene,Y
Zm00027ab005080,pan_gene_369,1,Core Gene,N
Zm00027ab005100,pan_gene_370,1,Core Gene,N
Zm00027ab005110,pan_gene_371,1,Core Gene,N
Zm00027ab005120,pan_gene_372,1,Core Gene,N
Zm00027ab005140,pan_gene_373,1,Core Gene,N
Zm00027ab005210,pan_gene_374,16,Core Gene,Y
Zm00027ab005350,pan_gene_375,1,Dispensable Gene,N
Zm00027ab005360,pan_gene_376,1,Dispensable Gene,N
Zm00027ab005380,pan_gene_377,1,Dispensable Gene,N
Zm00027ab005410,pan_gene_378,1,Core Gene,N
gmap_ID=chr1:14864464-14872116,pan_gene_379,1,Dispensable Gene,N
Zm00027ab005470,pan_gene_381,1,Core Gene,N
Zm00027ab005490,pan_gene_382,1,Core Gene,N
Zm00027ab005500,pan_gene_383,1,Core Gene,N
Zm00027ab005510,pan_gene_384,1,Core Gene,N
Zm00027ab005530,pan_gene_385,1,Core Gene,N
Zm00027ab005540,pan_gene_386,1,Core Gene,N
Zm00027ab005560,pan_gene_387,1,Core Gene,N
Zm00027ab005570,pan_gene_388,1,Core Gene,N
Zm00027ab005600,pan_gene_389,2,Core Gene,Y
Zm00027ab005620,pan_gene_390,1,Core Gene,N
gmap_ID=chr1:15475742-15493775,pan_gene_391,1,Core Gene,N
Zm00027ab005670,pan_gene_392,1,Core Gene,N
Zm00027ab005680,pan_gene_395,2,Core Gene,Y
Zm00027ab005700,pan_gene_396,1,Core Gene,N
Zm00027ab005710,pan_gene_397,3,Core Gene,Y
Zm00027ab005790,pan_gene_398,1,Core Gene,N
Zm00027ab005800,pan_gene_399,1,Core Gene,N
Zm00027ab005810,pan_gene_400,1,Core Gene,N
Zm00027ab005820,pan_gene_401,1,Dispensable Gene,N
Zm00027ab005830,pan_gene_402,1,Core Gene,N
Zm00027ab005850,pan_gene_404,1,Core Gene,N
Zm00027ab005860,pan_gene_405,1,Dispensable Gene,N
Zm00027ab005870,pan_gene_406,1,Core Gene,N
Zm00027ab005880,pan_gene_407,1,Core Gene,N
Zm00027ab005890,pan_gene_408,1,Core Gene,N
Zm00027ab005900,pan_gene_409,1,Core Gene,N
Zm00027ab005910,pan_gene_410,1,Core Gene,N
Zm00027ab005920,pan_gene_411,1,Core Gene,N
Zm00027ab005930,pan_gene_412,2,Core Gene,Y
Zm00027ab005960,pan_gene_413,1,Core Gene,N
Zm00027ab005970,pan_gene_414,1,Core Gene,N
Zm00027ab005980,pan_gene_415,1,Core Gene,N
Zm00027ab006000,pan_gene_417,1,Core Gene,N
Zm00027ab006010,pan_gene_418,1,Core Gene,N
Zm00027ab006020,pan_gene_419,1,Core Gene,N
Zm00027ab006030,pan_gene_420,1,Core Gene,N
Zm00027ab006040,pan_gene_421,1,Core Gene,N
gmap_ID=chr1:16578872-16579391,pan_gene_422,1,Core Gene,N
Zm00027ab006050,pan_gene_423,1,Core Gene,N
Zm00027ab006060,pan_gene_424,2,Core Gene,Y
Zm00027ab006080,pan_gene_425,1,Core Gene,N
Zm00027ab006120,pan_gene_426,1,Core Gene,N
Zm00027ab006140,pan_gene_427,1,Core Gene,N
Zm00027ab006150,pan_gene_428,1,Core Gene,N
Zm00027ab006160,pan_gene_429,1,Core Gene,N
Zm00027ab006170,pan_gene_430,1,Core Gene,N
Zm00027ab006180,pan_gene_431,1,Core Gene,N
Zm00027ab006190,pan_gene_433,1,Core Gene,N
Zm00027ab006200,pan_gene_434,1,Core Gene,N
Zm00027ab006210,pan_gene_435,1,Core Gene,N
Zm00027ab006220,pan_gene_436,1,Core Gene,N
Zm00027ab006230,pan_gene_437,1,Core Gene,N
Zm00027ab006240,pan_gene_438,1,Near-Core Gene,N
Zm00027ab006250,pan_gene_439,1,Core Gene,N
Zm00027ab006260,pan_gene_440,1,Core Gene,N
Zm00027ab006280,pan_gene_441,1,Core Gene,N
Zm00027ab006300,pan_gene_442,1,Core Gene,N
Zm00027ab006310,pan_gene_443,1,Core Gene,N
Zm00027ab006320,pan_gene_444,1,Core Gene,N
Zm00027ab006340,pan_gene_445,1,Core Gene,N
Zm00027ab006360,pan_gene_447,1,Core Gene,N
Zm00027ab006370,pan_gene_448,1,Core Gene,N
Zm00027ab006380,pan_gene_449,1,Core Gene,N
Zm00027ab006390,pan_gene_450,1,Core Gene,N
Zm00027ab006400,pan_gene_451,2,Core Gene,Y
Zm00027ab006420,pan_gene_453,1,Core Gene,N
Zm00027ab006430,pan_gene_454,1,Core Gene,N
Zm00027ab006440,pan_gene_455,1,Core Gene,N
Zm00027ab006450,pan_gene_456,1,Core Gene,N
Zm00027ab006460,pan_gene_457,1,Core Gene,N
Zm00027ab006470,pan_gene_458,1,Core Gene,N
Zm00027ab006490,pan_gene_459,1,Core Gene,N
Zm00027ab006510,pan_gene_460,3,Core Gene,Y
Zm00027ab006540,pan_gene_461,1,Core Gene,N
Zm00027ab006560,pan_gene_462,1,Core Gene,N
Zm00027ab006570,pan_gene_464,1,Core Gene,N
Zm00027ab006580,pan_gene_465,1,Core Gene,N
Zm00027ab006600,pan_gene_466,1,Dispensable Gene,N
Zm00027ab006610,pan_gene_467,1,Core Gene,N
Zm00027ab006620,pan_gene_468,1,Near-Core Gene,N
Zm00027ab006630,pan_gene_469,1,Core Gene,N
Zm00027ab006640,pan_gene_471,2,Core Gene,Y
Zm00027ab006670,pan_gene_472,1,Core Gene,N
Zm00027ab006680,pan_gene_473,1,Core Gene,N
Zm00027ab006690,pan_gene_474,4,Core Gene,Y
Zm00027ab006700,pan_gene_475,1,Dispensable Gene,N
Zm00027ab006730,pan_gene_476,1,Dispensable Gene,N
Zm00027ab006770,pan_gene_478,2,Core Gene,Y
Zm00027ab006800,pan_gene_479,1,Core Gene,N
Zm00027ab006820,pan_gene_482,1,Core Gene,N
Zm00027ab006830,pan_gene_483,1,Core Gene,N
Zm00027ab006840,pan_gene_484,1,Core Gene,N
Zm00027ab006850,pan_gene_485,1,Core Gene,N
Zm00027ab006860,pan_gene_486,1,Core Gene,N
gmap_ID=chr1:19420128-19420548,pan_gene_487,1,Dispensable Gene,N
Zm00027ab006870,pan_gene_488,1,Core Gene,N
Zm00027ab006880,pan_gene_489,1,Core Gene,N
Zm00027ab006890,pan_gene_490,1,Core Gene,N
Zm00027ab006900,pan_gene_491,2,Core Gene,Y
Zm00027ab006910,pan_gene_492,3,Core Gene,Y
Zm00027ab006950,pan_gene_493,1,Core Gene,N
Zm00027ab006960,pan_gene_494,1,Dispensable Gene,N
Zm00027ab006970,pan_gene_495,1,Core Gene,N
Zm00027ab006980,pan_gene_496,1,Core Gene,N
Zm00027ab006990,pan_gene_497,1,Dispensable Gene,N
Zm00027ab007000,pan_gene_498,1,Core Gene,N
Zm00027ab007010,pan_gene_499,1,Core Gene,N
Zm00027ab007030,pan_gene_500,1,Core Gene,N
Zm00027ab007040,pan_gene_501,1,Core Gene,N
Zm00027ab007050,pan_gene_502,1,Core Gene,N
Zm00027ab007060,pan_gene_503,1,Core Gene,N
Zm00027ab007070,pan_gene_504,1,Core Gene,N
Zm00027ab007080,pan_gene_505,1,Core Gene,N
Zm00027ab007090,pan_gene_506,1,Dispensable Gene,N
Zm00027ab007100,pan_gene_507,1,Core Gene,N
Zm00027ab007110,pan_gene_508,1,Core Gene,N
Zm00027ab007120,pan_gene_509,2,Core Gene,Y
Zm00027ab007150,pan_gene_511,1,Core Gene,N
Zm00027ab007160,pan_gene_512,1,Core Gene,N
Zm00027ab007170,pan_gene_513,1,Core Gene,N
Zm00027ab007180,pan_gene_514,2,Core Gene,Y
Zm00027ab007200,pan_gene_515,2,Core Gene,Y
Zm00027ab007220,pan_gene_516,1,Core Gene,N
Zm00027ab007260,pan_gene_518,1,Core Gene,N
Zm00027ab007270,pan_gene_519,2,Core Gene,Y
Zm00027ab007320,pan_gene_520,4,Dispensable Gene,Y
Zm00027ab007340,pan_gene_521,1,Core Gene,N
gmap_ID=chr1:21299364-21308093,pan_gene_522,1,Dispensable Gene,N
Zm00027ab007350,pan_gene_523,1,Core Gene,N
Zm00027ab007360,pan_gene_524,2,Core Gene,Y
Zm00027ab007380,pan_gene_525,1,Core Gene,N
Zm00027ab007390,pan_gene_526,1,Core Gene,N
Zm00027ab007400,pan_gene_527,1,Core Gene,N
Zm00027ab007410,pan_gene_528,2,Core Gene,Y
Zm00027ab007430,pan_gene_529,1,Core Gene,N
Zm00027ab007440,pan_gene_530,1,Core Gene,N
Zm00027ab007450,pan_gene_531,1,Core Gene,N
Zm00027ab007460,pan_gene_532,1,Near-Core Gene,N
Zm00027ab007470,pan_gene_534,1,Core Gene,N
Zm00027ab007480,pan_gene_535,1,Dispensable Gene,N
