gene,pan,copy,class,duplicate
Zm00030ab001450,pan_gene_84,1,Near-Core Gene,N
gmap_ID=chr1:5835705-5836191,pan_gene_85,1,Dispensable Gene,N
Zm00030ab001460,pan_gene_86,1,Core Gene,N
Zm00030ab001470,pan_gene_87,1,Core Gene,N
Zm00030ab001480,pan_gene_88,1,Core Gene,N
Zm00030ab001490,pan_gene_89,1,Core Gene,N
Zm00030ab001500,pan_gene_90,1,Core Gene,N
Zm00030ab001510,pan_gene_91,1,Core Gene,N
Zm00030ab001520,pan_gene_92,1,Core Gene,N
Zm00030ab001530,pan_gene_93,1,Core Gene,N
Zm00030ab001540,pan_gene_94,1,Core Gene,N
Zm00030ab001550,pan_gene_95,1,Core Gene,N
Zm00030ab001560,pan_gene_96,1,Core Gene,N
gmap_ID=chr1:6030470-6030805,pan_gene_97,1,Near-Core Gene,N
Zm00030ab001570,pan_gene_98,1,Core Gene,N
Zm00030ab001580,pan_gene_99,1,Dispensable Gene,N
Zm00030ab001590,pan_gene_100,1,Core Gene,N
Zm00030ab001600,pan_gene_101,1,Core Gene,N
Zm00030ab001610,pan_gene_102,1,Core Gene,N
Zm00030ab001620,pan_gene_103,1,Core Gene,N
Zm00030ab001630,pan_gene_108,2,Core Gene,Y
Zm00030ab001660,pan_gene_109,2,Core Gene,Y
Zm00030ab001690,pan_gene_110,1,Core Gene,N
Zm00030ab001710,pan_gene_113,1,Core Gene,N
Zm00030ab001730,pan_gene_114,1,Core Gene,N
Zm00030ab001740,pan_gene_115,1,Core Gene,N
Zm00030ab001750,pan_gene_116,1,Core Gene,N
Zm00030ab001790,pan_gene_117,1,Core Gene,N
Zm00030ab001810,pan_gene_118,1,Core Gene,N
Zm00030ab001800,pan_gene_119,1,Core Gene,N
Zm00030ab001850,pan_gene_120,1,Core Gene,N
Zm00030ab001860,pan_gene_121,1,Near-Core Gene,N
Zm00030ab001870,pan_gene_122,1,Core Gene,N
Zm00030ab001880,pan_gene_123,1,Core Gene,N
Zm00030ab001890,pan_gene_124,2,Core Gene,Y
Zm00030ab001910,pan_gene_125,2,Core Gene,Y
Zm00030ab001930,pan_gene_126,1,Dispensable Gene,N
Zm00030ab001940,pan_gene_127,1,Core Gene,N
Zm00030ab001950,pan_gene_128,1,Core Gene,N
Zm00030ab001960,pan_gene_129,1,Dispensable Gene,N
Zm00030ab001970,pan_gene_130,1,Core Gene,N
Zm00030ab001990,pan_gene_131,1,Core Gene,N
Zm00030ab002000,pan_gene_132,1,Core Gene,N
Zm00030ab002010,pan_gene_133,1,Core Gene,N
Zm00030ab002030,pan_gene_134,1,Core Gene,N
Zm00030ab002040,pan_gene_135,1,Core Gene,N
Zm00030ab002050,pan_gene_136,1,Core Gene,N
Zm00030ab002060,pan_gene_137,1,Core Gene,N
Zm00030ab002070,pan_gene_138,1,Core Gene,N
Zm00030ab002090,pan_gene_139,1,Core Gene,N
Zm00030ab002110,pan_gene_140,1,Near-Core Gene,N
Zm00030ab002120,pan_gene_141,1,Core Gene,N
Zm00030ab002130,pan_gene_142,1,Core Gene,N
Zm00030ab002160,pan_gene_143,1,Core Gene,N
Zm00030ab002170,pan_gene_146,1,Core Gene,N
Zm00030ab002180,pan_gene_147,1,Core Gene,N
Zm00030ab002190,pan_gene_148,1,Core Gene,N
Zm00030ab002200,pan_gene_149,1,Core Gene,N
Zm00030ab002220,pan_gene_150,1,Core Gene,N
Zm00030ab002240,pan_gene_151,1,Core Gene,N
Zm00030ab002250,pan_gene_152,1,Core Gene,N
Zm00030ab002260,pan_gene_153,1,Core Gene,N
Zm00030ab002270,pan_gene_154,1,Core Gene,N
Zm00030ab002290,pan_gene_155,2,Core Gene,Y
Zm00030ab002310,pan_gene_156,1,Core Gene,N
Zm00030ab002330,pan_gene_157,1,Core Gene,N
Zm00030ab002340,pan_gene_158,1,Core Gene,N
Zm00030ab002350,pan_gene_159,1,Core Gene,N
Zm00030ab002360,pan_gene_160,1,Core Gene,N
Zm00030ab002370,pan_gene_161,1,Core Gene,N
Zm00030ab002380,pan_gene_162,1,Core Gene,N
Zm00030ab002390,pan_gene_163,1,Core Gene,N
Zm00030ab002400,pan_gene_164,1,Core Gene,N
Zm00030ab002410,pan_gene_165,1,Core Gene,N
Zm00030ab002420,pan_gene_166,1,Core Gene,N
Zm00030ab002430,pan_gene_168,1,Core Gene,N
Zm00030ab002440,pan_gene_169,1,Core Gene,N
gmap_ID=chr1:8219835-8220246,pan_gene_170,1,Core Gene,N
Zm00030ab002450,pan_gene_171,2,Core Gene,Y
Zm00030ab002470,pan_gene_172,2,Core Gene,Y
Zm00030ab002490,pan_gene_173,1,Dispensable Gene,N
Zm00030ab002530,pan_gene_174,1,Core Gene,N
Zm00030ab002540,pan_gene_175,1,Core Gene,N
Zm00030ab002550,pan_gene_176,1,Core Gene,N
Zm00030ab002560,pan_gene_177,1,Core Gene,N
Zm00030ab002570,pan_gene_179,1,Core Gene,N
Zm00030ab002580,pan_gene_180,1,Core Gene,N
Zm00030ab002590,pan_gene_181,1,Core Gene,N
Zm00030ab002610,pan_gene_182,1,Core Gene,N
Zm00030ab002660,pan_gene_183,1,Core Gene,N
gmap_ID=chr1:8596360-8596704,pan_gene_184,1,Near-Core Gene,N
Zm00030ab002670,pan_gene_185,1,Core Gene,N
Zm00030ab002680,pan_gene_186,1,Core Gene,N
Zm00030ab002700,pan_gene_187,2,Core Gene,Y
Zm00030ab002720,pan_gene_188,1,Core Gene,N
Zm00030ab002730,pan_gene_189,1,Core Gene,N
Zm00030ab002740,pan_gene_191,2,Core Gene,Y
gmap_ID=chr1:8869624-8869981,pan_gene_192,1,Near-Core Gene,N
Zm00030ab002780,pan_gene_193,1,Near-Core Gene,N
Zm00030ab002790,pan_gene_194,1,Core Gene,N
Zm00030ab002800,pan_gene_195,1,Core Gene,N
Zm00030ab002810,pan_gene_196,1,Core Gene,N
Zm00030ab002820,pan_gene_197,1,Core Gene,N
Zm00030ab002830,pan_gene_198,1,Core Gene,N
Zm00030ab002850,pan_gene_199,2,Core Gene,Y
Zm00030ab002870,pan_gene_200,1,Core Gene,N
Zm00030ab002880,pan_gene_201,1,Core Gene,N
Zm00030ab002890,pan_gene_202,1,Core Gene,N
Zm00030ab002900,pan_gene_203,1,Core Gene,N
Zm00030ab002910,pan_gene_204,1,Core Gene,N
Zm00030ab002950,pan_gene_205,1,Core Gene,N
Zm00030ab002970,pan_gene_206,1,Core Gene,N
Zm00030ab002980,pan_gene_207,1,Core Gene,N
Zm00030ab002990,pan_gene_208,1,Core Gene,N
Zm00030ab003000,pan_gene_209,1,Core Gene,N
Zm00030ab003010,pan_gene_210,1,Core Gene,N
Zm00030ab003020,pan_gene_211,2,Core Gene,Y
Zm00030ab003040,pan_gene_212,1,Core Gene,N
Zm00030ab003060,pan_gene_214,1,Core Gene,N
Zm00030ab003070,pan_gene_215,1,Core Gene,N
Zm00030ab003080,pan_gene_216,1,Core Gene,N
Zm00030ab003090,pan_gene_217,3,Core Gene,Y
Zm00030ab003120,pan_gene_218,1,Core Gene,N
Zm00030ab003130,pan_gene_219,1,Dispensable Gene,N
Zm00030ab003150,pan_gene_220,1,Core Gene,N
Zm00030ab003170,pan_gene_222,3,Core Gene,Y
Zm00030ab003190,pan_gene_223,1,Core Gene,N
Zm00030ab003200,pan_gene_224,1,Core Gene,N
Zm00030ab003210,pan_gene_225,1,Near-Core Gene,N
Zm00030ab003230,pan_gene_226,1,Core Gene,N
Zm00030ab003240,pan_gene_227,1,Core Gene,N
Zm00030ab003250,pan_gene_228,1,Core Gene,N
Zm00030ab003260,pan_gene_229,1,Dispensable Gene,N
Zm00030ab003290,pan_gene_230,1,Core Gene,N
Zm00030ab003300,pan_gene_231,1,Core Gene,N
Zm00030ab003310,pan_gene_232,1,Core Gene,N
Zm00030ab003330,pan_gene_233,1,Core Gene,N
Zm00030ab003360,pan_gene_234,1,Core Gene,N
Zm00030ab003370,pan_gene_238,3,Core Gene,Y
Zm00030ab003400,pan_gene_239,1,Core Gene,N
Zm00030ab003590,pan_gene_240,1,Core Gene,N
Zm00030ab003600,pan_gene_241,1,Core Gene,N
Zm00030ab003610,pan_gene_242,1,Core Gene,N
Zm00030ab003630,pan_gene_244,1,Core Gene,N
Zm00030ab003690,pan_gene_245,1,Core Gene,N
Zm00030ab003710,pan_gene_246,1,Core Gene,N
Zm00030ab003730,pan_gene_247,1,Core Gene,N
Zm00030ab003740,pan_gene_248,1,Core Gene,N
Zm00030ab003760,pan_gene_250,1,Core Gene,N
Zm00030ab003770,pan_gene_251,1,Core Gene,N
Zm00030ab003780,pan_gene_252,1,Core Gene,N
Zm00030ab003790,pan_gene_253,2,Core Gene,Y
Zm00030ab003840,pan_gene_254,1,Near-Core Gene,N
Zm00030ab003910,pan_gene_256,1,Core Gene,N
Zm00030ab003920,pan_gene_257,1,Core Gene,N
Zm00030ab003930,pan_gene_258,1,Core Gene,N
Zm00030ab003940,pan_gene_259,1,Core Gene,N
Zm00030ab003950,pan_gene_260,1,Dispensable Gene,N
Zm00030ab003960,pan_gene_261,1,Dispensable Gene,N
Zm00030ab003970,pan_gene_262,1,Core Gene,N
Zm00030ab003990,pan_gene_263,1,Near-Core Gene,N
Zm00030ab004000,pan_gene_264,1,Core Gene,N
Zm00030ab004010,pan_gene_265,1,Core Gene,N
Zm00030ab004020,pan_gene_266,1,Core Gene,N
Zm00030ab004030,pan_gene_267,1,Core Gene,N
Zm00030ab004040,pan_gene_268,1,Core Gene,N
Zm00030ab004050,pan_gene_269,1,Core Gene,N
Zm00030ab004060,pan_gene_270,1,Core Gene,N
Zm00030ab004070,pan_gene_271,1,Core Gene,N
gmap_ID=chr1:12517926-12544501,pan_gene_272,1,Dispensable Gene,N
Zm00030ab004080,pan_gene_273,1,Core Gene,N
Zm00030ab004090,pan_gene_274,2,Core Gene,Y
Zm00030ab004120,pan_gene_277,1,Core Gene,N
Zm00030ab004130,pan_gene_278,1,Core Gene,N
Zm00030ab004140,pan_gene_279,5,Core Gene,Y
Zm00030ab004220,pan_gene_280,1,Core Gene,N
Zm00030ab004230,pan_gene_281,1,Core Gene,N
Zm00030ab004260,pan_gene_282,1,Core Gene,N
Zm00030ab004270,pan_gene_283,1,Core Gene,N
Zm00030ab004280,pan_gene_284,1,Core Gene,N
Zm00030ab004290,pan_gene_287,2,Core Gene,Y
Zm00030ab004320,pan_gene_289,1,Core Gene,N
Zm00030ab004330,pan_gene_290,1,Core Gene,N
Zm00030ab004350,pan_gene_292,1,Core Gene,N
Zm00030ab004370,pan_gene_293,1,Dispensable Gene,N
Zm00030ab004390,pan_gene_294,1,Core Gene,N
Zm00030ab004410,pan_gene_296,1,Core Gene,N
Zm00030ab004420,pan_gene_297,1,Core Gene,N
Zm00030ab004430,pan_gene_298,1,Core Gene,N
Zm00030ab004440,pan_gene_299,1,Core Gene,N
Zm00030ab004450,pan_gene_300,1,Core Gene,N
Zm00030ab004460,pan_gene_301,1,Core Gene,N
Zm00030ab004470,pan_gene_302,1,Core Gene,N
Zm00030ab004480,pan_gene_303,1,Core Gene,N
Zm00030ab004490,pan_gene_304,2,Core Gene,Y
Zm00030ab004510,pan_gene_305,1,Core Gene,N
Zm00030ab004520,pan_gene_307,1,Core Gene,N
Zm00030ab004530,pan_gene_308,1,Core Gene,N
Zm00030ab004540,pan_gene_309,4,Core Gene,Y
Zm00030ab004590,pan_gene_310,1,Core Gene,N
Zm00030ab004600,pan_gene_311,1,Core Gene,N
Zm00030ab004610,pan_gene_313,1,Core Gene,N
Zm00030ab004620,pan_gene_314,1,Near-Core Gene,N
Zm00030ab004630,pan_gene_317,1,Core Gene,N
Zm00030ab004640,pan_gene_318,2,Core Gene,Y
Zm00030ab004660,pan_gene_319,1,Core Gene,N
gmap_ID=chr1:14150469-14150654,pan_gene_320,1,Dispensable Gene,N
Zm00030ab004680,pan_gene_321,2,Core Gene,Y
Zm00030ab004690,pan_gene_322,1,Core Gene,N
Zm00030ab004700,pan_gene_323,1,Core Gene,N
Zm00030ab004710,pan_gene_324,1,Core Gene,N
Zm00030ab004720,pan_gene_325,1,Core Gene,N
Zm00030ab004730,pan_gene_326,1,Core Gene,N
Zm00030ab004740,pan_gene_327,1,Core Gene,N
Zm00030ab004750,pan_gene_328,1,Dispensable Gene,N
gmap_ID=chr1:14626405-14641158,pan_gene_329,1,Dispensable Gene,N
Zm00030ab004760,pan_gene_330,1,Core Gene,N
Zm00030ab004770,pan_gene_331,1,Core Gene,N
Zm00030ab004780,pan_gene_332,2,Core Gene,Y
Zm00030ab004800,pan_gene_333,1,Core Gene,N
gmap_ID=chr1:14957699-14958241,pan_gene_334,1,Core Gene,N
Zm00030ab004810,pan_gene_335,1,Core Gene,N
Zm00030ab004820,pan_gene_336,1,Core Gene,N
Zm00030ab004830,pan_gene_338,2,Core Gene,Y
Zm00030ab004870,pan_gene_340,1,Core Gene,N
Zm00030ab004900,pan_gene_341,1,Core Gene,N
Zm00030ab004910,pan_gene_342,1,Core Gene,N
Zm00030ab004920,pan_gene_343,1,Core Gene,N
Zm00030ab004930,pan_gene_344,1,Core Gene,N
Zm00030ab004940,pan_gene_345,1,Core Gene,N
Zm00030ab004950,pan_gene_346,1,Core Gene,N
Zm00030ab004990,pan_gene_347,1,Core Gene,N
Zm00030ab005010,pan_gene_348,1,Core Gene,N
Zm00030ab005020,pan_gene_349,1,Core Gene,N
Zm00030ab005030,pan_gene_350,1,Core Gene,N
Zm00030ab005040,pan_gene_351,1,Core Gene,N
Zm00030ab005050,pan_gene_353,1,Core Gene,N
Zm00030ab005060,pan_gene_354,1,Core Gene,N
Zm00030ab005070,pan_gene_355,2,Core Gene,Y
Zm00030ab005090,pan_gene_356,1,Core Gene,N
Zm00030ab005100,pan_gene_357,1,Core Gene,N
Zm00030ab005120,pan_gene_358,1,Core Gene,N
Zm00030ab005130,pan_gene_361,1,Core Gene,N
gmap_ID=chr1:15749274-15749717,pan_gene_362,1,Dispensable Gene,N
gmap_ID=chr1:15761919-15762413,pan_gene_363,1,Core Gene,N
Zm00030ab005160,pan_gene_364,1,Core Gene,N
Zm00030ab005170,pan_gene_365,1,Core Gene,N
Zm00030ab005180,pan_gene_367,1,Core Gene,N
Zm00030ab005200,pan_gene_368,1,Core Gene,N
Zm00030ab005220,pan_gene_369,1,Core Gene,N
Zm00030ab005250,pan_gene_370,1,Core Gene,N
Zm00030ab005260,pan_gene_371,1,Core Gene,N
Zm00030ab005270,pan_gene_372,1,Core Gene,N
Zm00030ab005280,pan_gene_373,1,Core Gene,N
Zm00030ab005290,pan_gene_374,12,Core Gene,Y
Zm00030ab005400,pan_gene_377,1,Dispensable Gene,N
Zm00030ab005410,pan_gene_378,1,Core Gene,N
Zm00030ab005440,pan_gene_381,1,Core Gene,N
Zm00030ab005460,pan_gene_382,1,Core Gene,N
Zm00030ab005470,pan_gene_383,1,Core Gene,N
Zm00030ab005480,pan_gene_384,1,Core Gene,N
Zm00030ab005490,pan_gene_385,1,Core Gene,N
Zm00030ab005500,pan_gene_386,1,Core Gene,N
Zm00030ab005520,pan_gene_387,1,Core Gene,N
Zm00030ab005530,pan_gene_388,1,Core Gene,N
Zm00030ab005540,pan_gene_389,1,Core Gene,N
Zm00030ab005550,pan_gene_390,1,Core Gene,N
Zm00030ab005600,pan_gene_391,1,Core Gene,N
Zm00030ab005610,pan_gene_392,2,Core Gene,Y
Zm00030ab005630,pan_gene_395,2,Core Gene,Y
Zm00030ab005650,pan_gene_396,2,Core Gene,Y
Zm00030ab005670,pan_gene_397,3,Core Gene,Y
Zm00030ab005700,pan_gene_398,1,Core Gene,N
Zm00030ab005730,pan_gene_399,1,Core Gene,N
Zm00030ab005740,pan_gene_400,1,Core Gene,N
Zm00030ab005750,pan_gene_402,1,Core Gene,N
Zm00030ab005770,pan_gene_404,1,Core Gene,N
gmap_ID=chr1:17646834-17648161,pan_gene_405,1,Dispensable Gene,N
Zm00030ab005780,pan_gene_406,1,Core Gene,N
Zm00030ab005790,pan_gene_407,1,Core Gene,N
Zm00030ab005800,pan_gene_408,1,Core Gene,N
Zm00030ab005810,pan_gene_409,1,Core Gene,N
Zm00030ab005820,pan_gene_410,1,Core Gene,N
Zm00030ab005830,pan_gene_411,1,Core Gene,N
Zm00030ab005840,pan_gene_412,2,Core Gene,Y
Zm00030ab005860,pan_gene_413,1,Core Gene,N
Zm00030ab005870,pan_gene_414,1,Core Gene,N
Zm00030ab005880,pan_gene_415,1,Core Gene,N
Zm00030ab005890,pan_gene_417,1,Core Gene,N
Zm00030ab005900,pan_gene_418,1,Core Gene,N
Zm00030ab005910,pan_gene_419,1,Core Gene,N
Zm00030ab005930,pan_gene_420,1,Core Gene,N
Zm00030ab005940,pan_gene_421,1,Core Gene,N
gmap_ID=chr1:18399451-18399970,pan_gene_422,1,Core Gene,N
Zm00030ab005960,pan_gene_423,1,Core Gene,N
Zm00030ab005970,pan_gene_424,2,Core Gene,Y
Zm00030ab005980,pan_gene_425,1,Core Gene,N
Zm00030ab006030,pan_gene_426,1,Core Gene,N
Zm00030ab006050,pan_gene_427,1,Core Gene,N
Zm00030ab006060,pan_gene_428,1,Core Gene,N
Zm00030ab006070,pan_gene_429,1,Core Gene,N
Zm00030ab006080,pan_gene_430,1,Core Gene,N
Zm00030ab006090,pan_gene_431,1,Core Gene,N
Zm00030ab006110,pan_gene_433,1,Core Gene,N
Zm00030ab006120,pan_gene_434,1,Core Gene,N
Zm00030ab006130,pan_gene_435,1,Core Gene,N
Zm00030ab006140,pan_gene_436,1,Core Gene,N
Zm00030ab006150,pan_gene_437,1,Core Gene,N
Zm00030ab006160,pan_gene_438,1,Near-Core Gene,N
Zm00030ab006170,pan_gene_439,1,Core Gene,N
Zm00030ab006180,pan_gene_440,1,Core Gene,N
Zm00030ab006190,pan_gene_441,1,Core Gene,N
Zm00030ab006210,pan_gene_442,1,Core Gene,N
Zm00030ab006220,pan_gene_443,1,Core Gene,N
Zm00030ab006230,pan_gene_444,1,Core Gene,N
Zm00030ab006240,pan_gene_445,1,Core Gene,N
Zm00030ab006260,pan_gene_447,1,Core Gene,N
Zm00030ab006270,pan_gene_448,1,Core Gene,N
Zm00030ab006280,pan_gene_449,1,Core Gene,N
Zm00030ab006290,pan_gene_450,1,Core Gene,N
Zm00030ab006300,pan_gene_451,2,Core Gene,Y
Zm00030ab006320,pan_gene_453,1,Core Gene,N
Zm00030ab006340,pan_gene_454,1,Core Gene,N
Zm00030ab006360,pan_gene_455,1,Core Gene,N
Zm00030ab006370,pan_gene_456,1,Core Gene,N
Zm00030ab006380,pan_gene_457,1,Core Gene,N
Zm00030ab006390,pan_gene_458,1,Core Gene,N
Zm00030ab006400,pan_gene_459,1,Core Gene,N
Zm00030ab006430,pan_gene_460,3,Core Gene,Y
Zm00030ab006470,pan_gene_461,1,Core Gene,N
Zm00030ab006480,pan_gene_462,1,Core Gene,N
Zm00030ab006490,pan_gene_463,1,Dispensable Gene,N
Zm00030ab006500,pan_gene_464,1,Core Gene,N
Zm00030ab006510,pan_gene_465,1,Core Gene,N
gmap_ID=chr1:20537906-20539554,pan_gene_466,1,Dispensable Gene,N
Zm00030ab006520,pan_gene_467,1,Core Gene,N
Zm00030ab006530,pan_gene_468,1,Near-Core Gene,N
Zm00030ab006540,pan_gene_469,1,Core Gene,N
Zm00030ab006550,pan_gene_471,1,Core Gene,N
Zm00030ab006560,pan_gene_472,1,Core Gene,N
Zm00030ab006570,pan_gene_473,1,Core Gene,N
Zm00030ab006580,pan_gene_474,4,Core Gene,Y
gmap_ID=chr1:20952626-20956711,pan_gene_475,1,Dispensable Gene,N
Zm00030ab006650,pan_gene_478,1,Core Gene,N
Zm00030ab006670,pan_gene_479,1,Core Gene,N
Zm00030ab006690,pan_gene_480,1,Dispensable Gene,N
Zm00030ab006700,pan_gene_481,1,Dispensable Gene,N
Zm00030ab006710,pan_gene_482,1,Core Gene,N
Zm00030ab006720,pan_gene_483,1,Core Gene,N
Zm00030ab006740,pan_gene_484,2,Core Gene,Y
Zm00030ab006750,pan_gene_485,1,Core Gene,N
Zm00030ab006760,pan_gene_486,1,Core Gene,N
Zm00030ab006770,pan_gene_488,1,Core Gene,N
Zm00030ab006800,pan_gene_489,1,Core Gene,N
Zm00030ab006810,pan_gene_490,1,Core Gene,N
Zm00030ab006820,pan_gene_491,2,Core Gene,Y
Zm00030ab006830,pan_gene_492,2,Core Gene,Y
Zm00030ab006880,pan_gene_493,1,Core Gene,N
Zm00030ab006890,pan_gene_494,1,Dispensable Gene,N
Zm00030ab006900,pan_gene_495,1,Core Gene,N
Zm00030ab006910,pan_gene_496,1,Core Gene,N
Zm00030ab006920,pan_gene_497,1,Dispensable Gene,N
Zm00030ab006930,pan_gene_498,1,Core Gene,N
Zm00030ab006940,pan_gene_499,1,Core Gene,N
Zm00030ab006960,pan_gene_500,1,Core Gene,N
Zm00030ab006970,pan_gene_501,1,Core Gene,N
Zm00030ab006980,pan_gene_502,2,Core Gene,Y
Zm00030ab007000,pan_gene_503,1,Core Gene,N
Zm00030ab007010,pan_gene_504,1,Core Gene,N
Zm00030ab007020,pan_gene_505,1,Core Gene,N
Zm00030ab007030,pan_gene_506,1,Dispensable Gene,N
Zm00030ab007040,pan_gene_507,1,Core Gene,N
Zm00030ab007050,pan_gene_508,1,Core Gene,N
Zm00030ab007060,pan_gene_509,2,Core Gene,Y
Zm00030ab007090,pan_gene_511,1,Core Gene,N
Zm00030ab007100,pan_gene_512,1,Core Gene,N
Zm00030ab007120,pan_gene_513,1,Core Gene,N
Zm00030ab007140,pan_gene_514,1,Core Gene,N
Zm00030ab007150,pan_gene_515,1,Core Gene,N
Zm00030ab007170,pan_gene_516,1,Core Gene,N
Zm00030ab007210,pan_gene_518,1,Core Gene,N
Zm00030ab007220,pan_gene_519,2,Core Gene,Y
Zm00030ab007240,pan_gene_520,1,Dispensable Gene,N
Zm00030ab007260,pan_gene_521,1,Core Gene,N
gmap_ID=chr1:23088986-23097716,pan_gene_522,1,Dispensable Gene,N
Zm00030ab007280,pan_gene_523,1,Core Gene,N
Zm00030ab007300,pan_gene_524,1,Core Gene,N
Zm00030ab007310,pan_gene_525,1,Core Gene,N
Zm00030ab007320,pan_gene_526,1,Core Gene,N
Zm00030ab007330,pan_gene_527,1,Core Gene,N
Zm00030ab007340,pan_gene_528,1,Core Gene,N
Zm00030ab007350,pan_gene_529,1,Core Gene,N
Zm00030ab007360,pan_gene_530,1,Core Gene,N
Zm00030ab007370,pan_gene_531,1,Core Gene,N
Zm00030ab007380,pan_gene_532,1,Near-Core Gene,N
gmap_ID=chr1:23412815-23413475,pan_gene_533,1,Dispensable Gene,N
Zm00030ab007400,pan_gene_534,1,Core Gene,N
Zm00030ab007410,pan_gene_535,1,Dispensable Gene,N
Zm00030ab007420,pan_gene_536,1,Core Gene,N
Zm00030ab007430,pan_gene_537,1,Core Gene,N
Zm00030ab007440,pan_gene_538,1,Core Gene,N
Zm00030ab007450,pan_gene_539,1,Core Gene,N
Zm00030ab007460,pan_gene_541,1,Core Gene,N
Zm00030ab007500,pan_gene_542,1,Core Gene,N
Zm00030ab007510,pan_gene_543,1,Core Gene,N
Zm00030ab007520,pan_gene_545,1,Core Gene,N
Zm00030ab007530,pan_gene_546,1,Core Gene,N
