gene,pan,copy,class,duplicate
gmap_ID=chr1:6634947-6636323,pan_gene_173,1,Dispensable Gene,N
Zm00038ab002310,pan_gene_174,1,Core Gene,N
Zm00038ab002320,pan_gene_175,1,Core Gene,N
Zm00038ab002340,pan_gene_176,1,Core Gene,N
Zm00038ab002350,pan_gene_177,1,Core Gene,N
Zm00038ab002360,pan_gene_179,1,Core Gene,N
Zm00038ab002370,pan_gene_180,1,Core Gene,N
Zm00038ab002380,pan_gene_181,1,Core Gene,N
Zm00038ab002390,pan_gene_182,1,Core Gene,N
Zm00038ab002410,pan_gene_183,2,Core Gene,Y
gmap_ID=chr1:6896541-6897016,pan_gene_184,1,Near-Core Gene,N
Zm00038ab002430,pan_gene_185,1,Core Gene,N
Zm00038ab002440,pan_gene_186,1,Core Gene,N
Zm00038ab002470,pan_gene_187,1,Core Gene,N
Zm00038ab002480,pan_gene_188,1,Core Gene,N
Zm00038ab002490,pan_gene_189,1,Core Gene,N
Zm00038ab002500,pan_gene_191,1,Core Gene,N
Zm00038ab002520,pan_gene_192,1,Near-Core Gene,N
Zm00038ab002530,pan_gene_193,1,Near-Core Gene,N
Zm00038ab002540,pan_gene_194,1,Core Gene,N
Zm00038ab002550,pan_gene_195,1,Core Gene,N
Zm00038ab002570,pan_gene_196,1,Core Gene,N
Zm00038ab002580,pan_gene_197,1,Core Gene,N
Zm00038ab002590,pan_gene_198,1,Core Gene,N
Zm00038ab002600,pan_gene_199,2,Core Gene,Y
Zm00038ab002620,pan_gene_200,1,Core Gene,N
Zm00038ab002630,pan_gene_201,1,Core Gene,N
Zm00038ab002640,pan_gene_202,1,Core Gene,N
Zm00038ab002650,pan_gene_203,1,Core Gene,N
Zm00038ab002680,pan_gene_204,1,Core Gene,N
Zm00038ab002690,pan_gene_205,1,Core Gene,N
Zm00038ab002700,pan_gene_206,1,Core Gene,N
Zm00038ab002710,pan_gene_207,1,Core Gene,N
Zm00038ab002720,pan_gene_208,1,Core Gene,N
Zm00038ab002760,pan_gene_209,1,Core Gene,N
Zm00038ab002770,pan_gene_210,1,Core Gene,N
Zm00038ab002780,pan_gene_211,2,Core Gene,Y
Zm00038ab002800,pan_gene_212,1,Core Gene,N
Zm00038ab002810,pan_gene_214,1,Core Gene,N
Zm00038ab002820,pan_gene_215,1,Core Gene,N
Zm00038ab002830,pan_gene_216,1,Core Gene,N
Zm00038ab002840,pan_gene_217,3,Core Gene,Y
Zm00038ab002890,pan_gene_218,1,Core Gene,N
Zm00038ab002920,pan_gene_220,1,Core Gene,N
Zm00038ab002940,pan_gene_222,3,Core Gene,Y
Zm00038ab002960,pan_gene_223,1,Core Gene,N
Zm00038ab002980,pan_gene_224,1,Core Gene,N
Zm00038ab002990,pan_gene_225,1,Near-Core Gene,N
Zm00038ab003020,pan_gene_226,1,Core Gene,N
Zm00038ab003040,pan_gene_227,1,Core Gene,N
Zm00038ab003050,pan_gene_228,1,Core Gene,N
gmap_ID=chr1:8924878-8929755,pan_gene_229,1,Dispensable Gene,N
Zm00038ab003110,pan_gene_230,1,Core Gene,N
Zm00038ab003120,pan_gene_231,1,Core Gene,N
Zm00038ab003130,pan_gene_232,1,Core Gene,N
Zm00038ab003150,pan_gene_233,1,Core Gene,N
Zm00038ab003160,pan_gene_234,1,Core Gene,N
gmap_ID=chr1:9060273-9061214,pan_gene_237,1,Dispensable Gene,N
Zm00038ab003170,pan_gene_238,3,Core Gene,Y
Zm00038ab003210,pan_gene_239,1,Core Gene,N
Zm00038ab003490,pan_gene_240,1,Core Gene,N
Zm00038ab003500,pan_gene_241,1,Core Gene,N
Zm00038ab003510,pan_gene_242,1,Core Gene,N
Zm00038ab003530,pan_gene_244,1,Core Gene,N
Zm00038ab003580,pan_gene_245,1,Core Gene,N
Zm00038ab003590,pan_gene_246,1,Core Gene,N
Zm00038ab003600,pan_gene_247,1,Core Gene,N
Zm00038ab003610,pan_gene_248,1,Core Gene,N
Zm00038ab003630,pan_gene_250,1,Core Gene,N
Zm00038ab003640,pan_gene_251,1,Core Gene,N
Zm00038ab003650,pan_gene_252,1,Core Gene,N
Zm00038ab003660,pan_gene_253,2,Core Gene,Y
Zm00038ab003710,pan_gene_254,1,Near-Core Gene,N
Zm00038ab003750,pan_gene_256,1,Core Gene,N
Zm00038ab003760,pan_gene_257,1,Core Gene,N
Zm00038ab003770,pan_gene_258,1,Core Gene,N
Zm00038ab003780,pan_gene_259,1,Core Gene,N
Zm00038ab003790,pan_gene_260,1,Dispensable Gene,N
Zm00038ab003800,pan_gene_261,1,Dispensable Gene,N
Zm00038ab003810,pan_gene_262,1,Core Gene,N
Zm00038ab003830,pan_gene_263,1,Near-Core Gene,N
Zm00038ab003840,pan_gene_264,1,Core Gene,N
Zm00038ab003850,pan_gene_265,1,Core Gene,N
Zm00038ab003860,pan_gene_266,1,Core Gene,N
Zm00038ab003880,pan_gene_267,1,Core Gene,N
Zm00038ab003900,pan_gene_268,1,Core Gene,N
Zm00038ab003910,pan_gene_269,1,Core Gene,N
Zm00038ab003920,pan_gene_270,1,Core Gene,N
Zm00038ab003950,pan_gene_271,1,Core Gene,N
Zm00038ab003960,pan_gene_272,1,Dispensable Gene,N
Zm00038ab003970,pan_gene_273,1,Core Gene,N
Zm00038ab004020,pan_gene_274,1,Core Gene,N
gmap_ID=chr1:10948746-10949112,pan_gene_275,1,Dispensable Gene,N
Zm00038ab004050,pan_gene_277,1,Core Gene,N
Zm00038ab004060,pan_gene_278,1,Core Gene,N
Zm00038ab004070,pan_gene_279,5,Core Gene,Y
Zm00038ab004120,pan_gene_280,1,Core Gene,N
Zm00038ab004130,pan_gene_281,1,Core Gene,N
Zm00038ab004140,pan_gene_282,1,Core Gene,N
Zm00038ab004150,pan_gene_283,1,Core Gene,N
Zm00038ab004170,pan_gene_284,1,Core Gene,N
Zm00038ab004180,pan_gene_287,1,Core Gene,N
Zm00038ab004190,pan_gene_289,1,Core Gene,N
Zm00038ab004200,pan_gene_290,1,Core Gene,N
Zm00038ab004240,pan_gene_292,1,Core Gene,N
Zm00038ab004260,pan_gene_293,2,Dispensable Gene,Y
Zm00038ab004290,pan_gene_294,1,Core Gene,N
Zm00038ab004310,pan_gene_295,1,Dispensable Gene,N
Zm00038ab004320,pan_gene_296,1,Core Gene,N
Zm00038ab004330,pan_gene_297,1,Core Gene,N
Zm00038ab004340,pan_gene_298,1,Core Gene,N
Zm00038ab004350,pan_gene_299,1,Core Gene,N
gmap_ID=chr1:11914650-11917452,pan_gene_300,1,Core Gene,N
Zm00038ab004360,pan_gene_301,1,Core Gene,N
Zm00038ab004370,pan_gene_302,1,Core Gene,N
Zm00038ab004380,pan_gene_303,1,Core Gene,N
Zm00038ab004400,pan_gene_304,2,Core Gene,Y
Zm00038ab004420,pan_gene_305,1,Core Gene,N
Zm00038ab004430,pan_gene_307,1,Core Gene,N
Zm00038ab004440,pan_gene_308,1,Core Gene,N
Zm00038ab004450,pan_gene_309,2,Core Gene,Y
Zm00038ab004480,pan_gene_310,1,Core Gene,N
Zm00038ab004490,pan_gene_311,1,Core Gene,N
Zm00038ab004510,pan_gene_313,1,Core Gene,N
Zm00038ab004520,pan_gene_314,1,Near-Core Gene,N
Zm00038ab004530,pan_gene_315,1,Dispensable Gene,N
gmap_ID=chr1:12617537-12618610,pan_gene_316,1,Dispensable Gene,N
Zm00038ab004540,pan_gene_317,1,Core Gene,N
Zm00038ab004550,pan_gene_318,2,Core Gene,Y
Zm00038ab004570,pan_gene_319,1,Core Gene,N
gmap_ID=chr1:12800608-12800967,pan_gene_320,1,Dispensable Gene,N
Zm00038ab004590,pan_gene_321,2,Core Gene,Y
Zm00038ab004600,pan_gene_322,1,Core Gene,N
Zm00038ab004610,pan_gene_323,1,Core Gene,N
Zm00038ab004620,pan_gene_324,1,Core Gene,N
Zm00038ab004630,pan_gene_325,1,Core Gene,N
Zm00038ab004640,pan_gene_326,1,Core Gene,N
Zm00038ab004650,pan_gene_327,1,Core Gene,N
Zm00038ab004660,pan_gene_328,1,Dispensable Gene,N
gmap_ID=chr1:13121182-13135910,pan_gene_329,1,Dispensable Gene,N
Zm00038ab004670,pan_gene_330,1,Core Gene,N
Zm00038ab004680,pan_gene_331,1,Core Gene,N
Zm00038ab004690,pan_gene_332,3,Core Gene,Y
Zm00038ab004740,pan_gene_333,1,Core Gene,N
Zm00038ab004750,pan_gene_334,1,Core Gene,N
Zm00038ab004760,pan_gene_335,1,Core Gene,N
Zm00038ab004770,pan_gene_336,1,Core Gene,N
Zm00038ab004780,pan_gene_338,2,Core Gene,Y
Zm00038ab004800,pan_gene_340,1,Core Gene,N
Zm00038ab004810,pan_gene_341,1,Core Gene,N
Zm00038ab004830,pan_gene_342,1,Core Gene,N
Zm00038ab004840,pan_gene_343,1,Core Gene,N
Zm00038ab004850,pan_gene_344,1,Core Gene,N
Zm00038ab004860,pan_gene_345,1,Core Gene,N
Zm00038ab004870,pan_gene_346,1,Core Gene,N
Zm00038ab004890,pan_gene_347,1,Core Gene,N
Zm00038ab004900,pan_gene_348,1,Core Gene,N
Zm00038ab004910,pan_gene_349,1,Core Gene,N
Zm00038ab004920,pan_gene_350,1,Core Gene,N
Zm00038ab004930,pan_gene_351,1,Core Gene,N
Zm00038ab004940,pan_gene_352,1,Dispensable Gene,N
Zm00038ab004960,pan_gene_353,1,Core Gene,N
Zm00038ab004970,pan_gene_354,2,Core Gene,Y
Zm00038ab004990,pan_gene_355,1,Core Gene,N
Zm00038ab005010,pan_gene_356,1,Core Gene,N
Zm00038ab005020,pan_gene_357,1,Core Gene,N
Zm00038ab005040,pan_gene_358,1,Core Gene,N
Zm00038ab005060,pan_gene_359,1,Dispensable Gene,N
Zm00038ab005070,pan_gene_360,1,Dispensable Gene,N
Zm00038ab005080,pan_gene_361,1,Core Gene,N
gmap_ID=chr1:14694652-14695146,pan_gene_363,1,Core Gene,N
Zm00038ab005100,pan_gene_364,1,Core Gene,N
Zm00038ab005110,pan_gene_365,1,Core Gene,N
Zm00038ab005130,pan_gene_367,1,Core Gene,N
Zm00038ab005150,pan_gene_368,3,Core Gene,Y
Zm00038ab005180,pan_gene_369,1,Core Gene,N
Zm00038ab005190,pan_gene_370,1,Core Gene,N
Zm00038ab005200,pan_gene_371,1,Core Gene,N
Zm00038ab005210,pan_gene_372,1,Core Gene,N
Zm00038ab005220,pan_gene_373,1,Core Gene,N
Zm00038ab005420,pan_gene_374,16,Core Gene,Y
Zm00038ab005400,pan_gene_377,1,Dispensable Gene,N
Zm00038ab005410,pan_gene_378,1,Core Gene,N
Zm00038ab005450,pan_gene_381,1,Core Gene,N
Zm00038ab005460,pan_gene_382,1,Core Gene,N
Zm00038ab005470,pan_gene_383,1,Core Gene,N
Zm00038ab005480,pan_gene_384,1,Core Gene,N
Zm00038ab005490,pan_gene_385,1,Core Gene,N
Zm00038ab005500,pan_gene_386,1,Core Gene,N
Zm00038ab005510,pan_gene_387,1,Core Gene,N
Zm00038ab005520,pan_gene_388,1,Core Gene,N
Zm00038ab005540,pan_gene_389,1,Core Gene,N
Zm00038ab005550,pan_gene_390,1,Core Gene,N
Zm00038ab005580,pan_gene_391,1,Core Gene,N
Zm00038ab005590,pan_gene_392,1,Core Gene,N
Zm00038ab005600,pan_gene_395,2,Core Gene,Y
Zm00038ab005620,pan_gene_396,1,Core Gene,N
Zm00038ab005630,pan_gene_397,2,Core Gene,Y
Zm00038ab005660,pan_gene_398,1,Core Gene,N
Zm00038ab005670,pan_gene_399,1,Core Gene,N
Zm00038ab005680,pan_gene_400,1,Core Gene,N
Zm00038ab005690,pan_gene_401,1,Dispensable Gene,N
Zm00038ab005700,pan_gene_402,1,Core Gene,N
Zm00038ab005720,pan_gene_404,1,Core Gene,N
Zm00038ab005730,pan_gene_405,1,Dispensable Gene,N
Zm00038ab005740,pan_gene_406,1,Core Gene,N
Zm00038ab005750,pan_gene_407,1,Core Gene,N
Zm00038ab005760,pan_gene_408,1,Core Gene,N
Zm00038ab005770,pan_gene_409,1,Core Gene,N
Zm00038ab005780,pan_gene_410,1,Core Gene,N
Zm00038ab005790,pan_gene_411,1,Core Gene,N
Zm00038ab005810,pan_gene_412,2,Core Gene,Y
Zm00038ab005820,pan_gene_413,1,Core Gene,N
Zm00038ab005830,pan_gene_414,1,Core Gene,N
Zm00038ab005840,pan_gene_415,1,Core Gene,N
Zm00038ab005850,pan_gene_417,1,Core Gene,N
Zm00038ab005860,pan_gene_418,1,Core Gene,N
Zm00038ab005870,pan_gene_419,1,Core Gene,N
Zm00038ab005880,pan_gene_420,1,Core Gene,N
Zm00038ab005890,pan_gene_421,1,Core Gene,N
gmap_ID=chr1:17561589-17562108,pan_gene_422,1,Core Gene,N
Zm00038ab005910,pan_gene_423,1,Core Gene,N
Zm00038ab005920,pan_gene_424,2,Core Gene,Y
Zm00038ab005940,pan_gene_425,1,Core Gene,N
Zm00038ab005980,pan_gene_426,1,Core Gene,N
Zm00038ab006000,pan_gene_427,1,Core Gene,N
Zm00038ab006010,pan_gene_428,1,Core Gene,N
Zm00038ab006020,pan_gene_429,1,Core Gene,N
Zm00038ab006030,pan_gene_430,1,Core Gene,N
Zm00038ab006040,pan_gene_431,1,Core Gene,N
Zm00038ab006070,pan_gene_433,1,Core Gene,N
Zm00038ab006080,pan_gene_434,1,Core Gene,N
Zm00038ab006090,pan_gene_435,1,Core Gene,N
Zm00038ab006100,pan_gene_436,1,Core Gene,N
Zm00038ab006110,pan_gene_437,1,Core Gene,N
Zm00038ab006120,pan_gene_438,1,Near-Core Gene,N
Zm00038ab006130,pan_gene_439,1,Core Gene,N
Zm00038ab006150,pan_gene_440,1,Core Gene,N
Zm00038ab006170,pan_gene_441,1,Core Gene,N
Zm00038ab006210,pan_gene_442,1,Core Gene,N
Zm00038ab006220,pan_gene_443,1,Core Gene,N
Zm00038ab006230,pan_gene_444,1,Core Gene,N
Zm00038ab006240,pan_gene_445,1,Core Gene,N
Zm00038ab006250,pan_gene_446,1,Dispensable Gene,N
Zm00038ab006260,pan_gene_447,1,Core Gene,N
Zm00038ab006270,pan_gene_448,1,Core Gene,N
Zm00038ab006280,pan_gene_449,1,Core Gene,N
Zm00038ab006290,pan_gene_450,1,Core Gene,N
Zm00038ab006300,pan_gene_451,2,Core Gene,Y
Zm00038ab006320,pan_gene_453,1,Core Gene,N
Zm00038ab006330,pan_gene_454,1,Core Gene,N
Zm00038ab006340,pan_gene_455,1,Core Gene,N
Zm00038ab006370,pan_gene_456,1,Core Gene,N
Zm00038ab006380,pan_gene_457,1,Core Gene,N
Zm00038ab006390,pan_gene_458,1,Core Gene,N
Zm00038ab006400,pan_gene_459,1,Core Gene,N
Zm00038ab006420,pan_gene_460,3,Core Gene,Y
Zm00038ab006440,pan_gene_461,1,Core Gene,N
Zm00038ab006470,pan_gene_462,1,Core Gene,N
Zm00038ab006480,pan_gene_463,1,Dispensable Gene,N
Zm00038ab006490,pan_gene_464,1,Core Gene,N
Zm00038ab006500,pan_gene_465,1,Core Gene,N
Zm00038ab006510,pan_gene_467,1,Core Gene,N
Zm00038ab006520,pan_gene_468,1,Near-Core Gene,N
Zm00038ab006530,pan_gene_469,1,Core Gene,N
gmap_ID=chr1:19907886-19908569,pan_gene_470,1,Dispensable Gene,N
Zm00038ab006540,pan_gene_471,1,Core Gene,N
Zm00038ab006560,pan_gene_472,1,Core Gene,N
Zm00038ab006580,pan_gene_473,1,Core Gene,N
Zm00038ab006590,pan_gene_474,4,Core Gene,Y
gmap_ID=chr1:20089214-20090931,pan_gene_475,1,Dispensable Gene,N
Zm00038ab006630,pan_gene_478,1,Core Gene,N
Zm00038ab006640,pan_gene_479,1,Core Gene,N
Zm00038ab006650,pan_gene_482,1,Core Gene,N
Zm00038ab006670,pan_gene_483,1,Core Gene,N
Zm00038ab006680,pan_gene_484,2,Core Gene,Y
Zm00038ab006700,pan_gene_485,1,Core Gene,N
Zm00038ab006710,pan_gene_486,1,Core Gene,N
Zm00038ab006720,pan_gene_487,1,Dispensable Gene,N
Zm00038ab006730,pan_gene_488,1,Core Gene,N
Zm00038ab006740,pan_gene_489,1,Core Gene,N
Zm00038ab006750,pan_gene_490,1,Core Gene,N
Zm00038ab006760,pan_gene_491,2,Core Gene,Y
Zm00038ab006770,pan_gene_492,2,Core Gene,Y
Zm00038ab006800,pan_gene_493,1,Core Gene,N
Zm00038ab006810,pan_gene_495,1,Core Gene,N
Zm00038ab006830,pan_gene_496,1,Core Gene,N
Zm00038ab006850,pan_gene_498,1,Core Gene,N
Zm00038ab006860,pan_gene_499,1,Core Gene,N
Zm00038ab006870,pan_gene_500,1,Core Gene,N
Zm00038ab006880,pan_gene_501,1,Core Gene,N
Zm00038ab006890,pan_gene_502,1,Core Gene,N
Zm00038ab006900,pan_gene_503,1,Core Gene,N
Zm00038ab006910,pan_gene_504,1,Core Gene,N
Zm00038ab006960,pan_gene_505,1,Core Gene,N
Zm00038ab006980,pan_gene_507,1,Core Gene,N
Zm00038ab006990,pan_gene_508,1,Core Gene,N
Zm00038ab007010,pan_gene_509,2,Core Gene,Y
Zm00038ab007100,pan_gene_511,1,Core Gene,N
Zm00038ab007110,pan_gene_512,1,Core Gene,N
Zm00038ab007120,pan_gene_513,1,Core Gene,N
Zm00038ab007130,pan_gene_514,1,Core Gene,N
Zm00038ab007140,pan_gene_515,1,Core Gene,N
Zm00038ab007150,pan_gene_516,1,Core Gene,N
Zm00038ab007160,pan_gene_517,1,Dispensable Gene,N
Zm00038ab007190,pan_gene_518,1,Core Gene,N
Zm00038ab007200,pan_gene_519,2,Core Gene,Y
Zm00038ab007240,pan_gene_520,3,Dispensable Gene,Y
Zm00038ab007260,pan_gene_521,1,Core Gene,N
gmap_ID=chr1:21998794-22007524,pan_gene_522,1,Dispensable Gene,N
Zm00038ab007280,pan_gene_523,1,Core Gene,N
Zm00038ab007290,pan_gene_524,1,Core Gene,N
Zm00038ab007300,pan_gene_525,1,Core Gene,N
Zm00038ab007310,pan_gene_526,1,Core Gene,N
Zm00038ab007320,pan_gene_527,1,Core Gene,N
Zm00038ab007330,pan_gene_528,1,Core Gene,N
Zm00038ab007340,pan_gene_529,1,Core Gene,N
Zm00038ab007350,pan_gene_530,1,Core Gene,N
Zm00038ab007360,pan_gene_531,1,Core Gene,N
Zm00038ab007370,pan_gene_532,1,Near-Core Gene,N
Zm00038ab007380,pan_gene_534,1,Core Gene,N
Zm00038ab007390,pan_gene_536,1,Core Gene,N
Zm00038ab007400,pan_gene_537,1,Core Gene,N
