gene,pan,copy,class,duplicate
Zm00028ab002680,pan_gene_204,1,Core Gene,N
Zm00028ab002700,pan_gene_205,1,Core Gene,N
Zm00028ab002710,pan_gene_206,1,Core Gene,N
Zm00028ab002740,pan_gene_207,1,Core Gene,N
Zm00028ab002750,pan_gene_208,1,Core Gene,N
Zm00028ab002760,pan_gene_209,1,Core Gene,N
Zm00028ab002780,pan_gene_210,1,Core Gene,N
Zm00028ab002800,pan_gene_211,1,Core Gene,N
Zm00028ab002810,pan_gene_212,1,Core Gene,N
Zm00028ab002830,pan_gene_214,1,Core Gene,N
Zm00028ab002900,pan_gene_215,1,Core Gene,N
Zm00028ab002910,pan_gene_216,1,Core Gene,N
Zm00028ab002920,pan_gene_217,3,Core Gene,Y
Zm00028ab002950,pan_gene_218,1,Core Gene,N
Zm00028ab002960,pan_gene_220,1,Core Gene,N
Zm00028ab002980,pan_gene_222,3,Core Gene,Y
Zm00028ab003000,pan_gene_223,1,Core Gene,N
Zm00028ab003020,pan_gene_224,1,Core Gene,N
Zm00028ab003030,pan_gene_225,1,Near-Core Gene,N
Zm00028ab003060,pan_gene_226,1,Core Gene,N
Zm00028ab003070,pan_gene_227,1,Core Gene,N
Zm00028ab003080,pan_gene_228,1,Core Gene,N
Zm00028ab003090,pan_gene_229,1,Dispensable Gene,N
Zm00028ab003130,pan_gene_230,1,Core Gene,N
Zm00028ab003120,pan_gene_231,1,Core Gene,N
Zm00028ab003140,pan_gene_232,1,Core Gene,N
Zm00028ab003150,pan_gene_233,1,Core Gene,N
Zm00028ab003160,pan_gene_234,1,Core Gene,N
Zm00028ab003190,pan_gene_238,3,Core Gene,Y
Zm00028ab003220,pan_gene_239,1,Core Gene,N
Zm00028ab003250,pan_gene_240,1,Core Gene,N
Zm00028ab003260,pan_gene_241,1,Core Gene,N
Zm00028ab003270,pan_gene_242,1,Core Gene,N
Zm00028ab003290,pan_gene_244,1,Core Gene,N
Zm00028ab003370,pan_gene_245,1,Core Gene,N
Zm00028ab003390,pan_gene_246,1,Core Gene,N
Zm00028ab003400,pan_gene_247,1,Core Gene,N
Zm00028ab003410,pan_gene_248,1,Core Gene,N
Zm00028ab003420,pan_gene_250,1,Core Gene,N
Zm00028ab003430,pan_gene_251,1,Core Gene,N
Zm00028ab003440,pan_gene_252,1,Core Gene,N
Zm00028ab003450,pan_gene_253,2,Core Gene,Y
Zm00028ab003490,pan_gene_254,1,Near-Core Gene,N
Zm00028ab003510,pan_gene_256,1,Core Gene,N
Zm00028ab003520,pan_gene_257,1,Core Gene,N
Zm00028ab003530,pan_gene_258,1,Core Gene,N
Zm00028ab003540,pan_gene_259,1,Core Gene,N
Zm00028ab003550,pan_gene_262,1,Core Gene,N
Zm00028ab003570,pan_gene_263,1,Near-Core Gene,N
Zm00028ab003580,pan_gene_264,1,Core Gene,N
Zm00028ab003590,pan_gene_265,1,Core Gene,N
Zm00028ab003600,pan_gene_266,1,Core Gene,N
Zm00028ab003610,pan_gene_267,1,Core Gene,N
Zm00028ab003620,pan_gene_268,1,Core Gene,N
Zm00028ab003630,pan_gene_269,1,Core Gene,N
Zm00028ab003650,pan_gene_270,1,Core Gene,N
Zm00028ab003660,pan_gene_271,1,Core Gene,N
Zm00028ab003670,pan_gene_272,1,Dispensable Gene,N
Zm00028ab003680,pan_gene_273,1,Core Gene,N
Zm00028ab003690,pan_gene_274,1,Core Gene,N
gmap_ID=chr1:10353377-10353739,pan_gene_275,1,Dispensable Gene,N
Zm00028ab003700,pan_gene_276,1,Dispensable Gene,N
Zm00028ab003710,pan_gene_277,1,Core Gene,N
Zm00028ab003720,pan_gene_278,1,Core Gene,N
Zm00028ab003730,pan_gene_279,4,Core Gene,Y
Zm00028ab003770,pan_gene_280,1,Core Gene,N
Zm00028ab003780,pan_gene_281,1,Core Gene,N
Zm00028ab003790,pan_gene_282,1,Core Gene,N
Zm00028ab003800,pan_gene_283,1,Core Gene,N
Zm00028ab003810,pan_gene_284,1,Core Gene,N
Zm00028ab003820,pan_gene_287,1,Core Gene,N
Zm00028ab003840,pan_gene_289,1,Core Gene,N
Zm00028ab003860,pan_gene_290,1,Core Gene,N
Zm00028ab003870,pan_gene_292,1,Core Gene,N
Zm00028ab003880,pan_gene_293,1,Dispensable Gene,N
Zm00028ab003900,pan_gene_294,1,Core Gene,N
Zm00028ab003910,pan_gene_295,1,Dispensable Gene,N
Zm00028ab003920,pan_gene_296,2,Core Gene,Y
Zm00028ab003940,pan_gene_297,1,Core Gene,N
Zm00028ab003950,pan_gene_298,1,Core Gene,N
Zm00028ab003970,pan_gene_299,1,Core Gene,N
Zm00028ab003980,pan_gene_300,1,Core Gene,N
Zm00028ab003990,pan_gene_301,1,Core Gene,N
Zm00028ab004010,pan_gene_302,1,Core Gene,N
Zm00028ab004020,pan_gene_303,1,Core Gene,N
Zm00028ab004040,pan_gene_304,2,Core Gene,Y
Zm00028ab004060,pan_gene_305,1,Core Gene,N
Zm00028ab004070,pan_gene_307,1,Core Gene,N
Zm00028ab004100,pan_gene_308,1,Core Gene,N
Zm00028ab004110,pan_gene_309,2,Core Gene,Y
Zm00028ab004130,pan_gene_310,1,Core Gene,N
Zm00028ab004140,pan_gene_311,1,Core Gene,N
Zm00028ab004150,pan_gene_313,1,Core Gene,N
Zm00028ab004160,pan_gene_314,1,Near-Core Gene,N
Zm00028ab004170,pan_gene_317,1,Core Gene,N
Zm00028ab004180,pan_gene_318,2,Core Gene,Y
Zm00028ab004200,pan_gene_319,1,Core Gene,N
gmap_ID=chr1:12049779-12049964,pan_gene_320,1,Dispensable Gene,N
Zm00028ab004220,pan_gene_321,2,Core Gene,Y
Zm00028ab004240,pan_gene_322,1,Core Gene,N
Zm00028ab004250,pan_gene_323,1,Core Gene,N
Zm00028ab004270,pan_gene_324,1,Core Gene,N
Zm00028ab004280,pan_gene_325,1,Core Gene,N
Zm00028ab004290,pan_gene_326,1,Core Gene,N
Zm00028ab004300,pan_gene_327,1,Core Gene,N
Zm00028ab004310,pan_gene_328,1,Dispensable Gene,N
Zm00028ab004320,pan_gene_329,1,Dispensable Gene,N
Zm00028ab004330,pan_gene_330,1,Core Gene,N
Zm00028ab004340,pan_gene_331,1,Core Gene,N
Zm00028ab004350,pan_gene_332,3,Core Gene,Y
Zm00028ab004400,pan_gene_333,1,Core Gene,N
Zm00028ab004390,pan_gene_334,1,Core Gene,N
Zm00028ab004380,pan_gene_335,1,Core Gene,N
Zm00028ab004410,pan_gene_336,1,Core Gene,N
Zm00028ab004420,pan_gene_338,2,Core Gene,Y
Zm00028ab004440,pan_gene_340,1,Core Gene,N
Zm00028ab004450,pan_gene_341,1,Core Gene,N
Zm00028ab004460,pan_gene_342,1,Core Gene,N
Zm00028ab004470,pan_gene_343,1,Core Gene,N
Zm00028ab004480,pan_gene_344,1,Core Gene,N
Zm00028ab004490,pan_gene_345,1,Core Gene,N
Zm00028ab004500,pan_gene_346,1,Core Gene,N
Zm00028ab004520,pan_gene_347,1,Core Gene,N
Zm00028ab004530,pan_gene_348,1,Core Gene,N
Zm00028ab004540,pan_gene_349,1,Core Gene,N
Zm00028ab004550,pan_gene_350,1,Core Gene,N
Zm00028ab004560,pan_gene_351,1,Core Gene,N
Zm00028ab004570,pan_gene_352,1,Dispensable Gene,N
Zm00028ab004580,pan_gene_353,1,Core Gene,N
Zm00028ab004590,pan_gene_354,1,Core Gene,N
Zm00028ab004600,pan_gene_355,2,Core Gene,Y
Zm00028ab004620,pan_gene_356,1,Core Gene,N
Zm00028ab004640,pan_gene_357,1,Core Gene,N
Zm00028ab004660,pan_gene_358,1,Core Gene,N
Zm00028ab004680,pan_gene_359,1,Dispensable Gene,N
gmap_ID=chr1:13311755-13312033,pan_gene_360,1,Dispensable Gene,N
Zm00028ab004700,pan_gene_361,1,Core Gene,N
gmap_ID=chr1:13324659-13325102,pan_gene_362,1,Dispensable Gene,N
gmap_ID=chr1:13331185-13331679,pan_gene_363,1,Core Gene,N
Zm00028ab004720,pan_gene_364,1,Core Gene,N
Zm00028ab004730,pan_gene_365,1,Core Gene,N
Zm00028ab004740,pan_gene_366,1,Dispensable Gene,N
Zm00028ab004760,pan_gene_367,1,Core Gene,N
Zm00028ab004770,pan_gene_368,1,Core Gene,N
Zm00028ab004790,pan_gene_369,1,Core Gene,N
Zm00028ab004820,pan_gene_370,1,Core Gene,N
Zm00028ab004830,pan_gene_371,1,Core Gene,N
Zm00028ab004860,pan_gene_372,1,Core Gene,N
Zm00028ab004870,pan_gene_373,1,Core Gene,N
Zm00028ab005050,pan_gene_374,16,Core Gene,Y
Zm00028ab005040,pan_gene_378,1,Core Gene,N
Zm00028ab005140,pan_gene_381,1,Core Gene,N
Zm00028ab005150,pan_gene_382,1,Core Gene,N
Zm00028ab005160,pan_gene_383,1,Core Gene,N
Zm00028ab005170,pan_gene_384,1,Core Gene,N
Zm00028ab005190,pan_gene_385,1,Core Gene,N
Zm00028ab005200,pan_gene_386,1,Core Gene,N
Zm00028ab005220,pan_gene_387,1,Core Gene,N
Zm00028ab005230,pan_gene_388,1,Core Gene,N
Zm00028ab005240,pan_gene_389,1,Core Gene,N
Zm00028ab005250,pan_gene_390,1,Core Gene,N
Zm00028ab005260,pan_gene_391,1,Core Gene,N
Zm00028ab005270,pan_gene_392,2,Core Gene,Y
Zm00028ab005290,pan_gene_395,2,Core Gene,Y
Zm00028ab005320,pan_gene_396,2,Core Gene,Y
Zm00028ab005340,pan_gene_397,2,Core Gene,Y
gmap_ID=chr1:15348529-15367698,pan_gene_398,1,Core Gene,N
Zm00028ab005370,pan_gene_399,1,Core Gene,N
Zm00028ab005380,pan_gene_400,1,Core Gene,N
Zm00028ab005390,pan_gene_401,1,Dispensable Gene,N
Zm00028ab005400,pan_gene_402,1,Core Gene,N
Zm00028ab005420,pan_gene_404,1,Core Gene,N
Zm00028ab005430,pan_gene_405,1,Dispensable Gene,N
Zm00028ab005440,pan_gene_406,1,Core Gene,N
Zm00028ab005450,pan_gene_407,1,Core Gene,N
Zm00028ab005460,pan_gene_408,1,Core Gene,N
Zm00028ab005470,pan_gene_409,1,Core Gene,N
Zm00028ab005480,pan_gene_410,1,Core Gene,N
Zm00028ab005500,pan_gene_411,1,Core Gene,N
Zm00028ab005510,pan_gene_412,2,Core Gene,Y
Zm00028ab005530,pan_gene_413,1,Core Gene,N
Zm00028ab005540,pan_gene_414,1,Core Gene,N
Zm00028ab005580,pan_gene_415,1,Core Gene,N
Zm00028ab005600,pan_gene_417,1,Core Gene,N
Zm00028ab005610,pan_gene_418,1,Core Gene,N
Zm00028ab005620,pan_gene_419,1,Core Gene,N
Zm00028ab005640,pan_gene_420,1,Core Gene,N
Zm00028ab005650,pan_gene_421,1,Core Gene,N
gmap_ID=chr1:16030926-16043304,pan_gene_422,1,Core Gene,N
gmap_ID=chr1:16054010-16054584,pan_gene_423,1,Core Gene,N
Zm00028ab005670,pan_gene_424,2,Core Gene,Y
Zm00028ab005690,pan_gene_425,1,Core Gene,N
Zm00028ab005730,pan_gene_426,1,Core Gene,N
Zm00028ab005750,pan_gene_427,1,Core Gene,N
Zm00028ab005760,pan_gene_428,1,Core Gene,N
Zm00028ab005770,pan_gene_429,1,Core Gene,N
Zm00028ab005800,pan_gene_430,1,Core Gene,N
Zm00028ab005820,pan_gene_431,1,Core Gene,N
Zm00028ab005830,pan_gene_433,1,Core Gene,N
Zm00028ab005840,pan_gene_434,1,Core Gene,N
Zm00028ab005850,pan_gene_435,1,Core Gene,N
Zm00028ab005860,pan_gene_436,1,Core Gene,N
Zm00028ab005870,pan_gene_437,1,Core Gene,N
Zm00028ab005880,pan_gene_438,1,Near-Core Gene,N
Zm00028ab005890,pan_gene_439,1,Core Gene,N
Zm00028ab005910,pan_gene_440,1,Core Gene,N
Zm00028ab005920,pan_gene_441,1,Core Gene,N
Zm00028ab005950,pan_gene_442,2,Core Gene,Y
Zm00028ab005970,pan_gene_443,1,Core Gene,N
Zm00028ab005990,pan_gene_444,1,Core Gene,N
Zm00028ab006000,pan_gene_445,1,Core Gene,N
Zm00028ab006010,pan_gene_446,1,Dispensable Gene,N
Zm00028ab006020,pan_gene_447,1,Core Gene,N
Zm00028ab006030,pan_gene_448,1,Core Gene,N
Zm00028ab006040,pan_gene_449,1,Core Gene,N
Zm00028ab006050,pan_gene_450,1,Core Gene,N
Zm00028ab006060,pan_gene_451,2,Core Gene,Y
Zm00028ab006080,pan_gene_453,1,Core Gene,N
Zm00028ab006090,pan_gene_454,1,Core Gene,N
Zm00028ab006110,pan_gene_455,1,Core Gene,N
Zm00028ab006120,pan_gene_456,1,Core Gene,N
Zm00028ab006130,pan_gene_457,1,Core Gene,N
Zm00028ab006140,pan_gene_458,1,Core Gene,N
Zm00028ab006180,pan_gene_459,1,Core Gene,N
Zm00028ab006210,pan_gene_460,3,Core Gene,Y
Zm00028ab006240,pan_gene_461,1,Core Gene,N
Zm00028ab006270,pan_gene_462,1,Core Gene,N
Zm00028ab006280,pan_gene_464,1,Core Gene,N
Zm00028ab006290,pan_gene_465,1,Core Gene,N
Zm00028ab006310,pan_gene_466,1,Dispensable Gene,N
Zm00028ab006320,pan_gene_467,1,Core Gene,N
Zm00028ab006330,pan_gene_468,1,Near-Core Gene,N
gmap_ID=chr1:18296961-18297315,pan_gene_469,1,Core Gene,N
Zm00028ab006350,pan_gene_471,1,Core Gene,N
Zm00028ab006360,pan_gene_472,1,Core Gene,N
Zm00028ab006370,pan_gene_473,1,Core Gene,N
Zm00028ab006380,pan_gene_474,4,Core Gene,Y
Zm00028ab006390,pan_gene_475,1,Dispensable Gene,N
Zm00028ab006430,pan_gene_478,1,Core Gene,N
Zm00028ab006440,pan_gene_479,1,Core Gene,N
Zm00028ab006460,pan_gene_482,1,Core Gene,N
Zm00028ab006470,pan_gene_483,1,Core Gene,N
Zm00028ab006480,pan_gene_484,2,Core Gene,Y
Zm00028ab006500,pan_gene_485,1,Core Gene,N
Zm00028ab006510,pan_gene_486,1,Core Gene,N
Zm00028ab006520,pan_gene_488,1,Core Gene,N
Zm00028ab006540,pan_gene_489,1,Core Gene,N
Zm00028ab006550,pan_gene_490,1,Core Gene,N
Zm00028ab006560,pan_gene_491,2,Core Gene,Y
Zm00028ab006570,pan_gene_492,3,Core Gene,Y
Zm00028ab006620,pan_gene_493,1,Core Gene,N
Zm00028ab006640,pan_gene_495,1,Core Gene,N
Zm00028ab006650,pan_gene_496,1,Core Gene,N
Zm00028ab006760,pan_gene_498,1,Core Gene,N
Zm00028ab006770,pan_gene_499,1,Core Gene,N
Zm00028ab006780,pan_gene_500,1,Core Gene,N
Zm00028ab006790,pan_gene_501,1,Core Gene,N
Zm00028ab006800,pan_gene_502,1,Core Gene,N
Zm00028ab006810,pan_gene_503,1,Core Gene,N
Zm00028ab006820,pan_gene_504,1,Core Gene,N
Zm00028ab006860,pan_gene_505,2,Core Gene,Y
Zm00028ab006880,pan_gene_507,1,Core Gene,N
Zm00028ab006890,pan_gene_508,1,Core Gene,N
Zm00028ab006900,pan_gene_509,2,Core Gene,Y
Zm00028ab006920,pan_gene_510,1,Dispensable Gene,N
Zm00028ab006930,pan_gene_511,1,Core Gene,N
Zm00028ab006940,pan_gene_512,1,Core Gene,N
Zm00028ab006950,pan_gene_513,1,Core Gene,N
Zm00028ab006960,pan_gene_514,2,Core Gene,Y
Zm00028ab006990,pan_gene_515,1,Core Gene,N
Zm00028ab007000,pan_gene_516,1,Core Gene,N
Zm00028ab007020,pan_gene_518,1,Core Gene,N
Zm00028ab007030,pan_gene_519,2,Core Gene,Y
Zm00028ab007060,pan_gene_520,1,Dispensable Gene,N
Zm00028ab007080,pan_gene_521,1,Core Gene,N
gmap_ID=chr1:20387560-20396278,pan_gene_522,1,Dispensable Gene,N
Zm00028ab007090,pan_gene_523,2,Core Gene,Y
Zm00028ab007110,pan_gene_524,1,Core Gene,N
Zm00028ab007120,pan_gene_525,1,Core Gene,N
Zm00028ab007130,pan_gene_526,1,Core Gene,N
Zm00028ab007140,pan_gene_527,1,Core Gene,N
Zm00028ab007160,pan_gene_528,1,Core Gene,N
Zm00028ab007180,pan_gene_529,1,Core Gene,N
Zm00028ab007190,pan_gene_530,1,Core Gene,N
Zm00028ab007200,pan_gene_531,1,Core Gene,N
Zm00028ab007210,pan_gene_532,1,Near-Core Gene,N
Zm00028ab007220,pan_gene_534,1,Core Gene,N
Zm00028ab007230,pan_gene_535,2,Dispensable Gene,Y
Zm00028ab007250,pan_gene_536,1,Core Gene,N
Zm00028ab007260,pan_gene_537,1,Core Gene,N
Zm00028ab007270,pan_gene_538,1,Core Gene,N
Zm00028ab007280,pan_gene_539,1,Core Gene,N
Zm00028ab007300,pan_gene_541,1,Core Gene,N
Zm00028ab007330,pan_gene_542,1,Core Gene,N
Zm00028ab007340,pan_gene_543,1,Core Gene,N
Zm00028ab007350,pan_gene_545,1,Core Gene,N
Zm00028ab007360,pan_gene_546,1,Core Gene,N
gmap_ID=chr1:21169273-21169833,pan_gene_547,1,Core Gene,N
Zm00028ab007370,pan_gene_548,1,Core Gene,N
